RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,01226,Fred Couples,22
2,0,01887,Mark O'Meara,17
3,0,02010,Loren Roberts,14
3,0,02101,Joey Sindelar,14
5,0,01143,Brad Bryant,13
5,0,01219,John Cook,13
5,0,01313,Steve Elkington,13
5,0,01475,Donnie Hammond,13
9,0,01042,Paul Azinger,12
9,0,06124,Patrick Burke,12
9,0,01331,Rick Fehr,12
9,0,01444,Ken Green,12
9,0,01553,John Huston,12
9,0,01837,Gil Morgan,12
9,0,01971,Dillard Pruitt,12
16,0,01072,Chip Beck,11
16,0,01355,Raymond Floyd,11
16,0,01378,David Frost,11
16,0,01677,Tom Lehman,11
16,0,01926,Steve Pate,11
16,0,01960,Don Pooley,11
22,0,01093,Ronnie Black,10
22,0,01132,Mark Brooks,10
22,0,01457,Jay Haas,10
22,0,01510,Nolan Henke,10
22,0,01577,Lee Janzen,10
22,0,01706,Davis Love III,10
22,0,01797,Rocco Mediate,10
22,0,02190,Doug Tewell,10
22,0,02206,David Toms,10
31,0,01261,Jay Delsing,9
31,0,01346,Ed Fiori,9
31,0,01408,Kelly Gibson,9
31,0,01968,Nick Price,9
31,0,02067,Ted Schulz,9
31,0,02104,Jeff Sluman,9
31,0,02246,Duffy Waldorf,9
38,0,01006,John Adams,8
38,0,01098,Jay Don Blake,8
38,0,01200,Keith Clearwater,8
38,0,01306,David Edwards,8
38,0,01414,Bob Gilder,8
38,0,08537,J.P. Hayes,8
38,0,06012,Greg Kraft,8
38,0,06128,Steve Lamontagne,8
38,0,01690,Bruce Lietzke,8
38,0,01724,Jeff Maggert,8
38,0,01748,Doug Martin,8
38,0,01946,Peter Persons,8
38,0,02099,Scott Simpson,8
38,0,06567,Vijay Singh,8
38,0,02279,Mark Wiebe,8
53,0,01014,Fulton Allem,7
53,0,01161,Mark Calcavecchia,7
53,0,01203,Russ Cochran,7
53,0,06034,Marco Dawson,7
53,0,01284,Mike Donald,7
53,0,01307,Joel Edwards,7
53,0,01361,Dan Forsman,7
53,0,01385,Jim Gallagher Jr.,7
53,0,01390,Buddy Gardner,7
53,0,01418,Bill Glasson,7
53,0,06575,Dudley Hart,7
53,0,01533,P.H. Horgan III,7
53,0,01549,Mike Hulbert,7
53,0,01550,Ed Humenik,7
53,0,06332,Neal Lancaster,7
53,0,01682,Wayne Levi,7
53,0,01701,Bob Lohr,7
53,0,01717,Sandy Lyle,7
53,0,01723,Andrew Magee,7
53,0,01766,Billy Mayfair,7
53,0,01771,Blaine McCallister,7
53,0,06090,Jim McGovern,7
53,0,01823,Larry Mize,7
53,0,01905,Joe Ozaki,7
53,0,01938,David Peoples,7
53,0,01945,Kenny Perry,7
53,0,01958,Dan Pohl,7
53,0,02049,Gene Sauers,7
53,0,02095,Larry Silveira,7
53,0,02146,Payne Stewart,7
53,0,02224,Greg Twiggs,7
53,0,02225,Howard Twitty,7
53,0,02292,Bob Wolcott,7
53,0,02313,Bruce Zabriski,7
53,0,02321,Fuzzy Zoeller,7
53,0,02322,Richard Zokol,7
89,0,01040,Emlyn Aubrey,6
89,0,01060,Dave Barr,6
89,0,01096,Phil Blackmar,6
89,0,01129,Bill Britton,6
89,0,01133,Billy Ray Brown,6
89,0,01139,Olin Browne,6
89,0,01239,Michael Cunning,6
89,0,01249,John Daly,6
89,0,01278,Andy Dillard,6
89,0,01329,Brad Faxon,6
89,0,01374,Robin Freeman,6
89,0,01388,Robert Gamez,6
89,0,01435,Wayne Grady,6
89,0,01443,Hubert Green,6
89,0,06044,Scott Gump,6
89,0,01499,Mark Hayes,6
89,0,01571,Barry Jaeckel,6
89,0,01633,Tom Kite,6
89,0,08277,Greg Lesher,6
89,0,01725,John Mahaffey,6
89,0,01810,Phil Mickelson,6
89,0,01846,Jodie Mudd,6
89,0,01876,Greg Norman,6
89,0,01878,Andy North,6
89,0,01920,Craig Parry,6
89,0,02090,Tom Sieckmann,6
89,0,02100,Tim Simpson,6
89,0,02167,Mike Sullivan,6
89,0,02185,Lance Ten Broeck,6
89,0,06048,Dicky Thompson,6
89,0,02267,D.A. Weibring,6
120,0,01024,Billy Andrade,5
120,0,01035,Tommy Armour III,5
120,0,01068,Andy Bean,5
120,0,06010,Brad Bell,5
120,0,01156,Curt Byrum,5
120,0,01157,Tom Byrum,5
120,0,01196,Brian Claar,5
120,0,01288,Ed Dougherty,5
120,0,09011,David Duval,5
120,0,01320,Bob Estes,5
120,0,01323,Brad Fabel,5
120,0,01353,Bruce Fleisher,5
120,0,01376,Bob Friend,5
120,0,01468,Gary Hallberg,5
120,0,01489,Steve Hart,5
120,0,01522,Lon Hinkle,5
120,0,01527,Scott Hoch,5
120,0,01557,John Inman,5
120,0,01559,Hale Irwin,5
120,0,01569,Peter Jacobsen,5
120,0,01779,Gary McCord,5
120,0,01783,Mark McCumber,5
120,0,01815,Johnny Miller,5
120,0,01891,David Ogrin,5
120,0,01928,Corey Pavin,5
120,0,01943,Chris Perry,5
120,0,01996,Mike Reid,5
120,0,02007,Larry Rinker,5
120,0,06040,John Ross,5
120,0,02033,Dave Rummells,5
120,0,02111,Mike Smith,5
120,0,02133,Craig Stadler,5
120,0,02135,Mike Standly,5
120,0,02196,Robert Thompson,5
120,0,02214,Kirk Triplett,5
120,0,06751,Chris Tucker,5
120,0,02242,Lanny Wadkins,5
120,0,02256,Tom Watson,5
120,0,02268,Tom Weiskopf,5
120,0,06072,Greg Whisman,5
120,0,02298,Jim Woodward,5
120,0,02303,Robert Wrenn,5
162,0,01023,Jerry Anderson,4
162,0,01049,Ian Baker-Finch,4
162,0,01142,Bart Bryant,4
162,0,07569,Mark Carnevale,4
162,0,01181,Jon Chaffee,4
162,0,01185,Brandel Chamblee,4
162,0,01197,Bobby Clampett,4
162,0,01214,Frank Conner,4
162,0,01235,Ben Crenshaw,4
162,0,01303,Bob Eastwood,4
162,0,01326,Nick Faldo,4
162,0,01381,Fred Funk,4
162,0,01458,Jerry Haas,4
162,0,01469,Dan Halldorson,4
162,0,06284,Jim Hallet,4
162,0,01495,Morris Hatalsky,4
162,0,06122,Greg Hickman,4
162,0,01610,Yoshinori Kaneko,4
162,0,01648,Billy Kratzert,4
162,0,01715,Mark Lye,4
162,0,01736,Roger Maltbie,4
162,0,01755,Dick Mast,4
162,0,01892,Aki Ohmachi,4
