RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,02214,Kirk Triplett,27
2,0,01783,Mark McCumber,25
3,0,10809,Jim Furyk,23
4,0,01771,Blaine McCallister,20
5,0,01320,Bob Estes,19
5,0,01690,Bruce Lietzke,19
5,0,01723,Andrew Magee,19
5,0,01971,Dillard Pruitt,19
9,0,01381,Fred Funk,18
9,0,01475,Donnie Hammond,18
9,0,02246,Duffy Waldorf,18
12,0,02133,Craig Stadler,17
12,0,02321,Fuzzy Zoeller,17
14,0,01326,Nick Faldo,16
14,0,01549,Mike Hulbert,16
14,0,01905,Joe Ozaki,16
14,0,02099,Scott Simpson,16
14,0,02100,Tim Simpson,16
14,0,02225,Howard Twitty,16
20,0,01006,John Adams,15
20,0,10860,Justin Leonard,15
22,0,07867,Woody Austin,14
22,0,01707,Steve Lowery,14
22,0,02104,Jeff Sluman,14
25,0,01143,Brad Bryant,13
25,0,01157,Tom Byrum,13
25,0,01313,Steve Elkington,13
25,0,01331,Rick Fehr,13
25,0,01334,Keith Fergus,13
25,0,01388,Robert Gamez,13
25,0,01607,Brian Kamm,13
25,0,01890,Brett Ogle,13
25,0,01945,Kenny Perry,13
25,0,01975,Tom Purtzer,13
25,0,01992,Don Reese,13
25,0,02010,Loren Roberts,13
25,0,02170,Hal Sutton,13
38,0,20051,Joe Acosta Jr.,12
38,0,09011,David Duval,12
38,0,01306,David Edwards,12
38,0,01378,David Frost,12
38,0,01418,Bill Glasson,12
38,0,01457,Jay Haas,12
38,0,06575,Dudley Hart,12
38,0,01736,Roger Maltbie,12
38,0,01796,Mark McNulty,12
38,0,01920,Craig Parry,12
38,0,20095,Carl Paulson,12
38,0,01928,Corey Pavin,12
38,0,01943,Chris Perry,12
38,0,01958,Dan Pohl,12
38,0,01968,Nick Price,12
38,0,02008,Lee Rinker,12
38,0,02245,Grant Waite,12
55,0,01042,Paul Azinger,11
55,0,01098,Jay Don Blake,11
55,0,01142,Bart Bryant,11
55,0,01161,Mark Calcavecchia,11
55,0,01201,Lennie Clements,11
55,0,06034,Marco Dawson,11
55,0,01282,Trevor Dodds,11
55,0,01385,Jim Gallagher Jr.,11
55,0,01458,Jerry Haas,11
55,0,08537,J.P. Hayes,11
55,0,01677,Tom Lehman,11
55,0,01766,Billy Mayfair,11
55,0,07235,John Morse,11
55,0,01927,Dennis Paulson,11
55,0,06386,Bill Porter,11
55,0,06527,Steve Stricker,11
55,0,02239,Scott Verplank,11
72,0,06006,JC Anderson,10
72,0,01035,Tommy Armour III,10
72,0,01072,Chip Beck,10
72,0,01116,Michael Bradley,10
72,0,01203,Russ Cochran,10
72,0,01361,Dan Forsman,10
72,0,06088,Steve Gotsche,10
72,0,01527,Scott Hoch,10
72,0,01553,John Huston,10
72,0,01599,Steve Jones,10
72,0,01706,Davis Love III,10
72,0,01725,John Mahaffey,10
72,0,06090,Jim McGovern,10
72,0,01926,Steve Pate,10
72,0,02111,Mike Smith,10
72,0,02223,Bob Tway,10
88,0,06214,Guy Boros,9
88,0,06020,Steve Brodie,9
88,0,01132,Mark Brooks,9
88,0,06124,Patrick Burke,9
88,0,01156,Curt Byrum,9
88,0,01219,John Cook,9
88,0,08931,Glen Day,9
88,0,06522,Ernie Els,9
88,0,01329,Brad Faxon,9
88,0,01346,Ed Fiori,9
88,0,06044,Scott Gump,9
88,0,01560,David Ishii,9
88,0,01569,Peter Jacobsen,9
88,0,01619,Skip Kendall,9
88,0,01797,Rocco Mediate,9
88,0,01837,Gil Morgan,9
88,0,06140,Sean Murphy,9
88,0,01876,Greg Norman,9
88,0,01887,Mark O'Meara,9
88,0,06567,Vijay Singh,9
88,0,02146,Payne Stewart,9
88,0,06613,Tommy Tolles,9
88,0,08385,Omar Uresti,9
88,0,02267,D.A. Weibring,9
112,0,01024,Billy Andrade,8
112,0,01040,Emlyn Aubrey,8
112,0,01060,Dave Barr,8
112,0,01096,Phil Blackmar,8
112,0,01185,Brandel Chamblee,8
112,0,01226,Fred Couples,8
112,0,01266,Clark Dennis,8
112,0,01353,Bruce Fleisher,8
112,0,01374,Robin Freeman,8
112,0,01408,Kelly Gibson,8
112,0,01444,Ken Green,8
112,0,06617,Brian Henninger,8
112,0,01577,Lee Janzen,8
112,0,20094,Jonathan Kaye,8
112,0,06012,Greg Kraft,8
112,0,06641,Jeff Leonard,8
112,0,01724,Jeff Maggert,8
112,0,01748,Doug Martin,8
112,0,01823,Larry Mize,8
112,0,01864,Larry Nelson,8
112,0,10215,Charlie Rymer,8
112,0,02256,Tom Watson,8
112,0,06791,Mark Wurtz,8
135,0,01014,Fulton Allem,7
135,0,01093,Ronnie Black,7
135,0,01127,Danny Briggs,7
135,0,01129,Bill Britton,7
135,0,01133,Billy Ray Brown,7
135,0,01175,Jim Carter,7
135,0,01196,Brian Claar,7
135,0,06251,Chris DiMarco,7
135,0,01307,Joel Edwards,7
135,0,01355,Raymond Floyd,7
135,0,01390,Buddy Gardner,7
135,0,01414,Bob Gilder,7
135,0,08337,Mike Heinen,7
135,0,01510,Nolan Henke,7
135,0,01550,Ed Humenik,7
135,0,06315,Pete Jordan,7
135,0,01633,Tom Kite,7
135,0,06332,Neal Lancaster,7
135,0,01701,Bob Lohr,7
135,0,10585,Scott McCarron,7
135,0,01810,Phil Mickelson,7
135,0,01891,David Ogrin,7
135,0,01960,Don Pooley,7
135,0,01996,Mike Reid,7
135,0,02094,Tony Sills,7
135,0,02101,Joey Sindelar,7
135,0,07101,Dave Stockton Jr.,7
135,0,02167,Mike Sullivan,7
135,0,02190,Doug Tewell,7
135,0,02218,Ted Tryba,7
135,0,02224,Greg Twiggs,7
135,0,02226,Tray Tyner,7
135,0,08563,Bruce Vaughan,7
135,0,02241,Bobby Wadkins,7
135,0,02294,Willie Wood,7
170,0,10885,Robert Allenby,6
170,0,10569,Mike Brisky,6
170,0,20229,Stewart Cink,6
170,0,01249,John Daly,6
170,0,01261,Jay Delsing,6
170,0,06643,Paul Goydos,6
170,0,01610,Yoshinori Kaneko,6
170,0,01666,Bernhard Langer,6
170,0,01682,Wayne Levi,6
170,0,01846,Jodie Mudd,6
170,0,06373,José María Olazábal,6
170,0,12660,Jesper Parnevik,6
170,0,01938,David Peoples,6
170,0,10213,Dicky Pride,6
170,0,08973,Wayne Riley,6
170,0,02049,Gene Sauers,6
170,0,02064,John Schroeder,6
170,0,06409,Brad Sherfy,6
170,0,02131,Mike Springer,6
170,0,02135,Mike Standly,6
170,0,08375,Paul Stankowski,6
170,0,02159,Curtis Strange,6
170,0,02180,Harry Taylor,6
170,0,06048,Dicky Thompson,6
170,0,10425,Jay Williamson,6
170,0,06577,John Wilson,6
170,0,02322,Richard Zokol,6
197,0,06197,Michael Allen,5
197,0,06809,Bob Burns,5
197,0,01197,Bobby Clampett,5
197,0,01200,Keith Clearwater,5
197,0,08717,Kawika Cotner,5
197,0,01235,Ben Crenshaw,5
197,0,01288,Ed Dougherty,5
197,0,01443,Hubert Green,5
197,0,01495,Morris Hatalsky,5
197,0,10145,Tom Hearn,5
197,0,12449,Ryan Howison,5
197,0,01559,Hale Irwin,5
197,0,01571,Barry Jaeckel,5
197,0,01648,Billy Kratzert,5
