RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,30946,Alex Prugh,157.7,7194454.000,1267
2,0,06643,Paul Goydos,159.5,7624644.000,1328
2,0,30692,Scott Stallings,159.5,7109120.000,1238
4,0,19846,Brian Gay,159.8,7634981.000,1327
5,0,26758,David Hearn,160.0,7847366.000,1362
6,0,29720,Andres Gonzales,160.5,4744968.000,821
7,0,21805,Harrison Frazar,160.6,4329575.000,749
8,0,21949,Joe Ogilvie,160.7,6324477.000,1093
9,0,01116,Michael Bradley,161.0,6122436.000,1056
9,0,09011,David Duval,161.0,6029124.000,1040
9,0,20127,Chris Riley,161.0,7065116.000,1219
12,0,25444,Justin Hicks,161.1,4540879.000,783
12,0,32876,Martin Piller,161.1,5393509.000,930
14,0,22293,Heath Slocum,161.2,7682678.000,1324
15,0,27141,J.B. Holmes,161.3,4912997.000,846
16,0,06004,Stephen Ames,161.4,6234413.000,1073
16,0,10505,Shane Bertsch,161.4,5413971.000,932
18,0,01577,Lee Janzen,161.5,5221323.000,898
19,0,31557,Jim Herman,161.7,5943805.000,1021
20,0,10860,Justin Leonard,161.8,7717717.000,1325
21,0,12652,Cameron Beckman,161.9,6685139.000,1147
21,0,35087,Bio Kim,161.9,6075010.000,1042
21,0,01797,Rocco Mediate,161.9,4994775.000,857
21,0,31193,Jim Renner,161.9,5513310.000,946
25,0,08537,J.P. Hayes,162.0,5003615.000,858
26,0,06251,Chris DiMarco,162.1,8582003.000,1471
27,0,34072,Will Strickler,162.2,4489302.000,769
28,0,29478,Kevin Kisner,162.3,5965575.000,1021
28,0,33911,Nate Smith,162.3,5538642.000,948
30,0,01313,Steve Elkington,162.4,4401156.000,753
30,0,12782,Tim Herron,162.4,8063836.000,1379
30,0,22348,Nick O'Hern,162.4,7965059.000,1362
33,0,25274,Steven Bowditch,162.5,8145000.000,1392
33,0,23325,Vaughn Taylor,162.5,8679819.000,1484
35,0,33141,Keegan Bradley,162.6,8049015.000,1375
35,0,30711,Colt Knost,162.6,7008052.000,1197
37,0,31202,William McGirt,162.7,9632775.000,1645
38,0,29910,Blake Adams,162.8,11008249.000,1878
38,0,10733,Kent Jones,162.8,7039482.000,1201
38,0,30926,Chris Kirk,162.8,8078065.000,1378
41,0,29420,Billy Horschel,162.9,6511143.000,1110
41,0,06573,Brandt Jobe,162.9,8489335.000,1448
41,0,26420,Richard Johnson,162.9,5670383.000,967
41,0,27120,Troy Matteson,162.9,8497471.000,1449
41,0,32150,Michael Thompson,162.9,7250266.000,1236
46,0,23800,Bryce Molder,163.0,7458744.000,1271
46,0,06527,Steve Stricker,163.0,5593070.000,953
46,0,27963,Chris Stroud,163.0,8193754.000,1396
49,0,20498,Briny Baird,163.1,5156031.000,878
49,0,22913,John Rollins,163.1,7545332.000,1285
51,0,30750,Tommy Gainey,163.2,9589669.000,1632
51,0,24361,Pat Perez,163.2,7373462.000,1255
53,0,06515,Shaun Micheel,163.3,6820844.000,1160
54,0,07867,Woody Austin,163.4,5294044.000,900
54,0,24507,Jason Bohn,163.4,7051383.000,1199
54,0,24138,Ian Poulter,163.4,4129213.000,702
54,0,06567,Vijay Singh,163.4,7593179.000,1291
54,0,27330,Josh Teater,163.4,9690633.000,1647
59,0,20098,Stuart Appleby,163.5,6319852.000,1074
59,0,22378,Trevor Immelman,163.5,7062110.000,1200
59,0,27939,Matt McQuillan,163.5,5079667.000,863
62,0,08725,Tom Gillis,163.6,5258552.000,893
62,0,22961,David Mathis,163.6,7369689.000,1251
62,0,25572,Graeme McDowell,163.6,3881511.000,659
62,0,08375,Paul Stankowski,163.6,6842527.000,1162
62,0,27214,Kevin Streelman,163.6,7503614.000,1274
67,0,23548,Bill Lunde,163.7,8145190.000,1382
67,0,25345,Carl Pettersson,163.7,9507196.000,1613
69,0,26287,Roland Thatcher,163.8,6445831.000,1093
70,0,25686,Jason Dufner,163.9,6856867.000,1162
70,0,27797,Derek Lamely,163.9,6105835.000,1035
70,0,27933,John Merrick,163.9,6349230.000,1076
70,0,28620,Aron Price,163.9,5204208.000,882
74,0,07457,Steve Flesch,164.0,8238590.000,1395
74,0,27974,Sung Kang,164.0,5406708.000,916
76,0,28087,Kris Blanks,164.1,8789711.000,1488
76,0,31401,Zack Miller,164.1,7917119.000,1340
76,0,24140,Sean O'Hair,164.1,6361801.000,1077
79,0,29718,Anthony Kim,164.2,6160254.000,1042
79,0,26668,Marc Turnesa,164.2,4875887.000,825
79,0,20160,Charlie Wi,164.2,8134861.000,1376
82,0,21407,Arjun Atwal,164.3,8805072.000,1489
82,0,20070,Matt Bettencourt,164.3,8118695.000,1373
82,0,22621,Ben Curtis,164.3,6581312.000,1113
82,0,28158,Steve Marino,164.3,6584179.000,1113
82,0,01948,Tim Petrovic,164.3,8167970.000,1381
