RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
87,0,20766,Padraig Harrington,164.4,4775815.000,807
88,0,32366,Kevin Chappell,164.5,6429602.000,1086
88,0,10809,Jim Furyk,164.5,7436078.000,1256
90,0,23614,Rich Beem,164.6,4882018.000,824
90,0,26881,Jarrod Lyle,164.6,7624659.000,1287
90,0,26679,Kevin Stadler,164.6,7728446.000,1304
93,0,06621,Joe Durant,164.7,6789471.000,1145
93,0,21731,Freddie Jacobson,164.7,7433577.000,1254
93,0,28486,Michael Putnam,164.7,5598832.000,944
93,0,23788,D.J. Trahan,164.7,8817777.000,1487
97,0,23638,Brendon de Jonge,164.8,9750339.000,1643
97,0,28679,Fabián Gómez,164.8,7313762.000,1233
97,0,22046,Geoff Ogilvy,164.8,5743414.000,968
97,0,25457,Alexandre Rocha,164.8,5210460.000,878
101,0,20593,Greg Chalmers,164.9,8398233.000,1415
101,0,20229,Stewart Cink,164.9,5513434.000,929
101,0,32102,Rickie Fowler,164.9,6992927.000,1178
101,0,32640,Troy Merritt,164.9,6047994.000,1019
101,0,28475,Jeff Overton,164.9,7766565.000,1308
101,0,27770,Camilo Villegas,164.9,6061518.000,1021
107,0,01706,Davis Love III,165.0,5519862.000,929
107,0,33413,Ben Martin,165.0,6895694.000,1161
109,0,21961,Charles Howell III,165.1,9686593.000,1630
109,0,23497,Tag Ridings,165.1,7855582.000,1322
111,0,12510,Chad Campbell,165.2,9284011.000,1561
111,0,23673,Michael Connell,165.2,7663951.000,1289
111,0,23541,Ben Crane,165.2,6607161.000,1111
111,0,24980,Scott Gutschewski,165.2,5857735.000,985
111,0,12602,Dean Wilson,165.2,6066006.000,1020
116,0,24358,Robert Garrigus,165.3,7313886.000,1229
116,0,23108,Matt Kuchar,165.3,7562120.000,1271
116,0,21878,Mark Wilson,165.3,7455549.000,1253
119,0,24846,Ricky Barnes,165.4,6836230.000,1148
119,0,27466,Spencer Levin,165.4,10037851.000,1686
121,0,21350,Ryuji Imada,165.5,8118700.000,1363
122,0,24357,K.J. Choi,165.8,6212719.000,1041
122,0,30925,Dustin Johnson,165.8,5722797.000,959
124,0,29221,Webb Simpson,165.9,8898211.000,1490
125,0,23983,Luke Donald,166.1,5561058.000,930
125,0,20572,Rod Pampling,166.1,6426928.000,1075
125,0,27064,Jhonattan Vegas,166.1,7493873.000,1253
128,0,20848,Ángel Cabrera,166.2,3715290.000,621
128,0,21753,Brian Davis,166.2,9868007.000,1649
128,0,26300,Matt Jones,166.2,6844095.000,1144
128,0,08075,Jerry Kelly,166.2,7283039.000,1217
128,0,24490,George McNeill,166.2,6227577.000,1041
128,0,27649,Brandt Snedeker,166.2,7178032.000,1200
134,0,24290,D.J. Brigman,166.3,5886483.000,983
134,0,06522,Ernie Els,166.3,6341480.000,1059
134,0,24604,Hunter Haas,166.3,9111414.000,1522
134,0,10585,Scott McCarron,166.3,5758842.000,962
134,0,26951,Johnson Wagner,166.3,7499584.000,1253
134,0,25632,Jimmy Walker,166.3,8167892.000,1364
140,0,32698,Bobby Gates,166.4,7193938.000,1201
140,0,20157,Retief Goosen,166.4,4283584.000,715
140,0,23621,Rory Sabbatini,166.4,6559942.000,1095
140,0,24502,Adam Scott,166.4,4816513.000,804
140,0,23623,Bo Van Pelt,166.4,7623734.000,1273
145,0,02206,David Toms,166.5,6342858.000,1058
146,0,25834,Daniel Summerhays,166.6,7083073.000,1181
146,0,33419,Cameron Tringale,166.6,10430789.000,1739
146,0,27095,Nick Watney,166.6,6675676.000,1113
149,0,23409,James Driscoll,166.7,6548989.000,1091
149,0,26476,Chez Reavie,166.7,8825447.000,1471
149,0,29518,Brendan Steele,166.7,8270131.000,1378
152,0,25562,Andres Romero,166.8,7319195.000,1219
153,0,22371,Aaron Baddeley,166.9,6670181.000,1110
154,0,24925,Jonathan Byrd,167.0,7763482.000,1291
154,0,26851,Marc Leishman,167.0,8577953.000,1427
154,0,24781,Hunter Mahan,167.0,8194389.000,1363
154,0,25818,Scott Piercy,167.0,6767789.000,1126
154,0,20436,Garrett Willis,167.0,6879587.000,1144
159,0,28089,Jason Day,167.1,6362725.000,1058
159,0,24024,Zach Johnson,167.1,6912843.000,1149
161,0,25900,Lucas Glover,167.3,6568928.000,1091
161,0,27936,Martin Laird,167.3,6656123.000,1105
161,0,01766,Billy Mayfair,167.3,9185489.000,1525
161,0,26289,Boo Weekley,167.3,6147814.000,1021
165,0,24924,Bill Haas,167.5,7786041.000,1291
166,0,20472,Alex Cejka,167.6,5038537.000,835
166,0,19970,Robert Karlsson,167.6,4868716.000,807
168,0,30110,Kyle Stanley,167.7,8629032.000,1429
169,0,11123,Chris Couch,167.8,7326846.000,1213
169,0,23320,Ryan Palmer,167.8,6498701.000,1076
171,0,34255,Joseph Bramlett,168.0,6617668.000,1094
171,0,24663,Y.E. Yang,168.0,4522702.000,748
173,0,01810,Phil Mickelson,168.3,6281626.000,1037
173,0,26331,Charl Schwartzel,168.3,4337204.000,716
175,0,25240,D.A. Points,168.4,8007722.000,1321
176,0,10885,Robert Allenby,168.6,7629586.000,1257
176,0,23353,J.J. Henry,168.6,8605181.000,1418
176,0,25396,Kevin Na,168.6,7411600.000,1221
176,0,25804,Bubba Watson,168.6,6402222.000,1055
180,0,31323,Gary Woodland,168.8,7614916.000,1253
181,0,23718,Nathan Green,169.0,7624989.000,1253
181,0,12716,Charley Hoffman,169.0,8018882.000,1318
183,0,21209,Sergio Garcia,169.6,4920928.000,806
184,0,20645,John Senden,169.7,8853044.000,1449
185,0,22405,Justin Rose,170.3,6921139.000,1129
186,0,26596,Ryan Moore,170.8,6621679.000,1077
