RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,27141,J.B. Holmes,152.7,3517945.000,640
2,0,30925,Dustin Johnson,156.4,4189618.000,744
3,0,24358,Robert Garrigus,156.6,5348800.000,949
4,0,25804,Bubba Watson,158.4,4648312.000,815
5,0,25274,Steven Bowditch,160.2,6119694.000,1061
6,0,23497,Tag Ridings,162.3,5865654.000,1004
7,0,31323,Gary Woodland,162.4,5593345.000,957
8,0,27064,Jhonattan Vegas,163.2,5669639.000,965
9,0,23788,D.J. Trahan,163.3,6695576.000,1139
10,0,27330,Josh Teater,163.4,7483832.000,1272
11,0,24502,Adam Scott,164.4,3722340.000,629
11,0,30110,Kyle Stanley,164.4,6502653.000,1099
13,0,27936,Martin Laird,164.6,5056070.000,853
14,0,27095,Nick Watney,164.8,5067357.000,854
15,0,12716,Charley Hoffman,164.9,6030872.000,1016
16,0,25818,Scott Piercy,165.0,5114443.000,861
16,0,30692,Scott Stallings,165.0,5632775.000,948
18,0,34072,Will Strickler,165.1,3477683.000,585
19,0,21805,Harrison Frazar,165.2,3432063.000,577
20,0,20848,Ángel Cabrera,165.3,2838266.000,477
21,0,28475,Jeff Overton,165.4,6020923.000,1011
22,0,30946,Alex Prugh,165.5,5784157.000,971
23,0,23623,Bo Van Pelt,165.9,5889432.000,986
24,0,28089,Jason Day,166.5,4873198.000,813
25,0,01706,Davis Love III,166.6,4287352.000,715
26,0,26289,Boo Weekley,166.9,4728948.000,787
27,0,27120,Troy Matteson,167.1,6684384.000,1111
28,0,23320,Ryan Palmer,167.3,4897487.000,813
29,0,32102,Rickie Fowler,167.4,5489052.000,911
30,0,22913,John Rollins,167.5,5950901.000,987
31,0,30750,Tommy Gainey,167.8,7531111.000,1247
31,0,21209,Sergio Garcia,167.8,3763516.000,623
33,0,11123,Chris Couch,167.9,5653147.000,935
34,0,33141,Keegan Bradley,168.0,6434012.000,1064
35,0,25562,Andres Romero,168.1,5621371.000,929
36,0,32366,Kevin Chappell,168.2,5081574.000,839
36,0,01810,Phil Mickelson,168.2,4794316.000,792
38,0,22371,Aaron Baddeley,168.4,5177662.000,854
38,0,24924,Bill Haas,168.4,6085056.000,1004
40,0,08725,Tom Gillis,168.5,4155035.000,685
41,0,23409,James Driscoll,168.7,5029734.000,828
41,0,29718,Anthony Kim,168.7,4821262.000,794
41,0,29221,Webb Simpson,168.7,6976856.000,1149
44,0,31557,Jim Herman,169.0,4813606.000,791
45,0,28486,Michael Putnam,169.1,4413529.000,725
46,0,21949,Joe Ogilvie,169.6,5108945.000,837
47,0,27214,Kevin Streelman,169.7,6011941.000,984
48,0,27963,Chris Stroud,169.8,6534979.000,1069
49,0,27933,John Merrick,169.9,5126243.000,838
49,0,25345,Carl Pettersson,169.9,7606953.000,1244
51,0,27797,Derek Lamely,170.0,4827329.000,789
51,0,31193,Jim Renner,170.0,4466961.000,730
53,0,31401,Zack Miller,170.5,6296486.000,1026
54,0,35087,Bio Kim,170.6,4844894.000,789
54,0,30926,Chris Kirk,170.6,6467332.000,1053
54,0,28158,Steve Marino,170.6,5287454.000,861
57,0,06567,Vijay Singh,170.8,6099810.000,992
58,0,24140,Sean O'Hair,170.9,5058003.000,822
59,0,26679,Kevin Stadler,171.0,6139249.000,997
60,0,33419,Cameron Tringale,171.1,8239347.000,1338
61,0,21961,Charles Howell III,171.2,7765884.000,1260
62,0,25572,Graeme McDowell,171.3,3194679.000,518
62,0,32876,Martin Piller,171.3,4372996.000,709
64,0,24846,Ricky Barnes,171.4,5447663.000,883
