RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
64,0,23548,Bill Lunde,171.4,6553455.000,1062
66,0,34255,Joseph Bramlett,171.5,5167205.000,837
67,0,20070,Matt Bettencourt,171.6,6500190.000,1052
67,0,26851,Marc Leishman,171.6,6740722.000,1091
67,0,25632,Jimmy Walker,171.6,6424034.000,1040
70,0,19970,Robert Karlsson,171.7,3850099.000,623
71,0,26758,David Hearn,171.9,6539991.000,1057
72,0,24781,Hunter Mahan,172.0,6513967.000,1052
73,0,24490,George McNeill,172.2,4942006.000,797
74,0,24925,Jonathan Byrd,172.3,6179051.000,996
74,0,06522,Ernie Els,172.3,5087615.000,820
76,0,32698,Bobby Gates,172.4,5709267.000,920
76,0,20766,Padraig Harrington,172.4,3815873.000,615
78,0,29720,Andres Gonzales,172.5,3899362.000,628
78,0,06573,Brandt Jobe,172.5,6916424.000,1114
80,0,27974,Sung Kang,172.6,4380521.000,705
81,0,01116,Michael Bradley,172.7,4999483.000,804
81,0,29420,Billy Horschel,172.7,5297244.000,852
81,0,32150,Michael Thompson,172.7,5870682.000,944
84,0,23621,Rory Sabbatini,172.9,5227710.000,840
85,0,29910,Blake Adams,173.0,9010690.000,1447
85,0,20572,Rod Pampling,173.0,5199722.000,835
87,0,12782,Tim Herron,173.1,6617148.000,1062
88,0,10885,Robert Allenby,173.3,6058961.000,971
88,0,24980,Scott Gutschewski,173.3,4723659.000,757
88,0,31202,William McGirt,173.3,7922641.000,1270
91,0,24361,Pat Perez,173.4,6037033.000,967
92,0,29518,Brendan Steele,173.5,6602118.000,1057
93,0,26287,Roland Thatcher,173.6,5235799.000,838
94,0,27649,Brandt Snedeker,173.7,5745999.000,919
95,0,23541,Ben Crane,173.8,5386547.000,861
95,0,09011,David Duval,173.8,4980958.000,796
95,0,25900,Lucas Glover,173.8,5248080.000,839
95,0,27770,Camilo Villegas,173.8,4931665.000,788
99,0,01577,Lee Janzen,174.0,4316597.000,689
100,0,10585,Scott McCarron,174.3,4680963.000,746
100,0,25457,Alexandre Rocha,174.3,4228022.000,674
102,0,20498,Briny Baird,174.5,4272886.000,680
102,0,25686,Jason Dufner,174.5,5653602.000,900
102,0,29478,Kevin Kisner,174.5,4924629.000,784
102,0,33413,Ben Martin,174.5,5604424.000,892
106,0,12510,Chad Campbell,174.7,7495805.000,1192
107,0,23108,Matt Kuchar,174.8,6249053.000,993
108,0,26300,Matt Jones,174.9,5529538.000,878
109,0,22046,Geoff Ogilvy,175.3,4676046.000,741
109,0,20645,John Senden,175.3,7068444.000,1120
111,0,23353,J.J. Henry,175.7,6889390.000,1089
111,0,21731,Freddie Jacobson,175.7,6111081.000,966
111,0,27466,Spencer Levin,175.7,8188932.000,1295
111,0,26331,Charl Schwartzel,175.7,3535349.000,559
115,0,32640,Troy Merritt,175.9,4944602.000,781
115,0,26476,Chez Reavie,175.9,7186532.000,1135
117,0,24604,Hunter Haas,176.0,7424693.000,1172
117,0,22378,Trevor Immelman,176.0,5836818.000,921
117,0,26596,Ryan Moore,176.0,5251788.000,829
120,0,24290,D.J. Brigman,176.1,4755399.000,750
120,0,24138,Ian Poulter,176.1,3435351.000,542
122,0,24507,Jason Bohn,176.3,5907578.000,931
122,0,22293,Heath Slocum,176.3,6518255.000,1027
124,0,12652,Cameron Beckman,176.4,5588739.000,880
125,0,23638,Brendon de Jonge,176.6,8028752.000,1263
125,0,25444,Justin Hicks,176.6,3878193.000,610
127,0,22405,Justin Rose,176.7,5558641.000,874
128,0,20098,Stuart Appleby,176.8,5236996.000,823
129,0,10505,Shane Bertsch,176.9,4585617.000,720
129,0,28679,Fabián Gómez,176.9,6016754.000,945
129,0,06527,Steve Stricker,176.9,4720193.000,741
129,0,23325,Vaughn Taylor,176.9,7234727.000,1136
133,0,21407,Arjun Atwal,177.2,7247858.000,1136
134,0,24663,Y.E. Yang,177.3,3715176.000,582
135,0,28087,Kris Blanks,177.6,7369960.000,1153
135,0,20229,Stewart Cink,177.6,4570248.000,715
137,0,25240,D.A. Points,177.7,6519048.000,1019
138,0,20157,Retief Goosen,177.8,3469489.000,542
139,0,07457,Steve Flesch,177.9,6840154.000,1068
140,0,27939,Matt McQuillan,178.1,4258391.000,664
141,0,08375,Paul Stankowski,178.3,5724312.000,892
141,0,20160,Charlie Wi,178.3,6798095.000,1059
143,0,21350,Ryuji Imada,178.5,6719757.000,1046
144,0,26881,Jarrod Lyle,178.6,6353840.000,988
145,0,01948,Tim Petrovic,178.8,6817223.000,1059
145,0,21878,Mark Wilson,178.8,6199739.000,963
147,0,01766,Billy Mayfair,178.9,7591539.000,1179
148,0,06004,Stephen Ames,179.0,5340860.000,829
148,0,06621,Joe Durant,179.0,5697115.000,884
148,0,10733,Kent Jones,179.0,5972456.000,927
151,0,21753,Brian Davis,179.2,8192843.000,1270
151,0,08537,J.P. Hayes,179.2,4277012.000,663
153,0,10809,Jim Furyk,179.4,6309973.000,977
154,0,28620,Aron Price,179.5,4400386.000,681
155,0,07867,Woody Austin,179.7,4464860.000,690
155,0,01313,Steve Elkington,179.7,3752184.000,580
157,0,23718,Nathan Green,179.9,6225342.000,961
158,0,23614,Rich Beem,180.1,4058339.000,626
159,0,06515,Shaun Micheel,180.4,5759897.000,887
160,0,26951,Johnson Wagner,181.0,6325677.000,971
161,0,23983,Luke Donald,181.2,4715505.000,723
162,0,30711,Colt Knost,181.3,6062986.000,929
162,0,02206,David Toms,181.3,5318373.000,815
162,0,20436,Garrett Willis,181.3,5762612.000,883
165,0,06251,Chris DiMarco,181.4,7410564.000,1135
165,0,23800,Bryce Molder,181.4,6385296.000,978
165,0,20127,Chris Riley,181.4,6130686.000,939
168,0,08075,Jerry Kelly,181.6,6157004.000,942
169,0,23673,Michael Connell,181.9,6494333.000,992
169,0,22961,David Mathis,181.9,6369869.000,973
169,0,25396,Kevin Na,181.9,6111276.000,933
172,0,10860,Justin Leonard,182.1,6659430.000,1016
173,0,20593,Greg Chalmers,182.2,7169140.000,1093
174,0,24024,Zach Johnson,182.4,5845245.000,890
174,0,25834,Daniel Summerhays,182.4,5908339.000,900
176,0,24357,K.J. Choi,182.5,5295807.000,806
177,0,22621,Ben Curtis,183.1,5676858.000,861
178,0,01797,Rocco Mediate,183.4,4391258.000,665
179,0,22348,Nick O'Hern,183.5,6990909.000,1058
180,0,33911,Nate Smith,184.4,4826236.000,727
181,0,20472,Alex Cejka,184.5,4271825.000,643
182,0,06643,Paul Goydos,185.1,6808707.000,1022
182,0,26668,Marc Turnesa,185.1,4231294.000,635
184,0,12602,Dean Wilson,186.4,5192978.000,774
185,0,19846,Brian Gay,186.5,6862150.000,1022
186,0,26420,Richard Johnson,187.5,4993907.000,740
