RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,01219,John Cook,100.00,3,3
1,0,01527,Scott Hoch,100.00,5,5
1,0,23108,Matt Kuchar,100.00,6,6
1,0,01887,Mark O'Meara,100.00,7,7
1,0,06373,José María Olazábal,100.00,3,3
1,0,01926,Steve Pate,100.00,3,3
1,0,02010,Loren Roberts,100.00,8,8
8,0,01761,Len Mattiace,88.89,8,9
9,0,07363,Craig Bowden,87.50,7,8
9,0,21893,Brian Kortan,87.50,7,8
9,0,06527,Steve Stricker,87.50,7,8
12,0,12394,Tom Carter,83.33,10,12
12,0,01320,Bob Estes,83.33,5,6
12,0,24361,Pat Perez,83.33,15,18
12,0,24502,Adam Scott,83.33,5,6
16,0,01928,Corey Pavin,81.82,9,11
17,0,07721,Pat Bates,80.00,4,5
17,0,01132,Mark Brooks,80.00,4,5
17,0,06809,Bob Burns,80.00,8,10
17,0,01203,Russ Cochran,80.00,4,5
17,0,01457,Jay Haas,80.00,4,5
22,0,25686,Jason Dufner,77.78,7,9
22,0,20433,Mark Hensby,77.78,14,18
24,0,20593,Greg Chalmers,76.92,10,13
24,0,01927,Dennis Paulson,76.92,10,13
26,0,10585,Scott McCarron,76.47,13,17
27,0,07223,Brian Bateman,75.00,6,8
27,0,01261,Jay Delsing,75.00,3,4
27,0,21805,Harrison Frazar,75.00,6,8
27,0,21731,Freddie Jacobson,75.00,3,4
27,0,01706,Davis Love III,75.00,6,8
27,0,06567,Vijay Singh,75.00,9,12
27,0,02245,Grant Waite,75.00,6,8
34,0,06004,Stephen Ames,73.91,17,23
35,0,20572,Rod Pampling,73.68,14,19
36,0,01361,Dan Forsman,73.33,11,15
36,0,25396,Kevin Na,73.33,11,15
38,0,20229,Stewart Cink,72.73,8,11
38,0,08075,Jerry Kelly,72.73,8,11
38,0,06332,Neal Lancaster,72.73,8,11
38,0,22046,Geoff Ogilvy,72.73,8,11
42,0,01249,John Daly,71.43,5,7
42,0,01329,Brad Faxon,71.43,5,7
42,0,01553,John Huston,71.43,5,7
42,0,26420,Richard Johnson,71.43,5,7
42,0,12753,David Morland IV,71.43,5,7
42,0,22405,Justin Rose,71.43,5,7
48,0,20850,Daniel Chopra,70.00,7,10
48,0,08537,J.P. Hayes,70.00,7,10
48,0,01577,Lee Janzen,70.00,7,10
48,0,12705,Cliff Kresge,70.00,7,10
48,0,24781,Hunter Mahan,70.00,7,10
48,0,01941,Tom Pernice Jr.,70.00,7,10
54,0,19824,Craig Barlow,66.67,6,9
54,0,23614,Rich Beem,66.67,8,12
54,0,06214,Guy Boros,66.67,4,6
54,0,20472,Alex Cejka,66.67,6,9
54,0,23135,Tim Clark,66.67,6,9
54,0,19825,Darren Clarke,66.67,2,3
54,0,08835,Kris Cox,66.67,8,12
54,0,19881,Robert Damron,66.67,6,9
54,0,01766,Billy Mayfair,66.67,8,12
54,0,01810,Phil Mickelson,66.67,4,6
54,0,07939,Dan Olsen,66.67,6,9
54,0,23320,Ryan Palmer,66.67,10,15
54,0,01968,Nick Price,66.67,6,9
54,0,10213,Dicky Pride,66.67,4,6
54,0,07749,Brett Quigley,66.67,6,9
54,0,20645,John Senden,66.67,6,9
54,0,22293,Heath Slocum,66.67,8,12
54,0,06595,Kevin Sutherland,66.67,8,12
72,0,01619,Skip Kendall,64.71,11,17
72,0,10425,Jay Williamson,64.71,11,17
74,0,20382,Stephen Leaney,64.29,9,14
74,0,12680,Shigeki Maruyama,64.29,9,14
76,0,12652,Cameron Beckman,63.64,7,11
76,0,23307,Roger Tambellini,63.64,7,11
78,0,07867,Woody Austin,62.50,5,8
78,0,02099,Scott Simpson,62.50,5,8
78,0,12602,Dean Wilson,62.50,10,16
81,0,21407,Arjun Atwal,60.00,6,10
81,0,23613,Rich Barcelo,60.00,3,5
81,0,08123,Jeff Brehaut,60.00,3,5
81,0,01226,Fred Couples,60.00,3,5
81,0,23541,Ben Crane,60.00,6,10
81,0,23983,Luke Donald,60.00,6,10
81,0,12760,Danny Ellis,60.00,6,10
81,0,07457,Steve Flesch,60.00,6,10
81,0,12823,Carlos Franco,60.00,6,10
81,0,01378,David Frost,60.00,6,10
81,0,21961,Charles Howell III,60.00,3,5
81,0,01920,Craig Parry,60.00,3,5
81,0,21959,Ted Purdy,60.00,6,10
81,0,02002,John Riegger,60.00,3,5
81,0,20580,Andre Stolz,60.00,6,10
81,0,02239,Scott Verplank,60.00,9,15
97,0,23552,Hank Kuehne,58.33,7,12
98,0,01142,Bart Bryant,57.14,4,7
98,0,06251,Chris DiMarco,57.14,8,14
98,0,06522,Ernie Els,57.14,4,7
98,0,20585,Niclas Fasth,57.14,4,7
98,0,08385,Omar Uresti,57.14,4,7
98,0,10423,Mike Weir,57.14,4,7
104,0,23063,Scott Hend,56.25,9,16
105,0,20121,Todd Fischer,55.56,5,9
105,0,01388,Robert Gamez,55.56,10,18
105,0,20378,Mathias Grönberg,55.56,5,9
105,0,25237,Kevin Muncrief,55.56,5,9
109,0,01139,Olin Browne,54.55,6,11
109,0,21949,Joe Ogilvie,54.55,6,11
109,0,12660,Jesper Parnevik,54.55,6,11
112,0,06197,Michael Allen,53.85,7,13
112,0,01161,Mark Calcavecchia,53.85,7,13
112,0,24357,K.J. Choi,53.85,7,13
112,0,01948,Tim Petrovic,53.85,7,13
116,0,22371,Aaron Baddeley,53.33,8,15
116,0,22913,John Rollins,53.33,8,15
118,0,08931,Glen Day,52.94,9,17
119,0,20098,Stuart Appleby,50.00,5,10
119,0,01035,Tommy Armour III,50.00,5,10
119,0,20498,Briny Baird,50.00,3,6
119,0,01127,Danny Briggs,50.00,4,8
119,0,01157,Tom Byrum,50.00,4,8
119,0,19972,José Coceres,50.00,5,10
119,0,01381,Fred Funk,50.00,10,20
119,0,21209,Sergio Garcia,50.00,1,2
119,0,20157,Retief Goosen,50.00,2,4
119,0,06575,Dudley Hart,50.00,2,4
119,0,24024,Zach Johnson,50.00,3,6
119,0,01677,Tom Lehman,50.00,3,6
119,0,01707,Steve Lowery,50.00,5,10
119,0,01797,Rocco Mediate,50.00,1,2
119,0,25345,Carl Pettersson,50.00,5,10
119,0,23497,Tag Ridings,50.00,2,4
119,0,02049,Gene Sauers,50.00,4,8
119,0,22548,Patrick Sheehan,50.00,4,8
119,0,20548,Hidemichi Tanaka,50.00,5,10
119,0,26287,Roland Thatcher,50.00,2,4
119,0,06078,Esteban Toledo,50.00,4,8
119,0,02223,Bob Tway,50.00,8,16
119,0,23623,Bo Van Pelt,50.00,4,8
119,0,02246,Duffy Waldorf,50.00,3,6
119,0,21878,Mark Wilson,50.00,2,4
119,0,08793,Tiger Woods,50.00,1,2
145,0,02104,Jeff Sluman,47.37,9,19
146,0,21633,Steve Allan,46.67,7,15
146,0,24925,Jonathan Byrd,46.67,7,15
148,0,23325,Vaughn Taylor,45.45,5,11
149,0,10201,Matt Gogel,44.44,4,9
149,0,10860,Justin Leonard,44.44,4,9
149,0,01945,Kenny Perry,44.44,4,9
152,0,01473,Todd Hamilton,43.75,7,16
153,0,01042,Paul Azinger,42.86,6,14
153,0,20029,Notah Begay III,42.86,3,7
153,0,21646,David Branshaw,42.86,3,7
153,0,08337,Mike Heinen,42.86,3,7
153,0,12782,Tim Herron,42.86,3,7
153,0,01771,Blaine McCallister,42.86,3,7
153,0,10107,Deane Pappas,42.86,3,7
153,0,10912,Craig Perks,42.86,3,7
153,0,20127,Chris Riley,42.86,3,7
162,0,01024,Billy Andrade,41.18,7,17
163,0,12510,Chad Campbell,40.00,6,15
163,0,12645,Brent Geiberger,40.00,4,10
163,0,20094,Jonathan Kaye,40.00,6,15
163,0,06515,Shaun Micheel,40.00,2,5
163,0,12682,Hirofumi Miyase,40.00,4,10
168,0,01724,Jeff Maggert,37.50,3,8
168,0,23621,Rory Sabbatini,37.50,3,8
170,0,25900,Lucas Glover,36.36,4,11
170,0,02106,Chris Smith,36.36,4,11
172,0,20104,Ken Duke,33.33,2,6
172,0,01313,Steve Elkington,33.33,2,6
172,0,19846,Brian Gay,33.33,4,12
172,0,23338,David Gossett,33.33,2,6
172,0,20634,Peter Lonard,33.33,2,6
172,0,02101,Joey Sindelar,33.33,2,6
172,0,06613,Tommy Tolles,33.33,3,9
172,0,02206,David Toms,33.33,2,6
180,0,24507,Jason Bohn,30.77,4,13
181,0,24290,D.J. Brigman,28.57,2,7
181,0,11123,Chris Couch,28.57,2,7
181,0,22621,Ben Curtis,28.57,2,7
181,0,08339,Spike McRoy,28.57,2,7
185,0,08881,Tripp Isenhour,25.00,1,4
185,0,01685,J.L. Lewis,25.00,3,12
185,0,02214,Kirk Triplett,25.00,1,4
188,0,20663,Brenden Pappas,22.22,2,9
188,0,01938,David Peoples,22.22,2,9
