RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,20157,Retief Goosen,66.13,205,310
2,0,19972,José Coceres,65.01,275,423
3,0,01810,Phil Mickelson,64.67,280,433
4,0,20229,Stewart Cink,64.40,378,587
5,0,12660,Jesper Parnevik,64.19,337,525
6,0,06595,Kevin Sutherland,64.10,341,532
7,0,06522,Ernie Els,64.07,230,359
8,0,06373,José María Olazábal,63.82,224,351
9,0,08385,Omar Uresti,63.81,365,572
10,0,02214,Kirk Triplett,63.60,311,489
11,0,01457,Jay Haas,63.40,298,470
12,0,25396,Kevin Na,63.28,386,610
13,0,01157,Tom Byrum,63.17,343,543
13,0,23621,Rory Sabbatini,63.17,343,543
15,0,01928,Corey Pavin,63.08,340,539
16,0,01938,David Peoples,63.01,327,519
17,0,08075,Jerry Kelly,62.74,394,628
18,0,01619,Skip Kendall,62.41,415,665
19,0,06567,Vijay Singh,62.36,333,534
20,0,02010,Loren Roberts,62.32,296,475
21,0,01968,Nick Price,62.23,229,368
22,0,23541,Ben Crane,62.06,368,593
23,0,10201,Matt Gogel,62.05,345,556
24,0,01666,Bernhard Langer,61.92,213,344
25,0,01329,Brad Faxon,61.87,383,619
26,0,10860,Justin Leonard,61.85,321,519
27,0,02239,Scott Verplank,61.82,319,516
28,0,02223,Bob Tway,61.78,333,539
29,0,01941,Tom Pernice Jr.,61.76,365,591
30,0,12652,Cameron Beckman,61.75,352,570
31,0,01887,Mark O'Meara,61.73,242,392
32,0,01361,Dan Forsman,61.52,315,512
33,0,01706,Davis Love III,61.49,297,483
34,0,19846,Brian Gay,61.44,400,651
35,0,01320,Bob Estes,61.35,281,458
36,0,12680,Shigeki Maruyama,61.33,360,587
37,0,06809,Bob Burns,61.30,358,584
38,0,06251,Chris DiMarco,61.27,356,581
39,0,01381,Fred Funk,61.24,365,596
40,0,01677,Tom Lehman,61.18,208,340
41,0,08793,Tiger Woods,61.07,262,429
42,0,12823,Carlos Franco,61.03,343,562
43,0,20098,Stuart Appleby,61.02,299,490
44,0,01378,David Frost,60.90,310,509
45,0,20572,Rod Pampling,60.73,348,573
46,0,12645,Brent Geiberger,60.64,342,564
47,0,21949,Joe Ogilvie,60.62,411,678
48,0,25345,Carl Pettersson,60.58,375,619
49,0,23135,Tim Clark,60.54,313,517
50,0,01948,Tim Petrovic,60.51,426,704
51,0,12602,Dean Wilson,60.47,410,678
52,0,21893,Brian Kortan,60.38,256,424
53,0,20127,Chris Riley,60.20,301,500
53,0,22548,Patrick Sheehan,60.20,422,701
55,0,06004,Stephen Ames,60.19,325,540
56,0,20121,Todd Fischer,60.18,399,663
57,0,20593,Greg Chalmers,60.16,299,497
58,0,19825,Darren Clarke,60.13,187,311
59,0,19881,Robert Damron,60.10,360,599
60,0,23983,Luke Donald,59.95,238,397
61,0,21961,Charles Howell III,59.81,369,617
62,0,22405,Justin Rose,59.67,250,419
63,0,21731,Freddie Jacobson,59.65,306,513
64,0,22046,Geoff Ogilvy,59.54,309,519
65,0,10912,Craig Perks,59.50,285,479
66,0,01927,Dennis Paulson,59.41,281,473
67,0,01139,Olin Browne,59.35,292,492
68,0,08931,Glen Day,59.32,404,681
69,0,24024,Zach Johnson,59.29,367,619
70,0,20378,Mathias Grönberg,59.27,342,577
71,0,06197,Michael Allen,59.23,324,547
71,0,01161,Mark Calcavecchia,59.23,292,493
73,0,01024,Billy Andrade,59.22,395,667
74,0,07363,Craig Bowden,59.21,328,554
75,0,20433,Mark Hensby,59.19,364,615
75,0,06527,Steve Stricker,59.19,338,571
77,0,10423,Mike Weir,59.17,271,458
78,0,01577,Lee Janzen,59.16,281,475
79,0,20628,Arron Oberholser,59.12,256,433
80,0,22293,Heath Slocum,59.10,315,533
81,0,01219,John Cook,59.06,189,320
81,0,01388,Robert Gamez,59.06,375,635
83,0,02099,Scott Simpson,59.04,222,376
84,0,19824,Craig Barlow,59.03,268,454
85,0,06621,Joe Durant,58.92,241,409
86,0,12510,Chad Campbell,58.89,318,540
87,0,08537,J.P. Hayes,58.86,289,491
88,0,10425,Jay Williamson,58.85,359,610
89,0,01142,Bart Bryant,58.81,227,386
90,0,24925,Jonathan Byrd,58.75,339,577
91,0,20382,Stephen Leaney,58.74,279,475
