RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
125,0,35421,Brandon Harkins,25' 4",15799.833,623
125,0,30944,Jason Kokrak,25' 4",17464.833,689
125,0,23320,Ryan Palmer,25' 4",11944.083,472
125,0,46501,Ollie Schniederjans,25' 4",12779.750,505
125,0,24502,Adam Scott,25' 4",12597.417,498
130,0,34563,Chesson Hadley,25' 5",18226.333,716
130,0,27963,Chris Stroud,25' 5",12063.250,475
130,0,22582,Kyle Thompson,25' 5",7678.000,302
133,0,27895,Jonas Blixt,25' 6",9794.000,384
133,0,24361,Pat Perez,25' 6",10397.833,408
133,0,25493,Nick Taylor,25' 6",15200.333,597
133,0,33419,Cameron Tringale,25' 6",8862.333,348
137,0,24024,Zach Johnson,25' 7",15360.917,600
137,0,24140,Sean O'Hair,25' 7",11812.083,462
137,0,23325,Vaughn Taylor,25' 7",16388.333,640
137,0,32333,Kevin Tway,25' 7",15962.417,623
141,0,01810,Phil Mickelson,25' 8",11614.583,453
142,0,27129,Luke List,25' 9",14141.667,550
142,0,34466,Peter Malnati,25' 9",14751.333,573
142,0,46970,Jon Rahm,25' 9",10303.667,400
142,0,47347,Adam Schenk,25' 9",12952.083,503
142,0,34431,Robert Streb,25' 9",11033.833,428
147,0,29268,Bronson Burgoon,25' 10",12785.667,495
147,0,27942,Rob Oppenheim,25' 10",10630.333,412
147,0,32254,Xinjun Zhang,25' 10",12879.250,499
150,0,27974,Sung Kang,25' 11",13274.750,513
150,0,39546,Keith Mitchell,25' 11",16571.083,640
152,0,37338,Zecheng Dou,26' 0",7010.083,270
152,0,46402,Talor Gooch,26' 0",12072.833,464
154,0,24846,Ricky Barnes,26' 1",7514.000,288
154,0,49771,J.T. Poston,26' 1",12119.333,465
156,0,40009,Dominic Bozzelli,26' 2",12044.167,461
156,0,28775,Nate Lashley,26' 2",7326.083,280
156,0,47993,Denny McCarthy,26' 2",11111.667,425
156,0,26951,Johnson Wagner,26' 2",12630.833,482
160,0,33448,Justin Thomas,26' 3",12717.833,484
161,0,28089,Jason Day,26' 4",9485.833,360
161,0,27644,Brian Harman,26' 4",16078.333,610
161,0,29484,Peter Uihlein,26' 4",11226.583,427
164,0,35450,Patrick Cantlay,26' 5",14283.333,540
164,0,24358,Robert Garrigus,26' 5",13452.333,509
164,0,27064,Jhonattan Vegas,26' 5",12071.417,457
167,0,29725,Tony Finau,26' 6",14928.917,564
167,0,27141,J.B. Holmes,26' 6",13977.417,528
167,0,26851,Marc Leishman,26' 6",14902.000,562
167,0,48081,Xander Schauffele,26' 6",14272.917,538
171,0,47959,Bryson DeChambeau,26' 7",17006.417,639
172,0,25632,Jimmy Walker,26' 8",11860.917,445
172,0,35544,Andrew Yun,26' 8",6195.333,232
174,0,29974,Branden Grace,26' 10",8594.750,320
175,0,25240,D.A. Points,26' 11",10621.083,394
176,0,35310,Lanto Griffin,27' 0",11439.583,424
176,0,26300,Matt Jones,27' 0",9670.417,358
176,0,36699,Patrick Rodgers,27' 0",14939.833,554
179,0,31416,Derek Fathauer,27' 1",13005.583,480
179,0,34046,Jordan Spieth,27' 1",14426.500,533
179,0,25834,Daniel Summerhays,27' 1",7416.000,274
182,0,35891,Cameron Smith,27' 2",12071.417,444
182,0,34264,Hudson Swafford,27' 2",12481.083,460
184,0,30925,Dustin Johnson,27' 3",12531.500,460
184,0,32839,Hideki Matsuyama,27' 3",11785.667,433
184,0,34213,Grayson Murray,27' 3",11811.667,434
187,0,28237,Rory McIlroy,27' 4",10022.667,367
188,0,32366,Kevin Chappell,27' 5",12903.000,470
188,0,37278,Nicholas Lindheim,27' 5",13101.000,478
190,0,36689,Brooks Koepka,27' 7",10574.167,383
191,0,29518,Brendan Steele,27' 8",11193.833,404
192,0,40026,Daniel Berger,28' 7",14446.250,506
193,0,48084,Wesley Bryan,31' 1",11840.750,381
