RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,21961,Charles Howell III,1.94,200,103
2,0,06595,Kevin Sutherland,2.01,173,86
3,0,12602,Dean Wilson,2.02,109,54
4,0,01313,Steve Elkington,2.08,154,74
5,0,23108,Matt Kuchar,2.09,199,95
6,0,20157,Retief Goosen,2.13,151,71
7,0,20160,Charlie Wi,2.15,204,95
8,0,19846,Brian Gay,2.17,213,98
9,0,06527,Steve Stricker,2.18,157,72
10,0,20593,Greg Chalmers,2.19,204,93
10,0,23983,Luke Donald,2.19,149,68
10,0,01941,Tom Pernice Jr.,2.19,162,74
13,0,25364,Paul Casey,2.21,128,58
13,0,21878,Mark Wilson,2.21,192,87
15,0,24925,Jonathan Byrd,2.22,189,85
15,0,20127,Chris Riley,2.22,162,73
17,0,21731,Freddie Jacobson,2.25,187,83
17,0,25396,Kevin Na,2.25,209,93
19,0,24357,K.J. Choi,2.27,186,82
19,0,23135,Tim Clark,2.27,193,85
21,0,25720,Chad Collins,2.28,198,87
21,0,06251,Chris DiMarco,2.28,201,88
21,0,26420,Richard Johnson,2.28,205,90
24,0,06522,Ernie Els,2.31,162,70
24,0,10809,Jim Furyk,2.31,171,74
24,0,24361,Pat Perez,2.31,208,90
24,0,08385,Omar Uresti,2.31,171,74
24,0,23623,Bo Van Pelt,2.31,240,104
29,0,27466,Spencer Levin,2.32,255,110
29,0,22293,Heath Slocum,2.32,225,97
31,0,25345,Carl Pettersson,2.33,231,99
31,0,26289,Boo Weekley,2.33,205,88
33,0,06621,Joe Durant,2.34,157,67
33,0,23353,J.J. Henry,2.34,215,92
33,0,26596,Ryan Moore,2.34,185,79
33,0,20645,John Senden,2.34,241,103
37,0,24507,Jason Bohn,2.36,198,84
37,0,32102,Rickie Fowler,2.36,231,98
39,0,20498,Briny Baird,2.37,206,87
39,0,26300,Matt Jones,2.37,211,89
41,0,01116,Michael Bradley,2.38,183,77
41,0,22405,Justin Rose,2.38,186,78
41,0,02206,David Toms,2.38,202,85
44,0,27436,Graham DeLaet,2.39,210,88
45,0,24912,Will MacKenzie,2.40,173,72
46,0,28620,Aron Price,2.41,169,70
46,0,20686,Jeev Milkha Singh,2.41,135,56
48,0,23638,Brendon de Jonge,2.42,276,114
48,0,01320,Bob Estes,2.42,191,79
48,0,07749,Brett Quigley,2.42,232,96
51,0,23325,Vaughn Taylor,2.43,211,87
52,0,12510,Chad Campbell,2.44,227,93
53,0,06004,Stephen Ames,2.45,181,74
53,0,27933,John Merrick,2.45,267,109
53,0,26679,Kevin Stadler,2.45,211,86
56,0,22621,Ben Curtis,2.46,192,78
57,0,24024,Zach Johnson,2.47,225,91
58,0,10585,Scott McCarron,2.48,223,90
58,0,26301,James Nitties,2.48,228,92
58,0,26882,Michael Sim,2.48,156,63
61,0,12716,Charley Hoffman,2.49,212,85
61,0,10425,Jay Williamson,2.49,189,76
63,0,24846,Ricky Barnes,2.50,258,103
63,0,23409,James Driscoll,2.50,195,78
63,0,20766,Padraig Harrington,2.50,140,56
63,0,27120,Troy Matteson,2.50,210,84
63,0,01948,Tim Petrovic,2.50,263,105
63,0,24663,Y.E. Yang,2.50,175,70
69,0,27141,J.B. Holmes,2.51,251,100
69,0,21350,Ryuji Imada,2.51,226,90
69,0,27214,Kevin Streelman,2.51,226,90
72,0,08375,Paul Stankowski,2.52,156,62
72,0,26951,Johnson Wagner,2.52,214,85
72,0,23322,Brett Wetterich,2.52,136,54
75,0,22371,Aaron Baddeley,2.53,238,94
75,0,25190,Jeff Quinney,2.53,230,91
75,0,29221,Webb Simpson,2.53,248,98
78,0,12652,Cameron Beckman,2.54,173,68
78,0,27060,John Mallinger,2.54,198,78
78,0,06515,Shaun Micheel,2.54,178,70
78,0,01810,Phil Mickelson,2.54,193,76
82,0,29910,Blake Adams,2.55,214,84
82,0,24140,Sean O'Hair,2.55,209,82
82,0,25562,Andres Romero,2.55,186,73
82,0,25632,Jimmy Walker,2.55,209,82
82,0,25804,Bubba Watson,2.55,196,77
87,0,24924,Bill Haas,2.56,223,87
87,0,12705,Cliff Kresge,2.56,128,50
87,0,23800,Bryce Molder,2.56,215,84
87,0,33419,Cameron Tringale,2.56,141,55
91,0,07867,Woody Austin,2.57,239,93
