RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,12602,Dean Wilson,12.14,118,972
2,0,21961,Charles Howell III,12.41,230,1854
3,0,01313,Steve Elkington,12.46,166,1332
3,0,23108,Matt Kuchar,12.46,213,1710
5,0,06595,Kevin Sutherland,12.98,201,1548
6,0,06527,Steve Stricker,13.12,170,1296
7,0,20157,Retief Goosen,13.38,171,1278
8,0,20127,Chris Riley,13.47,177,1314
9,0,23983,Luke Donald,13.48,165,1224
10,0,20160,Charlie Wi,13.74,235,1710
11,0,19846,Brian Gay,13.83,244,1764
12,0,25720,Chad Collins,13.86,217,1566
13,0,20593,Greg Chalmers,13.92,233,1674
14,0,06621,Joe Durant,13.93,168,1206
15,0,06251,Chris DiMarco,13.95,221,1584
16,0,01941,Tom Pernice Jr.,13.96,186,1332
17,0,25396,Kevin Na,14.04,235,1674
18,0,21878,Mark Wilson,14.05,220,1566
19,0,21731,Freddie Jacobson,14.06,210,1494
20,0,25364,Paul Casey,14.08,147,1044
21,0,20498,Briny Baird,14.11,221,1566
21,0,10809,Jim Furyk,14.11,188,1332
23,0,23135,Tim Clark,14.12,216,1530
24,0,22293,Heath Slocum,14.15,247,1746
25,0,27466,Spencer Levin,14.19,281,1980
26,0,20645,John Senden,14.29,265,1854
27,0,24925,Jonathan Byrd,14.31,219,1530
28,0,24361,Pat Perez,14.32,232,1620
29,0,22405,Justin Rose,14.39,202,1404
30,0,23623,Bo Van Pelt,14.42,270,1872
31,0,24357,K.J. Choi,14.43,213,1476
31,0,23353,J.J. Henry,14.43,239,1656
33,0,08385,Omar Uresti,14.56,194,1332
34,0,20686,Jeev Milkha Singh,14.58,147,1008
34,0,26289,Boo Weekley,14.58,231,1584
36,0,06522,Ernie Els,14.60,184,1260
37,0,26420,Richard Johnson,14.69,238,1620
38,0,32102,Rickie Fowler,14.74,260,1764
39,0,25345,Carl Pettersson,14.76,263,1782
40,0,02206,David Toms,14.77,226,1530
41,0,01116,Michael Bradley,14.79,205,1386
42,0,27436,Graham DeLaet,14.84,235,1584
43,0,08375,Paul Stankowski,14.87,166,1116
44,0,26882,Michael Sim,14.90,169,1134
45,0,23638,Brendon de Jonge,14.91,306,2052
46,0,12510,Chad Campbell,15.05,252,1674
