RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,25834,Daniel Summerhays,27.24,463,17
2,0,48084,Wesley Bryan,27.36,602,22
3,0,34466,Peter Malnati,27.50,715,26
4,0,08793,Tiger Woods,27.83,501,18
5,0,25396,Kevin Na,28.00,672,24
6,0,19846,Brian Gay,28.03,813,29
7,0,30925,Dustin Johnson,28.05,533,19
8,0,29221,Webb Simpson,28.12,703,25
9,0,29461,Jamie Lovemark,28.16,704,25
10,0,29926,Danny Lee,28.21,790,28
11,0,32640,Troy Merritt,28.23,734,26
12,0,28252,Seamus Power,28.31,736,26
13,0,37454,Whee Kim,28.34,822,29
14,0,25632,Jimmy Walker,28.36,624,22
15,0,31420,Anirban Lahiri,28.42,682,24
15,0,26476,Chez Reavie,28.42,739,26
17,0,37455,Si Woo Kim,28.43,853,30
18,0,40058,Zac Blair,28.44,512,18
19,0,24846,Ricky Barnes,28.45,569,20
20,0,31646,Emiliano Grillo,28.46,683,24
21,0,26951,Johnson Wagner,28.47,541,19
22,0,27963,Chris Stroud,28.48,712,25
23,0,20472,Alex Cejka,28.50,627,22
24,0,24024,Zach Johnson,28.52,656,23
24,0,01810,Phil Mickelson,28.52,656,23
26,0,20593,Greg Chalmers,28.53,542,19
26,0,27349,Alex Noren,28.53,485,17
28,0,30978,Kiradech Aphibarnrat,28.54,371,13
28,0,29725,Tony Finau,28.54,742,26
28,0,35461,Beau Hossler,28.54,799,28
31,0,27936,Martin Laird,28.55,571,20
32,0,46402,Talor Gooch,28.56,714,25
33,0,45526,Abraham Ancer,28.57,800,28
33,0,39546,Keith Mitchell,28.57,800,28
35,0,35532,Tom Hoge,28.59,829,29
36,0,24781,Hunter Mahan,28.60,572,20
37,0,48081,Xander Schauffele,28.62,744,26
38,0,39328,Conrad Shindler,28.63,544,19
39,0,46501,Ollie Schniederjans,28.65,745,26
40,0,29223,Sam Saunders,28.67,688,24
41,0,26596,Ryan Moore,28.68,631,22
42,0,34174,John Huh,28.71,804,28
43,0,24925,Jonathan Byrd,28.73,632,22
43,0,34076,Joel Dahmen,28.73,747,26
45,0,23541,Ben Crane,28.74,546,19
45,0,31416,Derek Fathauer,28.74,776,27
47,0,40009,Dominic Bozzelli,28.75,575,20
47,0,27649,Brandt Snedeker,28.75,690,24
49,0,46435,Austin Cook,28.76,834,29
49,0,47959,Bryson DeChambeau,28.76,719,25
49,0,26300,Matt Jones,28.76,604,21
49,0,28237,Rory McIlroy,28.76,489,17
53,0,34358,Jonathan Randolph,28.78,662,23
54,0,27644,Brian Harman,28.79,691,24
54,0,26758,David Hearn,28.79,547,19
54,0,27556,Ted Potter Jr.,28.79,806,28
57,0,32102,Rickie Fowler,28.80,576,20
58,0,39975,Michael Kim,28.81,749,26
59,0,30926,Chris Kirk,28.82,807,28
59,0,34213,Grayson Murray,28.82,634,22
61,0,34409,David Lingmerth,28.83,692,24
62,0,19803,Ryan Armour,28.84,894,31
63,0,33448,Justin Thomas,28.86,606,21
64,0,26851,Marc Leishman,28.88,693,24
64,0,23325,Vaughn Taylor,28.88,693,24
66,0,34360,Patrick Reed,28.92,694,24
67,0,35421,Brandon Harkins,28.93,810,28
68,0,28775,Nate Lashley,28.94,463,16
69,0,20572,Rod Pampling,28.95,550,19
69,0,35891,Cameron Smith,28.95,637,22
71,0,33948,Byeong Hun An,29.00,667,23
71,0,34021,Bud Cauley,29.00,464,16
71,0,34099,Harris English,29.00,841,29
71,0,28307,Matt Every,29.00,812,28
71,0,36689,Brooks Koepka,29.00,464,16
71,0,49771,J.T. Poston,29.00,609,21
71,0,23621,Rory Sabbatini,29.00,754,26
71,0,32333,Kevin Tway,29.00,841,29
79,0,22371,Aaron Baddeley,29.04,726,25
79,0,29222,Billy Hurley III,29.04,726,25
79,0,27974,Sung Kang,29.04,813,28
82,0,23108,Matt Kuchar,29.05,639,22
83,0,28089,Jason Day,29.06,523,18
83,0,20157,Retief Goosen,29.06,523,18
83,0,46970,Jon Rahm,29.06,523,18
86,0,34563,Chesson Hadley,29.07,843,29
87,0,27141,J.B. Holmes,29.09,669,23
87,0,29478,Kevin Kisner,29.09,669,23
89,0,47128,Richy Werenski,29.10,873,30
90,0,47125,Matt Atkins,29.11,553,19
90,0,32150,Michael Thompson,29.11,524,18
92,0,33418,Shawn Stefani,29.13,699,24
93,0,29908,C.T. Pan,29.14,816,28
94,0,35506,Mackenzie Hughes,29.15,758,26
94,0,33413,Ben Martin,29.15,583,20
96,0,27942,Rob Oppenheim,29.17,700,24
96,0,36699,Patrick Rodgers,29.17,846,29
96,0,25493,Nick Taylor,29.17,846,29
96,0,28132,Tyrone Van Aswegen,29.17,846,29
100,0,22405,Justin Rose,29.18,496,17
101,0,32876,Martin Piller,29.19,788,27
101,0,39327,Ben Silverman,29.19,759,26
101,0,27064,Jhonattan Vegas,29.19,759,26
104,0,29420,Billy Horschel,29.20,730,25
104,0,26329,Louis Oosthuizen,29.20,438,15
104,0,21528,Henrik Stenson,29.20,438,15
107,0,10809,Jim Furyk,29.21,409,14
107,0,25892,Steve Wheatcroft,29.21,555,19
107,0,49964,Aaron Wise,29.21,818,28
110,0,28679,Fabián Gómez,29.23,760,26
110,0,33410,Andrew Landry,29.23,760,26
112,0,30110,Kyle Stanley,29.24,731,25
