RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
58,0,23353,J.J. Henry,657,0,3,2774
59,0,06567,Vijay Singh,647,0,3,2784
60,0,24503,Jeff Klauk,645,0,2,2786
61,0,02239,Scott Verplank,641,0,4,2790
62,0,27141,J.B. Holmes,635,0,2,2796
63,0,24507,Jason Bohn,631,0,2,2800
64,0,27649,Brandt Snedeker,617,0,4,2814
65,0,01320,Bob Estes,611,0,2,2820
66,0,20766,Padraig Harrington,608,0,2,2823
67,0,28089,Jason Day,599,0,2,2832
68,0,28475,Jeff Overton,598,0,3,2833
69,0,26695,Michael Letzig,597,0,2,2834
70,0,06004,Stephen Ames,592,0,4,2839
71,0,26289,Boo Weekley,590,0,1,2841
72,0,24925,Jonathan Byrd,581,0,2,2850
73,0,21959,Ted Purdy,580,0,1,2851
74,0,01226,Fred Couples,569,0,4,2862
75,0,10585,Scott McCarron,566,0,3,2865
76,0,26679,Kevin Stadler,557,0,1,2874
77,0,23108,Matt Kuchar,555,0,2,2876
78,0,26851,Marc Leishman,547,0,2,2884
79,0,20593,Greg Chalmers,543,0,2,2888
80,0,01948,Tim Petrovic,543,0,4,2888
81,0,23788,D.J. Trahan,542,0,2,2889
82,0,24924,Bill Haas,535,0,3,2896
83,0,25818,Scott Piercy,531,0,2,2900
84,0,25240,D.A. Points,531,0,3,2900
85,0,29221,Webb Simpson,519,0,2,2912
86,0,27214,Kevin Streelman,518,0,2,2913
87,0,22348,Nick O'Hern,512,0,1,2919
88,0,26301,James Nitties,507,0,2,2924
89,0,21209,Sergio Garcia,501,0,2,2930
90,0,21350,Ryuji Imada,499,0,2932
91,0,22405,Justin Rose,492,0,1,2939
92,0,24357,K.J. Choi,492,0,1,2939
93,0,01577,Lee Janzen,491,0,2,2940
94,0,22621,Ben Curtis,491,0,1,2940
95,0,24490,George McNeill,480,0,1,2951
96,0,12652,Cameron Beckman,469,0,2,2962
97,0,20070,Matt Bettencourt,463,0,2,2968
98,0,20572,Rod Pampling,452,0,2,2979
99,0,20691,Greg Owen,448,0,1,2983
100,0,20850,Daniel Chopra,441,0,2,2990
101,0,06197,Michael Allen,440,0,1,2991
102,0,24358,Robert Garrigus,433,0,1,2998
103,0,22371,Aaron Baddeley,431,0,2,3000
104,0,23409,James Driscoll,428,0,1,3003
105,0,25190,Jeff Quinney,425,0,2,3006
106,0,12782,Tim Herron,421,0,3010
107,0,21731,Freddie Jacobson,418,0,2,3013
108,0,26420,Richard Johnson,417,0,2,3014
109,0,23548,Bill Lunde,414,0,1,3017
110,0,20472,Alex Cejka,412,0,2,3019
111,0,01161,Mark Calcavecchia,411,0,3,3020
112,0,21805,Harrison Frazar,400,0,3031
113,0,06251,Chris DiMarco,391,0,3040
114,0,07457,Steve Flesch,389,0,2,3042
115,0,23325,Vaughn Taylor,386,0,1,3045
116,0,24502,Adam Scott,379,0,1,3052
117,0,27963,Chris Stroud,379,0,1,3052
118,0,22961,David Mathis,377,0,3054
119,0,20127,Chris Riley,377,0,1,3054
120,0,21949,Joe Ogilvie,373,0,1,3058
121,0,01473,Todd Hamilton,365,0,1,3066
122,0,26287,Roland Thatcher,364,0,2,3067
123,0,01724,Jeff Maggert,363,0,2,3068
124,0,22293,Heath Slocum,355,0,2,3076
125,0,27120,Troy Matteson,354,0,3077
126,0,26300,Matt Jones,353,0,2,3078
127,0,20104,Ken Duke,352,0,3079
128,0,23614,Rich Beem,347,0,1,3084
129,0,01928,Corey Pavin,334,0,3097
130,0,02256,Tom Watson,330,0,1,3101
131,0,23349,Charles Warren,330,0,3101
132,0,25562,Andres Romero,329,0,1,3102
133,0,01797,Rocco Mediate,327,0,1,3104
134,0,23320,Ryan Palmer,324,0,1,3107
135,0,12705,Cliff Kresge,319,0,1,3112
136,0,28620,Aron Price,317,0,1,3114
137,0,23638,Brendon de Jonge,315,0,2,3116
138,0,28780,Nicholas Thompson,315,0,3116
139,0,01116,Michael Bradley,306,1,1,3125
140,0,01035,Tommy Armour III,302,0,1,3129
141,0,20098,Stuart Appleby,302,0,1,3129
142,0,24846,Ricky Barnes,300,0,1,3131
143,0,27466,Spencer Levin,295,0,1,3136
144,0,24912,Will MacKenzie,292,0,2,3139
145,0,12602,Dean Wilson,291,0,3140
146,0,27936,Martin Laird,289,0,1,3142
147,0,01677,Tom Lehman,285,0,1,3146
148,0,25632,Jimmy Walker,284,0,1,3147
149,0,09011,David Duval,274,0,1,3157
150,0,08931,Glen Day,273,0,3158
151,0,26951,Johnson Wagner,268,0,1,3163
152,0,26498,Matt Weibring,264,0,1,3167
153,0,01707,Steve Lowery,262,0,3169
154,0,25345,Carl Pettersson,258,0,3173
155,0,08845,Scott Sterling,258,0,3173
156,0,01941,Tom Pernice Jr.,255,0,1,3176
157,0,23778,Brad Adamonis,253,0,1,3178
158,0,22378,Trevor Immelman,248,0,3183
159,0,26476,Chez Reavie,240,0,1,3191
160,0,06573,Brandt Jobe,227,0,3204
161,0,01142,Bart Bryant,227,0,1,3204
162,0,01766,Billy Mayfair,225,0,1,3206
163,0,20094,Jonathan Kaye,221,0,1,3210
164,0,23497,Tag Ridings,220,0,1,3211
165,0,22548,Patrick Sheehan,213,0,3218
166,0,26497,Casey Wittenberg,211,0,1,3220
167,0,06621,Joe Durant,206,0,1,3225
168,0,28087,Kris Blanks,202,0,1,3229
169,0,06515,Shaun Micheel,201,0,3230
170,0,22892,Jason Gore,197,0,2,3234
171,0,01313,Steve Elkington,194,0,3237
172,0,20634,Peter Lonard,182,0,3249
173,0,01132,Mark Brooks,182,0,1,3249
174,0,26881,Jarrod Lyle,180,0,1,3251
175,0,25349,Tim Wilkinson,177,0,1,3254
176,0,24449,Parker McLachlin,173,0,3258
177,0,10425,Jay Williamson,172,0,3259
178,0,22295,Darron Stiles,169,0,1,3262
179,0,08537,J.P. Hayes,168,0,1,3263
180,0,10733,Kent Jones,162,0,1,3269
181,0,30927,Brendon Todd,154,0,3277
182,0,11032,Frank Lickliter II,151,0,3280
183,0,06373,José María Olazábal,146,0,1,3285
184,0,10117,Bob Heintz,144,0,1,3287
185,0,12680,Shigeki Maruyama,141,0,1,3290
186,0,01553,John Huston,133,0,3298
187,0,06575,Dudley Hart,130,0,3301
188,0,30711,Colt Knost,127,0,3304
189,0,26668,Marc Turnesa,125,0,3306
190,0,02214,Kirk Triplett,124,0,3307
191,0,30750,Tommy Gainey,122,0,3309
192,0,28135,Aaron Watkins,117,0,1,3314
193,0,06012,Greg Kraft,112,0,3319
194,0,25919,Brian Vranesh,111,0,1,3320
195,0,20436,Garrett Willis,108,0,3323
196,0,07003,David Berganio Jr.,93,0,3338
197,0,27382,Wil Collins,91,0,3340
198,0,20378,Mathias Grönberg,90,0,3341
199,0,28118,Peter Tomasulo,89,0,3342
200,0,08385,Omar Uresti,83,0,1,3348
201,0,31416,Derek Fathauer,83,0,3348
202,0,24980,Scott Gutschewski,78,0,3353
203,0,08375,Paul Stankowski,75,0,3356
204,0,27683,Leif Olson,73,0,3358
205,0,10213,Dicky Pride,73,0,1,3358
206,0,23048,Eric Axley,70,0,3361
207,0,31323,Gary Woodland,68,0,3363
208,0,01093,Ronnie Black,65,0,3366
209,0,11123,Chris Couch,57,0,3374
210,0,21407,Arjun Atwal,57,0,3374
211,0,02223,Bob Tway,56,0,3375
212,0,06332,Neal Lancaster,56,0,3375
213,0,01938,David Peoples,55,0,3376
214,0,06214,Guy Boros,55,0,3376
215,0,01249,John Daly,51,0,3380
216,0,02010,Loren Roberts,49,0,3382
217,0,12823,Carlos Franco,49,0,3382
218,0,01717,Sandy Lyle,47,0,3384
219,0,01761,Len Mattiace,44,0,3387
220,0,06539,Rick Price,43,0,3388
221,0,12660,Jesper Parnevik,42,0,3389
222,0,26371,James Oh,42,0,3389
223,0,20433,Mark Hensby,42,0,3389
224,0,01823,Larry Mize,39,0,3392
225,0,01329,Brad Faxon,39,0,3392
226,0,02106,Chris Smith,37,0,3394
227,0,01261,Jay Delsing,35,0,3396
228,0,20628,Arron Oberholser,30,0,3401
229,0,01619,Skip Kendall,29,0,3402
230,0,06034,Marco Dawson,28,0,3403
231,0,20029,Notah Begay III,28,0,3403
232,0,02104,Jeff Sluman,25,0,3406
233,0,19881,Robert Damron,23,0,3408
234,0,01157,Tom Byrum,23,0,3408
235,0,01527,Scott Hoch,22,0,3409
236,0,20382,Stephen Leaney,20,0,3411
237,0,19972,José Coceres,20,0,3411
238,0,07223,Brian Bateman,17,0,3414
239,0,28308,Troy Kelly,15,0,3416
240,0,08339,Spike McRoy,14,0,3417
241,0,01381,Fred Funk,12,0,3419
242,0,10649,Tom Scherrer,11,0,3420
243,0,21633,Steve Allan,10,0,3421
244,0,32199,Matthew Borchert,8,0,3423
245,0,01024,Billy Andrade,7,0,3424
246,0,02245,Grant Waite,7,0,3424
247,0,29745,Tyler Aldridge,5,0,3426
248,0,23338,David Gossett,4,0,3427
249,0,01042,Paul Azinger,1,0,3430
250,0,01139,Olin Browne,1,0,3430
251,0,01887,Mark O'Meara,1,0,3430
252,0,01876,Greg Norman,1,0,3430
253,0,01926,Steve Pate,1,0,3430
254,0,01374,Robin Freeman,1,0,3430
255,0,01685,J.L. Lewis,0,3431
