RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,22046,Geoff Ogilvy,5.49,257.85,-135.62,180.33
2,0,06567,Vijay Singh,4.80,239.89,-190.52,64.90
3,0,27770,Camilo Villegas,4.42,220.95,-120.87,97.07
4,0,20157,Retief Goosen,4.13,235.29,-81.32,184.86
5,0,06522,Ernie Els,3.73,201.68,-159.53,103.93
6,0,20848,Ángel Cabrera,3.38,182.51,-94.96,151.89
7,0,10423,Mike Weir,3.33,166.47,-95.98,91.64
8,0,10885,Robert Allenby,3.19,191.25,-95.01,99.55
9,0,24663,Y.E. Yang,3.05,183.03,-17.96,182.45
10,0,23135,Tim Clark,3.00,171.26,-84.10,99.79
11,0,23621,Rory Sabbatini,2.62,141.27,-110.53,102.72
12,0,20686,Jeev Milkha Singh,2.51,170.76,-91.74,58.58
13,0,20218,Shingo Katayama,2.40,127.43,-79.49,50.07
14,0,24502,Adam Scott,2.34,109.84,-111.69,50.38
15,0,20574,Mathew Goggin,2.31,131.64,-56.89,63.03
16,0,24511,Thongchai Jaidee,2.27,131.77,-45.45,86.55
17,0,06004,Stephen Ames,2.25,103.45,-74.33,50.69
18,0,24357,K.J. Choi,2.13,108.81,-138.53,48.84
19,0,22378,Trevor Immelman,2.10,101.01,-97.53,18.31
20,0,30852,Ryo Ishikawa,2.00,91.77,-29.22,38.09
21,0,23725,Brendan Jones,1.99,89.50,-52.83,40.83
22,0,26331,Charl Schwartzel,1.89,105.91,-55.50,54.09
23,0,22080,Prayad Marksaeng,1.88,120.52,-71.58,47.97
24,0,26882,Michael Sim,1.82,72.93,-16.10,65.96
25,0,25562,Andres Romero,1.82,96.54,-92.30,39.82
26,0,26329,Louis Oosthuizen,1.80,93.43,-48.97,80.97
27,0,21284,Hiroyuki Fujita,1.76,81.13,-40.07,45.57
28,0,24459,Richard Sterne,1.75,89.31,-61.57,22.70
29,0,20572,Rod Pampling,1.74,102.66,-69.85,42.79
30,0,22371,Aaron Baddeley,1.72,85.88,-88.60,44.02
31,0,20645,John Senden,1.66,104.89,-56.17,75.47
32,0,20624,David Smail,1.65,85.59,-40.39,46.05
33,0,20098,Stuart Appleby,1.59,90.86,-83.71,25.32
34,0,20569,Richard Green,1.57,70.46,-52.62,31.90
35,0,21350,Ryuji Imada,1.55,86.77,-64.67,36.62
36,0,20160,Charlie Wi,1.41,83.46,-41.91,48.50
37,0,27784,Wen-Tang Lin,1.40,55.96,-39.89,2.05
38,0,24461,Thomas Aiken,1.37,68.75,-11.38,60.46
39,0,29926,Danny Lee,1.35,53.84,-8.49,54.10
40,0,22951,Azuma Yano,1.30,66.09,-37.40,11.12
41,0,24080,Scott Strange,1.29,69.85,-38.76,34.66
42,0,22348,Nick O'Hern,1.28,70.44,-51.17,38.85
43,0,20669,James Kingston,1.27,67.54,-51.69,18.95
44,0,20940,Kenichi Kuboya,1.26,57.99,-19.35,28.64
45,0,31577,Tano Goya,1.22,53.84,-17.76,34.70
46,0,28089,Jason Day,1.22,57.37,-26.06,45.98
47,0,27119,Koumei Oda,1.14,53.56,-27.91,25.25
48,0,20773,Taichi Teshima,1.12,45.77,-24.91,15.47
49,0,23718,Nathan Green,1.12,73.61,-39.77,51.88
50,0,21498,Hideto Tanihara,1.10,52.76,-46.85,11.30
51,0,26908,Yuta Ikeda,1.07,42.88,-6.98,32.00
52,0,24162,Shintaro Kai,1.06,45.42,-25.02,4.59
53,0,22032,Tomohiro Kondo,1.05,46.00,-30.97,21.56
54,0,22075,Ricardo Gonzalez,1.01,48.61,-18.14,30.99
55,0,27436,Graham DeLaet,1.00,40.17,-8.04,35.75
56,0,22117,Jyoti Randhawa,1.00,53.20,-39.97,35.16
57,0,28259,Sangmoon Bae,.99,39.61,-17.29,20.89
58,0,25732,S.K. Ho,.98,42.09,-24.71,8.46
59,0,20593,Greg Chalmers,.97,57.97,-29.39,35.23
60,0,29289,S.Y. Noh,.94,37.51,-17.31,16.37
61,0,24083,Marcus Fraser,.91,46.24,-19.61,25.86
62,0,26301,James Nitties,.91,36.22,-7.48,38.17
63,0,27118,Toshinori Muto,.90,41.20,-24.23,5.40
64,0,23783,Felipe Aguilar,.88,43.19,-33.90,23.52
65,0,28697,Gaganjeet Bhullar,.88,35.26,-5.94,32.38
66,0,28143,Chapchai Nirat,.88,56.30,-29.45,34.84
67,0,26851,Marc Leishman,.87,47.84,-14.99,28.50
68,0,24748,WC Liang,.87,43.43,-39.67,7.60
69,0,20643,Steven Conran,.85,39.13,-24.73,15.25
70,0,20935,Toru Taniguchi,.81,34.70,-55.02,9.70
71,0,32262,Mark Brown,.79,47.61,-38.71,13.02
72,0,23638,Brendon de Jonge,.79,48.00,-24.00,22.33
73,0,22268,David Gleeson,.79,36.93,-18.23,5.40
74,0,26965,Rick Kulacz,.78,31.30,-8.02,18.90
75,0,22400,Hennie Otto,.78,36.77,-30.22,7.71
76,0,27687,Masaya Tomida,.78,33.52,-12.32,22.54
77,0,25539,Rafael Echenique,.78,44.28,-13.45,31.18
78,0,22056,Cameron Percy,.75,29.93,-6.40,23.52
79,0,27518,James Kamte,.74,37.83,-19.07,33.20
80,0,12680,Shigeki Maruyama,.73,37.26,-24.35,17.96
81,0,22122,Andrew McLardy,.73,36.46,-25.25,24.66
82,0,22328,Marc Cayeux,.72,28.60,-11.78,22.58
83,0,23580,Tetsuji Hiratsuka,.71,36.41,-18.51,30.18
84,0,20566,Kaname Yokoo,.70,32.40,-18.34,13.76
85,0,28123,Darren Beck,.70,28.14,-4.64,20.53
86,0,25768,Chih-Bing Lam,.70,30.09,-10.43,1.96
87,0,26924,Adam Blyth,.68,30.72,-13.73,17.83
88,0,24626,Daniel Alfredo Vancsik,.68,36.81,-22.44,25.83
89,0,27302,Garth Mulroy,.66,37.87,-19.58,26.43
90,0,29939,Fabrizio Zanotti,.66,32.14,-6.73,26.40
91,0,22110,Thaworn Wiratchant,.65,35.35,-30.52,2.68
92,0,26300,Matt Jones,.65,35.16,-26.67,21.77
93,0,29974,Branden Grace,.65,34.27,-10.20,26.48
94,0,20634,Peter Lonard,.64,41.24,-50.34,8.26
95,0,25349,Tim Wilkinson,.64,34.77,-20.02,11.24
96,0,20772,Toru Suzuki,.64,26.78,-10.07,15.48
97,0,21134,Takashi Kanemoto,.62,24.99,-6.29,20.00
98,0,22034,Yasuharu Imano,.62,24.97,-20.10,1.21
99,0,01313,Steve Elkington,.62,29.16,-30.90,7.07
100,0,21187,Hidemasa Hoshino,.62,25.87,-20.26,2.83
101,0,28092,D.H. Lee,.60,24.12,-28.01,.00
102,0,27747,Hiroshi Iwata,.59,28.42,-24.22,7.63
103,0,20213,Katsumasa Miyamoto,.58,27.17,-26.03,6.30
104,0,21407,Arjun Atwal,.57,27.23,-26.48,1.82
105,0,28150,Chinnarat Phadungsil,.56,28.11,-12.65,16.91
106,0,26881,Jarrod Lyle,.55,32.18,-24.05,11.20
107,0,20400,Michael Campbell,.55,26.00,-21.04,.00
108,0,20721,Darren Fichardt,.55,21.96,-6.70,22.13
109,0,26444,Juvic Pagunsan,.55,22.43,-15.59,11.04
110,0,28751,Andrew Dodt,.54,21.54,-7.55,5.86
111,0,21185,Takao Nogami,.53,23.51,-12.61,4.06
112,0,28679,Fabián Gómez,.53,26.67,-13.89,11.39
113,0,24115,Makoto Inoue,.53,23.29,-13.93,2.56
114,0,23797,Brett Rumford,.52,30.35,-24.46,21.73
115,0,24457,Jaco Van Zyl,.52,20.90,-5.72,23.30
116,0,27091,Kunihiro Kamii,.52,20.65,-5.63,11.10
117,0,01876,Greg Norman,.51,20.35,-15.42,.00
118,0,28258,K.T. Kim,.50,20.18,-14.76,7.17
119,0,21290,Yuji Igarashi,.50,20.00,.00,20.00
120,0,20623,Gavin Coles,.50,25.32,-15.56,10.81
121,0,31115,Michio Matsumura,.50,20.35,-9.74,4.82
122,0,23821,Yusaku Miyazato,.49,22.56,-18.68,5.32
123,0,24034,Kazuhiro Yamashita,.49,19.58,-3.95,12.33
124,0,01886,Peter O'Malley,.48,26.11,-21.29,17.57
125,0,25067,Lu Wei-chih,.47,19.44,-6.71,12.10
126,0,21631,Iain Steel,.47,18.89,-10.35,4.82
127,0,20939,Keiichiro Fukabori,.47,21.95,-21.35,2.95
128,0,37092,Hyung-Sung Kim,.46,18.51,-3.30,15.15
129,0,22275,Terry Pilkadaris,.46,24.31,-11.57,8.70
130,0,22113,Wen-Teh Lu,.46,18.29,-24.74,.00
131,0,23063,Scott Hend,.44,21.04,-20.08,2.95
132,0,01920,Craig Parry,.44,20.03,-22.12,7.79
133,0,30978,Kiradech Aphibarnrat,.41,16.56,-.54,16.12
134,0,25398,Ryuichi Oda,.41,18.50,-6.33,14.67
135,0,28620,Aron Price,.41,25.83,-13.99,14.83
136,0,27386,Dustin Risdon,.41,16.34,-6.51,11.71
137,0,20684,Chawalit Plaphol,.41,25.28,-19.43,1.35
138,0,27974,Sung Kang,.40,16.06,-1.37,16.00
139,0,21470,Daisuke Maruyama,.40,21.26,-20.12,1.50
140,0,26418,Adam Bland,.40,16.43,-12.89,7.11
141,0,25336,Alistair Presnell,.40,15.88,-3.02,17.20
142,0,28125,Josh Geary,.39,15.72,-5.16,12.48
143,0,27619,Ben Leong,.39,15.72,-10.15,.00
144,0,22115,Mardan Mamat,.39,23.90,-12.15,13.72
145,0,20753,Jong-Duck Kim,.39,15.57,-4.86,15.86
146,0,20771,Steven Alker,.39,16.72,-6.67,17.40
147,0,27124,Chris Baryla,.39,15.55,-1.96,14.54
148,0,25692,Akio Sadakata,.38,15.28,-6.20,4.71
149,0,21339,Keith Horne,.38,16.64,-7.29,11.86
150,0,27929,Shiv Kapur,.37,22.99,-14.38,12.48
151,0,27567,Mitchell Brown,.37,15.44,-9.51,2.03
152,0,26435,Angelo Que,.36,14.55,-8.56,7.03
153,0,25478,Kiyoshi Miyazato,.35,15.94,-13.54,1.32
154,0,24321,Kodai Ichihara,.35,14.07,-3.50,9.39
155,0,26877,Andrew Tampion,.35,17.39,-10.51,5.22
156,0,24399,Scott Gardiner,.35,18.06,-12.17,11.19
157,0,29892,Steve Dartnall,.35,13.85,-3.75,5.68
