RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,27141,J.B. Holmes,305.7,269001,880
2,0,25804,Bubba Watson,301.8,302425,1002
3,0,01249,John Daly,297.7,170852,574
4,0,24358,Robert Garrigus,295.7,305726,1034
5,0,23322,Brett Wetterich,295.2,299299,1014
6,0,23616,Ryan Hietala,293.2,208727,712
7,0,21805,Harrison Frazar,292.9,306989,1048
7,0,12716,Charley Hoffman,292.9,362569,1238
9,0,23497,Tag Ridings,292.3,365639,1251
10,0,01810,Phil Mickelson,291.7,191961,658
11,0,01226,Fred Couples,291.5,130579,448
12,0,27770,Camilo Villegas,291.1,333053,1144
12,0,08793,Tiger Woods,291.1,150816,518
14,0,11123,Chris Couch,290.9,271095,932
14,0,24980,Scott Gutschewski,290.9,182680,628
14,0,28475,Jeff Overton,290.9,353771,1216
17,0,24502,Adam Scott,290.6,206618,711
18,0,28780,Nicholas Thompson,290.5,316048,1088
19,0,25900,Lucas Glover,290.4,349616,1204
20,0,01706,Davis Love III,290.3,231632,798
21,0,26360,Bubba Dickerson,289.9,347626,1199
22,0,06567,Vijay Singh,289.7,340690,1176
23,0,23614,Rich Beem,289.5,262838,908
23,0,02106,Chris Smith,289.5,237075,819
25,0,22892,Jason Gore,289.4,292280,1010
26,0,23349,Charles Warren,289.3,326345,1128
27,0,20378,Mathias Grönberg,289.0,318765,1103
28,0,25936,Alex Aragon,288.9,217817,754
29,0,20850,Daniel Chopra,288.8,362172,1254
30,0,27943,Matt Hansen,288.7,233252,808
30,0,27120,Troy Matteson,288.7,354279,1227
32,0,23409,James Driscoll,288.6,305935,1060
33,0,08835,Kris Cox,288.2,289316,1004
34,0,19824,Craig Barlow,288.1,233903,812
35,0,24925,Jonathan Byrd,288.0,215686,749
36,0,25842,Jon Mills,287.9,217653,756
37,0,22046,Geoff Ogilvy,287.6,210549,732
38,0,23307,Roger Tambellini,287.5,212715,740
39,0,20574,Mathew Goggin,287.3,233249,812
40,0,20157,Retief Goosen,287.1,184346,642
40,0,27095,Nick Watney,287.1,344512,1200
42,0,21209,Sergio Garcia,287.0,157831,550
43,0,24912,Will MacKenzie,286.7,299341,1044
44,0,23320,Ryan Palmer,286.6,327890,1144
45,0,20094,Jonathan Kaye,286.4,343993,1201
45,0,01945,Kenny Perry,286.4,240548,840
47,0,24924,Bill Haas,286.2,350825,1226
48,0,21961,Charles Howell III,286.1,315551,1103
48,0,22913,John Rollins,286.1,303247,1060
50,0,22946,Henrik Bjornstad,286.0,355817,1244
50,0,24361,Pat Perez,286.0,168145,588
52,0,06573,Brandt Jobe,285.8,278969,976
53,0,23623,Bo Van Pelt,285.7,358833,1256
54,0,22378,Trevor Immelman,285.6,290473,1017
55,0,23048,Eric Axley,285.4,313892,1100
56,0,23353,J.J. Henry,285.3,306418,1074
57,0,23621,Rory Sabbatini,285.2,254436,892
58,0,07013,Wes Short Jr.,285.0,339682,1192
59,0,08375,Paul Stankowski,284.9,250134,878
60,0,25632,Jimmy Walker,284.7,222036,780
61,0,10885,Robert Allenby,284.6,237944,836
