RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,06012,Greg Kraft,43.38,406,936,+0.015
2,0,01887,Mark O'Meara,42.20,211,500,-0.005
3,0,06251,Chris DiMarco,41.69,356,854,-0.011
4,0,22621,Ben Curtis,41.33,386,934,-0.021
5,0,01132,Mark Brooks,40.41,417,1032,+0.034
6,0,06643,Paul Goydos,40.34,359,890,+0.025
7,0,20121,Todd Fischer,40.26,504,1252,-0.022
8,0,08075,Jerry Kelly,40.17,470,1170,-0.038
9,0,23135,Tim Clark,40.10,324,808,E
10,0,01823,Larry Mize,40.00,228,570,-0.061
11,0,08385,Omar Uresti,39.86,283,710,-0.064
12,0,20099,Doug Barron,39.68,371,935,-0.016
13,0,02239,Scott Verplank,39.30,371,944,-0.073
14,0,19913,Ron Whittaker,39.19,388,990,E
15,0,01381,Fred Funk,38.99,462,1185,-0.037
16,0,20382,Stephen Leaney,38.88,416,1070,-0.029
17,0,01024,Billy Andrade,38.85,324,834,+0.022
18,0,20812,Tjaart van der Walt,38.84,282,726,-0.011
19,0,19881,Robert Damron,38.50,440,1143,+0.020
20,0,19846,Brian Gay,38.49,535,1390,-0.071
21,0,24138,Ian Poulter,38.44,226,588,-0.088
22,0,06527,Steve Stricker,38.23,276,722,-0.080
23,0,10809,Jim Furyk,38.18,365,956,-0.167
24,0,23983,Luke Donald,37.87,228,602,-0.088
25,0,01329,Brad Faxon,37.38,382,1022,+0.016
26,0,01388,Robert Gamez,37.26,427,1146,+0.005
26,0,01724,Jeff Maggert,37.26,354,950,+0.051
28,0,23673,Michael Connell,37.20,218,586,+0.023
29,0,02104,Jeff Sluman,37.18,429,1154,-0.070
30,0,01139,Olin Browne,37.15,448,1206,+0.033
31,0,26420,Richard Johnson,37.06,438,1182,+0.011
32,0,01941,Tom Pernice Jr.,37.02,448,1210,-0.009
33,0,01766,Billy Mayfair,36.99,398,1076,-0.020
33,0,21878,Mark Wilson,36.99,371,1003,-0.078
35,0,01599,Steve Jones,36.83,355,964,+0.034
36,0,20127,Chris Riley,36.77,353,960,+0.017
37,0,01619,Skip Kendall,36.59,300,820,-0.027
38,0,01142,Bart Bryant,36.46,362,993,-0.080
39,0,10505,Shane Bertsch,36.29,454,1251,+0.011
40,0,22293,Heath Slocum,36.20,425,1174,-0.014
41,0,01685,J.L. Lewis,35.57,249,700,+0.145
41,0,20548,Hidemichi Tanaka,35.57,323,908,+0.093
41,0,02214,Kirk Triplett,35.57,244,686,+0.033
44,0,20631,David McKenzie,35.45,341,962,+0.029
45,0,02206,David Toms,35.21,307,872,+0.023
46,0,08537,J.P. Hayes,35.20,245,696,+0.016
46,0,10860,Justin Leonard,35.20,320,909,-0.031
48,0,21350,Ryuji Imada,35.12,425,1210,-0.005
49,0,21753,Brian Davis,34.98,396,1132,+0.051
50,0,01219,John Cook,34.95,267,764,-0.034
51,0,01161,Mark Calcavecchia,34.85,384,1102,+0.052
52,0,24024,Zach Johnson,34.82,374,1074,-0.013
53,0,23718,Nathan Green,34.73,455,1310,-0.035
54,0,01320,Bob Estes,34.45,359,1042,-0.006
55,0,11032,Frank Lickliter II,34.18,404,1182,-0.017
56,0,08123,Jeff Brehaut,33.61,398,1184,+0.043
57,0,01313,Steve Elkington,33.59,215,640,+0.033
58,0,07457,Steve Flesch,33.40,480,1437,+0.035
59,0,12602,Dean Wilson,33.38,432,1294,-0.035
60,0,10423,Mike Weir,33.37,293,878,+0.038
61,0,02110,Jerry Smith,33.28,390,1172,-0.015
62,0,06575,Dudley Hart,33.06,327,989,+0.061
63,0,20634,Peter Lonard,33.04,305,923,+0.079
64,0,06621,Joe Durant,32.93,440,1336,+0.011
65,0,01928,Corey Pavin,32.87,261,794,-0.031
66,0,21470,Daisuke Maruyama,32.79,320,976,+0.053
67,0,02246,Duffy Waldorf,32.72,373,1140,+0.051
68,0,25935,John Engler Jr.,32.61,287,880,+0.073
69,0,20593,Greg Chalmers,32.54,259,796,+0.143
70,0,01577,Lee Janzen,32.52,307,944,+0.098
71,0,11011,Mike Sposa,32.47,263,810,+0.087
72,0,10733,Kent Jones,32.43,397,1224,E
73,0,23541,Ben Crane,32.36,276,853,+0.036
74,0,21407,Arjun Atwal,32.22,368,1142,+0.060
75,0,22371,Aaron Baddeley,32.00,304,950,E
76,0,06373,José María Olazábal,31.93,174,545,-0.011
77,0,07867,Woody Austin,31.86,412,1293,-0.017
77,0,20498,Briny Baird,31.86,311,976,-0.010
79,0,25345,Carl Pettersson,31.84,335,1052,+0.009
79,0,02223,Bob Tway,31.84,298,936,+0.017
81,0,01761,Len Mattiace,31.81,230,723,+0.083
82,0,21949,Joe Ogilvie,31.62,345,1091,+0.026
83,0,01948,Tim Petrovic,31.55,366,1160,+0.008
84,0,01035,Tommy Armour III,31.52,232,736,+0.086
85,0,12680,Shigeki Maruyama,31.45,351,1116,-0.003
86,0,20628,Arron Oberholser,31.34,272,868,-0.074
87,0,07749,Brett Quigley,31.32,410,1309,+0.015
88,0,12645,Brent Geiberger,31.05,389,1253,+0.033
89,0,21646,David Branshaw,30.83,373,1210,-0.059
