RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,06567,Vijay Singh,48.86,86,176,-0.34
2,0,24361,Pat Perez,46.88,45,96,-0.07
3,0,20608,David Howell,46.77,29,62,-0.24
4,0,24140,Sean O'Hair,46.43,78,168,-0.08
5,0,20593,Greg Chalmers,46.27,62,134,-0.08
6,0,20766,Padraig Harrington,46.05,35,76,-0.23
7,0,06522,Ernie Els,45.83,44,96,-0.45
7,0,02101,Joey Sindelar,45.83,77,168,-0.18
9,0,23349,Charles Warren,45.35,78,172,-0.15
10,0,01473,Todd Hamilton,45.16,56,124,-0.11
11,0,07749,Brett Quigley,44.95,89,198,-0.26
12,0,20472,Alex Cejka,43.96,80,182,-0.26
12,0,22405,Justin Rose,43.96,80,182,-0.20
14,0,21959,Ted Purdy,43.82,78,178,-0.29
15,0,07013,Wes Short Jr.,43.48,80,184,-0.19
16,0,22378,Trevor Immelman,43.42,66,152,-0.42
17,0,22946,Henrik Bjornstad,43.16,82,190,-0.15
18,0,11032,Frank Lickliter II,42.78,83,194,-0.28
19,0,21209,Sergio Garcia,42.68,35,82,-0.29
20,0,23541,Ben Crane,42.65,58,136,-0.24
21,0,06527,Steve Stricker,42.59,46,108,-0.24
22,0,24781,Hunter Mahan,42.55,80,188,-0.28
23,0,21646,David Branshaw,42.35,83,196,-0.19
24,0,06197,Michael Allen,42.26,71,168,-0.24
25,0,23614,Rich Beem,42.25,60,142,-0.08
26,0,25345,Carl Pettersson,41.98,68,162,-0.15
27,0,12782,Tim Herron,41.79,56,134,-0.05
28,0,06595,Kevin Sutherland,41.67,80,192,-0.26
29,0,23621,Rory Sabbatini,41.55,59,142,-0.22
30,0,25240,D.A. Points,41.25,66,160,-0.11
31,0,20229,Stewart Cink,41.22,61,148,E
32,0,01706,Davis Love III,40.63,52,128,-0.13
33,0,23353,J.J. Henry,40.59,69,170,-0.10
34,0,24138,Ian Poulter,40.48,34,84,-0.24
35,0,22293,Heath Slocum,40.45,72,178,-0.38
36,0,24507,Jason Bohn,40.31,79,196,-0.20
37,0,24357,K.J. Choi,40.24,66,164,-0.08
38,0,01035,Tommy Armour III,40.16,49,122,-0.08
38,0,26596,Ryan Moore,40.16,49,122,-0.16
40,0,20574,Mathew Goggin,40.15,53,132,-0.08
41,0,01707,Steve Lowery,40.11,73,182,-0.25
42,0,12760,Danny Ellis,39.84,51,128,+0.04
43,0,12680,Shigeki Maruyama,39.77,70,176,-0.14
44,0,20548,Hidemichi Tanaka,39.73,58,146,-0.12
45,0,01024,Billy Andrade,39.71,54,136,-0.26
46,0,20645,John Senden,39.66,69,174,-0.17
47,0,02106,Chris Smith,39.55,53,134,-0.15
48,0,01945,Kenny Perry,39.52,49,124,-0.12
49,0,02246,Duffy Waldorf,39.44,71,180,-0.20
50,0,01042,Paul Azinger,39.41,67,170,-0.12
51,0,22892,Jason Gore,39.38,63,160,+0.03
52,0,21470,Daisuke Maruyama,39.24,62,158,-0.18
53,0,07223,Brian Bateman,39.23,51,130,-0.18
54,0,10733,Kent Jones,39.18,76,194,-0.24
55,0,27770,Camilo Villegas,39.08,68,174,-0.04
56,0,23320,Ryan Palmer,38.95,74,190,-0.14
57,0,01320,Bob Estes,38.89,63,162,-0.17
58,0,19824,Craig Barlow,38.81,52,134,-0.19
59,0,23048,Eric Axley,38.76,69,178,-0.10
60,0,23409,James Driscoll,38.75,62,160,-0.08
61,0,20098,Stuart Appleby,38.64,51,132,-0.14
62,0,23623,Bo Van Pelt,38.54,74,192,-0.09
63,0,10885,Robert Allenby,38.52,47,122,E
64,0,24024,Zach Johnson,38.46,60,156,-0.07
65,0,21407,Arjun Atwal,38.42,73,190,-0.27
66,0,23718,Nathan Green,38.27,75,196,-0.25
67,0,28475,Jeff Overton,38.17,71,186,-0.17
68,0,21878,Mark Wilson,38.16,58,152,-0.31
69,0,06621,Joe Durant,38.12,77,202,-0.19
70,0,12602,Dean Wilson,38.10,80,210,-0.19
71,0,23788,D.J. Trahan,38.07,67,176,+0.03
72,0,08123,Jeff Brehaut,38.02,73,192,-0.25
73,0,06515,Shaun Micheel,37.95,63,166,-0.03
74,0,22913,John Rollins,37.93,66,174,-0.23
74,0,25632,Jimmy Walker,37.93,44,116,-0.02
76,0,08375,Paul Stankowski,37.86,53,140,-0.08
77,0,11123,Chris Couch,37.67,55,146,-0.13
78,0,06004,Stephen Ames,37.50,36,96,-0.17
78,0,21731,Freddie Jacobson,37.50,42,112,-0.02
78,0,23325,Vaughn Taylor,37.50,60,160,-0.07
81,0,06034,Marco Dawson,37.36,65,174,-0.20
81,0,01948,Tim Petrovic,37.36,68,182,-0.09
83,0,20691,Greg Owen,37.32,53,142,-0.32
84,0,24980,Scott Gutschewski,37.25,38,102,+0.11
85,0,20572,Rod Pampling,37.14,52,140,-0.13
86,0,27943,Matt Hansen,37.12,49,132,-0.12
87,0,21961,Charles Howell III,37.06,63,170,-0.29
88,0,01161,Mark Calcavecchia,36.90,62,168,-0.15
88,0,06373,José María Olazábal,36.90,31,84,-0.10
90,0,20850,Daniel Chopra,36.89,76,206,-0.07
91,0,09011,David Duval,36.84,42,114,+0.05
92,0,01810,Phil Mickelson,36.79,39,106,-0.21
93,0,01619,Skip Kendall,36.76,50,136,-0.14
94,0,21350,Ryuji Imada,36.73,72,196,-0.29
95,0,12660,Jesper Parnevik,36.59,60,164,-0.27
96,0,25935,John Engler Jr.,36.57,49,134,+0.10
97,0,01941,Tom Pernice Jr.,36.46,70,192,-0.37
98,0,01577,Lee Janzen,36.36,56,154,-0.18
98,0,25842,Jon Mills,36.36,48,132,+0.02
100,0,20105,Jeff Gove,36.21,63,174,-0.22
101,0,11011,Mike Sposa,36.15,47,130,+0.04
102,0,19913,Ron Whittaker,36.08,57,158,-0.04
103,0,20378,Mathias Grönberg,35.96,64,178,-0.23
104,0,26360,Bubba Dickerson,35.94,69,192,+0.04
105,0,01599,Steve Jones,35.90,56,156,-0.13
106,0,20628,Arron Oberholser,35.82,48,134,-0.33
107,0,24912,Will MacKenzie,35.80,63,176,-0.10
108,0,27095,Nick Watney,35.79,68,190,-0.21
109,0,25900,Lucas Glover,35.71,65,182,-0.23
109,0,12662,Thomas Levet,35.71,35,98,-0.11
109,0,28780,Nicholas Thompson,35.71,65,182,+0.11
112,0,12510,Chad Campbell,35.62,52,146,-0.19
113,0,01666,Bernhard Langer,35.61,47,132,-0.26
