RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01887,Mark O'Meara,48.86,43,88,-0.05
2,0,06012,Greg Kraft,48.63,71,146,-0.24
3,0,10809,Jim Furyk,46.53,67,144,-0.31
4,0,01132,Mark Brooks,46.47,79,170,-0.04
5,0,23983,Luke Donald,45.74,43,94,-0.16
6,0,22621,Ben Curtis,44.44,64,144,-0.11
7,0,01823,Larry Mize,43.62,41,94,-0.05
8,0,20099,Doug Barron,43.15,63,146,+0.03
9,0,23135,Tim Clark,43.08,56,130,-0.21
10,0,01139,Olin Browne,42.55,80,188,-0.03
11,0,06251,Chris DiMarco,42.42,56,132,+0.02
12,0,08075,Jerry Kelly,42.39,78,184,-0.08
13,0,01329,Brad Faxon,42.11,64,152,+0.03
14,0,19846,Brian Gay,42.06,90,214,+0.03
15,0,01928,Corey Pavin,41.41,53,128,-0.02
16,0,06373,José María Olazábal,39.29,33,84,+0.03
17,0,20634,Peter Lonard,38.97,53,136,-0.06
18,0,20121,Todd Fischer,38.89,77,198,-0.01
19,0,01724,Jeff Maggert,38.67,58,150,-0.17
20,0,23673,Michael Connell,38.54,37,96,-0.03
21,0,01142,Bart Bryant,38.51,57,148,-0.07
22,0,02214,Kirk Triplett,37.96,41,108,-0.10
23,0,01313,Steve Elkington,37.76,37,98,-0.30
24,0,10505,Shane Bertsch,37.75,77,204,-0.17
25,0,26420,Richard Johnson,37.50,69,184,-0.13
25,0,20382,Stephen Leaney,37.50,63,168,-0.19
27,0,01381,Fred Funk,37.36,68,182,-0.01
28,0,19913,Ron Whittaker,37.34,59,158,-0.19
29,0,01599,Steve Jones,37.18,58,156,E
30,0,02239,Scott Verplank,37.16,55,148,-0.02
31,0,10423,Mike Weir,36.96,51,138,-0.12
32,0,01685,J.L. Lewis,36.84,42,114,-0.05
33,0,02104,Jeff Sluman,36.81,67,182,-0.19
34,0,20127,Chris Riley,36.54,57,156,-0.12
35,0,01219,John Cook,35.71,45,126,-0.16
35,0,12662,Thomas Levet,35.71,35,98,+0.03
37,0,20631,David McKenzie,35.63,57,160,-0.04
38,0,20548,Hidemichi Tanaka,35.62,52,146,E
39,0,21878,Mark Wilson,35.53,54,152,-0.28
40,0,01766,Billy Mayfair,35.12,59,168,+0.02
41,0,22371,Aaron Baddeley,35.00,49,140,+0.02
42,0,01941,Tom Pernice Jr.,34.90,67,192,-0.04
43,0,06643,Paul Goydos,34.72,50,144,-0.14
44,0,02206,David Toms,34.68,43,124,-0.12
45,0,19881,Robert Damron,34.62,63,182,-0.11
45,0,24024,Zach Johnson,34.62,54,156,+0.07
47,0,01619,Skip Kendall,34.56,47,136,E
48,0,01161,Mark Calcavecchia,34.52,58,168,-0.09
48,0,24138,Ian Poulter,34.52,29,84,-0.10
50,0,02223,Bob Tway,34.46,51,148,-0.02
51,0,22293,Heath Slocum,34.27,61,178,-0.03
52,0,02110,Jerry Smith,34.24,63,184,-0.11
53,0,08385,Omar Uresti,33.90,40,118,-0.08
54,0,01388,Robert Gamez,33.70,62,184,-0.03
55,0,01035,Tommy Armour III,33.61,41,122,-0.02
56,0,10733,Kent Jones,33.51,65,194,-0.03
57,0,12602,Dean Wilson,33.33,70,210,-0.03
58,0,20498,Briny Baird,33.12,51,154,-0.16
58,0,01577,Lee Janzen,33.12,51,154,-0.04
60,0,10860,Justin Leonard,33.10,47,142,-0.15
61,0,08537,J.P. Hayes,32.73,36,110,-0.14
62,0,01677,Tom Lehman,32.69,34,104,-0.15
63,0,01024,Billy Andrade,32.35,44,136,+0.07
64,0,21753,Brian Davis,32.22,58,180,-0.26
65,0,07457,Steve Flesch,31.98,71,222,+0.06
66,0,23541,Ben Crane,31.62,43,136,+0.12
67,0,06527,Steve Stricker,31.48,34,108,-0.18
68,0,11032,Frank Lickliter II,31.44,61,194,-0.21
69,0,23325,Vaughn Taylor,31.25,50,160,-0.14
70,0,12680,Shigeki Maruyama,30.68,54,176,-0.15
71,0,21350,Ryuji Imada,30.61,60,196,-0.08
72,0,02101,Joey Sindelar,30.36,51,168,-0.02
73,0,06004,Stephen Ames,30.21,29,96,+0.14
73,0,08123,Jeff Brehaut,30.21,58,192,-0.07
75,0,02246,Duffy Waldorf,30.00,54,180,+0.04
76,0,12645,Brent Geiberger,29.90,58,194,+0.07
77,0,06575,Dudley Hart,29.88,49,164,+0.14
78,0,25935,John Engler Jr.,29.85,40,134,+0.03
78,0,20628,Arron Oberholser,29.85,40,134,-0.35
80,0,21949,Joe Ogilvie,29.78,53,178,-0.02
81,0,21646,David Branshaw,29.59,58,196,+0.05
81,0,23718,Nathan Green,29.59,58,196,-0.12
83,0,07867,Woody Austin,29.29,58,198,-0.05
84,0,20472,Alex Cejka,29.12,53,182,-0.19
85,0,21470,Daisuke Maruyama,29.11,46,158,-0.02
86,0,24357,K.J. Choi,28.66,47,164,E
87,0,22548,Patrick Sheehan,28.50,57,200,-0.05
88,0,01553,John Huston,28.47,41,144,-0.05
89,0,11011,Mike Sposa,28.46,37,130,+0.05
90,0,01320,Bob Estes,28.40,46,162,-0.20
90,0,25345,Carl Pettersson,28.40,46,162,-0.04
92,0,20593,Greg Chalmers,28.36,38,134,+0.24
93,0,01042,Paul Azinger,28.24,48,170,+0.06
94,0,20105,Jeff Gove,28.16,49,174,-0.08
95,0,20098,Stuart Appleby,28.03,37,132,-0.22
96,0,01707,Steve Lowery,28.02,51,182,+0.08
96,0,01948,Tim Petrovic,28.02,51,182,-0.02
98,0,12755,Vance Veazey,27.97,33,118,-0.03
99,0,20812,Tjaart van der Walt,27.19,31,114,-0.06
100,0,06515,Shaun Micheel,27.11,45,166,E
101,0,24507,Jason Bohn,27.04,53,196,-0.11
102,0,21407,Arjun Atwal,26.84,51,190,+0.06
103,0,21731,Freddie Jacobson,26.79,30,112,-0.07
104,0,06621,Joe Durant,26.73,54,202,-0.11
105,0,06350,Bob May,26.61,33,124,-0.06
106,0,20572,Rod Pampling,26.43,37,140,-0.16
107,0,25240,D.A. Points,26.25,42,160,E
108,0,12660,Jesper Parnevik,26.22,43,164,E
109,0,12510,Chad Campbell,26.03,38,146,-0.05
110,0,01761,Len Mattiace,25.42,30,118,+0.03
111,0,21660,Jason Schultz,25.33,38,150,+0.16
112,0,21959,Ted Purdy,25.28,45,178,-0.09
113,0,01666,Bernhard Langer,25.00,33,132,-0.21
114,0,07749,Brett Quigley,24.75,49,198,-0.16
115,0,23048,Eric Axley,24.72,44,178,+0.11
116,0,01473,Todd Hamilton,24.19,30,124,+0.20
116,0,20608,David Howell,24.19,15,62,-0.07
118,0,21209,Sergio Garcia,23.17,19,82,+0.05
119,0,06034,Marco Dawson,22.99,40,174,+0.08
120,0,24781,Hunter Mahan,22.87,43,188,-0.26
121,0,23621,Rory Sabbatini,22.54,32,142,-0.03
122,0,19824,Craig Barlow,22.39,30,134,-0.03
123,0,23788,D.J. Trahan,22.16,39,176,+0.08
124,0,26596,Ryan Moore,22.13,27,122,+0.11
125,0,20094,Jonathan Kaye,21.74,40,184,-0.10
126,0,20229,Stewart Cink,21.62,32,148,-0.22
127,0,06197,Michael Allen,21.43,36,168,-0.14
128,0,12760,Danny Ellis,21.09,27,128,-0.07
129,0,22378,Trevor Immelman,21.05,32,152,-0.03
130,0,20691,Greg Owen,20.42,29,142,+0.07
131,0,10565,Ian Leggatt,20.39,31,152,-0.03
132,0,22046,Geoff Ogilvy,20.37,22,108,-0.05
133,0,12823,Carlos Franco,20.35,35,172,+0.09
134,0,22405,Justin Rose,20.33,37,182,+0.19
135,0,20645,John Senden,20.11,35,174,E
136,0,21961,Charles Howell III,20.00,34,170,+0.06
137,0,07013,Wes Short Jr.,19.57,36,184,-0.17
138,0,06595,Kevin Sutherland,19.27,37,192,-0.16
139,0,20378,Mathias Grönberg,18.54,33,178,+0.03
140,0,20157,Retief Goosen,18.48,17,92,+0.18
141,0,07223,Brian Bateman,18.46,24,130,+0.21
142,0,23320,Ryan Palmer,18.42,35,190,E
143,0,22913,John Rollins,18.39,32,174,+0.13
144,0,24502,Adam Scott,18.27,19,104,E
145,0,24140,Sean O'Hair,17.86,30,168,+0.33
146,0,01945,Kenny Perry,17.74,22,124,-0.05
147,0,24924,Bill Haas,17.71,34,192,+0.29
148,0,10885,Robert Allenby,17.21,21,122,-0.14
149,0,12782,Tim Herron,17.16,23,134,+0.39
150,0,08375,Paul Stankowski,17.14,24,140,+0.08
151,0,20766,Padraig Harrington,17.11,13,76,E
151,0,06573,Brandt Jobe,17.11,26,152,-0.15
153,0,24912,Will MacKenzie,17.05,30,176,+0.03
154,0,24925,Jonathan Byrd,16.94,21,124,-0.29
155,0,08835,Kris Cox,16.67,27,162,+0.07
156,0,23353,J.J. Henry,16.47,28,170,-0.14
157,0,23307,Roger Tambellini,16.39,20,122,+0.15
158,0,28780,Nicholas Thompson,15.93,29,182,+0.34
159,0,27120,Troy Matteson,15.84,32,202,-0.09
160,0,23614,Rich Beem,14.79,21,142,-0.24
161,0,06522,Ernie Els,14.58,14,96,E
161,0,23623,Bo Van Pelt,14.58,28,192,-0.14
163,0,20850,Daniel Chopra,14.56,30,206,-0.17
164,0,20574,Mathew Goggin,14.39,19,132,-0.11
165,0,23409,James Driscoll,14.38,23,160,+0.17
166,0,01810,Phil Mickelson,14.15,15,106,-0.33
167,0,09011,David Duval,14.04,16,114,+0.38
168,0,26360,Bubba Dickerson,13.54,26,192,E
169,0,06567,Vijay Singh,13.07,23,176,-0.09
170,0,11123,Chris Couch,13.01,19,146,+0.11
171,0,24361,Pat Perez,12.50,12,96,-0.08
172,0,23497,Tag Ridings,12.24,24,196,E
173,0,22946,Henrik Bjornstad,12.11,23,190,+0.22
174,0,25632,Jimmy Walker,12.07,14,116,+0.14
175,0,01226,Fred Couples,11.84,9,76,E
176,0,25900,Lucas Glover,11.54,21,182,-0.05
177,0,22892,Jason Gore,11.25,18,160,+0.11
178,0,02106,Chris Smith,11.19,15,134,+0.20
179,0,27770,Camilo Villegas,10.92,19,174,+0.26
180,0,24980,Scott Gutschewski,10.78,11,102,+0.45
181,0,28475,Jeff Overton,10.75,20,186,+0.05
182,0,25842,Jon Mills,10.61,14,132,+0.07
183,0,27095,Nick Watney,10.53,20,190,-0.15
184,0,01706,Davis Love III,10.16,13,128,+0.15
185,0,12716,Charley Hoffman,10.11,19,188,+0.37
186,0,25936,Alex Aragon,9.84,12,122,+0.50
187,0,23616,Ryan Hietala,9.32,11,118,+0.18
188,0,01249,John Daly,9.30,8,86,+0.38
189,0,27943,Matt Hansen,9.09,12,132,-0.08
190,0,23322,Brett Wetterich,8.33,13,156,-0.15
191,0,23349,Charles Warren,6.98,12,172,-0.25
192,0,21805,Harrison Frazar,6.90,12,174,+0.33
193,0,08793,Tiger Woods,6.58,5,76,-0.20
194,0,25804,Bubba Watson,5.70,9,158,-0.44
195,0,27141,J.B. Holmes,5.22,7,134,+0.29
196,0,24358,Robert Garrigus,4.22,7,166,+0.29
