RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,24502,Adam Scott,-.179,28,-5.00
2,0,06527,Steve Stricker,-.091,33,-3.00
3,0,27649,Brandt Snedeker,-.089,45,-4.00
4,0,20160,Charlie Wi,-.082,61,-5.00
5,0,28237,Rory McIlroy,-.079,38,-3.00
6,0,27214,Kevin Streelman,-.071,70,-5.00
7,0,28500,Martin Flores,-.070,71,-5.00
8,0,19846,Brian Gay,-.065,77,-5.00
9,0,23983,Luke Donald,-.061,33,-2.00
9,0,10860,Justin Leonard,-.061,82,-5.00
11,0,29221,Webb Simpson,-.052,58,-3.00
12,0,26329,Louis Oosthuizen,-.051,39,-2.00
12,0,26331,Charl Schwartzel,-.051,39,-2.00
14,0,06004,Stephen Ames,-.049,41,-2.00
15,0,22621,Ben Curtis,-.048,42,-2.00
16,0,20229,Stewart Cink,-.040,50,-2.00
17,0,25457,Alexandre Rocha,-.039,51,-2.00
18,0,22371,Aaron Baddeley,-.038,53,-2.00
18,0,29479,Scott Brown,-.038,52,-2.00
18,0,21209,Sergio Garcia,-.038,26,-1.00
18,0,27060,John Mallinger,-.038,53,-2.00
22,0,23320,Ryan Palmer,-.034,58,-2.00
23,0,26951,Johnson Wagner,-.033,60,-2.00
24,0,25818,Scott Piercy,-.030,67,-2.00
25,0,28259,Sangmoon Bae,-.024,41,-1.00
25,0,23623,Bo Van Pelt,-.024,42,-1.00
27,0,32366,Kevin Chappell,-.022,45,-1.00
27,0,24924,Bill Haas,-.022,45,-1.00
29,0,22548,Patrick Sheehan,-.021,48,-1.00
30,0,20593,Greg Chalmers,-.020,50,-1.00
30,0,30692,Scott Stallings,-.020,51,-1.00
32,0,23718,Nathan Green,-.019,54,-1.00
33,0,01320,Bob Estes,-.018,55,-1.00
34,0,27963,Chris Stroud,-.013,79,-1.00
35,0,26758,David Hearn,-.012,83,-1.00
36,0,32334,Charlie Beljan,E,48,E
36,0,06036,Scott Dunlap,E,49,E
36,0,28307,Matt Every,E,48,E
36,0,08725,Tom Gillis,E,61,E
36,0,24024,Zach Johnson,E,62,E
36,0,26851,Marc Leishman,E,56,E
36,0,23800,Bryce Molder,E,66,E
36,0,26596,Ryan Moore,E,56,E
36,0,22046,Geoff Ogilvy,E,44,E
36,0,01941,Tom Pernice Jr.,E,48,E
36,0,22405,Justin Rose,E,32,E
36,0,21528,Henrik Stenson,E,29,E
36,0,23325,Vaughn Taylor,E,61,E
36,0,30927,Brendon Todd,E,57,E
36,0,25632,Jimmy Walker,E,54,E
36,0,08793,Tiger Woods,E,42,E
52,0,20104,Ken Duke,+.011,90,+1.00
53,0,29289,S.Y. Noh,+.015,65,+1.00
54,0,21805,Harrison Frazar,+.017,58,+1.00
54,0,28308,Troy Kelly,+.017,60,+1.00
56,0,23548,Bill Lunde,+.018,56,+1.00
56,0,25396,Kevin Na,+.018,55,+1.00
56,0,29476,Kyle Reifers,+.018,56,+1.00
59,0,10809,Jim Furyk,+.019,54,+1.00
59,0,27797,Derek Lamely,+.019,54,+1.00
61,0,33141,Keegan Bradley,+.020,50,+1.00
61,0,22913,John Rollins,+.020,51,+1.00
63,0,33120,Mark Anderson,+.021,47,+1.00
63,0,06034,Marco Dawson,+.021,48,+1.00
63,0,20645,John Senden,+.021,47,+1.00
66,0,24781,Hunter Mahan,+.022,46,+1.00
67,0,28087,Kris Blanks,+.024,42,+1.00
67,0,10213,Dicky Pride,+.024,42,+1.00
69,0,30926,Chris Kirk,+.025,79,+2.00
69,0,20572,Rod Pampling,+.025,40,+1.00
71,0,01249,John Daly,+.026,39,+1.00
71,0,21731,Freddie Jacobson,+.026,38,+1.00
71,0,01810,Phil Mickelson,+.026,39,+1.00
74,0,24846,Ricky Barnes,+.027,73,+2.00
74,0,23353,J.J. Henry,+.027,73,+2.00
76,0,21753,Brian Davis,+.029,69,+2.00
76,0,12716,Charley Hoffman,+.029,70,+2.00
78,0,20766,Padraig Harrington,+.030,33,+1.00
79,0,25572,Graeme McDowell,+.032,31,+1.00
79,0,32150,Michael Thompson,+.032,63,+2.00
81,0,23638,Brendon de Jonge,+.035,86,+3.00
82,0,11123,Chris Couch,+.037,54,+2.00
83,0,21350,Ryuji Imada,+.038,53,+2.00
84,0,06567,Vijay Singh,+.039,77,+3.00
85,0,29478,Kevin Kisner,+.040,50,+2.00
85,0,33419,Cameron Tringale,+.040,75,+3.00
87,0,34174,John Huh,+.041,73,+3.00
88,0,01766,Billy Mayfair,+.042,71,+3.00
89,0,01116,Michael Bradley,+.043,47,+2.00
90,0,29910,Blake Adams,+.044,68,+3.00
90,0,24925,Jonathan Byrd,+.044,45,+2.00
90,0,23135,Tim Clark,+.044,45,+2.00
90,0,25562,Andres Romero,+.044,45,+2.00
94,0,24358,Robert Garrigus,+.046,65,+3.00
94,0,29222,Billy Hurley III,+.046,65,+3.00
94,0,31202,William McGirt,+.046,65,+3.00
97,0,34021,Bud Cauley,+.047,86,+4.00
98,0,30944,Jason Kokrak,+.048,63,+3.00
98,0,30110,Kyle Stanley,+.048,63,+3.00
100,0,27644,Brian Harman,+.050,80,+4.00
100,0,01797,Rocco Mediate,+.050,40,+2.00
102,0,23204,Gary Christian,+.051,79,+4.00
102,0,23541,Ben Crane,+.051,39,+2.00
102,0,30711,Colt Knost,+.051,59,+3.00
105,0,08075,Jerry Kelly,+.052,58,+3.00
106,0,29518,Brendan Steele,+.053,57,+3.00
107,0,34099,Harris English,+.054,56,+3.00
107,0,30925,Dustin Johnson,+.054,37,+2.00
109,0,22961,David Mathis,+.056,72,+4.00
109,0,28475,Jeff Overton,+.056,89,+5.00
109,0,24361,Pat Perez,+.056,71,+4.00
112,0,26300,Matt Jones,+.057,35,+2.00
112,0,29926,Danny Lee,+.057,53,+3.00
114,0,24357,K.J. Choi,+.058,52,+3.00
115,0,25804,Bubba Watson,+.059,34,+2.00
116,0,10885,Robert Allenby,+.063,64,+4.00
116,0,28093,Miguel Angel Carballo,+.063,48,+3.00
116,0,29420,Billy Horschel,+.063,48,+3.00
119,0,30750,Tommy Gainey,+.064,94,+6.00
120,0,12510,Chad Campbell,+.067,60,+4.00
120,0,21878,Mark Wilson,+.067,45,+3.00
122,0,06251,Chris DiMarco,+.068,74,+5.00
122,0,33122,Russell Knox,+.068,59,+4.00
122,0,25834,Daniel Summerhays,+.068,59,+4.00
125,0,35139,Richard Lee,+.069,29,+2.00
126,0,22348,Nick O'Hern,+.071,56,+4.00
126,0,26476,Chez Reavie,+.071,56,+4.00
126,0,02206,David Toms,+.071,28,+2.00
129,0,27936,Martin Laird,+.073,41,+3.00
130,0,23621,Rory Sabbatini,+.074,81,+6.00
131,0,24140,Sean O'Hair,+.075,67,+5.00
132,0,25240,D.A. Points,+.076,66,+5.00
133,0,28089,Jason Day,+.077,39,+3.00
133,0,23788,D.J. Trahan,+.077,52,+4.00
135,0,27120,Troy Matteson,+.079,76,+6.00
135,0,24138,Ian Poulter,+.079,38,+3.00
137,0,23409,James Driscoll,+.081,62,+5.00
