RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,26679,Kevin Stadler,.06,5,90
2,0,21805,Harrison Frazar,.05,4,73
3,0,25364,Paul Casey,.04,2,52
3,0,01313,Steve Elkington,.04,3,84
3,0,24358,Robert Garrigus,.04,4,90
3,0,12680,Shigeki Maruyama,.04,2,50
3,0,23621,Rory Sabbatini,.04,3,76
3,0,06567,Vijay Singh,.04,3,78
9,0,10505,Shane Bertsch,.03,3,96
9,0,01161,Mark Calcavecchia,.03,2,66
9,0,21753,Brian Davis,.03,3,108
9,0,08931,Glen Day,.03,2,64
9,0,10875,Todd Demsey,.03,2,80
9,0,06621,Joe Durant,.03,3,92
9,0,07457,Steve Flesch,.03,3,95
9,0,30750,Tommy Gainey,.03,2,60
9,0,20378,Mathias Grönberg,.03,3,87
9,0,24912,Will MacKenzie,.03,2,62
9,0,01724,Jeff Maggert,.03,3,86
9,0,26476,Chez Reavie,.03,3,102
9,0,20160,Charlie Wi,.03,3,97
22,0,06197,Michael Allen,.02,2,91
22,0,10885,Robert Allenby,.02,2,107
22,0,20098,Stuart Appleby,.02,2,84
22,0,19803,Ryan Armour,.02,2,87
22,0,20498,Briny Baird,.02,2,113
22,0,24227,Justin Bolli,.02,2,87
22,0,20848,Ángel Cabrera,.02,1,51
22,0,12826,Paul Claxton,.02,1,63
22,0,20104,Ken Duke,.02,2,116
22,0,09011,David Duval,.02,1,51
22,0,06522,Ernie Els,.02,1,50
22,0,10809,Jim Furyk,.02,2,94
22,0,20766,Padraig Harrington,.02,1,50
22,0,06573,Brandt Jobe,.02,1,52
22,0,08075,Jerry Kelly,.02,2,88
22,0,12705,Cliff Kresge,.02,2,84
22,0,27613,David Lutterus,.02,1,59
22,0,24781,Hunter Mahan,.02,2,85
22,0,01766,Billy Mayfair,.02,2,103
22,0,27933,John Merrick,.02,2,98
22,0,25396,Kevin Na,.02,2,97
22,0,22046,Geoff Ogilvy,.02,1,64
22,0,24138,Ian Poulter,.02,1,49
22,0,22913,John Rollins,.02,2,94
22,0,24502,Adam Scott,.02,1,49
22,0,08845,Scott Sterling,.02,2,89
22,0,27963,Chris Stroud,.02,2,81
22,0,25804,Bubba Watson,.02,2,97
22,0,26289,Boo Weekley,.02,2,83
22,0,12602,Dean Wilson,.02,2,109
52,0,23778,Brad Adamonis,.01,1,87
52,0,01024,Billy Andrade,.01,1,71
52,0,07867,Woody Austin,.01,1,105
52,0,23048,Eric Axley,.01,1,113
52,0,12652,Cameron Beckman,.01,1,87
52,0,23614,Rich Beem,.01,1,90
52,0,20472,Alex Cejka,.01,1,75
52,0,20850,Daniel Chopra,.01,1,83
52,0,20229,Stewart Cink,.01,1,81
52,0,23135,Tim Clark,.01,1,89
52,0,23541,Ben Crane,.01,1,86
52,0,06251,Chris DiMarco,.01,1,87
52,0,12823,Carlos Franco,.01,1,73
52,0,21209,Sergio Garcia,.01,1,70
52,0,25900,Lucas Glover,.01,1,91
52,0,20574,Mathew Goggin,.01,1,91
52,0,23718,Nathan Green,.01,1,95
52,0,24924,Bill Haas,.01,1,99
52,0,01473,Todd Hamilton,.01,1,92
52,0,08537,J.P. Hayes,.01,1,67
52,0,20433,Mark Hensby,.01,1,71
52,0,12782,Tim Herron,.01,1,97
52,0,21961,Charles Howell III,.01,1,99
52,0,22378,Trevor Immelman,.01,1,68
52,0,23157,Richard Johnson,.01,1,77
52,0,24024,Zach Johnson,.01,1,84
52,0,29718,Anthony Kim,.01,1,81
52,0,10860,Justin Leonard,.01,1,95
52,0,20634,Peter Lonard,.01,1,92
52,0,28158,Steve Marino,.01,1,119
52,0,24490,George McNeill,.01,1,97
52,0,01810,Phil Mickelson,.01,1,78
52,0,25842,Jon Mills,.01,1,95
52,0,26596,Ryan Moore,.01,1,72
52,0,20572,Rod Pampling,.01,1,80
52,0,20443,Jin Park,.01,1,85
52,0,24361,Pat Perez,.01,1,92
52,0,01941,Tom Pernice Jr.,.01,1,104
52,0,01948,Tim Petrovic,.01,1,97
52,0,25345,Carl Pettersson,.01,1,110
52,0,25190,Jeff Quinney,.01,1,87
52,0,23497,Tag Ridings,.01,1,88
52,0,02002,John Riegger,.01,1,73
52,0,22293,Heath Slocum,.01,1,104
52,0,06527,Steve Stricker,.01,1,72
52,0,22582,Kyle Thompson,.01,1,70
52,0,28780,Nicholas Thompson,.01,1,113
52,0,23788,D.J. Trahan,.01,1,94
52,0,23623,Bo Van Pelt,.01,1,101
52,0,02239,Scott Verplank,.01,1,81
52,0,27770,Camilo Villegas,.01,1,78
52,0,25349,Tim Wilkinson,.01,1,95
52,0,21878,Mark Wilson,.01,1,107
