RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,20766,Padraig Harrington,7.84,392,50
2,0,23718,Nathan Green,7.80,741,95
3,0,20850,Daniel Chopra,7.77,645,83
4,0,25190,Jeff Quinney,7.59,660,87
5,0,27060,John Mallinger,7.58,720,95
6,0,01928,Corey Pavin,7.57,522,69
7,0,22371,Aaron Baddeley,7.55,551,73
8,0,20098,Stuart Appleby,7.52,632,84
9,0,25396,Kevin Na,7.51,728,97
10,0,21350,Ryuji Imada,7.44,595,80
10,0,23157,Richard Johnson,7.44,573,77
12,0,25562,Andres Romero,7.42,497,67
13,0,01941,Tom Pernice Jr.,7.36,765,104
14,0,26596,Ryan Moore,7.33,528,72
15,0,01707,Steve Lowery,7.31,541,74
15,0,01810,Phil Mickelson,7.31,570,78
15,0,10423,Mike Weir,7.31,636,87
18,0,23135,Tim Clark,7.29,649,89
19,0,23048,Eric Axley,7.26,820,113
19,0,23541,Ben Crane,7.26,624,86
19,0,21731,Freddie Jacobson,7.26,566,78
19,0,12660,Jesper Parnevik,7.26,639,88
23,0,25345,Carl Pettersson,7.25,797,110
24,0,24138,Ian Poulter,7.24,355,49
24,0,23325,Vaughn Taylor,7.24,746,103
26,0,21753,Brian Davis,7.23,781,108
26,0,22348,Nick O'Hern,7.23,578,80
28,0,10505,Shane Bertsch,7.22,693,96
29,0,29718,Anthony Kim,7.21,584,81
29,0,06527,Steve Stricker,7.21,519,72
31,0,20104,Ken Duke,7.20,835,116
32,0,19846,Brian Gay,7.16,730,102
33,0,24925,Jonathan Byrd,7.15,608,85
34,0,27770,Camilo Villegas,7.14,557,78
35,0,10860,Justin Leonard,7.13,677,95
35,0,22046,Geoff Ogilvy,7.13,456,64
35,0,02223,Bob Tway,7.13,499,70
38,0,07457,Steve Flesch,7.12,676,95
38,0,27141,J.B. Holmes,7.12,605,85
38,0,11032,Frank Lickliter II,7.12,762,107
41,0,20157,Retief Goosen,7.09,411,58
41,0,21949,Joe Ogilvie,7.09,709,100
43,0,10585,Scott McCarron,7.06,445,63
43,0,27649,Brandt Snedeker,7.06,593,84
45,0,06643,Paul Goydos,7.05,550,78
45,0,21878,Mark Wilson,7.05,754,107
47,0,08537,J.P. Hayes,7.04,472,67
48,0,26668,Marc Turnesa,7.03,612,87
49,0,28089,Jason Day,7.01,568,81
49,0,20160,Charlie Wi,7.01,680,97
51,0,12782,Tim Herron,6.99,678,97
52,0,06575,Dudley Hart,6.97,516,74
52,0,22913,John Rollins,6.97,655,94
54,0,26300,Matt Jones,6.95,660,95
55,0,25720,Chad Collins,6.94,500,72
55,0,23497,Tag Ridings,6.94,611,88
57,0,20229,Stewart Cink,6.93,561,81
57,0,06251,Chris DiMarco,6.93,603,87
59,0,06522,Ernie Els,6.92,346,50
60,0,02239,Scott Verplank,6.91,560,81
61,0,09011,David Duval,6.90,352,51
62,0,20433,Mark Hensby,6.89,489,71
63,0,01706,Davis Love III,6.88,537,78
64,0,24357,K.J. Choi,6.87,481,70
64,0,01473,Todd Hamilton,6.87,632,92
66,0,01313,Steve Elkington,6.85,575,84
