RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,28089,Jason Day,36.76,336,914
2,0,34046,Jordan Spieth,35.51,380,1070
3,0,30925,Dustin Johnson,34.72,300,864
4,0,27141,J.B. Holmes,34.64,335,967
5,0,25804,Bubba Watson,34.38,286,832
6,0,01810,Phil Mickelson,34.33,265,772
7,0,22405,Justin Rose,34.25,287,838
8,0,33448,Justin Thomas,33.61,441,1312
9,0,26300,Matt Jones,33.57,328,977
10,0,25632,Jimmy Walker,33.43,341,1020
11,0,29725,Tony Finau,33.26,429,1290
12,0,34563,Chesson Hadley,32.64,377,1155
13,0,12716,Charley Hoffman,32.62,365,1119
14,0,32102,Rickie Fowler,32.54,273,839
15,0,25892,Steve Wheatcroft,32.43,312,962
16,0,32839,Hideki Matsuyama,32.41,362,1117
17,0,34360,Patrick Reed,32.34,369,1141
18,0,23108,Matt Kuchar,32.20,361,1121
19,0,29926,Danny Lee,32.16,455,1415
20,0,25396,Kevin Na,32.12,354,1102
21,0,33461,Morgan Hoffmann,32.08,298,929
22,0,29518,Brendan Steele,32.04,331,1033
23,0,36699,Patrick Rodgers,32.03,204,637
24,0,26596,Ryan Moore,31.76,290,913
25,0,35532,Tom Hoge,31.63,297,939
26,0,34264,Hudson Swafford,31.62,369,1167
27,0,22371,Aaron Baddeley,31.52,261,828
28,0,08075,Jerry Kelly,31.45,295,938
29,0,36689,Brooks Koepka,31.42,317,1009
30,0,34256,Andrew Putnam,31.40,216,688
31,0,33141,Keegan Bradley,31.34,319,1018
32,0,25274,Steven Bowditch,31.31,367,1172
33,0,34098,Russell Henley,31.29,317,1013
34,0,30926,Chris Kirk,31.28,264,844
35,0,33667,Carlos Ortiz,31.25,360,1152
36,0,32366,Kevin Chappell,31.21,318,1019
37,0,25834,Daniel Summerhays,31.18,371,1190
38,0,24361,Pat Perez,31.14,364,1169
38,0,25345,Carl Pettersson,31.14,374,1201
38,0,27649,Brandt Snedeker,31.14,345,1108
41,0,24507,Jason Bohn,31.09,365,1174
42,0,21209,Sergio Garcia,31.08,211,679
43,0,24024,Zach Johnson,31.06,333,1072
44,0,34431,Robert Streb,30.99,423,1365
45,0,28259,Sangmoon Bae,30.98,343,1107
45,0,33418,Shawn Stefani,30.98,360,1162
47,0,27770,Camilo Villegas,30.96,291,940
48,0,25493,Nick Taylor,30.93,326,1054
49,0,25818,Scott Piercy,30.90,334,1081
50,0,22892,Jason Gore,30.89,270,874
51,0,35539,Luke Guthrie,30.81,289,938
52,0,30852,Ryo Ishikawa,30.78,322,1046
53,0,23621,Rory Sabbatini,30.74,304,989
54,0,29289,S.Y. Noh,30.73,236,768
54,0,21528,Henrik Stenson,30.73,244,794
56,0,30927,Brendon Todd,30.71,336,1094
57,0,29420,Billy Horschel,30.69,360,1173
58,0,27895,Jonas Blixt,30.66,252,822
58,0,26329,Louis Oosthuizen,30.66,233,760
60,0,24140,Sean O'Hair,30.65,304,992
61,0,24138,Ian Poulter,30.60,231,755
62,0,27963,Chris Stroud,30.54,303,992
63,0,23320,Ryan Palmer,30.48,278,912
64,0,20593,Greg Chalmers,30.47,188,617
65,0,24494,Erik Compton,30.46,297,975
66,0,34409,David Lingmerth,30.45,320,1051
67,0,35545,Blayne Barber,30.43,269,884
68,0,20396,Lee Westwood,30.42,188,618
69,0,24846,Ricky Barnes,30.41,257,845
70,0,30944,Jason Kokrak,30.39,324,1066
71,0,28679,Fabián Gómez,30.38,288,948
72,0,33413,Ben Martin,30.33,337,1111
73,0,29479,Scott Brown,30.24,342,1131
74,0,27095,Nick Watney,30.18,332,1100
75,0,23638,Brendon de Jonge,30.17,388,1286
76,0,26331,Charl Schwartzel,30.16,222,736
77,0,24490,George McNeill,30.09,334,1110
78,0,24502,Adam Scott,30.05,177,589
79,0,25562,Andres Romero,30.04,219,729
79,0,32150,Michael Thompson,30.04,286,952
81,0,34099,Harris English,30.00,369,1230
82,0,32334,Charlie Beljan,29.99,254,847
82,0,20645,John Senden,29.99,272,907
84,0,40026,Daniel Berger,29.97,359,1198
