RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,28455,Will Claxton,157.9,3699919000,651
2,0,25345,Carl Pettersson,158.0,4101203000,721
3,0,25336,Alistair Presnell,158.1,2981760000,524
4,0,24399,Scott Gardiner,158.3,3281726000,576
5,0,27503,Steve LeBrun,158.7,3405863000,596
6,0,23497,Tag Ridings,158.9,3855761000,674
7,0,23621,Rory Sabbatini,159.2,4425830000,772
8,0,27120,Troy Matteson,159.3,4009757000,699
9,0,08725,Tom Gillis,159.4,4029322000,702
9,0,30692,Scott Stallings,159.4,4195054000,731
11,0,33461,Morgan Hoffmann,159.6,3320433000,578
12,0,27644,Brian Harman,159.7,4990058000,868
12,0,31202,William McGirt,159.7,4698476000,817
12,0,20572,Rod Pampling,159.7,2247515000,391
15,0,34360,Patrick Reed,159.8,4768015000,829
16,0,28500,Martin Flores,160.0,5027500000,873
16,0,34261,Scott Langley,160.0,4378590000,760
18,0,30750,Tommy Gainey,160.1,4652565000,807
18,0,01724,Jeff Maggert,160.1,3815666000,662
20,0,23788,D.J. Trahan,160.3,2510910000,435
21,0,28679,Fabián Gómez,160.4,3677503000,637
22,0,23452,Nicolas Colsaerts,160.5,2362824000,409
22,0,21878,Mark Wilson,160.5,3530250000,611
24,0,28310,Lee Williams,160.6,3531810000,611
25,0,32448,James Hahn,160.7,4258193000,736
25,0,20691,Greg Owen,160.7,4216176000,729
25,0,22295,Darron Stiles,160.7,2846249000,492
28,0,25274,Steven Bowditch,160.8,3768217000,651
28,0,30925,Dustin Johnson,160.8,3201581000,553
28,0,27129,Luke List,160.8,3189804000,551
28,0,23325,Vaughn Taylor,160.8,2506791000,433
32,0,19846,Brian Gay,160.9,4742804000,819
32,0,23353,J.J. Henry,160.9,5126617000,885
32,0,31557,Jim Herman,160.9,2907754000,502
32,0,30852,Ryo Ishikawa,160.9,3608513000,623
36,0,23409,James Driscoll,161.0,4038662000,697
36,0,33869,Eric Meierdierks,161.0,2358465000,407
36,0,27649,Brandt Snedeker,161.0,3686676000,636
39,0,32366,Kevin Chappell,161.1,4367620000,753
39,0,29425,Andrew Svoboda,161.1,2383742000,411
39,0,02206,David Toms,161.1,2197434000,379
42,0,32698,Bobby Gates,161.2,2640304000,455
42,0,21731,Freddie Jacobson,161.2,3110473000,536
42,0,06567,Vijay Singh,161.2,3399755000,586
42,0,28780,Nicholas Thompson,161.2,5611507000,967
46,0,25686,Jason Dufner,161.3,4063919000,700
47,0,23135,Tim Clark,161.4,2940944000,506
47,0,25562,Andres Romero,161.4,3294237000,567
47,0,25804,Bubba Watson,161.4,3852773000,663
50,0,32334,Charlie Beljan,161.5,3493699000,601
50,0,34098,Russell Henley,161.5,4330185000,745
52,0,25834,Daniel Summerhays,161.6,5108504000,878
53,0,24227,Justin Bolli,161.7,3027047000,520
53,0,34021,Bud Cauley,161.7,3579331000,615
