RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,10213,Dicky Pride,151.2,1022992000,188
2,0,28135,Aaron Watkins,152.7,665289000,121
3,0,02206,David Toms,153.9,559664000,101
4,0,28310,Lee Williams,156.8,835566000,148
5,0,19846,Brian Gay,158.1,1349282000,237
6,0,22621,Ben Curtis,158.4,809833000,142
7,0,23541,Ben Crane,158.5,1009696000,177
8,0,24227,Justin Bolli,158.6,759215000,133
8,0,22295,Darron Stiles,158.6,719340000,126
10,0,01116,Michael Bradley,158.7,691362000,121
10,0,21753,Brian Davis,158.7,1845325000,323
12,0,24507,Jason Bohn,158.9,1412889000,247
13,0,23800,Bryce Molder,159.3,1490738000,260
14,0,10860,Justin Leonard,159.4,1497989000,261
15,0,20104,Ken Duke,159.9,1456643000,253
16,0,26758,David Hearn,160.1,1607571000,279
17,0,10423,Mike Weir,160.5,884085000,153
18,0,12782,Tim Herron,161.3,824503000,142
18,0,27556,Ted Potter Jr.,161.3,1138211000,196
20,0,24357,K.J. Choi,161.5,1273411000,219
21,0,20098,Stuart Appleby,162.1,1534610000,263
22,0,25444,Justin Hicks,162.2,1349030000,231
23,0,34261,Scott Langley,162.3,1174654000,201
24,0,33461,Morgan Hoffmann,163.2,1245725000,212
25,0,25686,Jason Dufner,163.4,1306247000,222
25,0,21731,Freddie Jacobson,163.4,982243000,167
27,0,22961,David Mathis,163.6,1166468000,198
28,0,24494,Erik Compton,164.0,1227795000,208
29,0,01724,Jeff Maggert,164.2,1128900000,191
29,0,21878,Mark Wilson,164.2,881026000,149
31,0,26476,Chez Reavie,164.3,1360201000,230
32,0,32698,Bobby Gates,164.6,604495000,102
32,0,35539,Luke Guthrie,164.6,1356799000,229
34,0,30926,Chris Kirk,164.7,1962530000,331
35,0,21099,David Lynn,165.3,1101008000,185
35,0,27770,Camilo Villegas,165.3,1416356000,238
37,0,27933,John Merrick,165.7,1437358000,241
38,0,34409,David Lingmerth,165.9,1290369000,216
38,0,26497,Casey Wittenberg,165.9,1039367000,174
40,0,30711,Colt Knost,166.0,1040075000,174
41,0,10809,Jim Furyk,166.2,1423950000,238
