RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
223,0,24502,Adam Scott,29,WGC-Bridgestone,3,11 - Par 4
225,0,27060,John Mallinger,28,Farmers Ins.,2,10 - Par 4
227,0,27214,Kevin Streelman,28,Tampa Bay,4,3 - Par 4 -
229,0,20443,Jin Park,28,RBC Heritage,4,2 - Par 5 -
230,0,26300,Matt Jones,28,AT&T Pebble,4,18 - Par 5
233,0,30163,Henrik Norlander,27,RBC Heritage,2,5 - Par 5 -
236,0,36471,Guan Tian Liang,27,St. Jude,2,5 - Par 4 -
238,0,25240,D.A. Points,27,Shell Houston,1,7 - Par 3 -
239,0,29425,Andrew Svoboda,27,Zurich Classic,4,7 - Par 5 -
240,0,27503,Steve LeBrun,27,Zurich Classic,2,2 - Par 5 -
246,0,24494,Erik Compton,26,Arnold Palmer,3,17 - Par 3
249,0,24503,Jeff Klauk,26,Farmers Ins.,4,6 - Par 5 -
250,0,32816,Satoshi Kodaira,26,WGC-Bridgestone,3,6 - Par 4 -
251,0,25274,Steven Bowditch,26,Honda Classic,3,5 - Par 3 -
253,0,21099,David Lynn,26,Honda Classic,4,7 - Par 3 -
256,0,31138,Scott Jamieson,26,WGC-Cadillac,2,3 - Par 4 -
257,0,34261,Scott Langley,26,Zurich Classic,2,6 - Par 4 -
261,0,02246,Duffy Waldorf,26,HP Byron Nelson,1,7 - Par 5 -
262,0,25191,Gonzalo Fernandez-Castaño,26,Arnold Palmer,3,6 - Par 5 -
263,0,20848,Ángel Cabrera,26,BMW Champ,1,1 - Par 4 -
265,0,24399,Scott Gardiner,25,Wells Fargo,1,3 - Par 4 -
272,0,01810,Phil Mickelson,25,BMW Champ,1,16 - Par 4
274,0,33199,Matteo Manassero,25,Wells Fargo,3,18 - Par 4
278,0,24663,Y.E. Yang,25,Canadian Open,2,10 - Par 4
282,0,22378,Trevor Immelman,24,RBC Heritage,1,1 - Par 4 -
284,0,28780,Nicholas Thompson,24,Zurich Classic,1,6 - Par 4 -
286,0,34021,Bud Cauley,24,RBC Heritage,2,2 - Par 5 -
290,0,20766,Padraig Harrington,24,Phoenix Open,1,14 - Par 4
292,0,23621,Rory Sabbatini,24,THE PLAYERS,4,14 - Par 4
295,0,27936,Martin Laird,24,AT&T National,4,12 - Par 4
296,0,28679,Fabián Gómez,24,Tampa Bay,2,8 - Par 3 -
308,0,25900,Lucas Glover,23,Honda Classic,1,18 - Par 5
310,0,34409,David Lingmerth,23,Shell Houston,1,18 - Par 4
312,0,20572,Rod Pampling,23,HP Byron Nelson,2,12 - Par 4
314,0,11032,Frank Lickliter II,23,Travelers Champ,2,1 - Par 4 -
315,0,24507,Jason Bohn,23,Travelers Champ,1,5 - Par 3 -
317,0,29531,Richie Ramsay,23,WGC-Bridgestone,3,15 - Par 3
319,0,28455,Will Claxton,22,Wells Fargo,4,15 - Par 5
323,0,25444,Justin Hicks,22,Crowne Plaza,4,4 - Par 3 -
330,0,29289,S.Y. Noh,22,AT&T National,1,2 - Par 3 -
332,0,23353,J.J. Henry,22,Zurich Classic,2,6 - Par 4 -
339,0,25834,Daniel Summerhays,22,Travelers Champ,2,10 - Par 4
344,0,21949,Joe Ogilvie,21,Zurich Classic,2,7 - Par 5 -
349,0,25369,Jamie Donaldson,21,RBC Heritage,1,11 - Par 4
350,0,23325,Vaughn Taylor,21,Arnold Palmer,4,9 - Par 4 -
353,0,20691,Greg Owen,21,Northern Trust,1,15 - Par 4
356,0,32800,Franklin Corpening,21,Crowne Plaza,4,4 - Par 3 -
364,0,32839,Hideki Matsuyama,20,Sony Open,2,18 - Par 5
365,0,01766,Billy Mayfair,20,Texas Open,1,6 - Par 4 -
371,0,28475,Jeff Overton,20,THE PLAYERS,2,18 - Par 4
379,0,31557,Jim Herman,20,Sanderson Farms,4,18 - Par 5
381,0,25336,Alistair Presnell,20,Sony Open,4,8 - Par 4 -
382,0,31202,William McGirt,20,Sanderson Farms,2,8 - Par 3 -
383,0,26499,Rafa Cabrera Bello,20,WGC-Cadillac,3,15 - Par 3
384,0,22621,Ben Curtis,20,Hyundai T of C,1,7 - Par 4 -
385,0,22405,Justin Rose,20,Memorial Tourn,3,12 - Par 3
387,0,27408,Martin Kaymer,20,Phoenix Open,2,1 - Par 4 -
389,0,01024,Billy Andrade,20,AT&T Pebble,2,13 - Par 4
416,0,29926,Danny Lee,19,Sony Open,4,2 - Par 4 -
421,0,27436,Graham DeLaet,19,THE PLAYERS,4,13 - Par 3
425,0,01948,Tim Petrovic,19,Travelers Champ,4,10 - Par 4
426,0,10423,Mike Weir,19,Arnold Palmer,2,5 - Par 4 -
428,0,21209,Sergio Garcia,19,BMW Champ,2,8 - Par 5 -
432,0,26497,Casey Wittenberg,18,Wells Fargo,4,4 - Par 4 -
435,0,20229,Stewart Cink,18,AT&T National,1,10 - Par 3
442,0,23623,Bo Van Pelt,18,WGC-Bridgestone,4,10 - Par 4
443,0,25892,Steve Wheatcroft,18,Shell Houston,1,5 - Par 4 -
445,0,01343,Jon Fiedler,18,Farmers Ins.,2,16 - Par 3
447,0,21731,Freddie Jacobson,18,Northern Trust,2,9 - Par 4 -
458,0,01706,Davis Love III,18,Memorial Tourn,3,8 - Par 3 -
462,0,06332,Neal Lancaster,18,Wyndham Champ,1,10 - Par 4
464,0,30925,Dustin Johnson,18,Hyundai T of C,3,14 - Par 4
477,0,23552,Hank Kuehne,17,Shell Houston,1,14 - Par 3
496,0,23174,Jake Narro,17,Zurich Classic,2,7 - Par 5 -
498,0,34431,Robert Streb,17,John Deere Clas,1,15 - Par 4
501,0,07457,Steve Flesch,17,Sanderson Farms,2,7 - Par 5 -
506,0,28158,Steve Marino,17,Wells Fargo,1,13 - Par 3
530,0,22056,Cameron Percy,16,RBC Heritage,3,9 - Par 4 -
538,0,12660,Jesper Parnevik,16,Phoenix Open,1,7 - Par 3 -
540,0,01938,David Peoples,16,Sanderson Farms,1,3 - Par 4 -
544,0,24140,Sean O'Hair,16,Tampa Bay,2,6 - Par 4 -
557,0,23548,Bill Lunde,16,St. Jude,1,14 - Par 3
561,0,39953,Chase Seiffert,16,St. Jude,2,3 - Par 5 -
568,0,20105,Jeff Gove,16,Canadian Open,1,3 - Par 4 -
581,0,27649,Brandt Snedeker,15,Phoenix Open,1,12 - Par 3
594,0,19970,Robert Karlsson,15,Memorial Tourn,4,12 - Par 3
608,0,23903,Stephen Gangluff,15,HP Byron Nelson,1,9 - Par 4 -
622,0,08931,Glen Day,15,RBC Heritage,2,1 - Par 4 -
623,0,32448,James Hahn,15,RBC Heritage,3,1 - Par 4 -
634,0,22293,Heath Slocum,15,Sanderson Farms,1,16 - Par 4
651,0,23204,Gary Christian,14,Texas Open,2,4 - Par 4 -
660,0,24083,Marcus Fraser,14,WGC-Cadillac,3,9 - Par 3 -
671,0,33204,Shane Lowry,14,Zurich Classic,2,2 - Par 5 -
672,0,23320,Ryan Palmer,14,Crowne Plaza,4,4 - Par 3 -
687,0,06595,Kevin Sutherland,14,AT&T Pebble,1,4 - Par 4 -
690,0,22046,Geoff Ogilvy,14,Honda Classic,4,16 - Par 4
699,0,09011,David Duval,14,Honda Classic,2,3 - Par 5 -
701,0,30692,Scott Stallings,14,Memorial Tourn,1,15 - Par 5
713,0,01577,Lee Janzen,14,Texas Open,1,4 - Par 4 -
714,0,20378,Mathias Grönberg,14,Texas Open,2,1 - Par 4 -
728,0,08793,Tiger Woods,13,Farmers Ins.,4,4 - Par 4 -
743,0,01388,Robert Gamez,13,Arnold Palmer,2,6 - Par 5 -
753,0,08375,Paul Stankowski,13,Sanderson Farms,2,17 - Par 4
754,0,34358,Jonathan Randolph,13,Sanderson Farms,3,9 - Par 4 -
757,0,39531,Ken Looper,13,Zurich Classic,3,18 - Par 5
765,0,36632,Connor Arendell,13,John Deere Clas,2,1 - Par 4 -
768,0,28089,Jason Day,13,BMW Champ,3,10 - Par 4
771,0,24459,Richard Sterne,13,RBC Heritage,2,12 - Par 4
774,0,06004,Stephen Ames,13,Zurich Classic,4,6 - Par 4 -
788,0,21646,David Branshaw,13,Travelers Champ,3,1 - Par 4 -
793,0,24138,Ian Poulter,13,St. Jude,4,3 - Par 5 -
840,0,10505,Shane Bertsch,12,Sony Open,3,2 - Par 4 -
844,0,28937,George Coetzee,12,St. Jude,4,16 - Par 5
855,0,23135,Tim Clark,12,WGC-Cadillac,1,6 - Par 4 -
862,0,29476,Kyle Reifers,12,Wyndham Champ,2,13 - Par 4
867,0,23481,Marcel Siem,12,Canadian Open,2,12 - Par 3
872,0,23788,D.J. Trahan,12,St. Jude,4,5 - Par 4 -
877,0,33399,Adam Hadwin,12,Canadian Open,2,12 - Par 3
897,0,28478,Brian Hadley,12,Canadian Open,2,10 - Par 4
918,0,24604,Hunter Haas,12,RBC Heritage,1,16 - Par 4
925,0,23718,Nathan Green,12,Canadian Open,1,2 - Par 5 -
930,0,02136,Chris Starkjohann,12,Humana,1,12 - Par 3
965,0,19958,Miguel Angel Jiménez,11,WGC-Bridgestone,2,9 - Par 4 -
975,0,22000,Chris Wood,11,WGC-Cadillac,1,18 - Par 4
981,0,23290,Andrew Johnson,11,Sanderson Farms,2,9 - Par 4 -
982,0,33122,Russell Knox,11,Texas Open,1,11 - Par 4
987,0,29930,Mike Hendry,11,WGC-Cadillac,1,16 - Par 4
998,0,24358,Robert Garrigus,11,Deutsche Bank,1,18 - Par 5
