RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
70,0,22792,Peter Hanson,175.0,2853144.000,453
72,0,01810,Phil Mickelson,175.1,4917849.000,780
73,0,21528,Henrik Stenson,175.2,3835125.000,608
74,0,06522,Ernie Els,175.3,4215540.000,668
74,0,32698,Bobby Gates,175.3,3237800.000,513
76,0,29420,Billy Horschel,175.4,7235940.000,1146
76,0,26300,Matt Jones,175.4,6112723.000,968
78,0,24924,Bill Haas,175.5,6078205.000,962
78,0,23325,Vaughn Taylor,175.5,3474650.000,550
80,0,06567,Vijay Singh,175.6,4196978.000,664
81,0,24494,Erik Compton,175.7,5660281.000,895
81,0,27503,Steve LeBrun,175.7,4637360.000,733
83,0,23108,Matt Kuchar,175.8,6018098.000,951
84,0,25900,Lucas Glover,176.0,4543905.000,717
84,0,30163,Henrik Norlander,176.0,5158244.000,814
86,0,27770,Camilo Villegas,176.4,5550840.000,874
87,0,06527,Steve Stricker,176.5,3120631.000,491
88,0,27214,Kevin Streelman,176.9,5992378.000,941
89,0,29479,Scott Brown,177.0,4829428.000,758
89,0,21209,Sergio Garcia,177.0,4122788.000,647
91,0,28259,Sangmoon Bae,177.2,6346641.000,995
91,0,32102,Rickie Fowler,177.2,5237795.000,821
93,0,26596,Ryan Moore,177.5,5072461.000,794
94,0,24663,Y.E. Yang,177.6,3619677.000,566
95,0,27936,Martin Laird,177.7,4670676.000,730
96,0,23135,Tim Clark,177.8,3821493.000,597
97,0,23638,Brendon de Jonge,178.0,8600629.000,1342
98,0,08725,Tom Gillis,178.1,5308099.000,828
99,0,28455,Will Claxton,178.2,4952973.000,772
100,0,27895,Jonas Blixt,178.4,5910221.000,920
100,0,20572,Rod Pampling,178.4,3115295.000,485
100,0,23623,Bo Van Pelt,178.4,4791138.000,746
103,0,27649,Brandt Snedeker,178.5,5160891.000,803
104,0,28679,Fabián Gómez,178.6,4944156.000,769
104,0,31202,William McGirt,178.6,6248719.000,972
104,0,29518,Brendan Steele,178.6,6828831.000,1062
107,0,25336,Alistair Presnell,178.7,4034013.000,627
108,0,32448,James Hahn,178.8,5908067.000,918
108,0,24490,George McNeill,178.8,5696946.000,885
110,0,34021,Bud Cauley,178.9,4938619.000,767
111,0,12782,Tim Herron,179.1,3894839.000,604
111,0,24024,Zach Johnson,179.1,6027124.000,935
111,0,24361,Pat Perez,179.1,5596843.000,868
114,0,24846,Ricky Barnes,179.2,5773400.000,895
114,0,20229,Stewart Cink,179.2,4888966.000,758
116,0,20098,Stuart Appleby,179.3,6964405.000,1079
116,0,12510,Chad Campbell,179.3,6388800.000,990
118,0,22046,Geoff Ogilvy,179.4,3681722.000,570
119,0,23353,J.J. Henry,179.5,6610806.000,1023
119,0,06573,Brandt Jobe,179.5,4716567.000,730
119,0,27556,Ted Potter Jr.,179.5,4930856.000,763
122,0,32200,Roberto Castro,179.7,7512118.000,1161
122,0,19970,Robert Karlsson,179.7,3272538.000,506
122,0,20645,John Senden,179.7,5471755.000,846
125,0,22371,Aaron Baddeley,179.8,5151333.000,796
125,0,23541,Ben Crane,179.8,4905080.000,758
127,0,34409,David Lingmerth,179.9,5070743.000,783
127,0,01724,Jeff Maggert,179.9,5117630.000,790
129,0,27933,John Merrick,180.1,6121844.000,944
129,0,25834,Daniel Summerhays,180.1,6981442.000,1077
129,0,08793,Tiger Woods,180.1,3832818.000,591
132,0,21878,Mark Wilson,180.4,4527288.000,697
133,0,25572,Graeme McDowell,180.5,3353399.000,516
134,0,23409,James Driscoll,180.6,5584553.000,859
134,0,34174,John Huh,180.6,6781097.000,1043
134,0,26476,Chez Reavie,180.6,6034629.000,928
137,0,33419,Cameron Tringale,181.6,6715641.000,1027
138,0,22961,David Mathis,181.9,5579745.000,852
138,0,26951,Johnson Wagner,181.9,4707033.000,719
140,0,35539,Luke Guthrie,182.5,5839851.000,889
141,0,24357,K.J. Choi,182.7,5748800.000,874
142,0,24227,Justin Bolli,183.0,4176222.000,634
142,0,25444,Justin Hicks,183.0,6020973.000,914
144,0,26758,David Hearn,183.1,6671965.000,1012
145,0,21753,Brian Davis,183.2,7597315.000,1152
145,0,22295,Darron Stiles,183.2,3831097.000,581
145,0,26497,Casey Wittenberg,183.2,5455534.000,827
148,0,32150,Michael Thompson,183.5,4810028.000,728
149,0,06004,Stephen Ames,183.6,3971877.000,601
149,0,20160,Charlie Wi,183.6,6009085.000,909
151,0,31560,Brian Stuard,183.8,5730847.000,866
152,0,01116,Michael Bradley,183.9,3853583.000,582
153,0,28092,D.H. Lee,184.0,5265177.000,795
154,0,27963,Chris Stroud,184.1,7043992.000,1063
155,0,19846,Brian Gay,184.3,6494565.000,979
156,0,24507,Jason Bohn,184.5,6057428.000,912
156,0,01320,Bob Estes,184.5,5678919.000,855
158,0,25240,D.A. Points,184.6,6235146.000,938
159,0,22621,Ben Curtis,184.7,4222880.000,635
159,0,36884,Ben Kohles,184.7,5643678.000,849
161,0,20104,Ken Duke,185.0,6933614.000,1041
161,0,22378,Trevor Immelman,185.0,5661094.000,850
161,0,28135,Aaron Watkins,185.0,3210602.000,482
164,0,28310,Lee Williams,185.1,4697500.000,705
165,0,20593,Greg Chalmers,185.2,6373143.000,956
165,0,34261,Scott Langley,185.2,5859767.000,879
167,0,10885,Robert Allenby,185.4,4757726.000,713
168,0,22806,Doug LaBelle II,185.5,5429340.000,813
169,0,02206,David Toms,185.6,2946784.000,441
170,0,10213,Dicky Pride,186.0,5458581.000,815
171,0,21099,David Lynn,186.2,5189658.000,774
172,0,08075,Jerry Kelly,186.3,5948394.000,887
172,0,35139,Richard Lee,186.3,6646309.000,991
174,0,23983,Luke Donald,186.4,4247569.000,633
175,0,10860,Justin Leonard,186.8,6946650.000,1033
176,0,23800,Bryce Molder,188.1,6595319.000,974
177,0,10809,Jim Furyk,188.5,6031406.000,889
178,0,20443,Jin Park,189.0,4042277.000,594
179,0,30711,Colt Knost,189.9,5413564.000,792
180,0,10423,Mike Weir,190.4,4358398.000,636
