RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,25804,Bubba Watson,159.2,4698756.000,820
2,0,30925,Dustin Johnson,162.3,4072951.000,697
3,0,33141,Keegan Bradley,165.7,5948901.000,997
4,0,25274,Steven Bowditch,165.9,4689171.000,785
4,0,33461,Morgan Hoffmann,165.9,4329945.000,725
6,0,30110,Kyle Stanley,166.1,4957294.000,829
7,0,25818,Scott Piercy,166.5,5093585.000,850
8,0,23452,Nicolas Colsaerts,166.9,2979395.000,496
8,0,24358,Robert Garrigus,166.9,4001126.000,666
8,0,28237,Rory McIlroy,166.9,3371436.000,561
11,0,23621,Rory Sabbatini,167.5,5934907.000,984
12,0,27129,Luke List,167.7,4183285.000,693
13,0,23320,Ryan Palmer,168.4,5747146.000,948
13,0,30692,Scott Stallings,168.4,5485940.000,905
15,0,31323,Gary Woodland,169.1,6941859.000,1140
16,0,33869,Eric Meierdierks,170.0,3114560.000,509
17,0,30944,Jason Kokrak,170.3,6049822.000,987
18,0,32334,Charlie Beljan,170.6,4680700.000,762
18,0,31557,Jim Herman,170.6,3740803.000,609
20,0,28089,Jason Day,170.8,5176383.000,842
21,0,25345,Carl Pettersson,170.9,5432771.000,883
22,0,26331,Charl Schwartzel,171.0,4592658.000,746
22,0,26679,Kevin Stadler,171.0,5849505.000,950
24,0,34431,Robert Streb,171.1,5242377.000,851
25,0,34360,Patrick Reed,171.4,6250933.000,1013
26,0,25686,Jason Dufner,171.5,5242464.000,849
26,0,33418,Shawn Stefani,171.5,4221922.000,684
28,0,28500,Martin Flores,171.6,6437731.000,1042
29,0,23497,Tag Ridings,171.8,4860521.000,786
29,0,22405,Justin Rose,171.8,3920756.000,634
31,0,21961,Charles Howell III,171.9,6771121.000,1094
32,0,20766,Padraig Harrington,172.0,2972067.000,480
32,0,29221,Webb Simpson,172.0,5968326.000,964
34,0,20848,Ángel Cabrera,172.1,4851854.000,783
34,0,29289,S.Y. Noh,172.1,5212008.000,841
34,0,22056,Cameron Percy,172.1,4837973.000,781
37,0,30750,Tommy Gainey,172.2,6399080.000,1032
38,0,25632,Jimmy Walker,172.4,6369159.000,1026
39,0,28307,Matt Every,172.5,6845182.000,1102
39,0,26851,Marc Leishman,172.5,5434840.000,875
39,0,24138,Ian Poulter,172.5,3360262.000,541
39,0,24502,Adam Scott,172.5,3782821.000,609
43,0,24781,Hunter Mahan,172.6,5834664.000,939
43,0,26289,Boo Weekley,172.6,7097288.000,1142
45,0,27408,Martin Kaymer,172.8,3620134.000,582
46,0,21731,Freddie Jacobson,172.9,3958152.000,636
46,0,25562,Andres Romero,172.9,4420252.000,710
46,0,28780,Nicholas Thompson,172.9,7368025.000,1184
49,0,34099,Harris English,173.0,6986379.000,1122
49,0,12716,Charley Hoffman,173.0,6227082.000,1000
51,0,20691,Greg Owen,173.1,5620494.000,902
52,0,22913,John Rollins,173.2,5781202.000,927
52,0,23788,D.J. Trahan,173.2,3242619.000,520
54,0,24140,Sean O'Hair,173.3,4353709.000,698
54,0,29425,Andrew Svoboda,173.3,3001709.000,481
54,0,20396,Lee Westwood,173.3,4393025.000,704
57,0,27436,Graham DeLaet,173.5,6968719.000,1116
57,0,37273,Derek Ernst,173.5,4221193.000,676
59,0,34098,Russell Henley,173.6,5686307.000,910
59,0,30852,Ryo Ishikawa,173.6,4717561.000,755
61,0,34046,Jordan Spieth,173.7,5782744.000,925
62,0,27644,Brian Harman,173.8,6525763.000,1043
63,0,30926,Chris Kirk,174.0,6954096.000,1110
64,0,32366,Kevin Chappell,174.4,5768996.000,919
64,0,24399,Scott Gardiner,174.4,4471151.000,712
64,0,28475,Jeff Overton,174.4,6392739.000,1018
67,0,27095,Nick Watney,174.6,6374789.000,1014
68,0,27330,Josh Teater,174.8,5267877.000,837
69,0,27120,Troy Matteson,174.9,5074448.000,806
70,0,29740,Brad Fritsch,175.0,5832645.000,926
