RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,21753,Brian Davis,20
2,0,19846,Brian Gay,18
2,0,34174,John Huh,18
4,0,25818,Scott Piercy,17
5,0,23638,Brendon de Jonge,16
5,0,30944,Jason Kokrak,16
7,0,27120,Troy Matteson,15
7,0,27933,John Merrick,15
7,0,34360,Patrick Reed,15
7,0,34046,Jordan Spieth,15
7,0,25834,Daniel Summerhays,15
12,0,20098,Stuart Appleby,14
12,0,28259,Sangmoon Bae,14
12,0,24507,Jason Bohn,14
12,0,20848,Ángel Cabrera,14
12,0,29740,Brad Fritsch,14
12,0,32448,James Hahn,14
12,0,30926,Chris Kirk,14
12,0,10860,Justin Leonard,14
12,0,21099,David Lynn,14
12,0,23800,Bryce Molder,14
12,0,25240,D.A. Points,14
12,0,27963,Chris Stroud,14
24,0,24024,Zach Johnson,13
24,0,36884,Ben Kohles,13
24,0,31202,William McGirt,13
24,0,24490,George McNeill,13
24,0,10213,Dicky Pride,13
24,0,29221,Webb Simpson,13
24,0,26679,Kevin Stadler,13
24,0,20160,Charlie Wi,13
32,0,20593,Greg Chalmers,12
32,0,20104,Ken Duke,12
32,0,28500,Martin Flores,12
32,0,30750,Tommy Gainey,12
32,0,27644,Brian Harman,12
32,0,34098,Russell Henley,12
32,0,08075,Jerry Kelly,12
32,0,27936,Martin Laird,12
32,0,24140,Sean O'Hair,12
32,0,26476,Chez Reavie,12
32,0,23621,Rory Sabbatini,12
32,0,28780,Nicholas Thompson,12
32,0,31323,Gary Woodland,12
45,0,22371,Aaron Baddeley,11
45,0,27895,Jonas Blixt,11
45,0,25274,Steven Bowditch,11
45,0,33141,Keegan Bradley,11
45,0,29479,Scott Brown,11
45,0,12510,Chad Campbell,11
45,0,32200,Roberto Castro,11
45,0,23409,James Driscoll,11
45,0,33461,Morgan Hoffmann,11
45,0,29420,Billy Horschel,11
45,0,34409,David Lingmerth,11
45,0,24781,Hunter Mahan,11
45,0,33419,Cameron Tringale,11
45,0,28310,Lee Williams,11
59,0,24494,Erik Compton,10
59,0,32102,Rickie Fowler,10
59,0,24399,Scott Gardiner,10
59,0,35539,Luke Guthrie,10
59,0,24924,Bill Haas,10
59,0,12716,Charley Hoffman,10
59,0,21961,Charles Howell III,10
59,0,30711,Colt Knost,10
59,0,22806,Doug LaBelle II,10
59,0,26596,Ryan Moore,10
59,0,24361,Pat Perez,10
59,0,27556,Ted Potter Jr.,10
59,0,22913,John Rollins,10
59,0,25562,Andres Romero,10
59,0,29518,Brendan Steele,10
59,0,33418,Shawn Stefani,10
59,0,32150,Michael Thompson,10
59,0,21878,Mark Wilson,10
77,0,24227,Justin Bolli,9
77,0,34021,Bud Cauley,9
77,0,32366,Kevin Chappell,9
77,0,24357,K.J. Choi,9
77,0,27436,Graham DeLaet,9
77,0,23983,Luke Donald,9
77,0,25686,Jason Dufner,9
77,0,06522,Ernie Els,9
77,0,32698,Bobby Gates,9
77,0,26758,David Hearn,9
77,0,22378,Trevor Immelman,9
77,0,26300,Matt Jones,9
77,0,35139,Richard Lee,9
77,0,25345,Carl Pettersson,9
77,0,27649,Brandt Snedeker,9
77,0,22295,Darron Stiles,9
77,0,27214,Kevin Streelman,9
77,0,06527,Steve Stricker,9
77,0,31560,Brian Stuard,9
77,0,27095,Nick Watney,9
77,0,26289,Boo Weekley,9
98,0,01116,Michael Bradley,8
98,0,28455,Will Claxton,8
98,0,23541,Ben Crane,8
98,0,01320,Bob Estes,8
98,0,25900,Lucas Glover,8
98,0,28679,Fabián Gómez,8
98,0,31557,Jim Herman,8
98,0,12782,Tim Herron,8
98,0,30852,Ryo Ishikawa,8
98,0,26851,Marc Leishman,8
98,0,22961,David Mathis,8
98,0,22056,Cameron Percy,8
98,0,20645,John Senden,8
98,0,06567,Vijay Singh,8
98,0,27330,Josh Teater,8
98,0,25632,Jimmy Walker,8
114,0,22621,Ben Curtis,7
114,0,34099,Harris English,7
114,0,37273,Derek Ernst,7
114,0,10809,Jim Furyk,7
114,0,21209,Sergio Garcia,7
114,0,20766,Padraig Harrington,7
114,0,23353,J.J. Henry,7
114,0,25444,Justin Hicks,7
114,0,21731,Freddie Jacobson,7
114,0,06573,Brandt Jobe,7
114,0,34261,Scott Langley,7
114,0,28092,D.H. Lee,7
114,0,01724,Jeff Maggert,7
114,0,28237,Rory McIlroy,7
114,0,33869,Eric Meierdierks,7
114,0,01810,Phil Mickelson,7
114,0,30163,Henrik Norlander,7
114,0,20691,Greg Owen,7
114,0,23320,Ryan Palmer,7
