RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,08793,Tiger Woods,47.96,10508163,21909005
2,0,02256,Tom Watson,28.49,732603,2571005
3,0,06527,Steve Stricker,23.64,6332635,26787005
4,0,01810,Phil Mickelson,23.36,5332754,22830000
5,0,21528,Henrik Stenson,20.41,2697809,13215005
6,0,25364,Paul Casey,17.03,2582181,15159005
7,0,22000,Chris Wood,16.66,428441,2571005
8,0,22046,Geoff Ogilvy,15.29,3866269,25279005
9,0,24140,Sean O'Hair,15.27,4316493,28267005
10,0,01945,Kenny Perry,15.21,4445561,29221005
11,0,24024,Zach Johnson,15.15,4714812,31129005
12,0,10809,Jim Furyk,14.09,3946515,28011005
13,0,20396,Lee Westwood,13.15,1379963,10497005
14,0,20157,Retief Goosen,12.97,3232649,24915005
15,0,24663,Y.E. Yang,12.95,3489515,26956000
16,0,25900,Lucas Glover,12.32,3692579,29981005
17,0,20848,Ángel Cabrera,12.11,2625471,21679005
18,0,27095,Nick Watney,11.28,3221420,28555005
19,0,24138,Ian Poulter,11.06,2431000,21981005
20,0,19846,Brian Gay,10.56,3201294,30309005
21,0,20766,Padraig Harrington,10.46,2628376,25131005
22,0,20229,Stewart Cink,10.33,2821030,27313005
23,0,29461,Jamie Lovemark,10.09,453872,4500000
23,0,02206,David Toms,10.09,3047197,30197005
25,0,30925,Dustin Johnson,9.78,2977900,30445005
26,0,24781,Hunter Mahan,9.67,2941348,30405005
27,0,25396,Kevin Na,9.66,2724824,28206000
28,0,32102,Rickie Fowler,9.50,571090,6012000
29,0,23108,Matt Kuchar,9.32,2489192,26709005
30,0,23621,Rory Sabbatini,9.29,2752291,29613005
31,0,24461,Thomas Aiken,9.18,339671,3701005
32,0,08075,Jerry Kelly,9.12,2562647,28112000
33,0,06522,Ernie Els,8.97,2147156,23947005
34,0,28237,Rory McIlroy,8.70,1239111,14241005
35,0,27896,Ross Fisher,8.51,1142546,13431005
36,0,23983,Luke Donald,8.40,2174947,25887005
37,0,23135,Tim Clark,8.23,2235104,27147005
38,0,10423,Mike Weir,8.12,2379421,29289005
39,0,06004,Stephen Ames,7.96,2131538,26791005
40,0,25686,Jason Dufner,7.80,2190792,28080000
41,0,22913,John Rollins,7.79,2269475,29138000
42,0,02239,Scott Verplank,7.75,2092113,26996000
43,0,26596,Ryan Moore,7.64,2222870,29106000
44,0,29718,Anthony Kim,7.35,1972155,26845005
45,0,10860,Justin Leonard,7.28,2232377,30679005
46,0,10885,Robert Allenby,7.25,1890945,26067005
47,0,20645,John Senden,7.16,2305492,32217005
48,0,27770,Camilo Villegas,7.04,1804980,25621005
49,0,22293,Heath Slocum,7.01,2195565,31338000
50,0,20218,Shingo Katayama,6.89,544500,7908000
51,0,28158,Steve Marino,6.82,2161539,31695005
51,0,25198,Francesco Molinari,6.82,304368,4461005
53,0,28089,Jason Day,6.74,1251218,18558000
54,0,24361,Pat Perez,6.66,1720360,25818000
55,0,23800,Bryce Molder,6.54,1381211,21111005
56,0,01226,Fred Couples,6.49,1197970,18468000
57,0,27506,Oliver Wilson,6.48,756772,11685005
58,0,12716,Charley Hoffman,6.41,1894925,29585005
59,0,21878,Mark Wilson,6.30,1838414,29196000
60,0,26851,Marc Leishman,6.17,1742242,28260000
61,0,23623,Bo Van Pelt,6.16,1945306,31572000
62,0,32366,Kevin Chappell,5.96,197487,3312000
