RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,55789,Taylor Montgomery,33,715,4.6
2,0,56762,Will Gordon,30,575,5.2
2,0,40115,Adam Svensson,30,737,4.1
4,0,50493,Justin Suh,29,693,4.2
4,0,30927,Brendon Todd,29,670,4.3
6,0,47347,Adam Schenk,28,677,4.1
7,0,54591,Ben Griffin,27,667,4.0
7,0,54628,Lee Hodges,27,632,4.3
7,0,39971,Sungjae Im,27,626,4.3
7,0,55182,Tom Kim,27,559,4.8
7,0,49771,J.T. Poston,27,641,4.2
7,0,48119,Ben Taylor,27,606,4.5
7,0,51634,Sahith Theegala,27,661,4.1
14,0,47988,Nick Hardy,26,597,4.4
14,0,39977,Max Homa,26,605,4.3
14,0,34256,Andrew Putnam,26,617,4.2
14,0,32333,Kevin Tway,26,541,4.8
14,0,52374,Brandon Wu,26,595,4.4
19,0,27129,Luke List,25,522,4.8
19,0,34610,Matthias Schwab,25,552,4.5
21,0,34255,Joseph Bramlett,24,466,5.2
21,0,57362,Austin Eckroat,24,499,4.8
21,0,52375,Doug Ghim,24,489,4.9
21,0,31577,Tano Goya,24,466,5.2
21,0,28775,Nate Lashley,24,558,4.3
21,0,52513,Carson Young,24,512,4.7
27,0,39997,Corey Conners,23,493,4.7
27,0,25900,Lucas Glover,23,565,4.1
27,0,34563,Chesson Hadley,23,557,4.1
27,0,49298,Kramer Hickok,23,547,4.2
27,0,35532,Tom Hoge,23,639,3.6
27,0,35461,Beau Hossler,23,651,3.5
27,0,36799,Stephan Jaeger,23,742,3.1
27,0,35449,Adam Long,23,647,3.6
27,0,47993,Denny McCarthy,23,685,3.4
27,0,49947,Taylor Moore,23,593,3.9
27,0,36699,Patrick Rodgers,23,602,3.8
27,0,48699,Callum Tarren,23,544,4.2
27,0,54783,Dylan Wu,23,540,4.3
40,0,33141,Keegan Bradley,22,473,4.7
40,0,39067,MJ Daffue,22,523,4.2
40,0,34076,Joel Dahmen,22,491,4.5
40,0,34099,Harris English,22,607,3.6
40,0,31646,Emiliano Grillo,22,617,3.6
40,0,30926,Chris Kirk,22,555,4.0
40,0,36326,David Lipsky,22,543,4.1
40,0,40162,Justin Lower,22,597,3.7
40,0,47983,Chad Ramey,22,659,3.3
40,0,53165,Doc Redman,22,432,5.1
50,0,45522,Christiaan Bezuidenhout,21,574,3.7
50,0,55708,Hayden Buckley,21,442,4.8
50,0,34098,Russell Henley,21,508,4.1
50,0,32757,Patton Kizzire,21,602,3.5
50,0,33413,Ben Martin,21,583,3.6
50,0,48081,Xander Schauffele,21,485,4.3
50,0,25493,Nick Taylor,21,566,3.7
57,0,47504,Sam Burns,20,581,3.4
57,0,45157,Cam Davis,20,563,3.6
57,0,29725,Tony Finau,20,516,3.9
57,0,57975,Harry Hall,20,573,3.5
57,0,34409,David Lingmerth,20,436,4.6
62,0,32102,Rickie Fowler,19,600,3.2
62,0,33597,Harry Higgs,19,426,4.5
62,0,50188,S.H. Kim,19,761,2.5
62,0,27936,Martin Laird,19,463,4.1
62,0,32791,K.H. Lee,19,579,3.3
62,0,40250,Taylor Pendrith,19,516,3.7
62,0,46046,Scottie Scheffler,19,513,3.7
69,0,20229,Stewart Cink,18,458,3.9
69,0,30911,Tommy Fleetwood,18,503,3.6
69,0,33399,Adam Hadwin,18,591,3.0
69,0,34363,Tyrrell Hatton,18,527,3.4
69,0,46970,Jon Rahm,18,446,4.0
69,0,48867,Matti Schmid,18,365,4.9
69,0,50095,Austin Smotherman,18,587,3.1
76,0,19803,Ryan Armour,17,430,4.0
76,0,28420,Ryan Brehm,17,451,3.8
76,0,49453,Trevor Cone,17,416,4.1
76,0,33653,Thomas Detry,17,496,3.4
76,0,29970,Dylan Frittelli,17,431,3.9
76,0,32448,James Hahn,17,441,3.9
76,0,24024,Zach Johnson,17,375,4.5
76,0,39975,Michael Kim,17,481,3.5
76,0,23108,Matt Kuchar,17,564,3.0
76,0,34466,Peter Malnati,17,599,2.8
76,0,32839,Hideki Matsuyama,17,523,3.3
76,0,30163,Henrik Norlander,17,438,3.9
76,0,51997,Andrew Novak,17,487,3.5
76,0,24502,Adam Scott,17,397,4.3
76,0,46340,Alex Smalley,17,639,2.7
76,0,34431,Robert Streb,17,405,4.2
76,0,27214,Kevin Streelman,17,581,2.9
93,0,35450,Patrick Cantlay,16,475,3.4
93,0,51766,Wyndham Clark,16,663,2.4
93,0,47591,Eric Cole,16,865,1.8
93,0,47079,Harrison Endycott,16,488,3.3
93,0,54421,Garrick Higgo,16,648,2.5
93,0,29420,Billy Horschel,16,376,4.3
93,0,35506,Mackenzie Hughes,16,517,3.1
93,0,37455,Si Woo Kim,16,651,2.5
93,0,26596,Ryan Moore,16,445,3.6
93,0,28252,Seamus Power,16,463,3.5
93,0,26476,Chez Reavie,16,567,2.8
93,0,40006,Erik van Rooyen,16,380,4.2
93,0,47128,Richy Werenski,16,560,2.9
93,0,31323,Gary Woodland,16,483,3.3
107,0,32662,Michael Gligic,15,340,4.4
107,0,39954,Cody Gribble,15,335,4.5
107,0,31557,Jim Herman,15,379,4.0
107,0,33410,Andrew Landry,15,457,3.3
107,0,32640,Troy Merritt,15,503,3.0
107,0,27349,Alex Noren,15,533,2.8
