RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,24925,Jonathan Byrd,33.45,279,834
2,0,01161,Mark Calcavecchia,32.75,336,1026
2,0,24502,Adam Scott,32.75,262,800
4,0,01249,John Daly,32.20,209,649
5,0,21731,Freddie Jacobson,32.13,268,834
6,0,23497,Tag Ridings,32.09,181,564
7,0,25396,Kevin Na,32.08,299,932
8,0,08793,Tiger Woods,31.98,245,766
9,0,12660,Jesper Parnevik,31.84,320,1005
10,0,22371,Aaron Baddeley,31.80,276,868
11,0,21350,Ryuji Imada,31.76,357,1124
12,0,01810,Phil Mickelson,31.60,261,826
13,0,21949,Joe Ogilvie,31.58,343,1086
14,0,23621,Rory Sabbatini,31.54,276,875
15,0,23325,Vaughn Taylor,31.44,315,1002
16,0,22405,Justin Rose,31.41,218,694
17,0,10117,Bob Heintz,31.38,289,921
17,0,27141,J.B. Holmes,31.38,251,800
19,0,20766,Padraig Harrington,31.35,211,673
20,0,25804,Bubba Watson,31.28,294,940
21,0,21633,Steve Allan,31.24,214,685
22,0,23638,Brendon de Jonge,31.17,259,831
23,0,22046,Geoff Ogilvy,31.14,274,880
24,0,12716,Charley Hoffman,30.91,345,1116
25,0,23614,Rich Beem,30.87,317,1027
26,0,25345,Carl Pettersson,30.80,389,1263
27,0,25900,Lucas Glover,30.74,355,1155
28,0,01948,Tim Petrovic,30.60,366,1196
29,0,23718,Nathan Green,30.55,336,1100
30,0,01320,Bob Estes,30.53,305,999
31,0,24358,Robert Garrigus,30.51,349,1144
32,0,06522,Ernie Els,30.46,205,673
33,0,20127,Chris Riley,30.24,186,615
34,0,22892,Jason Gore,30.21,306,1013
35,0,23135,Tim Clark,30.16,212,703
35,0,21209,Sergio Garcia,30.16,231,766
37,0,29718,Anthony Kim,30.10,329,1093
38,0,20378,Mathias Grönberg,30.09,331,1100
39,0,06567,Vijay Singh,30.08,358,1190
40,0,08537,J.P. Hayes,29.92,301,1006
41,0,23349,Charles Warren,29.83,369,1237
42,0,20850,Daniel Chopra,29.81,370,1241
43,0,06527,Steve Stricker,29.74,281,945
44,0,01707,Steve Lowery,29.69,261,879
45,0,21805,Harrison Frazar,29.67,292,984
46,0,10425,Jay Williamson,29.65,177,597
47,0,24980,Scott Gutschewski,29.58,210,710
48,0,28158,Steve Marino,29.37,356,1212
49,0,23613,Rich Barcelo,29.35,260,886
50,0,24490,George McNeill,29.34,304,1036
51,0,27770,Camilo Villegas,29.31,284,969
52,0,11032,Frank Lickliter II,29.25,325,1111
52,0,23322,Brett Wetterich,29.25,303,1036
54,0,26881,Jarrod Lyle,29.23,247,845
55,0,26596,Ryan Moore,29.22,317,1085
56,0,10885,Robert Allenby,29.16,319,1094
57,0,19824,Craig Barlow,29.14,183,628
58,0,25273,Andrew Buckle,29.10,245,842
58,0,24449,Parker McLachlin,29.10,250,859
60,0,24912,Will MacKenzie,29.09,345,1186
61,0,12680,Shigeki Maruyama,29.03,263,906
61,0,27120,Troy Matteson,29.03,288,992
63,0,01941,Tom Pernice Jr.,29.00,335,1155
64,0,25190,Jeff Quinney,28.99,325,1121
65,0,24140,Sean O'Hair,28.98,342,1180
66,0,23623,Bo Van Pelt,28.95,359,1240
67,0,08375,Paul Stankowski,28.94,158,546
68,0,07867,Woody Austin,28.92,323,1117
69,0,01797,Rocco Mediate,28.91,242,837
70,0,20229,Stewart Cink,28.87,302,1046
70,0,19846,Brian Gay,28.87,336,1164
72,0,22293,Heath Slocum,28.80,347,1205
73,0,01024,Billy Andrade,28.79,296,1028
74,0,01142,Bart Bryant,28.75,295,1026
75,0,24361,Pat Perez,28.72,270,940
76,0,11123,Chris Couch,28.69,251,875
77,0,21753,Brian Davis,28.66,337,1176
78,0,24924,Bill Haas,28.63,302,1055
79,0,24357,K.J. Choi,28.61,285,996
80,0,28475,Jeff Overton,28.59,205,717
81,0,23983,Luke Donald,28.55,217,760
81,0,24781,Hunter Mahan,28.55,312,1093
83,0,27095,Nick Watney,28.54,296,1037
