RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
84,0,10733,Kent Jones,28.53,333,1167
85,0,22212,Craig Lile,28.44,242,851
86,0,02206,David Toms,28.43,251,883
87,0,20160,Charlie Wi,28.41,298,1049
88,0,20498,Briny Baird,28.39,392,1381
89,0,26360,Bubba Dickerson,28.34,142,501
90,0,06034,Marco Dawson,28.33,230,812
91,0,12652,Cameron Beckman,28.29,327,1156
92,0,20472,Alex Cejka,28.25,274,970
93,0,10423,Mike Weir,28.20,258,915
94,0,07363,Craig Bowden,28.15,250,888
95,0,06197,Michael Allen,28.11,235,836
96,0,24507,Jason Bohn,28.08,187,666
97,0,22295,Darron Stiles,28.07,201,716
98,0,23320,Ryan Palmer,28.05,292,1041
99,0,19803,Ryan Armour,28.01,344,1228
99,0,22913,John Rollins,28.01,323,1153
101,0,06643,Paul Goydos,27.98,176,629
102,0,06595,Kevin Sutherland,27.97,280,1001
103,0,10809,Jim Furyk,27.83,285,1024
104,0,26289,Boo Weekley,27.81,319,1147
105,0,25892,Steve Wheatcroft,27.80,221,795
106,0,02223,Bob Tway,27.76,314,1131
107,0,20433,Mark Hensby,27.74,256,923
107,0,27060,John Mallinger,27.74,301,1085
109,0,12782,Tim Herron,27.68,302,1091
110,0,12602,Dean Wilson,27.67,290,1048
111,0,27649,Brandt Snedeker,27.65,324,1172
112,0,20104,Ken Duke,27.58,363,1316
112,0,12195,Tom Johnson,27.58,230,834
112,0,27933,John Merrick,27.58,302,1095
115,0,26882,Michael Sim,27.57,166,602
116,0,12705,Cliff Kresge,27.54,342,1242
117,0,28486,Michael Putnam,27.50,305,1109
118,0,20098,Stuart Appleby,27.39,221,807
119,0,01724,Jeff Maggert,27.36,258,943
120,0,21961,Charles Howell III,27.32,268,981
121,0,25686,Jason Dufner,27.29,319,1169
122,0,07749,Brett Quigley,27.27,237,869
123,0,24138,Ian Poulter,27.26,181,664
124,0,06373,José María Olazábal,27.25,133,488
125,0,21470,Daisuke Maruyama,27.23,260,955
126,0,08075,Jerry Kelly,27.22,307,1128
126,0,21528,Henrik Stenson,27.22,138,507
128,0,20628,Arron Oberholser,27.20,207,761
129,0,07547,Craig Kanada,27.16,330,1215
129,0,26951,Johnson Wagner,27.16,321,1182
131,0,24290,D.J. Brigman,27.14,203,748
132,0,07457,Steve Flesch,27.12,320,1180
133,0,27963,Chris Stroud,27.11,206,760
134,0,08881,Tripp Isenhour,27.10,242,893
135,0,02239,Scott Verplank,27.09,253,934
136,0,01313,Steve Elkington,27.07,255,942
137,0,01388,Robert Gamez,27.04,269,995
138,0,01766,Billy Mayfair,26.96,323,1198
138,0,02246,Duffy Waldorf,26.96,224,831
140,0,20574,Mathew Goggin,26.94,323,1199
140,0,20634,Peter Lonard,26.94,253,939
142,0,21806,Paul Gow,26.92,203,754
143,0,08931,Glen Day,26.89,252,937
143,0,10213,Dicky Pride,26.89,206,766
143,0,20645,John Senden,26.89,330,1227
146,0,07223,Brian Bateman,26.82,151,563
146,0,23353,J.J. Henry,26.82,273,1018
146,0,23800,Bryce Molder,26.82,155,578
149,0,24024,Zach Johnson,26.81,233,869
150,0,12510,Chad Campbell,26.80,276,1030
151,0,01577,Lee Janzen,26.79,198,739
152,0,20623,Gavin Coles,26.77,250,934
153,0,23108,Matt Kuchar,26.67,252,945
154,0,23048,Eric Axley,26.64,313,1175
155,0,10860,Justin Leonard,26.61,294,1105
156,0,12714,Chris Tidland,26.59,167,628
157,0,20572,Rod Pampling,26.57,279,1050
158,0,21660,Jason Schultz,26.52,175,660
159,0,27702,Matt Hendrix,26.51,189,713
160,0,01035,Tommy Armour III,26.50,256,966
161,0,06004,Stephen Ames,26.49,236,891
162,0,01945,Kenny Perry,26.44,266,1006
163,0,02214,Kirk Triplett,26.41,239,905
164,0,20691,Greg Owen,26.40,255,966
165,0,21878,Mark Wilson,26.37,255,967
166,0,20157,Retief Goosen,26.28,133,506
167,0,06251,Chris DiMarco,26.26,219,834
168,0,21959,Ted Purdy,26.24,311,1185
169,0,02101,Joey Sindelar,26.17,235,898
170,0,23788,D.J. Trahan,26.15,312,1193
171,0,06515,Shaun Micheel,26.12,273,1045
172,0,01706,Davis Love III,26.03,195,749
173,0,23933,Michael Boyd,25.97,168,647
174,0,08123,Jeff Brehaut,25.94,173,667
175,0,22348,Nick O'Hern,25.92,191,737
176,0,20105,Jeff Gove,25.83,335,1297
177,0,01928,Corey Pavin,25.71,227,883
178,0,26679,Kevin Stadler,25.54,274,1073
179,0,22621,Ben Curtis,25.49,222,871
180,0,19972,José Coceres,25.39,130,512
181,0,01677,Tom Lehman,25.30,192,759
182,0,29476,Kyle Reifers,25.22,202,801
183,0,24457,Jaco Van Zyl,25.00,141,564
184,0,01381,Fred Funk,24.96,169,677
185,0,21646,David Branshaw,24.82,240,967
186,0,22806,Doug LaBelle II,24.65,285,1156
187,0,20382,Stephen Leaney,24.60,248,1008
188,0,02104,Jeff Sluman,24.55,151,615
189,0,01473,Todd Hamilton,24.39,190,779
190,0,06621,Joe Durant,24.32,261,1073
191,0,20859,Anders Hansen,24.26,140,577
192,0,22378,Trevor Immelman,24.19,194,802
193,0,26420,Richard Johnson,23.56,249,1057
194,0,01157,Tom Byrum,22.36,125,559
195,0,02036,Jim Rutledge,21.96,139,633
196,0,01132,Mark Brooks,21.85,125,572
