RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,01943,Chris Perry,42,0
2,0,02239,Scott Verplank,40,0
3,0,06621,Joe Durant,37,2
3,0,06315,Pete Jordan,37,0
3,0,01928,Corey Pavin,37,0
6,0,01139,Olin Browne,34,12
7,0,01203,Russ Cochran,33,9
7,0,08547,John Maginnes,33,7
7,0,02110,Jerry Smith,33,3
7,0,02279,Mark Wiebe,33,2
11,0,06044,Scott Gump,32,10
11,0,01797,Rocco Mediate,32,0
11,0,02010,Loren Roberts,32,2
14,0,01905,Joe Ozaki,30,0
15,0,01920,Craig Parry,29,0
16,0,01320,Bob Estes,28,2
16,0,12645,Brent Geiberger,28,0
16,0,01577,Lee Janzen,28,2
16,0,01876,Greg Norman,28,1
16,0,02214,Kirk Triplett,28,2
21,0,23614,Rich Beem,27,4
21,0,20029,Notah Begay III,27,3
21,0,07569,Mark Carnevale,27,2
21,0,01823,Larry Mize,27,8
25,0,02267,D.A. Weibring,26,5
26,0,01098,Jay Don Blake,25,3
26,0,01132,Mark Brooks,25,3
26,0,01157,Tom Byrum,25,0
26,0,06036,Scott Dunlap,25,2
26,0,01435,Wayne Grady,25,0
26,0,20094,Jonathan Kaye,25,7
26,0,10585,Scott McCarron,25,0
26,0,06515,Shaun Micheel,25,1
26,0,01968,Nick Price,25,0
26,0,06078,Esteban Toledo,25,4
36,0,23125,Brad Elder,24,11
36,0,10809,Jim Furyk,24,7
36,0,10963,Jimmy Green,24,2
36,0,01761,Len Mattiace,24,12
36,0,01783,Mark McCumber,24,2
36,0,02104,Jeff Sluman,24,6
42,0,10885,Robert Allenby,23,0
42,0,01161,Mark Calcavecchia,23,1
42,0,12388,Michael Clark II,23,6
42,0,21805,Harrison Frazar,23,0
42,0,01527,Scott Hoch,23,1
42,0,20218,Shingo Katayama,23,3
42,0,02145,Craig Stevens,23,0
49,0,06004,Stephen Ames,22,3
49,0,07867,Woody Austin,22,0
49,0,01142,Bart Bryant,22,3
49,0,01185,Brandel Chamblee,22,0
49,0,11653,Paul Curry,22,4
49,0,01306,David Edwards,22,4
49,0,01307,Joel Edwards,22,1
49,0,01381,Fred Funk,22,8
49,0,19958,Miguel Angel Jiménez,22,2
49,0,08993,Franklin Langham,22,2
49,0,10860,Justin Leonard,22,0
49,0,20095,Carl Paulson,22,5
49,0,02170,Hal Sutton,22,1
49,0,10425,Jay Williamson,22,0
63,0,01014,Fulton Allem,21,1
63,0,07363,Craig Bowden,21,8
63,0,01196,Brian Claar,21,15
63,0,08931,Glen Day,21,3
63,0,06251,Chris DiMarco,21,6
63,0,01376,Bob Friend,21,1
63,0,19846,Brian Gay,21,10
63,0,06643,Paul Goydos,21,1
63,0,01619,Skip Kendall,21,8
63,0,01707,Steve Lowery,21,7
63,0,01724,Jeff Maggert,21,0
63,0,01941,Tom Pernice Jr.,21,2
63,0,06581,David Sutherland,21,4
63,0,02206,David Toms,21,1
63,0,02218,Ted Tryba,21,3
63,0,08385,Omar Uresti,21,14
79,0,01035,Tommy Armour III,20,1
79,0,10569,Mike Brisky,20,4
79,0,06522,Ernie Els,20,3
79,0,01329,Brad Faxon,20,1
79,0,01361,Dan Forsman,20,7
79,0,21209,Sergio Garcia,20,0
79,0,06012,Greg Kraft,20,1
79,0,01677,Tom Lehman,20,3
79,0,01685,J.L. Lewis,20,3
79,0,08635,Colin Montgomerie,20,0
79,0,10912,Craig Perks,20,7
90,0,19824,Craig Barlow,19,1
90,0,20593,Greg Chalmers,19,1
90,0,07457,Steve Flesch,19,0
90,0,01408,Kelly Gibson,19,6
90,0,10201,Matt Gogel,19,2
90,0,20105,Jeff Gove,19,4
90,0,01475,Donnie Hammond,19,10
90,0,01489,Steve Hart,19,3
90,0,08545,Glen Hnatiuk,19,16
90,0,25115,Michael Kirk,19,19
90,0,11032,Frank Lickliter II,19,13
90,0,06090,Jim McGovern,19,2
90,0,20442,Jay McWilliams,19,3
90,0,12753,David Morland IV,19,2
90,0,06140,Sean Murphy,19,1
90,0,01926,Steve Pate,19,0
90,0,20387,Jarmo Sandelin,19,1
107,0,01063,Ben Bates,18,0
107,0,12652,Cameron Beckman,18,1
107,0,24357,K.J. Choi,18,3
107,0,19905,Andrew Coltart,18,3
107,0,01326,Nick Faldo,18,1
107,0,20043,Edward Fryatt,18,0
107,0,23338,David Gossett,18,9
107,0,20766,Padraig Harrington,18,0
107,0,21007,Gabriel Hjertstedt,18,3
107,0,06573,Brandt Jobe,18,4
107,0,01599,Steve Jones,18,2
107,0,08535,Gary Nicklaus,18,5
107,0,12660,Jesper Parnevik,18,0
107,0,10213,Dicky Pride,18,1
107,0,01996,Mike Reid,18,3
107,0,23621,Rory Sabbatini,18,6
107,0,02196,Robert Thompson,18,0
107,0,02245,Grant Waite,18,2
125,0,06014,Eric Booker,17,0
125,0,06809,Bob Burns,17,2
125,0,01226,Fred Couples,17,2
125,0,09011,David Duval,17,4
125,0,01313,Steve Elkington,17,0
125,0,01374,Robin Freeman,17,3
125,0,01418,Bill Glasson,17,10
125,0,08537,J.P. Hayes,17,5
125,0,06617,Brian Henninger,17,12
125,0,01533,P.H. Horgan III,17,3
125,0,20992,Kazuhiko Hosokawa,17,1
125,0,12449,Ryan Howison,17,2
125,0,10962,Bradley Hughes,17,10
125,0,01553,John Huston,17,0
125,0,01690,Bruce Lietzke,17,7
125,0,01723,Andrew Magee,17,10
125,0,01824,Yoshinori Mizumaki,17,1
125,0,07749,Brett Quigley,17,3
125,0,20127,Chris Riley,17,3
125,0,06595,Kevin Sutherland,17,2
125,0,02229,Brett Upper,17,1
146,0,20099,Doug Barron,16,3
146,0,07003,David Berganio Jr.,16,5
146,0,01219,John Cook,16,15
146,0,06088,Steve Gotsche,16,1
146,0,12626,Joey Gullion,16,0
146,0,06575,Dudley Hart,16,2
146,0,01495,Morris Hatalsky,16,2
146,0,01569,Peter Jacobsen,16,7
146,0,08075,Jerry Kelly,16,10
146,0,06332,Neal Lancaster,16,0
146,0,01666,Bernhard Langer,16,1
146,0,01766,Billy Mayfair,16,4
146,0,01771,Blaine McCallister,16,6
146,0,21949,Joe Ogilvie,16,0
146,0,01938,David Peoples,16,3
146,0,23389,John Restino,16,0
146,0,08465,Javier Sanchez,16,4
146,0,10649,Tom Scherrer,16,3
146,0,10423,Mike Weir,16,6
146,0,08793,Tiger Woods,16,2
166,0,01042,Paul Azinger,15,1
166,0,24602,David Bahr,15,0
166,0,01116,Michael Bradley,15,4
166,0,01323,Brad Fabel,15,11
166,0,06270,Bobby Gage,15,6
166,0,01388,Robert Gamez,15,9
166,0,01414,Bob Gilder,15,3
166,0,01457,Jay Haas,15,7
166,0,21961,Charles Howell III,15,3
166,0,08419,Shawn Kelly,15,1
166,0,01633,Tom Kite,15,3
166,0,23590,Joey Maxon,15,3
166,0,06350,Bob May,15,0
166,0,01810,Phil Mickelson,15,4
166,0,10457,Frank Nobilo,15,3
166,0,21593,Keith Nolan,15,3
166,0,01927,Dennis Paulson,15,0
166,0,01960,Don Pooley,15,1
166,0,02023,Clarence Rose,15,0
166,0,02223,Bob Tway,15,4
166,0,02241,Bobby Wadkins,15,4
166,0,02257,Brian Watts,15,6
166,0,20396,Lee Westwood,15,0
189,0,01024,Billy Andrade,14,6
189,0,01072,Chip Beck,14,4
189,0,10944,Thomas Bjørn,14,0
189,0,24356,Jason Buha,14,2
189,0,01175,Jim Carter,14,3
189,0,19825,Darren Clarke,14,8
189,0,19822,Bobby Cochran,14,11
189,0,19881,Robert Damron,14,2
189,0,01261,Jay Delsing,14,9
189,0,01346,Ed Fiori,14,8
189,0,12823,Carlos Franco,14,0
189,0,01378,David Frost,14,7
189,0,20574,Mathew Goggin,14,2
189,0,01639,Kenny Knox,14,1
189,0,01706,Davis Love III,14,2
189,0,01785,Shawn McEntee,14,11
189,0,08045,Perry Moss,14,0
189,0,01945,Kenny Perry,14,3
189,0,22913,John Rollins,14,0
189,0,22064,Craig Spence,14,3
189,0,02131,Mike Springer,14,0
189,0,08375,Paul Stankowski,14,3
189,0,07101,Dave Stockton Jr.,14,6
189,0,12714,Chris Tidland,14,0
189,0,06431,Jean Van de Velde,14,1
189,0,02246,Duffy Waldorf,14,0
189,0,02322,Richard Zokol,14,6
189,0,02323,Karl Zoller,14,0
217,0,20771,Steven Alker,13,0
217,0,20098,Stuart Appleby,13,7
217,0,08243,Aaron Bengoechea,13,10
217,0,01127,Danny Briggs,13,5
217,0,01191,Barry Cheesman,13,2
217,0,07763,Doug Dunakey,13,10
217,0,06795,Jeff Freeman,13,2
