RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
106,0,24494,Erik Compton,.023,1.716,-19.413,21.133,75
107,0,29926,Danny Lee,.018,1.268,-8.470,9.737,69
108,0,24361,Pat Perez,-.004,-.303,-19.160,18.859,75
109,0,06567,Vijay Singh,-.025,-1.868,42.119,-43.983,76
110,0,24138,Ian Poulter,-.038,-1.568,-4.327,2.759,41
111,0,27064,Jhonattan Vegas,-.056,-3.578,20.100,-23.675,64
112,0,27556,Ted Potter Jr.,-.090,-5.408,7.527,-12.934,60
113,0,32640,Troy Merritt,-.099,-5.461,-6.788,1.325,55
114,0,34021,Bud Cauley,-.105,-4.832,13.065,-17.896,46
115,0,34098,Russell Henley,-.106,-7.964,-32.882,24.920,75
116,0,20160,Charlie Wi,-.108,-7.033,-14.340,7.308,65
117,0,27936,Martin Laird,-.116,-6.402,2.090,-8.490,55
118,0,24507,Jason Bohn,-.127,-9.259,-18.458,9.201,73
119,0,20593,Greg Chalmers,-.133,-9.728,-72.206,62.482,73
120,0,35300,Andrew Loupe,-.136,-6.780,-24.272,17.494,50
121,0,34563,Chesson Hadley,-.140,-9.926,-12.810,2.884,71
122,0,27330,Josh Teater,-.143,-10.710,5.679,-16.385,75
123,0,29535,Brice Garnett,-.147,-11.452,-19.923,8.475,78
124,0,23541,Ben Crane,-.152,-11.862,-22.585,10.726,78
125,0,34174,John Huh,-.169,-11.820,-.671,-11.142,70
126,0,20104,Ken Duke,-.178,-11.759,15.212,-26.967,66
127,0,10860,Justin Leonard,-.181,-11.252,-42.002,30.751,62
128,0,25274,Steven Bowditch,-.182,-14.173,31.111,-45.280,78
129,0,27895,Jonas Blixt,-.209,-8.974,-22.000,13.028,43
130,0,25191,Gonzalo Fernandez-Castaño,-.211,-14.588,-6.324,-8.265,69
131,0,22621,Ben Curtis,-.216,-13.813,-39.434,25.623,64
132,0,26329,Louis Oosthuizen,-.217,-6.517,6.368,-12.882,30
133,0,23353,J.J. Henry,-.219,-17.051,-2.479,-14.566,78
134,0,23800,Bryce Molder,-.233,-14.936,-30.861,15.929,64
135,0,32448,James Hahn,-.236,-17.238,5.096,-22.332,73
136,0,24140,Sean O'Hair,-.244,-16.374,-21.881,5.510,67
137,0,28132,Tyrone Van Aswegen,-.247,-16.054,-17.126,1.074,65
138,0,26289,Boo Weekley,-.277,-15.526,48.974,-64.497,56
139,0,32334,Charlie Beljan,-.289,-19.350,-3.857,-15.491,67
140,0,24925,Jonathan Byrd,-.298,-19.399,-1.781,-17.614,65
141,0,32200,Roberto Castro,-.300,-17.692,4.981,-22.671,59
142,0,34409,David Lingmerth,-.307,-20.558,-14.734,-5.820,67
143,0,34264,Hudson Swafford,-.316,-18.321,-6.701,-11.617,58
144,0,22378,Trevor Immelman,-.317,-21.237,10.544,-31.780,67
145,0,27466,Spencer Levin,-.324,-16.203,-11.515,-4.683,50
146,0,29461,Jamie Lovemark,-.351,-16.487,11.031,-27.518,47
147,0,22046,Geoff Ogilvy,-.363,-26.500,-2.301,-24.193,73
148,0,01706,Davis Love III,-.418,-26.316,-3.540,-22.774,63
149,0,35139,Richard Lee,-.432,-26.374,-53.552,27.183,61
150,0,25720,Chad Collins,-.446,-27.185,-53.902,26.719,61
151,0,19846,Brian Gay,-.465,-29.278,-46.178,16.901,63
152,0,35541,John Peterson,-.480,-26.394,18.675,-45.067,55
153,0,27933,John Merrick,-.517,-37.219,3.706,-40.919,72
153,0,28780,Nicholas Thompson,-.517,-36.169,7.348,-43.514,70
155,0,26956,Bronson La'Cassie,-.519,-18.682,-15.512,-3.170,36
156,0,30750,Tommy Gainey,-.521,-31.286,-32.424,1.140,60
157,0,24663,Y.E. Yang,-.536,-32.695,-28.261,-4.430,61
158,0,35732,Wes Roach,-.554,-27.719,-27.702,-.015,50
159,0,26951,Johnson Wagner,-.565,-32.795,-35.723,2.927,58
160,0,23621,Rory Sabbatini,-.571,-37.089,-15.923,-21.162,65
161,0,20498,Briny Baird,-.575,-25.874,-18.848,-7.024,45
162,0,10423,Mike Weir,-.626,-33.194,-46.753,13.559,53
163,0,22913,John Rollins,-.647,-43.319,-26.452,-16.864,67
164,0,30692,Scott Stallings,-.673,-42.420,-23.226,-19.191,63
165,0,01724,Jeff Maggert,-.748,-32.899,-4.204,-28.696,44
166,0,28092,D.H. Lee,-.796,-35.840,-36.902,1.062,45
167,0,21878,Mark Wilson,-.804,-45.826,-15.078,-30.747,57
168,0,07867,Woody Austin,-.833,-47.497,-39.687,-7.810,57
169,0,30110,Kyle Stanley,-.834,-60.021,39.718,-99.737,72
169,0,32333,Kevin Tway,-.834,-39.185,-31.827,-7.357,47
171,0,23409,James Driscoll,-.835,-48.418,-55.552,7.137,58
172,0,31557,Jim Herman,-.850,-40.778,-23.412,-17.364,48
173,0,25900,Lucas Glover,-.936,-43.979,25.325,-69.302,47
174,0,31193,Jim Renner,-1.013,-52.667,-11.468,-41.196,52
175,0,25240,D.A. Points,-1.097,-60.317,-41.397,-18.917,55
176,0,27120,Troy Matteson,-1.337,-65.494,-44.810,-20.683,49
177,0,37273,Derek Ernst,-1.356,-85.436,-50.277,-35.154,63
