RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,25572,Graeme McDowell,.882,40.589,46
2,0,22371,Aaron Baddeley,.872,51.445,59
3,0,20593,Greg Chalmers,.856,62.482,73
4,0,28307,Matt Every,.733,47.669,65
5,0,21731,Freddie Jacobson,.704,56.992,81
6,0,30927,Brendon Todd,.664,60.431,91
7,0,23983,Luke Donald,.517,22.733,44
8,0,33461,Morgan Hoffmann,.506,45.523,90
9,0,10860,Justin Leonard,.496,30.751,62
10,0,25834,Daniel Summerhays,.492,43.275,88
11,0,20098,Stuart Appleby,.487,40.874,84
12,0,25632,Jimmy Walker,.479,34.989,73
13,0,20645,John Senden,.476,38.587,81
14,0,32150,Michael Thompson,.466,27.951,60
15,0,23108,Matt Kuchar,.457,34.717,76
16,0,35139,Richard Lee,.446,27.183,61
17,0,25720,Chad Collins,.438,26.719,61
18,0,28259,Sangmoon Bae,.418,27.179,65
19,0,22621,Ben Curtis,.400,25.623,64
20,0,34046,Jordan Spieth,.399,31.520,79
21,0,29478,Kevin Kisner,.388,27.176,70
22,0,30926,Chris Kirk,.374,32.127,86
23,0,25562,Andres Romero,.353,25.399,72
24,0,20157,Retief Goosen,.352,27.461,78
25,0,35300,Andrew Loupe,.350,17.494,50
26,0,24357,K.J. Choi,.332,22.255,67
26,0,34098,Russell Henley,.332,24.920,75
28,0,27649,Brandt Snedeker,.326,21.541,66
29,0,28089,Jason Day,.317,10.451,33
30,0,26758,David Hearn,.315,25.838,82
30,0,25396,Kevin Na,.315,24.589,78
32,0,31202,William McGirt,.314,26.367,84
33,0,27895,Jonas Blixt,.303,13.028,43
34,0,29221,Webb Simpson,.300,22.203,74
35,0,23320,Ryan Palmer,.295,19.733,67
36,0,33413,Ben Martin,.291,18.338,63
37,0,32102,Rickie Fowler,.290,17.976,62
38,0,25364,Paul Casey,.283,12.446,44
38,0,31560,Brian Stuard,.283,20.973,74
40,0,24494,Erik Compton,.282,21.133,75
41,0,28237,Rory McIlroy,.274,13.150,48
42,0,24490,George McNeill,.271,18.955,70
43,0,19846,Brian Gay,.268,16.901,63
43,0,34261,Scott Langley,.268,21.185,79
45,0,12716,Charley Hoffman,.266,20.191,76
46,0,10423,Mike Weir,.256,13.559,53
47,0,33141,Keegan Bradley,.254,17.003,67
48,0,24361,Pat Perez,.251,18.859,75
49,0,23800,Bryce Molder,.249,15.929,64
49,0,34360,Patrick Reed,.249,18.440,74
51,0,08075,Jerry Kelly,.239,15.752,66
52,0,01810,Phil Mickelson,.234,11.722,50
53,0,30944,Jason Kokrak,.222,13.532,61
54,0,29420,Billy Horschel,.220,15.210,69
54,0,24502,Adam Scott,.220,12.309,56
56,0,29479,Scott Brown,.211,17.502,83
57,0,24781,Hunter Mahan,.207,14.888,72
58,0,25349,Tim Wilkinson,.205,14.569,71
59,0,35539,Luke Guthrie,.190,14.457,76
60,0,27963,Chris Stroud,.182,13.118,72
61,0,21209,Sergio Garcia,.167,6.662,40
62,0,36689,Brooks Koepka,.162,6.783,42
63,0,24846,Ricky Barnes,.157,12.237,78
64,0,24912,Will MacKenzie,.154,11.273,73
65,0,20396,Lee Westwood,.151,6.509,43
66,0,24924,Bill Haas,.147,12.063,82
67,0,21753,Brian Davis,.145,11.779,81
68,0,26300,Matt Jones,.142,8.511,60
69,0,29926,Danny Lee,.141,9.737,69
70,0,23541,Ben Crane,.138,10.726,78
71,0,24507,Jason Bohn,.126,9.201,73
72,0,23409,James Driscoll,.123,7.137,58
73,0,29518,Brendan Steele,.121,8.462,70
74,0,34431,Robert Streb,.119,7.609,64
75,0,27644,Brian Harman,.113,11.399,101
76,0,20160,Charlie Wi,.112,7.308,65
77,0,29535,Brice Garnett,.109,8.475,78
78,0,33419,Cameron Tringale,.107,10.507,98
79,0,24024,Zach Johnson,.106,8.889,84
80,0,30852,Ryo Ishikawa,.092,5.682,62
81,0,10809,Jim Furyk,.091,6.024,66
82,0,30925,Dustin Johnson,.082,3.362,41
82,0,24140,Sean O'Hair,.082,5.510,67
84,0,25444,Justin Hicks,.069,6.188,90
85,0,24138,Ian Poulter,.067,2.759,41
86,0,26331,Charl Schwartzel,.055,2.994,54
86,0,02206,David Toms,.055,2.970,54
88,0,26951,Johnson Wagner,.050,2.927,58
89,0,24358,Robert Garrigus,.047,3.439,73
90,0,26596,Ryan Moore,.042,2.629,62
91,0,34563,Chesson Hadley,.041,2.884,71
92,0,29222,Billy Hurley III,.039,2.815,72
93,0,21961,Charles Howell III,.037,3.549,95
94,0,23135,Tim Clark,.025,1.538,62
95,0,28092,D.H. Lee,.024,1.062,45
95,0,32640,Troy Merritt,.024,1.325,55
97,0,30750,Tommy Gainey,.019,1.140,60
98,0,28475,Jeff Overton,.017,1.129,66
98,0,28132,Tyrone Van Aswegen,.017,1.074,65
100,0,20848,Ángel Cabrera,.007,.439,61
101,0,27214,Kevin Streelman,.006,.333,60
102,0,35732,Wes Roach,.000,-.015,50
102,0,27770,Camilo Villegas,.000,-.021,84
104,0,26851,Marc Leishman,-.017,-1.140,69
105,0,29425,Andrew Svoboda,-.026,-1.704,66
106,0,34099,Harris English,-.028,-2.092,74
107,0,23638,Brendon de Jonge,-.032,-2.961,92
108,0,22405,Justin Rose,-.040,-2.062,52
109,0,29740,Brad Fritsch,-.050,-1.947,39
109,0,25804,Bubba Watson,-.050,-2.812,56
111,0,23623,Bo Van Pelt,-.053,-3.574,67
112,0,24663,Y.E. Yang,-.073,-4.430,61
113,0,27141,J.B. Holmes,-.075,-5.753,77
113,0,27095,Nick Watney,-.075,-4.191,56
115,0,22293,Heath Slocum,-.078,-4.862,62
116,0,34409,David Lingmerth,-.087,-5.820,67
117,0,26956,Bronson La'Cassie,-.088,-3.170,36
118,0,27436,Graham DeLaet,-.093,-5.982,64
119,0,27466,Spencer Levin,-.094,-4.683,50
120,0,27408,Martin Kaymer,-.111,-5.332,48
121,0,33122,Russell Knox,-.116,-9.627,83
122,0,25191,Gonzalo Fernandez-Castaño,-.120,-8.265,69
123,0,29289,S.Y. Noh,-.121,-9.089,75
124,0,20229,Stewart Cink,-.131,-9.399,72
125,0,07867,Woody Austin,-.137,-7.810,57
126,0,25345,Carl Pettersson,-.138,-11.737,85
127,0,28500,Martin Flores,-.144,-9.760,68
128,0,33418,Shawn Stefani,-.146,-8.331,57
129,0,31323,Gary Woodland,-.149,-10.847,73
130,0,27936,Martin Laird,-.154,-8.490,55
131,0,20498,Briny Baird,-.156,-7.024,45
132,0,32333,Kevin Tway,-.157,-7.357,47
133,0,34174,John Huh,-.159,-11.142,70
134,0,10885,Robert Allenby,-.163,-11.431,70
135,0,21528,Henrik Stenson,-.170,-6.447,38
136,0,06522,Ernie Els,-.171,-10.756,63
137,0,23353,J.J. Henry,-.187,-14.566,78
138,0,34264,Hudson Swafford,-.200,-11.617,58
139,0,34265,Will Wilcox,-.204,-8.141,40
140,0,27556,Ted Potter Jr.,-.216,-12.934,60
141,0,27330,Josh Teater,-.218,-16.385,75
142,0,32334,Charlie Beljan,-.231,-15.491,67
143,0,22913,John Rollins,-.252,-16.864,67
144,0,24925,Jonathan Byrd,-.271,-17.614,65
145,0,32366,Kevin Chappell,-.278,-24.167,87
146,0,30692,Scott Stallings,-.305,-19.191,63
147,0,32448,James Hahn,-.306,-22.332,73
148,0,23621,Rory Sabbatini,-.326,-21.162,65
149,0,22046,Geoff Ogilvy,-.331,-24.193,73
150,0,25240,D.A. Points,-.344,-18.917,55
151,0,01706,Davis Love III,-.361,-22.774,63
152,0,31557,Jim Herman,-.362,-17.364,48
153,0,27064,Jhonattan Vegas,-.370,-23.675,64
154,0,32200,Roberto Castro,-.384,-22.671,59
155,0,34021,Bud Cauley,-.389,-17.896,46
156,0,32839,Hideki Matsuyama,-.393,-25.129,64
157,0,20104,Ken Duke,-.409,-26.967,66
157,0,28486,Michael Putnam,-.409,-37.202,91
159,0,27120,Troy Matteson,-.422,-20.683,49
160,0,26329,Louis Oosthuizen,-.429,-12.882,30
161,0,12510,Chad Campbell,-.434,-19.952,46
162,0,26679,Kevin Stadler,-.467,-30.351,65
163,0,22378,Trevor Immelman,-.474,-31.780,67
164,0,21878,Mark Wilson,-.539,-30.747,57
165,0,37273,Derek Ernst,-.558,-35.154,63
166,0,27933,John Merrick,-.568,-40.919,72
167,0,25686,Jason Dufner,-.576,-24.208,42
168,0,06567,Vijay Singh,-.579,-43.983,76
169,0,25274,Steven Bowditch,-.581,-45.280,78
170,0,29461,Jamie Lovemark,-.585,-27.518,47
171,0,28780,Nicholas Thompson,-.622,-43.514,70
172,0,01724,Jeff Maggert,-.652,-28.696,44
173,0,31193,Jim Renner,-.792,-41.196,52
174,0,35541,John Peterson,-.819,-45.067,55
175,0,26289,Boo Weekley,-1.152,-64.497,56
176,0,30110,Kyle Stanley,-1.385,-99.737,72
177,0,25900,Lucas Glover,-1.475,-69.302,47
