RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,08793,Tiger Woods,100.00
2,0,20812,Tjaart van der Walt,87.50
3,0,06373,José María Olazábal,84.62
4,0,23983,Luke Donald,80.00
5,0,01226,Fred Couples,77.78
5,0,10733,Kent Jones,77.78
5,0,01766,Billy Mayfair,77.78
5,0,23325,Vaughn Taylor,77.78
5,0,25632,Jimmy Walker,77.78
10,0,21959,Ted Purdy,76.47
11,0,20229,Stewart Cink,76.19
11,0,10809,Jim Furyk,76.19
11,0,21350,Ryuji Imada,76.19
14,0,01473,Todd Hamilton,75.00
14,0,01948,Tim Petrovic,75.00
14,0,24502,Adam Scott,75.00
17,0,25345,Carl Pettersson,73.68
18,0,02101,Joey Sindelar,73.33
18,0,06527,Steve Stricker,73.33
20,0,01219,John Cook,72.73
21,0,23353,J.J. Henry,72.22
22,0,20593,Greg Chalmers,71.43
22,0,22892,Jason Gore,71.43
22,0,01619,Skip Kendall,71.43
22,0,01887,Mark O'Meara,71.43
26,0,01381,Fred Funk,70.83
27,0,21731,Freddie Jacobson,70.00
27,0,01941,Tom Pernice Jr.,70.00
29,0,01666,Bernhard Langer,69.23
29,0,19913,Ron Whittaker,69.23
31,0,23048,Eric Axley,68.75
31,0,08123,Jeff Brehaut,68.75
31,0,01706,Davis Love III,68.75
31,0,02206,David Toms,68.75
35,0,20098,Stuart Appleby,68.42
35,0,12645,Brent Geiberger,68.42
35,0,11032,Frank Lickliter II,68.42
35,0,01707,Steve Lowery,68.42
39,0,24925,Jonathan Byrd,66.67
39,0,23718,Nathan Green,66.67
39,0,08075,Jerry Kelly,66.67
39,0,01761,Len Mattiace,66.67
39,0,01945,Kenny Perry,66.67
39,0,07749,Brett Quigley,66.67
45,0,24507,Jason Bohn,65.22
46,0,22946,Henrik Bjornstad,64.71
46,0,12660,Jesper Parnevik,64.71
46,0,22293,Heath Slocum,64.71
49,0,09011,David Duval,63.64
49,0,01577,Lee Janzen,63.64
51,0,22378,Trevor Immelman,63.16
51,0,23349,Charles Warren,63.16
53,0,20498,Briny Baird,62.50
53,0,22046,Geoff Ogilvy,62.50
53,0,23322,Brett Wetterich,62.50
56,0,01329,Brad Faxon,61.54
56,0,12823,Carlos Franco,61.54
56,0,23788,D.J. Trahan,61.54
59,0,21753,Brian Davis,61.11
59,0,20628,Arron Oberholser,61.11
59,0,21949,Joe Ogilvie,61.11
59,0,22913,John Rollins,61.11
63,0,07223,Brian Bateman,60.00
63,0,06251,Chris DiMarco,60.00
63,0,06575,Dudley Hart,60.00
63,0,24912,Will MacKenzie,60.00
63,0,23320,Ryan Palmer,60.00
63,0,20572,Rod Pampling,60.00
63,0,12755,Vance Veazey,60.00
70,0,06621,Joe Durant,59.09
70,0,19846,Brian Gay,59.09
72,0,10885,Robert Allenby,58.82
72,0,23541,Ben Crane,58.82
72,0,22621,Ben Curtis,58.82
72,0,06522,Ernie Els,58.82
72,0,26420,Richard Johnson,58.82
72,0,01810,Phil Mickelson,58.82
78,0,06004,Stephen Ames,58.33
78,0,06567,Vijay Singh,58.33
80,0,21961,Charles Howell III,57.89
80,0,28475,Jeff Overton,57.89
82,0,22371,Aaron Baddeley,57.14
82,0,25900,Lucas Glover,57.14
82,0,12716,Charley Hoffman,57.14
82,0,20548,Hidemichi Tanaka,57.14
82,0,02223,Bob Tway,57.14
87,0,01042,Paul Azinger,56.25
88,0,01035,Tommy Armour III,55.56
