RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,06567,Vijay Singh,69.33,4853,70
2,0,06522,Ernie Els,69.62,2715,39
2,0,01810,Phil Mickelson,69.62,3620,52
4,0,01142,Bart Bryant,69.72,2231,32
5,0,20157,Retief Goosen,69.77,2442,35
6,0,01677,Tom Lehman,69.81,2164,31
7,0,12645,Brent Geiberger,69.91,3146,45
8,0,08793,Tiger Woods,69.93,3217,46
9,0,12823,Carlos Franco,70.00,3080,44
9,0,01945,Kenny Perry,70.00,2940,42
11,0,08075,Jerry Kelly,70.02,4271,61
12,0,20229,Stewart Cink,70.05,3923,56
13,0,01249,John Daly,70.10,2944,42
13,0,01320,Bob Estes,70.10,2103,30
15,0,20645,John Senden,70.11,3155,45
16,0,23621,Rory Sabbatini,70.14,3086,44
17,0,02214,Kirk Triplett,70.15,3648,52
17,0,02239,Scott Verplank,70.15,3648,52
19,0,12660,Jesper Parnevik,70.18,3439,49
20,0,01381,Fred Funk,70.21,3370,48
21,0,06004,Stephen Ames,70.27,3865,55
22,0,10885,Robert Allenby,70.30,2812,40
23,0,22046,Geoff Ogilvy,70.31,3375,48
24,0,06621,Joe Durant,70.33,2813,40
25,0,23135,Tim Clark,70.40,3168,45
25,0,21805,Harrison Frazar,70.40,3027,43
25,0,24024,Zach Johnson,70.40,4365,62
28,0,07867,Woody Austin,70.42,3028,43
29,0,01553,John Huston,70.43,2113,30
30,0,01157,Tom Byrum,70.46,2607,37
31,0,20433,Mark Hensby,70.47,3594,51
32,0,23541,Ben Crane,70.48,3242,46
33,0,02010,Loren Roberts,70.51,3032,43
33,0,23325,Vaughn Taylor,70.51,3173,45
35,0,23623,Bo Van Pelt,70.53,3738,53
36,0,10733,Kent Jones,70.55,2963,42
37,0,23983,Luke Donald,70.59,2894,41
38,0,22548,Patrick Sheehan,70.63,3673,52
39,0,25686,Jason Dufner,70.64,2755,39
40,0,20098,Stuart Appleby,70.66,2897,41
41,0,06251,Chris DiMarco,70.67,3463,49
42,0,20628,Arron Oberholser,70.69,2474,35
42,0,01927,Dennis Paulson,70.69,2757,39
42,0,06595,Kevin Sutherland,70.69,2545,36
45,0,01024,Billy Andrade,70.70,3040,43
45,0,01457,Jay Haas,70.70,3111,44
47,0,21209,Sergio Garcia,70.71,2899,41
47,0,01685,J.L. Lewis,70.71,3606,51
49,0,20498,Briny Baird,70.73,3395,48
50,0,26420,Richard Johnson,70.75,3396,48
50,0,25345,Carl Pettersson,70.75,3396,48
52,0,21959,Ted Purdy,70.76,4104,58
52,0,02206,David Toms,70.76,2618,37
54,0,19881,Robert Damron,70.77,3043,43
54,0,01706,Davis Love III,70.77,3114,44
56,0,19972,José Coceres,70.79,2407,34
56,0,01388,Robert Gamez,70.79,3752,53
58,0,11032,Frank Lickliter II,70.80,3257,46
59,0,23353,J.J. Henry,70.81,3682,52
60,0,01666,Bernhard Langer,70.83,1700,24
60,0,24502,Adam Scott,70.83,2125,30
62,0,02246,Duffy Waldorf,70.85,2905,41
63,0,20121,Todd Fischer,70.87,3260,46
64,0,12652,Cameron Beckman,70.88,3686,52
64,0,20850,Daniel Chopra,70.88,3969,56
64,0,06332,Neal Lancaster,70.88,3473,49
64,0,10860,Justin Leonard,70.88,3048,43
64,0,01941,Tom Pernice Jr.,70.88,3544,50
69,0,10201,Matt Gogel,70.89,3261,46
70,0,19824,Craig Barlow,70.90,2907,41
71,0,06197,Michael Allen,70.92,2695,38
72,0,24507,Jason Bohn,70.93,2908,41
72,0,12510,Chad Campbell,70.93,3192,45
72,0,02223,Bob Tway,70.93,2979,42
75,0,01724,Jeff Maggert,70.94,2270,32
75,0,23320,Ryan Palmer,70.94,3760,53
77,0,22293,Heath Slocum,70.95,2838,40
78,0,21633,Steve Allan,70.96,3406,48
78,0,01527,Scott Hoch,70.96,1987,28
78,0,21731,Freddie Jacobson,70.96,3193,45
81,0,01161,Mark Calcavecchia,70.97,2768,39
82,0,01219,John Cook,71.00,1917,27
82,0,01968,Nick Price,71.00,1775,25
84,0,20593,Greg Chalmers,71.03,2415,34
84,0,01938,David Peoples,71.03,2841,40
86,0,12760,Danny Ellis,71.05,2629,37
86,0,20548,Hidemichi Tanaka,71.05,2842,40
88,0,08931,Glen Day,71.07,2985,42
88,0,01928,Corey Pavin,71.07,3127,44
88,0,10423,Mike Weir,71.07,3056,43
91,0,12680,Shigeki Maruyama,71.09,3341,47
92,0,01887,Mark O'Meara,71.11,1991,28
93,0,02104,Jeff Sluman,71.12,3627,51
94,0,07721,Pat Bates,71.13,3201,45
94,0,06809,Bob Burns,71.13,2774,39
94,0,08537,J.P. Hayes,71.13,2205,31
94,0,22405,Justin Rose,71.13,2276,32
98,0,01619,Skip Kendall,71.14,3486,49
99,0,25900,Lucas Glover,71.15,2917,41
99,0,20572,Rod Pampling,71.15,3273,46
99,0,20663,Brenden Pappas,71.15,3415,48
102,0,24925,Jonathan Byrd,71.17,3274,46
103,0,10425,Jay Williamson,71.18,3203,45
104,0,23552,Hank Kuehne,71.20,3275,46
104,0,10585,Scott McCarron,71.20,3275,46
106,0,07363,Craig Bowden,71.22,2920,41
106,0,01577,Lee Janzen,71.22,3205,45
106,0,20094,Jonathan Kaye,71.22,2564,36
106,0,02002,John Riegger,71.22,1923,27
110,0,26287,Roland Thatcher,71.23,2208,31
111,0,02099,Scott Simpson,71.26,1924,27
112,0,01042,Paul Azinger,71.29,2709,38
112,0,01707,Steve Lowery,71.29,3208,45
112,0,21949,Joe Ogilvie,71.29,3636,51
115,0,07223,Brian Bateman,71.30,2852,40
116,0,25396,Kevin Na,71.32,3780,53
117,0,20472,Alex Cejka,71.34,2497,35
117,0,01313,Steve Elkington,71.34,2069,29
119,0,07457,Steve Flesch,71.35,3924,55
120,0,01139,Olin Browne,71.36,2997,42
120,0,06373,José María Olazábal,71.36,1998,28
122,0,22371,Aaron Baddeley,71.37,2712,38
123,0,24361,Pat Perez,71.38,3212,45
123,0,12602,Dean Wilson,71.38,3426,48
125,0,07749,Brett Quigley,71.39,3641,51
126,0,21961,Charles Howell III,71.40,3927,55
127,0,01766,Billy Mayfair,71.42,3214,45
128,0,08123,Jeff Brehaut,71.43,3500,49
128,0,01948,Tim Petrovic,71.43,3857,54
128,0,02101,Joey Sindelar,71.43,3500,49
131,0,01127,Danny Briggs,71.44,2572,36
131,0,24357,K.J. Choi,71.44,2929,41
133,0,23108,Matt Kuchar,71.46,2930,41
133,0,02049,Gene Sauers,71.46,2644,37
135,0,01920,Craig Parry,71.48,1787,25
136,0,20104,Ken Duke,71.50,2717,38
137,0,24781,Hunter Mahan,71.51,3218,45
138,0,01329,Brad Faxon,71.52,3004,42
138,0,01473,Todd Hamilton,71.52,3004,42
140,0,08881,Tripp Isenhour,71.54,1717,24
140,0,20382,Stephen Leaney,71.54,2504,35
142,0,02106,Chris Smith,71.55,3792,53
143,0,20127,Chris Riley,71.58,2863,40
144,0,01261,Jay Delsing,71.62,2650,37
144,0,19846,Brian Gay,71.62,3581,50
146,0,08385,Omar Uresti,71.63,2722,38
147,0,06214,Guy Boros,71.64,2006,28
148,0,23614,Rich Beem,71.68,2652,37
149,0,24290,D.J. Brigman,71.69,2509,35
150,0,10107,Deane Pappas,71.71,2725,38
151,0,08337,Mike Heinen,71.73,1578,22
151,0,01926,Steve Pate,71.73,2152,30
153,0,19825,Darren Clarke,71.74,1937,27
153,0,12782,Tim Herron,71.74,3085,43
153,0,23497,Tag Ridings,71.74,1650,23
156,0,22913,John Rollins,71.75,2870,40
157,0,20378,Mathias Grönberg,71.76,2655,37
158,0,01226,Fred Couples,71.79,2369,33
159,0,01035,Tommy Armour III,71.86,3018,42
160,0,23063,Scott Hend,71.87,2731,38
161,0,10213,Dicky Pride,71.88,1869,26
161,0,21878,Mark Wilson,71.88,1797,25
163,0,01361,Dan Forsman,71.89,2660,37
164,0,01797,Rocco Mediate,71.90,1438,20
165,0,20634,Peter Lonard,71.91,2301,32
166,0,01203,Russ Cochran,71.93,1942,27
167,0,06575,Dudley Hart,71.96,2015,28
168,0,01378,David Frost,71.97,2447,34
169,0,21407,Arjun Atwal,72.00,2736,38
169,0,01761,Len Mattiace,72.00,2448,34
171,0,21646,David Branshaw,72.08,2595,36
172,0,20029,Notah Begay III,72.10,2163,30
172,0,06515,Shaun Micheel,72.10,2956,41
174,0,23613,Rich Barcelo,72.13,2164,30
175,0,12705,Cliff Kresge,72.15,2958,41
176,0,06613,Tommy Tolles,72.18,2382,33
176,0,02245,Grant Waite,72.18,2743,38
178,0,11123,Chris Couch,72.27,1879,26
178,0,08339,Spike McRoy,72.27,2963,41
178,0,10912,Craig Perks,72.27,2385,33
181,0,01771,Blaine McCallister,72.32,2242,31
181,0,12753,David Morland IV,72.32,2676,37
183,0,06527,Steve Stricker,72.35,2677,37
184,0,06078,Esteban Toledo,72.36,3039,42
185,0,22621,Ben Curtis,72.37,1954,27
186,0,21893,Brian Kortan,72.46,2029,28
187,0,12394,Tom Carter,72.51,3408,47
188,0,20585,Niclas Fasth,72.56,1814,25
189,0,20580,Andre Stolz,72.64,1816,25
190,0,23307,Roger Tambellini,72.67,2834,39
191,0,01132,Mark Brooks,72.76,2401,33
192,0,12682,Hirofumi Miyase,72.90,2187,30
193,0,08835,Kris Cox,72.95,2699,37
194,0,07939,Dan Olsen,73.06,2338,32
195,0,25237,Kevin Muncrief,73.59,1619,22
196,0,23338,David Gossett,74.71,2092,28
