RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,29535,Brice Garnett,85.71%,6,7
1,0,47995,Davis Riley,85.71%,6,7
3,0,50095,Austin Smotherman,83.33%,5,6
4,0,59866,Nick Dunlap,77.78%,7,9
4,0,48119,Ben Taylor,77.78%,7,9
6,0,35617,Martin Trainer,75.00%,6,8
7,0,24024,Zach Johnson,72.73%,8,11
8,0,37212,Paul Barjon,71.43%,5,7
8,0,27214,Kevin Streelman,71.43%,5,7
10,0,55893,Sam Stevens,70.00%,7,10
11,0,60004,Jacob Bridgeman,69.23%,9,13
12,0,22371,Aaron Baddeley,66.67%,8,12
12,0,25900,Lucas Glover,66.67%,6,9
12,0,46717,Viktor Hovland,66.67%,4,6
12,0,39971,Sungjae Im,66.67%,6,9
12,0,51890,Greyson Sigg,66.67%,8,12
12,0,50484,Hayden Springer,66.67%,2,3
12,0,32333,Kevin Tway,66.67%,4,6
19,0,51977,Max Greyserman,62.50%,5,8
19,0,34563,Chesson Hadley,62.50%,5,8
21,0,48084,Wesley Bryan,60.00%,3,5
21,0,60767,Blaine Hale Jr.,60.00%,3,5
21,0,49947,Taylor Moore,60.00%,6,10
21,0,33968,Thorbjørn Olesen,60.00%,3,5
25,0,40162,Justin Lower,58.82%,10,17
26,0,40026,Daniel Berger,58.33%,7,12
26,0,35450,Patrick Cantlay,58.33%,7,12
26,0,34076,Joel Dahmen,58.33%,7,12
26,0,34466,Peter Malnati,58.33%,7,12
30,0,51766,Wyndham Clark,57.14%,8,14
30,0,27349,Alex Noren,57.14%,4,7
30,0,55454,Carl Yuan,57.14%,4,7
33,0,29725,Tony Finau,55.56%,5,9
33,0,50188,S.H. Kim,55.56%,10,18
33,0,40006,Erik van Rooyen,55.56%,5,9
33,0,48887,Matt Wallace,55.56%,5,9
37,0,47504,Sam Burns,54.55%,6,11
37,0,39977,Max Homa,54.55%,6,11
37,0,39327,Ben Silverman,54.55%,6,11
37,0,48699,Callum Tarren,54.55%,6,11
41,0,47591,Eric Cole,53.85%,7,13
42,0,36699,Patrick Rodgers,52.94%,9,17
43,0,52955,Ludvig Åberg,50.00%,2,4
43,0,28420,Ryan Brehm,50.00%,4,8
43,0,51349,Nico Echavarria,50.00%,8,16
43,0,57975,Harry Hall,50.00%,4,8
43,0,60067,Joe Highsmith,50.00%,3,6
43,0,34587,Chan Kim,50.00%,4,8
43,0,48117,Kurt Kitayama,50.00%,5,10
43,0,23108,Matt Kuchar,50.00%,8,16
43,0,47993,Denny McCarthy,50.00%,4,8
43,0,28237,Rory McIlroy,50.00%,4,8
43,0,22405,Justin Rose,50.00%,4,8
43,0,29221,Webb Simpson,50.00%,6,12
43,0,40115,Adam Svensson,50.00%,6,12
43,0,51894,Vince Whaley,50.00%,7,14
43,0,45242,Kevin Yu,50.00%,5,10
58,0,58168,Davis Thompson,46.67%,7,15
59,0,34255,Joseph Bramlett,46.15%,6,13
59,0,51997,Andrew Novak,46.15%,6,13
59,0,50493,Justin Suh,46.15%,6,13
