RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
47,0,28486,Michael Putnam,115.73,5323.67,46
48,0,21805,Harrison Frazar,115.71,4512.88,39
48,0,30946,Alex Prugh,115.71,7058.12,61
50,0,31557,Jim Herman,115.60,5317.67,46
51,0,24980,Scott Gutschewski,115.45,5079.99,44
52,0,34255,Joseph Bramlett,115.36,5768.17,50
53,0,06573,Brandt Jobe,115.29,7955.03,69
54,0,09011,David Duval,115.22,5645.88,49
55,0,24361,Pat Perez,115.20,7027.13,61
56,0,20766,Padraig Harrington,115.15,4375.57,38
57,0,27214,Kevin Streelman,115.06,7133.55,62
58,0,20157,Retief Goosen,114.98,4369.35,38
59,0,20229,Stewart Cink,114.91,5285.71,46
59,0,26289,Boo Weekley,114.91,5630.56,49
61,0,22405,Justin Rose,114.89,7353.19,64
62,0,23320,Ryan Palmer,114.87,7007.05,61
63,0,29718,Anthony Kim,114.85,6891.28,60
64,0,24925,Jonathan Byrd,114.84,7809.19,68
65,0,29910,Blake Adams,114.75,9065.40,79
66,0,32366,Kevin Chappell,114.65,6306.00,55
66,0,33419,Cameron Tringale,114.65,9974.98,87
68,0,32102,Rickie Fowler,114.53,7444.16,65
69,0,22913,John Rollins,114.50,8014.95,70
70,0,23638,Brendon de Jonge,114.45,10071.62,88
71,0,23718,Nathan Green,114.29,6286.01,55
72,0,20098,Stuart Appleby,114.24,6740.39,59
73,0,10585,Scott McCarron,114.18,5366.38,47
74,0,01116,Michael Bradley,114.14,6163.44,54
75,0,08725,Tom Gillis,114.11,5591.34,49
75,0,28158,Steve Marino,114.11,7417.40,65
77,0,20070,Matt Bettencourt,114.05,7869.40,69
78,0,30750,Tommy Gainey,113.92,9455.30,83
78,0,24663,Y.E. Yang,113.92,4784.81,42
80,0,23623,Bo Van Pelt,113.85,7628.17,67
81,0,23621,Rory Sabbatini,113.79,6144.55,54
82,0,29221,Webb Simpson,113.69,9663.90,85
83,0,33413,Ben Martin,113.55,5109.65,45
84,0,12510,Chad Campbell,113.54,8629.32,76
84,0,29518,Brendan Steele,113.54,8061.28,71
86,0,28475,Jeff Overton,113.50,8058.44,71
87,0,31202,William McGirt,113.49,9646.58,85
88,0,26596,Ryan Moore,113.45,6580.21,58
89,0,31193,Jim Renner,113.36,5441.47,48
90,0,26679,Kevin Stadler,113.34,6913.64,61
91,0,29720,Andres Gonzales,113.25,4643.26,41
92,0,25396,Kevin Na,113.12,5542.71,49
93,0,25572,Graeme McDowell,113.10,4184.82,37
94,0,27770,Camilo Villegas,113.09,5880.56,52
95,0,22046,Geoff Ogilvy,113.08,5880.20,52
96,0,26881,Jarrod Lyle,113.05,6669.87,59
96,0,06567,Vijay Singh,113.05,8139.62,72
98,0,23353,J.J. Henry,112.85,8463.65,75
99,0,32150,Michael Thompson,112.66,6083.80,54
100,0,26287,Roland Thatcher,112.62,5518.18,49
101,0,23548,Bill Lunde,112.60,8332.19,74
102,0,28679,Fabián Gómez,112.59,5291.70,47
103,0,20572,Rod Pampling,112.56,5290.18,47
104,0,21731,Freddie Jacobson,112.49,7311.85,65
105,0,06522,Ernie Els,112.42,5958.36,53
106,0,27963,Chris Stroud,112.26,8194.70,73
107,0,01577,Lee Janzen,112.16,4710.81,42
108,0,10885,Robert Allenby,112.11,7287.35,65
109,0,12782,Tim Herron,112.03,7281.76,65
110,0,23983,Luke Donald,111.97,5374.76,48
111,0,30926,Chris Kirk,111.92,8393.84,75
112,0,27974,Sung Kang,111.83,4361.43,39
113,0,24781,Hunter Mahan,111.76,8270.44,74
114,0,32640,Troy Merritt,111.60,5245.07,47
115,0,21350,Ryuji Imada,111.59,8368.98,75
116,0,25834,Daniel Summerhays,111.49,6243.45,56
117,0,20160,Charlie Wi,111.43,7465.62,67
118,0,06621,Joe Durant,111.39,5680.82,51
119,0,29420,Billy Horschel,111.38,6348.68,57
120,0,28087,Kris Blanks,111.33,8460.77,76
121,0,06515,Shaun Micheel,111.27,5897.36,53
122,0,26758,David Hearn,111.21,7340.19,66
123,0,32876,Martin Piller,111.20,4892.93,44
124,0,25457,Alexandre Rocha,111.16,4335.38,39
125,0,21949,Joe Ogilvie,111.08,5776.28,52
126,0,24604,Hunter Haas,110.99,8435.40,76
127,0,07867,Woody Austin,110.98,4661.25,42
128,0,20498,Briny Baird,110.96,4438.39,40
129,0,06527,Steve Stricker,110.94,6212.40,56
130,0,25345,Carl Pettersson,110.92,9316.89,84
131,0,29478,Kevin Kisner,110.83,5541.32,50
132,0,24290,D.J. Brigman,110.76,4984.25,45
133,0,24357,K.J. Choi,110.60,6635.72,60
134,0,27933,John Merrick,110.48,6187.03,56
135,0,27649,Brandt Snedeker,110.45,7400.22,67
136,0,23108,Matt Kuchar,110.41,7949.55,72
136,0,26476,Chez Reavie,110.41,8060.11,73
138,0,08375,Paul Stankowski,110.37,6291.03,57
139,0,27466,Spencer Levin,110.35,9490.39,86
140,0,25240,D.A. Points,110.20,7383.50,67
141,0,10733,Kent Jones,110.17,6279.51,57
142,0,12652,Cameron Beckman,110.15,6388.93,58
143,0,01766,Billy Mayfair,110.12,8699.40,79
144,0,25686,Jason Dufner,110.11,6826.57,62
145,0,24138,Ian Poulter,110.02,4400.97,40
146,0,20593,Greg Chalmers,109.98,7368.99,67
147,0,26668,Marc Turnesa,109.84,3844.42,35
148,0,06004,Stephen Ames,109.67,5373.86,49
149,0,23800,Bryce Molder,109.64,6578.25,60
150,0,26951,Johnson Wagner,109.59,7671.25,70
151,0,33911,Nate Smith,109.23,4915.30,45
152,0,22961,David Mathis,109.13,6001.99,55
153,0,01948,Tim Petrovic,109.11,7310.70,67
154,0,12602,Dean Wilson,109.08,5453.84,50
155,0,24507,Jason Bohn,108.98,7083.99,65
156,0,21407,Arjun Atwal,108.94,7952.49,73
157,0,07457,Steve Flesch,108.93,6644.67,61
158,0,23673,Michael Connell,108.92,7406.88,68
159,0,23541,Ben Crane,108.85,6530.85,60
160,0,10809,Jim Furyk,108.71,7065.96,65
161,0,23325,Vaughn Taylor,108.65,8149.09,75
162,0,01313,Steve Elkington,108.64,3802.34,35
163,0,23614,Rich Beem,108.61,4561.82,42
164,0,10860,Justin Leonard,108.38,6828.11,63
165,0,30711,Colt Knost,108.37,6394.03,59
166,0,27939,Matt McQuillan,108.36,4009.45,37
167,0,06251,Chris DiMarco,108.29,7904.96,73
167,0,25444,Justin Hicks,108.29,4331.74,40
169,0,08537,J.P. Hayes,107.95,4318.10,40
170,0,10505,Shane Bertsch,107.89,4747.27,44
171,0,26420,Richard Johnson,107.88,5178.47,48
172,0,22621,Ben Curtis,107.66,6136.77,57
173,0,21878,Mark Wilson,107.61,8070.65,75
174,0,20127,Chris Riley,107.56,6130.72,57
175,0,20472,Alex Cejka,107.55,4624.64,43
176,0,20436,Garrett Willis,107.03,4923.28,46
177,0,24024,Zach Johnson,106.92,7163.32,67
178,0,08075,Jerry Kelly,106.61,7143.01,67
179,0,21753,Brian Davis,106.40,9256.40,87
180,0,02206,David Toms,106.24,6162.00,58
181,0,28620,Aron Price,106.16,4564.70,43
182,0,22293,Heath Slocum,106.13,7853.57,74
183,0,01797,Rocco Mediate,106.02,4665.04,44
184,0,06643,Paul Goydos,105.70,6764.73,64
185,0,22348,Nick O'Hern,104.55,6377.78,61
186,0,19846,Brian Gay,103.39,7340.91,71
