RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,19846,Brian Gay,64.82,398,614
2,0,20127,Chris Riley,64.75,191,295
3,0,01928,Corey Pavin,64.43,317,492
4,0,20160,Charlie Wi,63.14,370,586
5,0,20498,Briny Baird,62.43,354,567
6,0,08931,Glen Day,62.37,232,372
7,0,10423,Mike Weir,62.27,345,554
8,0,08385,Omar Uresti,62.19,273,439
9,0,20623,Gavin Coles,62.13,169,272
10,0,12782,Tim Herron,62.03,392,632
11,0,01941,Tom Pernice Jr.,61.90,416,672
12,0,06527,Steve Stricker,61.83,290,469
13,0,25396,Kevin Na,61.79,393,636
14,0,23108,Matt Kuchar,61.73,329,533
14,0,12680,Shigeki Maruyama,61.73,200,324
16,0,23541,Ben Crane,61.51,326,530
17,0,21753,Brian Davis,61.39,415,676
18,0,10505,Shane Bertsch,61.35,381,621
19,0,08845,Scott Sterling,61.25,294,480
20,0,06575,Dudley Hart,61.12,261,427
21,0,20766,Padraig Harrington,61.02,216,354
22,0,22348,Nick O'Hern,61.01,313,513
23,0,12660,Jesper Parnevik,60.98,361,592
24,0,07547,Craig Kanada,60.55,241,398
25,0,06595,Kevin Sutherland,60.43,339,561
26,0,01810,Phil Mickelson,60.42,290,480
27,0,02223,Bob Tway,60.37,227,376
28,0,25349,Tim Wilkinson,60.33,327,542
29,0,10809,Jim Furyk,60.32,339,562
30,0,20098,Stuart Appleby,60.24,347,576
31,0,21878,Mark Wilson,60.13,383,637
32,0,23718,Nathan Green,60.12,413,687
33,0,01320,Bob Estes,60.08,298,496
34,0,21350,Ryuji Imada,60.07,334,556
34,0,10860,Justin Leonard,60.07,343,571
34,0,01766,Billy Mayfair,60.07,355,591
37,0,23125,Brad Elder,60.00,231,385
38,0,22046,Geoff Ogilvy,59.91,263,439
39,0,22548,Patrick Sheehan,59.86,440,735
40,0,23048,Eric Axley,59.84,456,762
41,0,26668,Marc Turnesa,59.71,326,546
42,0,24449,Parker McLachlin,59.61,338,567
43,0,22913,John Rollins,59.39,367,618
44,0,07457,Steve Flesch,59.34,359,605
45,0,29718,Anthony Kim,59.32,296,499
46,0,22621,Ben Curtis,59.20,296,500
47,0,01142,Bart Bryant,59.18,303,512
48,0,26596,Ryan Moore,59.07,293,496
49,0,25345,Carl Pettersson,59.00,426,722
50,0,20663,Brenden Pappas,58.93,221,375
51,0,06567,Vijay Singh,58.92,261,443
52,0,26476,Chez Reavie,58.91,347,589
53,0,20382,Stephen Leaney,58.81,197,335
53,0,01948,Tim Petrovic,58.81,347,590
55,0,28158,Steve Marino,58.78,385,655
56,0,27214,Kevin Streelman,58.77,372,633
57,0,06004,Stephen Ames,58.72,303,516
58,0,02002,John Riegger,58.70,216,368
59,0,10585,Scott McCarron,58.65,234,399
60,0,22371,Aaron Baddeley,58.52,292,499
61,0,27060,John Mallinger,58.51,392,670
62,0,26300,Matt Jones,58.39,362,620
62,0,21949,Joe Ogilvie,58.39,362,620
64,0,06012,Greg Kraft,58.35,234,401
65,0,23135,Tim Clark,58.32,340,583
65,0,10875,Todd Demsey,58.32,284,487
67,0,23157,Richard Johnson,58.29,327,561
68,0,22806,Doug LaBelle II,58.27,215,369
69,0,12652,Cameron Beckman,58.23,283,486
70,0,25190,Jeff Quinney,58.19,348,598
71,0,01226,Fred Couples,58.18,217,373
72,0,24925,Jonathan Byrd,58.13,329,566
73,0,08537,J.P. Hayes,58.09,273,470
74,0,06643,Paul Goydos,58.08,302,520
75,0,22293,Heath Slocum,58.04,361,622
76,0,20157,Retief Goosen,58.02,246,424
77,0,20574,Mathew Goggin,58.00,308,531
78,0,01313,Steve Elkington,57.92,289,499
79,0,01553,John Huston,57.91,161,278
80,0,20105,Jeff Gove,57.89,154,266
81,0,21731,Freddie Jacobson,57.84,310,536
82,0,20104,Ken Duke,57.82,425,735
83,0,08075,Jerry Kelly,57.76,320,554
83,0,02239,Scott Verplank,57.76,294,509
85,0,25562,Andres Romero,57.75,287,497
85,0,28780,Nicholas Thompson,57.75,410,710
87,0,11032,Frank Lickliter II,57.64,400,694
88,0,25720,Chad Collins,57.63,268,465
89,0,21209,Sergio Garcia,57.59,239,415
90,0,01945,Kenny Perry,57.57,327,568
91,0,01577,Lee Janzen,57.52,306,532
92,0,23325,Vaughn Taylor,57.50,368,640
93,0,12716,Charley Hoffman,57.42,321,559
94,0,28089,Jason Day,57.26,288,503
95,0,24357,K.J. Choi,57.24,249,435
95,0,20850,Daniel Chopra,57.24,344,601
97,0,26420,Richard Johnson,57.23,194,339
97,0,07749,Brett Quigley,57.23,285,498
97,0,12602,Dean Wilson,57.23,372,650
100,0,27649,Brandt Snedeker,57.22,317,554
101,0,01677,Tom Lehman,57.19,191,334
101,0,27095,Nick Watney,57.19,314,549
103,0,24024,Zach Johnson,57.14,280,490
103,0,26951,Johnson Wagner,57.14,316,553
105,0,10733,Kent Jones,57.10,193,338
106,0,26289,Boo Weekley,57.08,274,480
107,0,20634,Peter Lonard,57.01,317,556
108,0,26695,Michael Letzig,56.94,316,555
109,0,01797,Rocco Mediate,56.83,333,586
110,0,06197,Michael Allen,56.78,310,546
111,0,26500,Alejandro Cañizares,56.71,169,298
112,0,06522,Ernie Els,56.61,197,348
113,0,01139,Olin Browne,56.47,262,464
114,0,06251,Chris DiMarco,56.45,324,574
115,0,25900,Lucas Glover,56.44,320,567
116,0,21961,Charles Howell III,56.42,334,592
117,0,27936,Martin Laird,56.41,308,546
118,0,23497,Tag Ridings,56.39,322,571
118,0,23623,Bo Van Pelt,56.39,322,571
120,0,24138,Ian Poulter,56.34,200,355
121,0,20378,Mathias Grönberg,56.29,313,556
122,0,23621,Rory Sabbatini,56.25,261,464
123,0,21959,Ted Purdy,56.22,208,370
124,0,24361,Pat Perez,56.20,308,548
125,0,28475,Jeff Overton,56.18,359,639
126,0,10649,Tom Scherrer,56.17,173,308
127,0,23540,Jason Allred,56.14,215,383
128,0,20443,Jin Park,56.12,289,515
129,0,20572,Rod Pampling,56.11,294,524
130,0,24912,Will MacKenzie,56.09,221,394
131,0,23778,Brad Adamonis,56.08,286,510
132,0,01035,Tommy Armour III,55.91,246,440
133,0,01724,Jeff Maggert,55.85,291,521
134,0,24140,Sean O'Hair,55.79,289,518
134,0,25632,Jimmy Walker,55.79,241,432
136,0,22892,Jason Gore,55.73,311,558
137,0,24663,Y.E. Yang,55.72,297,533
138,0,23320,Ryan Palmer,55.70,210,377
139,0,23788,D.J. Trahan,55.69,318,571
140,0,20472,Alex Cejka,55.68,255,458
141,0,01707,Steve Lowery,55.64,301,541
142,0,20229,Stewart Cink,55.60,268,482
143,0,23353,J.J. Henry,55.59,333,599
144,0,06034,Marco Dawson,55.58,219,394
145,0,21461,Kenneth Ferrie,55.56,225,405
145,0,01706,Davis Love III,55.56,275,495
147,0,07867,Woody Austin,55.48,334,602
148,0,24924,Bill Haas,55.31,302,546
149,0,10885,Robert Allenby,55.26,315,570
