RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,24502,Adam Scott,84.26,498,591
2,0,20229,Stewart Cink,83.10,413,497
3,0,25364,Paul Casey,82.24,551,670
4,0,40026,Daniel Berger,81.68,575,704
5,0,23320,Ryan Palmer,81.56,566,694
6,0,30925,Dustin Johnson,81.31,535,658
7,0,29518,Brendan Steele,81.10,575,709
8,0,24358,Robert Garrigus,81.02,397,490
9,0,27064,Jhonattan Vegas,80.98,596,736
10,0,20691,Greg Owen,80.92,543,671
11,0,26329,Louis Oosthuizen,80.87,389,481
12,0,25900,Lucas Glover,80.71,544,674
13,0,32102,Rickie Fowler,80.63,512,635
14,0,28237,Rory McIlroy,80.57,427,530
15,0,28089,Jason Day,80.37,393,489
16,0,31323,Gary Woodland,80.28,578,720
17,0,34264,Hudson Swafford,80.16,715,892
18,0,34098,Russell Henley,80.15,537,670
19,0,27141,J.B. Holmes,80.07,430,537
20,0,27936,Martin Laird,80.03,481,601
20,0,26951,Johnson Wagner,80.03,589,736
22,0,29485,Brett Stegmaier,79.92,577,722
23,0,25493,Nick Taylor,79.87,504,631
24,0,32618,Rhein Gibson,79.80,316,396
25,0,34563,Chesson Hadley,79.78,497,623
26,0,25686,Jason Dufner,79.75,713,894
27,0,23353,J.J. Henry,79.64,438,550
28,0,31646,Emiliano Grillo,79.55,673,846
29,0,26331,Charl Schwartzel,79.46,441,555
30,0,29476,Kyle Reifers,79.45,804,1012
30,0,36699,Patrick Rodgers,79.45,545,686
32,0,28114,Dawie van der Walt,79.35,442,557
33,0,21961,Charles Howell III,79.34,530,668
34,0,30692,Scott Stallings,79.17,441,557
35,0,29745,Tyler Aldridge,79.15,505,638
36,0,21209,Sergio Garcia,79.14,349,441
36,0,34265,Will Wilcox,79.14,425,537
38,0,10809,Jim Furyk,79.13,398,503
38,0,33122,Russell Knox,79.13,675,853
40,0,33413,Ben Martin,79.08,605,765
41,0,32200,Roberto Castro,79.04,743,940
41,0,35300,Andrew Loupe,79.04,377,477
43,0,22371,Aaron Baddeley,78.99,545,690
44,0,20645,John Senden,78.95,570,722
45,0,22405,Justin Rose,78.69,395,502
46,0,29420,Billy Horschel,78.66,468,595
47,0,28132,Tyrone Van Aswegen,78.65,593,754
48,0,20472,Alex Cejka,78.55,487,620
48,0,34099,Harris English,78.55,586,746
50,0,25632,Jimmy Walker,78.42,436,556
51,0,30110,Kyle Stanley,78.40,628,801
52,0,33141,Keegan Bradley,78.38,580,740
53,0,29725,Tony Finau,78.34,546,697
54,0,24924,Bill Haas,78.32,560,715
55,0,28158,Steve Marino,78.24,435,556
55,0,37189,Harold Varner III,78.24,597,763
57,0,32839,Hideki Matsuyama,78.23,496,634
58,0,35879,Kelly Kraft,78.11,389,498
58,0,30163,Henrik Norlander,78.11,464,594
60,0,25804,Bubba Watson,78.09,417,534
61,0,23108,Matt Kuchar,78.07,687,880
62,0,27974,Sung Kang,78.06,562,720
63,0,24846,Ricky Barnes,78.01,550,705
63,0,24140,Sean O'Hair,78.01,571,732
65,0,33419,Cameron Tringale,78.00,500,641
