RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,20229,Stewart Cink,88.24,210,238,-0.45
2,0,25349,Tim Wilkinson,87.50,196,224,-0.41
3,0,29420,Billy Horschel,86.57,232,268,-0.48
4,0,20645,John Senden,86.42,331,383,-0.39
5,0,23353,J.J. Henry,86.39,254,294,-0.35
6,0,33141,Keegan Bradley,86.11,248,288,-0.45
7,0,32102,Rickie Fowler,85.91,317,369,-0.50
8,0,25900,Lucas Glover,85.87,316,368,-0.43
9,0,29289,S.Y. Noh,85.85,279,325,-0.52
10,0,27942,Rob Oppenheim,85.65,203,237,-0.36
11,0,10809,Jim Furyk,85.63,137,160,-0.42
11,0,21209,Sergio Garcia,85.63,143,167,-0.45
13,0,24502,Adam Scott,85.51,242,283,-0.49
14,0,20572,Rod Pampling,85.48,159,186,-0.34
15,0,24912,Will MacKenzie,85.31,273,320,-0.37
16,0,33461,Morgan Hoffmann,85.16,264,310,-0.48
17,0,23638,Brendon de Jonge,85.09,274,322,-0.40
18,0,32200,Roberto Castro,84.90,388,457,-0.45
19,0,29518,Brendan Steele,84.55,312,369,-0.44
20,0,25396,Kevin Na,84.53,235,278,-0.43
21,0,34262,Jon Curran,84.52,284,336,-0.45
22,0,32839,Hideki Matsuyama,84.51,251,297,-0.51
23,0,20472,Alex Cejka,84.45,239,283,-0.44
24,0,23108,Matt Kuchar,84.38,324,384,-0.52
25,0,31646,Emiliano Grillo,84.36,302,358,-0.49
26,0,24357,K.J. Choi,84.32,242,287,-0.42
27,0,33419,Cameron Tringale,84.31,274,325,-0.46
28,0,34264,Hudson Swafford,84.26,423,502,-0.45
29,0,29461,Jamie Lovemark,84.22,427,507,-0.47
30,0,23621,Rory Sabbatini,84.19,181,215,-0.38
31,0,10885,Robert Allenby,84.15,154,183,-0.34
32,0,33413,Ben Martin,84.02,326,388,-0.49
33,0,24781,Hunter Mahan,83.92,240,286,-0.44
34,0,26289,Boo Weekley,83.86,317,378,-0.49
35,0,12510,Chad Campbell,83.80,300,358,-0.46
36,0,28679,Fabián Gómez,83.78,310,370,-0.46
37,0,24024,Zach Johnson,83.74,273,326,-0.44
38,0,40026,Daniel Berger,83.72,288,344,-0.47
39,0,28237,Rory McIlroy,83.65,266,318,-0.48
40,0,31323,Gary Woodland,83.62,337,403,-0.50
41,0,25632,Jimmy Walker,83.55,315,377,-0.58
42,0,02206,David Toms,83.54,198,237,-0.36
43,0,25804,Bubba Watson,83.52,294,352,-0.46
44,0,21961,Charles Howell III,83.41,357,428,-0.48
45,0,24461,Thomas Aiken,83.33,190,228,-0.46
45,0,24507,Jason Bohn,83.33,225,270,-0.50
47,0,35545,Blayne Barber,83.19,282,339,-0.49
47,0,28089,Jason Day,83.19,282,339,-0.56
49,0,29476,Kyle Reifers,83.16,395,475,-0.40
50,0,30692,Scott Stallings,83.13,266,320,-0.42
51,0,24140,Sean O'Hair,83.08,383,461,-0.46
52,0,25818,Scott Piercy,83.05,294,354,-0.50
53,0,25686,Jason Dufner,82.96,331,399,-0.44
54,0,26596,Ryan Moore,82.92,233,281,-0.50
54,0,27064,Jhonattan Vegas,82.92,369,445,-0.46
56,0,20691,Greg Owen,82.87,295,356,-0.38
57,0,26951,Johnson Wagner,82.85,314,379,-0.40
58,0,29926,Danny Lee,82.80,284,343,-0.50
59,0,25572,Graeme McDowell,82.76,168,203,-0.43
60,0,34431,Robert Streb,82.66,267,323,-0.37
60,0,28132,Tyrone Van Aswegen,82.66,305,369,-0.41
62,0,29485,Brett Stegmaier,82.63,314,380,-0.43
63,0,25198,Francesco Molinari,82.59,223,270,-0.47
64,0,26331,Charl Schwartzel,82.58,237,287,-0.47
65,0,24924,Bill Haas,82.54,279,338,-0.38
66,0,30925,Dustin Johnson,82.45,357,433,-0.54
67,0,35879,Kelly Kraft,82.43,197,239,-0.44
68,0,27649,Brandt Snedeker,82.41,314,381,-0.47
69,0,24846,Ricky Barnes,82.40,309,375,-0.45
70,0,23541,Ben Crane,82.37,229,278,-0.43
71,0,21878,Mark Wilson,82.25,190,231,-0.34
72,0,26329,Louis Oosthuizen,82.24,176,214,-0.41
73,0,33448,Justin Thomas,82.07,357,435,-0.45
74,0,27770,Camilo Villegas,82.01,269,328,-0.43
75,0,24490,George McNeill,81.95,168,205,-0.43
76,0,29223,Sam Saunders,81.93,204,249,-0.44
77,0,29745,Tyler Aldridge,81.90,276,337,-0.42
78,0,30926,Chris Kirk,81.89,303,370,-0.46
79,0,37455,Si Woo Kim,81.87,456,557,-0.46
80,0,30711,Colt Knost,81.82,261,319,-0.42
81,0,34099,Harris English,81.73,264,323,-0.51
82,0,30163,Henrik Norlander,81.68,214,262,-0.47
83,0,37454,Whee Kim,81.65,258,316,-0.40
83,0,34466,Peter Malnati,81.65,316,387,-0.37
83,0,36699,Patrick Rodgers,81.65,356,436,-0.45
86,0,37189,Harold Varner III,81.64,369,452,-0.44
87,0,31420,Anirban Lahiri,81.62,191,234,-0.45
87,0,27214,Kevin Streelman,81.62,293,359,-0.37
89,0,36689,Brooks Koepka,81.57,301,369,-0.50
90,0,22046,Geoff Ogilvy,81.54,212,260,-0.44
91,0,33399,Adam Hadwin,81.53,340,417,-0.49
92,0,32757,Patton Kizzire,81.50,282,346,-0.51
93,0,32640,Troy Merritt,81.47,277,340,-0.45
94,0,33122,Russell Knox,81.44,272,334,-0.39
95,0,26758,David Hearn,81.40,302,371,-0.43
96,0,25364,Paul Casey,81.39,223,274,-0.50
97,0,34174,John Huh,81.29,252,310,-0.39
98,0,34098,Russell Henley,81.28,304,374,-0.37
98,0,25834,Daniel Summerhays,81.28,317,390,-0.51
100,0,27936,Martin Laird,81.27,295,363,-0.46
101,0,27974,Sung Kang,81.11,292,360,-0.46
102,0,29221,Webb Simpson,81.08,240,296,-0.41
103,0,29725,Tony Finau,81.05,372,459,-0.48
104,0,32366,Kevin Chappell,80.92,318,393,-0.45
105,0,26851,Marc Leishman,80.89,254,314,-0.48
106,0,06567,Vijay Singh,80.85,266,329,-0.45
107,0,24358,Robert Garrigus,80.81,240,297,-0.47
108,0,23983,Luke Donald,80.80,202,250,-0.40
108,0,35451,Scott Pinckney,80.80,303,375,-0.45
110,0,20157,Retief Goosen,80.72,180,223,-0.48
111,0,22405,Justin Rose,80.66,246,305,-0.48
112,0,27466,Spencer Levin,80.65,300,372,-0.46
112,0,30110,Kyle Stanley,80.65,300,372,-0.40
114,0,31416,Derek Fathauer,80.61,291,361,-0.43
115,0,20098,Stuart Appleby,80.57,253,314,-0.45
116,0,45526,Abraham Ancer,80.54,149,185,-0.39
117,0,32448,James Hahn,80.47,276,343,-0.43
118,0,27436,Graham DeLaet,80.46,243,302,-0.48
119,0,23800,Bryce Molder,80.45,251,312,-0.44
120,0,28114,Dawie van der Walt,80.42,267,332,-0.42
121,0,29720,Andres Gonzales,80.35,274,341,-0.39
121,0,27963,Chris Stroud,80.35,274,341,-0.43
123,0,25720,Chad Collins,80.29,224,279,-0.42
124,0,34046,Jordan Spieth,80.24,264,329,-0.54
125,0,29478,Kevin Kisner,80.06,281,351,-0.49
126,0,46440,Smylie Kaufman,80.00,364,455,-0.49
127,0,27644,Brian Harman,79.96,399,499,-0.47
128,0,25493,Nick Taylor,79.95,303,379,-0.41
129,0,28475,Jeff Overton,79.86,234,293,-0.37
130,0,32150,Michael Thompson,79.85,214,268,-0.45
131,0,24494,Erik Compton,79.84,206,258,-0.42
132,0,37273,Derek Ernst,79.83,190,238,-0.36
133,0,08075,Jerry Kelly,79.79,229,287,-0.41
134,0,06527,Steve Stricker,79.78,146,183,-0.45
135,0,26300,Matt Jones,79.76,264,331,-0.43
136,0,27129,Luke List,79.69,306,384,-0.48
137,0,25240,D.A. Points,79.55,140,176,-0.36
138,0,34265,Will Wilcox,79.51,225,283,-0.46
139,0,23325,Vaughn Taylor,79.34,265,334,-0.43
139,0,25892,Steve Wheatcroft,79.34,288,363,-0.44
141,0,27895,Jonas Blixt,79.28,264,333,-0.51
142,0,32876,Martin Piller,79.27,195,246,-0.43
143,0,35300,Andrew Loupe,79.24,374,472,-0.46
144,0,32618,Rhein Gibson,79.23,206,260,-0.40
145,0,36801,Mark Hubbard,79.19,331,418,-0.45
146,0,20848,Ángel Cabrera,79.15,205,259,-0.40
146,0,31202,William McGirt,79.15,334,422,-0.45
148,0,34563,Chesson Hadley,78.96,289,366,-0.37
149,0,31557,Jim Herman,78.90,273,346,-0.43
150,0,27141,J.B. Holmes,78.87,336,426,-0.45
150,0,10213,Dicky Pride,78.87,153,194,-0.37
152,0,20766,Padraig Harrington,78.83,175,222,-0.44
153,0,29268,Bronson Burgoon,78.76,267,339,-0.43
154,0,28158,Steve Marino,78.67,236,300,-0.40
155,0,26476,Chez Reavie,78.50,303,386,-0.44
156,0,34409,David Lingmerth,78.48,248,316,-0.41
157,0,21731,Freddie Jacobson,78.40,254,324,-0.49
158,0,23320,Ryan Palmer,78.25,367,469,-0.50
159,0,31560,Brian Stuard,78.17,197,252,-0.43
160,0,39975,Michael Kim,77.91,321,412,-0.40
161,0,40058,Zac Blair,77.81,284,365,-0.39
162,0,35539,Luke Guthrie,77.67,160,206,-0.46
163,0,35732,Wes Roach,77.63,170,219,-0.44
164,0,34360,Patrick Reed,77.52,362,467,-0.49
165,0,22371,Aaron Baddeley,77.50,279,360,-0.48
166,0,06522,Ernie Els,77.47,227,293,-0.44
167,0,20104,Ken Duke,77.45,182,235,-0.44
168,0,33667,Carlos Ortiz,77.19,264,342,-0.44
169,0,29974,Branden Grace,77.13,172,223,-0.38
170,0,33410,Andrew Landry,77.09,138,179,-0.42
171,0,22892,Jason Gore,77.02,238,309,-0.39
172,0,30927,Brendon Todd,76.89,183,238,-0.44
173,0,29479,Scott Brown,76.86,279,363,-0.42
174,0,34261,Scott Langley,76.85,229,298,-0.38
174,0,33204,Shane Lowry,76.85,156,203,-0.44
176,0,12716,Charley Hoffman,76.56,307,401,-0.43
177,0,35891,Cameron Smith,76.47,182,238,-0.39
178,0,01810,Phil Mickelson,76.19,240,315,-0.53
179,0,25274,Steven Bowditch,75.71,212,280,-0.43
180,0,29222,Billy Hurley III,75.66,202,267,-0.44
181,0,30944,Jason Kokrak,75.43,307,407,-0.45
182,0,27747,Hiroshi Iwata,75.00,225,300,-0.52
182,0,28092,D.H. Lee,75.00,162,216,-0.38
184,0,33418,Shawn Stefani,74.94,299,399,-0.37
185,0,35532,Tom Hoge,73.82,234,317,-0.44
