RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,10809,Jim Furyk,92.40,421,389
2,0,01887,Mark O'Meara,91.42,268,245
3,0,20157,Retief Goosen,91.36,301,275
4,0,01527,Scott Hoch,91.28,344,314
5,0,01329,Brad Faxon,91.00,411,374
6,0,12680,Shigeki Maruyama,90.63,395,358
7,0,10117,Bob Heintz,90.59,372,337
8,0,23800,Bryce Molder,90.40,427,386
9,0,12663,Phil Tataurangi,90.39,437,395
10,0,01475,Donnie Hammond,90.36,332,300
11,0,22913,John Rollins,90.24,717,647
12,0,02010,Loren Roberts,90.22,552,498
13,0,21633,Steve Allan,90.20,541,488
13,0,01666,Bernhard Langer,90.20,204,184
15,0,12782,Tim Herron,90.16,508,458
16,0,01577,Lee Janzen,90.08,484,436
17,0,01771,Blaine McCallister,90.05,412,371
18,0,07721,Pat Bates,90.00,550,495
19,0,08339,Spike McRoy,89.89,356,320
20,0,10107,Deane Pappas,89.86,483,434
21,0,01185,Brandel Chamblee,89.78,499,448
22,0,22046,Geoff Ogilvy,89.75,488,438
23,0,20574,Mathew Goggin,89.69,388,348
24,0,06595,Kevin Sutherland,89.66,406,364
24,0,08793,Tiger Woods,89.66,319,286
26,0,01797,Rocco Mediate,89.65,396,355
27,0,01378,David Frost,89.62,520,466
28,0,02106,Chris Smith,89.59,538,482
29,0,01928,Corey Pavin,89.58,384,344
30,0,01098,Jay Don Blake,89.44,587,525
31,0,01139,Olin Browne,89.43,596,533
32,0,07003,David Berganio Jr.,89.35,507,453
33,0,08535,Gary Nicklaus,89.34,347,310
34,0,01175,Jim Carter,89.21,482,430
34,0,02104,Jeff Sluman,89.21,667,595
36,0,23108,Matt Kuchar,89.19,407,363
37,0,06251,Chris DiMarco,89.16,535,477
38,0,01706,Davis Love III,89.13,469,418
39,0,20127,Chris Riley,89.09,550,490
40,0,19881,Robert Damron,89.08,522,465
41,0,09011,David Duval,89.06,393,350
41,0,06373,José María Olazábal,89.06,320,285
43,0,24925,Jonathan Byrd,89.05,539,480
44,0,01157,Tom Byrum,89.04,447,398
44,0,06573,Brandt Jobe,89.04,575,512
44,0,10860,Justin Leonard,89.04,502,447
44,0,11011,Mike Sposa,89.04,648,577
48,0,02245,Grant Waite,89.02,574,511
49,0,24937,Jess Daley,89.01,464,413
50,0,21961,Charles Howell III,89.00,600,534
51,0,01024,Billy Andrade,88.99,527,469
52,0,20095,Carl Paulson,88.97,535,476
53,0,02002,John Riegger,88.91,532,473
53,0,02223,Bob Tway,88.91,532,473
55,0,01761,Len Mattiace,88.84,636,565
56,0,10213,Dicky Pride,88.79,348,309
57,0,01361,Dan Forsman,88.78,508,451
58,0,20593,Greg Chalmers,88.77,472,419
59,0,19817,Michael Muehr,88.76,338,300
60,0,06567,Vijay Singh,88.65,564,500
61,0,01948,Tim Petrovic,88.59,482,427
62,0,06613,Tommy Tolles,88.57,385,341
63,0,01920,Craig Parry,88.56,437,387
64,0,08123,Jeff Brehaut,88.51,557,493
65,0,12510,Chad Campbell,88.49,617,546
66,0,08375,Paul Stankowski,88.48,512,453
67,0,06012,Greg Kraft,88.47,503,445
68,0,20105,Jeff Gove,88.45,580,513
69,0,02101,Joey Sindelar,88.44,623,551
70,0,01968,Nick Price,88.42,380,336
71,0,01313,Steve Elkington,88.40,388,343
72,0,12645,Brent Geiberger,88.35,498,440
72,0,10565,Ian Leggatt,88.35,541,478
74,0,06004,Stephen Ames,88.34,403,356
75,0,01035,Tommy Armour III,88.31,445,393
76,0,06315,Pete Jordan,88.26,460,406
77,0,01938,David Peoples,88.24,612,540
77,0,10912,Craig Perks,88.24,408,360
79,0,01766,Billy Mayfair,88.20,483,426
80,0,10201,Matt Gogel,88.19,432,381
81,0,02246,Duffy Waldorf,88.17,482,425
82,0,23125,Brad Elder,88.15,405,357
83,0,01307,Joel Edwards,88.10,605,533
84,0,06498,Matt Peterson,88.08,537,473
85,0,01320,Bob Estes,88.06,494,435
85,0,06617,Brian Henninger,88.06,402,354
87,0,02239,Scott Verplank,88.05,452,398
88,0,01381,Fred Funk,88.02,651,573
89,0,22293,Heath Slocum,88.00,500,440
90,0,06197,Michael Allen,87.99,408,359
91,0,06522,Ernie Els,87.94,340,299
92,0,08075,Jerry Kelly,87.90,537,472
93,0,06078,Esteban Toledo,87.89,512,450
94,0,10585,Scott McCarron,87.86,527,463
95,0,12823,Carlos Franco,87.85,675,593
96,0,24357,K.J. Choi,87.82,509,447
97,0,20229,Stewart Cink,87.81,443,389
98,0,07223,Brian Bateman,87.78,581,510
99,0,01203,Russ Cochran,87.76,392,344
100,0,01723,Andrew Magee,87.75,457,401
101,0,20572,Rod Pampling,87.71,480,421
102,0,10425,Jay Williamson,87.70,569,499
103,0,01249,John Daly,87.67,219,192
104,0,01619,Skip Kendall,87.66,559,490
105,0,02206,David Toms,87.65,583,511
106,0,19824,Craig Barlow,87.62,412,361
106,0,06332,Neal Lancaster,87.62,517,453
108,0,02322,Richard Zokol,87.59,274,240
109,0,23541,Ben Crane,87.58,475,416
109,0,10733,Kent Jones,87.58,636,557
111,0,02099,Scott Simpson,87.57,354,310
112,0,12652,Cameron Beckman,87.56,434,380
113,0,23614,Rich Beem,87.50,544,476
113,0,01945,Kenny Perry,87.50,536,469
115,0,12826,Paul Claxton,87.48,543,475
116,0,23903,Stephen Gangluff,87.47,471,412
117,0,01677,Tom Lehman,87.46,303,265
118,0,01142,Bart Bryant,87.44,430,376
119,0,06809,Bob Burns,87.40,524,458
120,0,06350,Bob May,87.36,538,470
121,0,06515,Shaun Micheel,87.33,600,524
122,0,01514,Eduardo Herrera,87.31,394,344
123,0,01569,Peter Jacobsen,87.30,370,323
124,0,20029,Notah Begay III,87.27,542,473
124,0,19972,José Coceres,87.27,267,233
126,0,11032,Frank Lickliter II,87.25,494,431
127,0,20498,Briny Baird,87.24,619,540
128,0,01941,Tom Pernice Jr.,87.22,540,471
129,0,20663,Brenden Pappas,87.21,383,334
130,0,06575,Dudley Hart,87.20,422,368
131,0,23621,Rory Sabbatini,87.19,320,279
132,0,01926,Steve Pate,87.17,304,265
133,0,08993,Franklin Langham,87.16,475,414
134,0,21805,Harrison Frazar,87.14,451,393
134,0,06643,Paul Goydos,87.14,412,359
134,0,08537,J.P. Hayes,87.14,412,359
137,0,01810,Phil Mickelson,87.13,536,467
138,0,08931,Glen Day,87.10,682,594
138,0,02133,Craig Stadler,87.10,310,270
140,0,08633,Per-Ulrik Johansson,87.04,463,403
141,0,20094,Jonathan Kaye,87.01,539,469
142,0,19846,Brian Gay,86.99,615,535
142,0,19958,Miguel Angel Jiménez,86.99,292,254
144,0,01685,J.L. Lewis,86.93,589,512
145,0,20502,Michael Long,86.92,474,412
146,0,12388,Michael Clark II,86.90,565,491
147,0,23177,Kenneth Staton,86.86,662,575
148,0,06016,Brad Lardon,86.80,341,296
149,0,23623,Bo Van Pelt,86.79,530,460
150,0,21209,Sergio Garcia,86.78,363,315
151,0,23983,Luke Donald,86.76,612,531
151,0,01724,Jeff Maggert,86.76,423,367
153,0,21949,Joe Ogilvie,86.73,324,281
154,0,02110,Jerry Smith,86.72,527,457
155,0,06527,Steve Stricker,86.71,286,248
156,0,02214,Kirk Triplett,86.70,391,339
157,0,07457,Steve Flesch,86.69,526,456
158,0,01388,Robert Gamez,86.58,462,400
159,0,08553,Lee Porter,86.52,534,462
160,0,07749,Brett Quigley,86.48,577,499
161,0,01161,Mark Calcavecchia,86.42,324,280
161,0,01457,Jay Haas,86.42,427,369
161,0,10457,Frank Nobilo,86.42,567,490
164,0,08881,Tripp Isenhour,86.41,449,388
164,0,01927,Dennis Paulson,86.41,515,445
166,0,20548,Hidemichi Tanaka,86.39,588,508
167,0,01132,Mark Brooks,86.36,528,456
168,0,02257,Brian Watts,86.32,307,265
