RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,01161,Mark Calcavecchia,25.25,202,51
2,0,01042,Paul Azinger,24.68,154,38
3,0,19846,Brian Gay,23.76,383,91
4,0,12753,David Morland IV,22.57,226,51
5,0,23541,Ben Crane,22.50,280,63
6,0,01024,Billy Andrade,22.45,343,77
7,0,01619,Skip Kendall,22.36,331,74
8,0,06004,Stephen Ames,22.27,256,57
9,0,20593,Greg Chalmers,22.22,306,68
10,0,12663,Phil Tataurangi,22.03,295,65
11,0,02206,David Toms,21.98,364,80
12,0,01945,Kenny Perry,21.88,352,77
13,0,06373,José María Olazábal,21.86,183,40
14,0,20127,Chris Riley,21.84,348,76
15,0,02246,Duffy Waldorf,21.57,306,66
16,0,21805,Harrison Frazar,20.91,287,60
17,0,01553,John Huston,20.89,316,66
18,0,23135,Tim Clark,20.87,254,53
19,0,23800,Bryce Molder,20.85,283,59
20,0,01666,Bernhard Langer,20.83,120,25
21,0,20229,Stewart Cink,20.58,277,57
22,0,01219,John Cook,20.52,229,47
23,0,01313,Steve Elkington,20.51,234,48
24,0,06522,Ernie Els,20.48,210,43
25,0,12652,Cameron Beckman,20.44,274,56
26,0,01706,Davis Love III,20.36,280,57
27,0,24361,Pat Perez,20.32,251,51
28,0,01249,John Daly,20.30,133,27
29,0,21633,Steve Allan,20.22,356,72
30,0,12645,Brent Geiberger,20.18,332,67
31,0,19972,José Coceres,20.13,159,32
31,0,12782,Tim Herron,20.13,313,63
33,0,23125,Brad Elder,20.08,259,52
34,0,23903,Stephen Gangluff,20.00,305,61
34,0,02322,Richard Zokol,20.00,185,37
36,0,01139,Olin Browne,19.95,391,78
37,0,01810,Phil Mickelson,19.79,288,57
38,0,12510,Chad Campbell,19.75,395,78
38,0,06613,Tommy Tolles,19.75,238,47
40,0,01920,Craig Parry,19.70,269,53
40,0,01926,Steve Pate,19.70,198,39
42,0,01320,Bob Estes,19.69,325,64
43,0,01527,Scott Hoch,19.47,226,44
44,0,19817,Michael Muehr,19.44,216,42
45,0,02099,Scott Simpson,19.35,217,42
46,0,02245,Grant Waite,19.33,388,75
47,0,01329,Brad Faxon,19.22,255,49
47,0,12680,Shigeki Maruyama,19.22,255,49
49,0,08553,Lee Porter,19.16,308,59
50,0,07749,Brett Quigley,19.15,329,63
51,0,02110,Jerry Smith,19.00,321,61
52,0,01457,Jay Haas,18.95,248,47
52,0,02133,Craig Stadler,18.95,190,36
54,0,24357,K.J. Choi,18.87,318,60
55,0,10423,Mike Weir,18.84,276,52
56,0,08537,J.P. Hayes,18.83,223,42
57,0,01014,Fulton Allem,18.75,224,42
58,0,01599,Steve Jones,18.70,230,43
59,0,10885,Robert Allenby,18.68,348,65
60,0,01577,Lee Janzen,18.64,338,63
61,0,01766,Billy Mayfair,18.63,306,57
62,0,19824,Craig Barlow,18.62,247,46
63,0,02104,Jeff Sluman,18.59,425,79
64,0,06350,Bob May,18.56,334,62
65,0,01132,Mark Brooks,18.53,286,53
66,0,23108,Matt Kuchar,18.50,254,47
67,0,23338,David Gossett,18.46,325,60
67,0,06332,Neal Lancaster,18.46,325,60
67,0,20634,Peter Lonard,18.46,260,48
70,0,08375,Paul Stankowski,18.43,331,61
71,0,01307,Joel Edwards,18.38,370,68
72,0,01226,Fred Couples,18.37,147,27
73,0,24925,Jonathan Byrd,18.35,316,58
74,0,20436,Garrett Willis,18.32,273,50
75,0,21259,Jason Hill,18.31,213,39
76,0,01378,David Frost,18.30,306,56
76,0,20566,Kaname Yokoo,18.30,224,41
78,0,21949,Joe Ogilvie,18.23,192,35
79,0,01707,Steve Lowery,18.21,313,57
80,0,12660,Jesper Parnevik,18.18,187,34
80,0,01927,Dennis Paulson,18.18,297,54
80,0,01928,Corey Pavin,18.18,253,46
83,0,23614,Rich Beem,18.13,331,60
84,0,06527,Steve Stricker,18.12,149,27
85,0,21806,Paul Gow,18.09,376,68
86,0,20043,Edward Fryatt,18.03,305,55
86,0,08545,Glen Hnatiuk,18.03,366,66
88,0,01948,Tim Petrovic,18.01,322,58
89,0,06809,Bob Burns,17.97,306,55
89,0,08633,Per-Ulrik Johansson,17.97,295,53
91,0,01388,Robert Gamez,17.93,251,45
92,0,10425,Jay Williamson,17.89,341,61
93,0,01142,Bart Bryant,17.87,291,52
94,0,01175,Jim Carter,17.83,286,51
95,0,01941,Tom Pernice Jr.,17.81,320,57
96,0,01098,Jay Don Blake,17.76,366,65
96,0,07457,Steve Flesch,17.76,321,57
98,0,01569,Peter Jacobsen,17.75,231,41
99,0,06012,Greg Kraft,17.73,299,53
