RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,01249,John Daly,90.6,1269,14
2,0,01706,Davis Love III,120.0,1800,15
3,0,02255,Denis Watson,122.1,1099,9
4,0,01890,Brett Ogle,126.0,1008,8
4,0,01975,Tom Purtzer,126.0,1008,8
6,0,02321,Fuzzy Zoeller,127.8,1278,10
7,0,02033,Dave Rummells,129.3,1422,11
8,0,01723,Andrew Magee,133.2,1332,10
9,0,01261,Jay Delsing,138.5,1800,13
10,0,01098,Jay Don Blake,139.1,1391,10
11,0,01550,Ed Humenik,139.5,1674,12
12,0,10795,Neale Smith,144.0,1008,7
13,0,01096,Phil Blackmar,144.5,1590,11
14,0,01846,Jodie Mudd,149.1,1044,7
15,0,06332,Neal Lancaster,150.0,1800,12
15,0,01690,Bruce Lietzke,150.0,900,6
17,0,01203,Russ Cochran,153.7,1691,11
18,0,02049,Gene Sauers,154.6,1701,11
19,0,01677,Tom Lehman,155.5,1710,11
20,0,01659,Massy Kuramoto,156.9,1098,7
21,0,08759,Tad Rhyan,158.0,1422,9
22,0,01226,Fred Couples,159.8,1278,8
23,0,02135,Mike Standly,166.2,1662,10
24,0,01200,Keith Clearwater,170.2,1872,11
25,0,01682,Wayne Levi,170.5,1364,8
26,0,01161,Mark Calcavecchia,171.0,1710,10
27,0,01837,Gil Morgan,172.0,1548,9
28,0,06006,JC Anderson,173.3,1386,8
29,0,06128,Steve Lamontagne,176.4,1764,10
30,0,01569,Peter Jacobsen,177.8,1422,8
31,0,06617,Brian Henninger,179.8,1618,9
32,0,01143,Brad Bryant,180.4,1804,10
33,0,02101,Joey Sindelar,181.3,1269,7
34,0,01408,Kelly Gibson,183.6,1836,10
35,0,02214,Kirk Triplett,184.0,1656,9
36,0,06197,Michael Allen,189.0,1512,8
37,0,02090,Tom Sieckmann,192.0,1728,9
38,0,01707,Steve Lowery,196.2,1962,10
39,0,01072,Chip Beck,198.0,1584,8
40,0,01549,Mike Hulbert,200.0,1800,9
41,0,02224,Greg Twiggs,200.3,1602,8
42,0,02256,Tom Watson,201.6,1008,5
43,0,06575,Dudley Hart,203.5,1628,8
44,0,01468,Gary Hallberg,204.8,1638,8
