RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,01378,David Frost,19.72,155,786
2,0,02256,Tom Watson,18.77,113,602
3,0,01724,Jeff Maggert,18.45,176,954
4,0,01876,Greg Norman,18.40,106,576
5,0,01771,Blaine McCallister,18.08,166,918
6,0,01226,Fred Couples,18.06,136,753
7,0,01553,John Huston,17.97,212,1180
8,0,01042,Paul Azinger,17.84,154,863
9,0,01928,Corey Pavin,17.75,170,958
10,0,01313,Steve Elkington,17.55,166,946
11,0,01920,Craig Parry,17.52,137,782
12,0,01306,David Edwards,17.49,145,829
13,0,01475,Donnie Hammond,17.42,151,867
14,0,01682,Wayne Levi,17.29,138,798
15,0,01633,Tom Kite,17.19,126,733
16,0,02146,Payne Stewart,17.05,169,991
17,0,01203,Russ Cochran,16.93,170,1004
18,0,01444,Ken Green,16.89,103,610
18,0,02321,Fuzzy Zoeller,16.89,126,746
20,0,01577,Lee Janzen,16.82,166,987
21,0,01200,Keith Clearwater,16.64,181,1088
22,0,01361,Dan Forsman,16.63,155,932
23,0,01968,Nick Price,16.58,125,754
24,0,01837,Gil Morgan,16.54,150,907
25,0,02267,D.A. Weibring,16.46,132,802
26,0,01701,Bob Lohr,16.44,146,888
27,0,01607,Brian Kamm,16.39,148,903
28,0,01385,Jim Gallagher Jr.,16.38,152,928
29,0,01381,Fred Funk,16.36,197,1204
30,0,06090,Jim McGovern,16.33,203,1243
31,0,01161,Mark Calcavecchia,16.30,165,1012
32,0,01755,Dick Mast,16.26,148,910
33,0,06086,Russell Beiersdorf,16.21,170,1049
34,0,02007,Larry Rinker,16.15,126,780
35,0,01329,Brad Faxon,16.11,145,900
35,0,06058,John Flannery,16.11,173,1074
37,0,01185,Brandel Chamblee,16.10,141,876
38,0,01331,Rick Fehr,16.04,166,1035
39,0,01677,Tom Lehman,16.02,161,1005
40,0,01457,Jay Haas,15.97,188,1177
41,0,02225,Howard Twitty,15.79,154,975
42,0,01527,Scott Hoch,15.78,155,982
43,0,01766,Billy Mayfair,15.77,184,1167
44,0,01891,David Ogrin,15.75,152,965
45,0,01945,Kenny Perry,15.66,151,964
46,0,01201,Lennie Clements,15.65,131,837
47,0,01706,Davis Love III,15.63,166,1062
48,0,01510,Nolan Henke,15.54,152,978
48,0,01823,Larry Mize,15.54,124,798
50,0,01864,Larry Nelson,15.53,91,586
51,0,02099,Scott Simpson,15.52,128,825
52,0,01468,Gary Hallberg,15.50,150,968
53,0,01024,Billy Andrade,15.42,148,960
54,0,01418,Bill Glasson,15.40,122,792
55,0,06012,Greg Kraft,15.39,117,760
56,0,02159,Curtis Strange,15.34,127,828
57,0,02206,David Toms,15.32,133,868
58,0,02135,Mike Standly,15.27,150,982
59,0,01388,Robert Gamez,15.26,130,852
60,0,01533,P.H. Horgan III,15.16,138,910
61,0,01098,Jay Don Blake,15.11,125,827
61,0,01219,John Cook,15.11,136,900
61,0,02131,Mike Springer,15.11,129,854
64,0,01619,Skip Kendall,15.06,150,996
65,0,02170,Hal Sutton,15.03,136,905
66,0,01320,Bob Estes,15.00,157,1047
67,0,02242,Lanny Wadkins,14.99,110,734
68,0,01014,Fulton Allem,14.91,143,959
69,0,01143,Brad Bryant,14.90,156,1047
69,0,02218,Ted Tryba,14.90,145,973
71,0,02279,Mark Wiebe,14.85,142,956
72,0,01196,Brian Claar,14.80,167,1128
73,0,02214,Kirk Triplett,14.79,142,960
74,0,01887,Mark O'Meara,14.78,132,893
75,0,02245,Grant Waite,14.77,140,948
76,0,01549,Mike Hulbert,14.73,156,1059
76,0,02090,Tom Sieckmann,14.73,146,991
78,0,01797,Rocco Mediate,14.72,135,917
79,0,01783,Mark McCumber,14.67,121,825
80,0,01958,Dan Pohl,14.66,79,539
81,0,01353,Bruce Fleisher,14.57,137,940
82,0,01569,Peter Jacobsen,14.56,121,831
83,0,06124,Patrick Burke,14.50,87,600
84,0,01495,Morris Hatalsky,14.49,91,628
85,0,01035,Tommy Armour III,14.43,85,589
86,0,01707,Steve Lowery,14.41,167,1159
86,0,01810,Phil Mickelson,14.41,112,777
