RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,02146,Payne Stewart,25.84
2,0,01707,Steve Lowery,24.84
3,0,01226,Fred Couples,23.89
4,0,01329,Brad Faxon,23.53
4,0,02159,Curtis Strange,23.53
6,0,01331,Rick Fehr,23.08
7,0,01928,Corey Pavin,22.77
8,0,01724,Jeff Maggert,22.67
9,0,01527,Scott Hoch,22.52
10,0,01945,Kenny Perry,22.48
11,0,01510,Nolan Henke,22.46
12,0,02246,Duffy Waldorf,22.18
13,0,01968,Nick Price,22.14
14,0,01783,Mark McCumber,22.11
15,0,06090,Jim McGovern,22.09
16,0,01569,Peter Jacobsen,21.99
17,0,01550,Ed Humenik,21.90
18,0,02090,Tom Sieckmann,21.71
19,0,01306,David Edwards,21.62
20,0,02133,Craig Stadler,21.60
21,0,02321,Fuzzy Zoeller,21.43
22,0,01958,Dan Pohl,21.38
23,0,01143,Brad Bryant,21.31
24,0,01823,Larry Mize,21.16
25,0,01418,Bill Glasson,21.14
26,0,02131,Mike Springer,21.12
27,0,01920,Craig Parry,21.10
28,0,01049,Ian Baker-Finch,21.08
28,0,01837,Gil Morgan,21.08
30,0,01219,John Cook,20.87
31,0,01468,Gary Hallberg,20.81
32,0,01810,Phil Mickelson,20.72
32,0,02279,Mark Wiebe,20.72
34,0,01116,Michael Bradley,20.69
34,0,01378,David Frost,20.69
34,0,02170,Hal Sutton,20.69
37,0,10195,Tim Conley,20.67
38,0,02007,Larry Rinker,20.63
39,0,01577,Lee Janzen,20.62
40,0,01766,Billy Mayfair,20.55
41,0,01564,David Jackson,20.50
42,0,02225,Howard Twitty,20.46
43,0,01559,Hale Irwin,20.37
44,0,01648,Billy Kratzert,20.31
45,0,01607,Brian Kamm,20.25
46,0,02224,Greg Twiggs,20.22
47,0,01201,Lennie Clements,20.19
48,0,02180,Harry Taylor,20.17
49,0,01196,Brian Claar,20.14
50,0,02099,Scott Simpson,20.10
51,0,01891,David Ogrin,20.07
52,0,01098,Jay Don Blake,20.00
52,0,06058,John Flannery,20.00
52,0,01846,Jodie Mudd,20.00
52,0,01926,Steve Pate,20.00
56,0,01771,Blaine McCallister,19.92
56,0,01887,Mark O'Meara,19.92
58,0,01723,Andrew Magee,19.80
59,0,05319,Gene Jones,19.79
60,0,01736,Roger Maltbie,19.75
61,0,06599,John Elliott,19.73
62,0,01374,Robin Freeman,19.71
63,0,01876,Greg Norman,19.59
64,0,01024,Billy Andrade,19.57
65,0,01161,Mark Calcavecchia,19.56
66,0,01042,Paul Azinger,19.47
67,0,01706,Davis Love III,19.44
68,0,02010,Loren Roberts,19.37
69,0,01797,Rocco Mediate,19.30
70,0,06086,Russell Beiersdorf,19.28
71,0,06012,Greg Kraft,19.21
72,0,01096,Phil Blackmar,19.13
73,0,01320,Bob Estes,19.11
74,0,01381,Fred Funk,19.09
75,0,02214,Kirk Triplett,18.95
76,0,01388,Robert Gamez,18.87
77,0,02298,Jim Woodward,18.63
78,0,01203,Russ Cochran,18.60
79,0,02322,Richard Zokol,18.48
80,0,01235,Ben Crenshaw,18.46
81,0,01014,Fulton Allem,18.42
81,0,06332,Neal Lancaster,18.42
83,0,02242,Lanny Wadkins,18.38
84,0,01444,Ken Green,18.34
85,0,02190,Doug Tewell,18.29
86,0,01690,Bruce Lietzke,18.18
87,0,01755,Dick Mast,18.15
88,0,01475,Donnie Hammond,18.05
89,0,01284,Mike Donald,17.96
90,0,01385,Jim Gallagher Jr.,17.93
91,0,01288,Ed Dougherty,17.89
92,0,01557,John Inman,17.88
93,0,06136,Mike Schuchart,17.84
94,0,01971,Dillard Pruitt,17.76
95,0,06617,Brian Henninger,17.75
96,0,01248,Rick Dalpos,17.74
97,0,01197,Bobby Clampett,17.72
97,0,06589,Jeff Woodland,17.72
99,0,06044,Scott Gump,17.69
100,0,01890,Brett Ogle,17.55
101,0,01435,Wayne Grady,17.49
102,0,02033,Dave Rummells,17.47
103,0,01549,Mike Hulbert,17.46
104,0,01185,Brandel Chamblee,17.43
105,0,01408,Kelly Gibson,17.42
106,0,02245,Grant Waite,17.41
107,0,02049,Gene Sauers,17.38
108,0,01218,Jeff Cook,17.37
109,0,01553,John Huston,17.36
110,0,02104,Jeff Sluman,17.34
111,0,02256,Tom Watson,17.31
112,0,01930,Eddie Pearce,17.30
113,0,01361,Dan Forsman,17.29
114,0,01129,Bill Britton,17.18
115,0,02135,Mike Standly,17.17
116,0,02218,Ted Tryba,17.10
117,0,01633,Tom Kite,17.06
118,0,06034,Marco Dawson,17.02
119,0,06128,Steve Lamontagne,17.01
120,0,01938,David Peoples,16.88
121,0,01682,Wayne Levi,16.74
122,0,06006,JC Anderson,16.73
123,0,01533,P.H. Horgan III,16.72
124,0,01864,Larry Nelson,16.57
125,0,01495,Morris Hatalsky,16.56
126,0,02185,Lance Ten Broeck,16.49
127,0,01307,Joel Edwards,16.47
128,0,01132,Mark Brooks,16.46
129,0,10207,Jimmy Johnston,16.41
130,0,02267,D.A. Weibring,16.40
131,0,08553,Lee Porter,16.39
132,0,06643,Paul Goydos,16.32
132,0,08759,Tad Rhyan,16.32
134,0,01200,Keith Clearwater,16.30
135,0,02100,Tim Simpson,16.29
136,0,01346,Ed Fiori,16.25
137,0,01353,Bruce Fleisher,16.19
138,0,01191,Barry Cheesman,16.15
138,0,02101,Joey Sindelar,16.15
140,0,01068,Andy Bean,16.07
141,0,02241,Bobby Wadkins,16.06
142,0,06197,Michael Allen,16.03
143,0,01072,Chip Beck,16.00
144,0,01975,Tom Purtzer,15.85
145,0,01457,Jay Haas,15.81
146,0,02303,Robert Wrenn,15.79
147,0,01323,Brad Fabel,15.75
148,0,01093,Ronnie Black,15.73
149,0,08045,Perry Moss,15.59
150,0,06566,Jaime Gomez,15.50
151,0,01701,Bob Lohr,15.38
152,0,01469,Dan Halldorson,15.36
153,0,01249,John Daly,15.35
154,0,06284,Jim Hallet,15.29
155,0,02206,David Toms,15.12
156,0,01715,Mark Lye,15.05
157,0,01443,Hubert Green,15.03
158,0,01261,Jay Delsing,14.91
159,0,01060,Dave Barr,14.90
160,0,01849,Bill Murchison,14.86
161,0,01006,John Adams,14.76
162,0,01390,Buddy Gardner,14.67
163,0,02294,Willie Wood,14.65
164,0,01313,Steve Elkington,14.61
165,0,02255,Denis Watson,14.58
166,0,01677,Tom Lehman,14.53
167,0,01035,Tommy Armour III,14.36
168,0,06575,Dudley Hart,14.29
169,0,02111,Mike Smith,14.23
170,0,01414,Bob Gilder,14.22
171,0,07569,Mark Carnevale,14.12
172,0,01619,Skip Kendall,14.04
173,0,01157,Tom Byrum,13.82
174,0,01659,Massy Kuramoto,13.42
175,0,02067,Ted Schulz,13.36
176,0,01761,Len Mattiace,13.24
177,0,06124,Patrick Burke,13.04
178,0,01934,Dave Peege,13.02
179,0,02217,Dennis Trixler,13.01
180,0,01946,Peter Persons,12.60
181,0,06691,Greg Cesario,12.55
182,0,01282,Trevor Dodds,12.18
183,0,06401,Marty Schiene,12.17
184,0,02201,Jim Thorpe,11.63
185,0,01725,John Mahaffey,11.11
185,0,02223,Bob Tway,11.11
187,0,10795,Neale Smith,10.58
188,0,06144,John Dowdall,10.55
189,0,06247,David Delong,8.74
