RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,32102,Rickie Fowler,1' 11",67.667,35,21
2,0,34431,Robert Streb,2' 0",88.083,44,149
3,0,25198,Francesco Molinari,2' 2",100.667,46,53
3,0,34046,Jordan Spieth,2' 2",96.000,45,9
5,0,32839,Hideki Matsuyama,2' 4",82.750,35,46
5,0,01810,Phil Mickelson,2' 4",78.667,34,4
7,0,24358,Robert Garrigus,2' 5",76.167,32,172
7,0,35300,Andrew Loupe,2' 5",113.750,47,175
7,0,25818,Scott Piercy,2' 5",108.667,45,117
7,0,25349,Tim Wilkinson,2' 5",87.583,36,10
11,0,25720,Chad Collins,2' 6",106.667,42,51
11,0,27644,Brian Harman,2' 6",163.667,66,38
11,0,34409,David Lingmerth,2' 6",138.000,56,71
11,0,33204,Shane Lowry,2' 6",67.167,27,169
11,0,28237,Rory McIlroy,2' 6",87.917,35,88
11,0,25396,Kevin Na,2' 6",145.750,58,89
11,0,26476,Chez Reavie,2' 6",143.000,57,15
11,0,27214,Kevin Streelman,2' 6",96.667,39,174
19,0,22371,Aaron Baddeley,2' 7",116.583,45,5
19,0,28679,Fabián Gómez,2' 7",117.833,45,132
19,0,35539,Luke Guthrie,2' 7",87.417,34,50
19,0,30925,Dustin Johnson,2' 7",95.083,37,70
19,0,26300,Matt Jones,2' 7",130.500,50,140
19,0,20572,Rod Pampling,2' 7",46.000,18,30
19,0,21878,Mark Wilson,2' 7",107.417,42,54
26,0,20472,Alex Cejka,2' 8",94.500,36,3
26,0,21209,Sergio Garcia,2' 8",61.500,23,113
26,0,34563,Chesson Hadley,2' 8",133.417,50,168
26,0,29478,Kevin Kisner,2' 8",140.667,52,129
26,0,33448,Justin Thomas,2' 8",119.667,45,151
31,0,24507,Jason Bohn,2' 9",100.417,36,144
31,0,31416,Derek Fathauer,2' 9",180.917,66,81
31,0,24924,Bill Haas,2' 9",110.583,40,12
31,0,29420,Billy Horschel,2' 9",108.333,40,166
31,0,37454,Whee Kim,2' 9",125.417,46,104
31,0,27466,Spencer Levin,2' 9",209.833,76,76
31,0,25572,Graeme McDowell,2' 9",89.750,33,86
31,0,25240,D.A. Points,2' 9",69.667,25,108
31,0,34360,Patrick Reed,2' 9",160.333,59,8
