RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,20766,Padraig Harrington,5' 4",655.250,123,64
2,0,12510,Chad Campbell,5' 6",1327.917,241,21
3,0,20157,Retief Goosen,5' 7",877.500,157,59
4,0,24490,George McNeill,5' 9",831.833,145,171
5,0,25720,Chad Collins,5' 10",1116.333,191,51
5,0,32102,Rickie Fowler,5' 10",953.417,163,21
5,0,34261,Scott Langley,5' 10",964.750,166,19
5,0,23800,Bryce Molder,5' 10",1318.167,227,2
5,0,27942,Rob Oppenheim,5' 10",897.333,153,72
5,0,06527,Steve Stricker,5' 10",672.583,115,1
11,0,28089,Jason Day,5' 11",818.417,139,26
11,0,24024,Zach Johnson,5' 11",1122.083,190,24
11,0,10213,Dicky Pride,5' 11",771.750,130,67
11,0,22405,Justin Rose,5' 11",898.000,152,102
15,0,25364,Paul Casey,6' 0",830.583,139,36
15,0,26300,Matt Jones,6' 0",1125.500,187,140
15,0,27129,Luke List,6' 0",1141.500,190,44
18,0,23983,Luke Donald,6' 1",1041.833,171,6
18,0,21961,Charles Howell III,6' 1",1208.500,198,44
18,0,32839,Hideki Matsuyama,6' 1",897.500,148,46
18,0,25240,D.A. Points,6' 1",641.667,106,108
18,0,30927,Brendon Todd,6' 1",1127.667,186,35
23,0,37455,Si Woo Kim,6' 2",1823.667,296,20
23,0,30926,Chris Kirk,6' 2",1296.667,211,16
23,0,34046,Jordan Spieth,6' 2",1043.583,169,9
26,0,33399,Adam Hadwin,6' 3",1507.000,241,97
26,0,24502,Adam Scott,6' 3",656.000,105,74
26,0,25349,Tim Wilkinson,6' 3",781.417,125,10
29,0,20098,Stuart Appleby,6' 4",1334.333,210,14
29,0,24924,Bill Haas,6' 4",1166.750,184,12
29,0,26758,David Hearn,6' 4",1505.083,237,40
29,0,29222,Billy Hurley III,6' 4",1105.833,174,32
29,0,33204,Shane Lowry,6' 4",659.083,104,169
29,0,34466,Peter Malnati,6' 4",1245.250,197,87
29,0,25396,Kevin Na,6' 4",1040.833,164,89
36,0,33141,Keegan Bradley,6' 5",1150.667,180,165
36,0,24357,K.J. Choi,6' 5",1104.167,172,33
36,0,01810,Phil Mickelson,6' 5",1120.250,174,4
36,0,29289,S.Y. Noh,6' 5",1202.000,187,118
36,0,29221,Webb Simpson,6' 5",1053.167,165,75
41,0,22371,Aaron Baddeley,6' 6",1449.500,224,5
41,0,34262,Jon Curran,6' 6",1477.417,228,13
41,0,27747,Hiroshi Iwata,6' 6",1406.250,216,77
41,0,33122,Russell Knox,6' 6",1106.083,170,28
41,0,34360,Patrick Reed,6' 6",1518.333,234,8
41,0,27649,Brandt Snedeker,6' 6",1257.250,194,16
47,0,24846,Ricky Barnes,6' 7",1554.083,236,66
47,0,40058,Zac Blair,6' 7",1691.750,257,16
47,0,29268,Bronson Burgoon,6' 7",1128.250,172,94
47,0,25900,Lucas Glover,6' 7",1037.750,157,123
47,0,29974,Branden Grace,6' 7",728.250,111,82
47,0,08075,Jerry Kelly,6' 7",1143.583,174,7
47,0,33448,Justin Thomas,6' 7",1341.333,204,151
54,0,45526,Abraham Ancer,6' 8",818.583,123,131
54,0,23541,Ben Crane,6' 8",1285.667,193,31
54,0,10809,Jim Furyk,6' 8",758.750,114,119
54,0,30711,Colt Knost,6' 8",1212.083,182,27
54,0,26851,Marc Leishman,6' 8",1372.333,206,56
54,0,34409,David Lingmerth,6' 8",1090.500,163,71
54,0,24912,Will MacKenzie,6' 8",1152.000,173,120
54,0,28132,Tyrone Van Aswegen,6' 8",1515.333,228,47
54,0,25632,Jimmy Walker,6' 8",1212.833,182,112
54,0,21878,Mark Wilson,6' 8",1140.750,171,54
64,0,20472,Alex Cejka,6' 9",865.750,129,3
64,0,06522,Ernie Els,6' 9",1169.750,173,163
64,0,34099,Harris English,6' 9",1423.000,210,63
64,0,34174,John Huh,6' 9",1519.500,224,25
64,0,21731,Freddie Jacobson,6' 9",1264.000,188,58
64,0,29926,Danny Lee,6' 9",1506.500,223,122
64,0,20572,Rod Pampling,6' 9",791.500,117,30
64,0,36699,Patrick Rodgers,6' 9",1231.667,182,101
64,0,33418,Shawn Stefani,6' 9",1250.750,186,49
73,0,25274,Steven Bowditch,6' 10",1220.750,178,185
73,0,29479,Scott Brown,6' 10",1456.750,213,83
73,0,29720,Andres Gonzales,6' 10",1199.333,175,148
