RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,20766,Padraig Harrington,6' 1",402.583,66,64
2,0,28089,Jason Day,7' 3",522.833,72,26
2,0,22405,Justin Rose,7' 3",607.000,84,102
4,0,29221,Webb Simpson,7' 4",690.917,94,75
5,0,29461,Jamie Lovemark,7' 5",915.083,123,36
6,0,12510,Chad Campbell,7' 6",826.417,110,21
6,0,34174,John Huh,7' 6",887.917,119,25
6,0,29926,Danny Lee,7' 6",950.167,126,122
9,0,10885,Robert Allenby,7' 10",446.083,57,182
9,0,34046,Jordan Spieth,7' 10",588.667,75,9
11,0,25274,Steven Bowditch,8' 0",842.250,105,185
11,0,21209,Sergio Garcia,8' 0",377.750,47,113
13,0,22371,Aaron Baddeley,8' 1",921.167,114,5
13,0,12716,Charley Hoffman,8' 1",834.833,103,111
13,0,21731,Freddie Jacobson,8' 1",809.500,100,58
13,0,46440,Smylie Kaufman,8' 1",950.417,118,159
17,0,34261,Scott Langley,8' 2",678.667,83,19
18,0,24140,Sean O'Hair,8' 3",1020.833,124,110
19,0,23983,Luke Donald,8' 4",830.750,100,6
19,0,20157,Retief Goosen,8' 4",600.750,72,59
19,0,29974,Branden Grace,8' 4",468.917,56,82
19,0,20572,Rod Pampling,8' 4",525.167,63,30
19,0,34360,Patrick Reed,8' 4",971.667,117,8
19,0,27649,Brandt Snedeker,8' 4",958.667,115,16
19,0,28132,Tyrone Van Aswegen,8' 4",1020.417,123,47
26,0,24490,George McNeill,8' 5",645.917,77,171
26,0,23621,Rory Sabbatini,8' 5",590.750,70,137
28,0,37455,Si Woo Kim,8' 6",1366.417,160,20
28,0,26331,Charl Schwartzel,8' 6",828.500,97,69
30,0,25720,Chad Collins,8' 7",840.667,98,51
30,0,27747,Hiroshi Iwata,8' 7",965.833,112,77
30,0,27129,Luke List,8' 7",814.167,95,44
30,0,01810,Phil Mickelson,8' 7",773.417,90,4
34,0,34262,Jon Curran,8' 8",1254.583,145,13
34,0,23800,Bryce Molder,8' 8",924.667,107,2
34,0,23325,Vaughn Taylor,8' 8",833.917,96,163
34,0,30927,Brendon Todd,8' 8",814.167,94,35
38,0,35545,Blayne Barber,8' 9",753.583,86,115
38,0,32102,Rickie Fowler,8' 9",822.250,94,21
38,0,24024,Zach Johnson,8' 9",992.833,113,24
38,0,26851,Marc Leishman,8' 9",848.083,97,56
42,0,33399,Adam Hadwin,8' 10",1082.000,123,97
42,0,23108,Matt Kuchar,8' 10",1054.667,119,34
42,0,32839,Hideki Matsuyama,8' 10",744.750,84,46
42,0,24502,Adam Scott,8' 10",571.500,65,74
46,0,21961,Charles Howell III,8' 11",870.000,98,44
46,0,26300,Matt Jones,8' 11",940.250,105,140
46,0,30163,Henrik Norlander,8' 11",571.833,64,57
46,0,06527,Steve Stricker,8' 11",615.417,69,1
46,0,32150,Michael Thompson,8' 11",444.750,50,116
51,0,20098,Stuart Appleby,9' 0",869.000,97,14
51,0,40058,Zac Blair,9' 0",1238.583,138,16
51,0,23541,Ben Crane,9' 0",908.750,101,31
51,0,27644,Brian Harman,9' 0",1461.333,162,38
51,0,28092,D.H. Lee,9' 0",569.417,63,183
51,0,29518,Brendan Steele,9' 0",702.500,78,162
51,0,34265,Will Wilcox,9' 0",820.583,91,100
58,0,20472,Alex Cejka,9' 1",508.917,56,3
58,0,24494,Erik Compton,9' 1",737.417,81,128
58,0,34099,Harris English,9' 1",944.417,104,63
58,0,30926,Chris Kirk,9' 1",1115.167,123,16
58,0,33122,Russell Knox,9' 1",836.000,92,28
58,0,25396,Kevin Na,9' 1",918.500,101,89
58,0,20645,John Senden,9' 1",994.000,109,80
65,0,24357,K.J. Choi,9' 2",1079.000,118,33
65,0,27436,Graham DeLaet,9' 2",799.750,87,179
65,0,20104,Ken Duke,9' 2",841.000,92,177
65,0,34466,Peter Malnati,9' 2",972.417,106,87
65,0,25240,D.A. Points,9' 2",439.833,48,108
65,0,02206,David Toms,9' 2",649.250,71,43
71,0,24507,Jason Bohn,9' 3",814.583,88,144
71,0,31202,William McGirt,9' 3",1367.333,148,48
71,0,32640,Troy Merritt,9' 3",936.000,101,107
71,0,26329,Louis Oosthuizen,9' 3",646.667,70,167
71,0,27942,Rob Oppenheim,9' 3",709.083,77,72
71,0,10213,Dicky Pride,9' 3",629.417,68,67
71,0,21878,Mark Wilson,9' 3",618.333,67,54
78,0,29745,Tyler Aldridge,9' 4",781.500,84,105
78,0,45526,Abraham Ancer,9' 4",457.417,49,131
78,0,10809,Jim Furyk,9' 4",531.000,57,119
78,0,24358,Robert Garrigus,9' 4",567.833,61,172
78,0,27141,J.B. Holmes,9' 4",890.000,95,130
78,0,32757,Patton Kizzire,9' 4",805.667,86,141
78,0,29476,Kyle Reifers,9' 4",1338.250,143,147
85,0,32366,Kevin Chappell,9' 5",987.917,105,79
85,0,22046,Geoff Ogilvy,9' 5",696.667,74,142
85,0,35891,Cameron Smith,9' 5",659.750,70,153
88,0,29268,Bronson Burgoon,9' 6",700.000,74,94
88,0,32200,Roberto Castro,9' 6",1220.917,128,62
88,0,37273,Derek Ernst,9' 6",514.417,54,52
88,0,30925,Dustin Johnson,9' 6",887.000,93,70
88,0,37454,Whee Kim,9' 6",1035.000,109,104
88,0,35300,Andrew Loupe,9' 6",886.250,93,175
88,0,24912,Will MacKenzie,9' 6",893.417,94,120
88,0,27214,Kevin Streelman,9' 6",981.417,103,174
96,0,24924,Bill Haas,9' 7",1019.833,106,12
96,0,06567,Vijay Singh,9' 7",1022.250,107,135
98,0,33141,Keegan Bradley,9' 8",862.583,89,165
98,0,27974,Sung Kang,9' 8",1015.083,105,68
98,0,39975,Michael Kim,9' 8",1266.833,131,39
98,0,36689,Brooks Koepka,9' 8",832.417,86,152
98,0,34409,David Lingmerth,9' 8",775.917,80,71
98,0,23320,Ryan Palmer,9' 8",1291.750,134,114
98,0,29223,Sam Saunders,9' 8",808.833,84,132
105,0,32876,Martin Piller,9' 9",525.667,54,90
105,0,33418,Shawn Stefani,9' 9",1010.667,104,49
105,0,25632,Jimmy Walker,9' 9",1007.917,103,112
108,0,25900,Lucas Glover,9' 10",793.250,81,123
108,0,31646,Emiliano Grillo,9' 10",1204.417,122,156
108,0,34563,Chesson Hadley,9' 10",1010.833,103,168
108,0,29289,S.Y. Noh,9' 10",1059.833,108,118
108,0,34431,Robert Streb,9' 10",1023.167,104,149
