RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,20766,Padraig Harrington,+.288,52,+15.00
2,0,24138,Ian Poulter,+.302,43,+13.00
3,0,25720,Chad Collins,+.352,88,+31.00
3,0,28089,Jason Day,+.352,88,+31.00
5,0,12602,Dean Wilson,+.353,51,+18.00
6,0,22293,Heath Slocum,+.362,69,+25.00
7,0,20160,Charlie Wi,+.367,98,+36.00
8,0,23108,Matt Kuchar,+.372,78,+29.00
9,0,21731,Freddie Jacobson,+.375,80,+30.00
10,0,31560,Brian Stuard,+.377,69,+26.00
11,0,01320,Bob Estes,+.385,78,+30.00
12,0,10423,Mike Weir,+.386,57,+22.00
13,0,25364,Paul Casey,+.389,36,+14.00
13,0,19846,Brian Gay,+.389,95,+37.00
15,0,10809,Jim Furyk,+.391,64,+25.00
16,0,21350,Ryuji Imada,+.393,122,+48.00
17,0,23673,Michael Connell,+.395,81,+32.00
18,0,20127,Chris Riley,+.397,78,+31.00
19,0,06251,Chris DiMarco,+.398,83,+33.00
20,0,07457,Steve Flesch,+.400,85,+34.00
20,0,01797,Rocco Mediate,+.400,50,+20.00
22,0,20593,Greg Chalmers,+.404,94,+38.00
23,0,08385,Omar Uresti,+.407,54,+22.00
24,0,23135,Tim Clark,+.408,71,+29.00
25,0,02206,David Toms,+.410,78,+32.00
26,0,22405,Justin Rose,+.411,90,+37.00
27,0,20686,Jeev Milkha Singh,+.412,51,+21.00
28,0,25396,Kevin Na,+.413,75,+31.00
29,0,23718,Nathan Green,+.414,111,+46.00
30,0,06004,Stephen Ames,+.421,76,+32.00
30,0,27466,Spencer Levin,+.421,95,+40.00
32,0,27330,Josh Teater,+.423,111,+47.00
33,0,06527,Steve Stricker,+.431,58,+25.00
34,0,27936,Martin Laird,+.434,83,+36.00
35,0,25632,Jimmy Walker,+.438,73,+32.00
36,0,01945,Kenny Perry,+.442,52,+23.00
37,0,24361,Pat Perez,+.443,79,+35.00
38,0,23983,Luke Donald,+.444,54,+24.00
39,0,01116,Michael Bradley,+.446,74,+33.00
39,0,21753,Brian Davis,+.446,112,+50.00
41,0,07867,Woody Austin,+.447,76,+34.00
41,0,21961,Charles Howell III,+.447,103,+46.00
43,0,20572,Rod Pampling,+.456,79,+36.00
44,0,01948,Tim Petrovic,+.457,105,+48.00
45,0,26596,Ryan Moore,+.458,48,+22.00
46,0,26300,Matt Jones,+.462,104,+48.00
46,0,28620,Aron Price,+.462,65,+30.00
48,0,27963,Chris Stroud,+.464,69,+32.00
49,0,26951,Johnson Wagner,+.465,71,+33.00
50,0,25345,Carl Pettersson,+.466,118,+55.00
50,0,23621,Rory Sabbatini,+.466,73,+34.00
52,0,09011,David Duval,+.467,60,+28.00
53,0,21878,Mark Wilson,+.468,77,+36.00
54,0,26882,Michael Sim,+.469,64,+30.00
55,0,10885,Robert Allenby,+.470,66,+31.00
56,0,08075,Jerry Kelly,+.471,102,+48.00
56,0,26289,Boo Weekley,+.471,70,+33.00
58,0,23623,Bo Van Pelt,+.473,93,+44.00
59,0,22371,Aaron Baddeley,+.474,114,+54.00
59,0,24781,Hunter Mahan,+.474,78,+37.00
61,0,10585,Scott McCarron,+.475,101,+48.00
62,0,12705,Cliff Kresge,+.476,42,+20.00
63,0,24925,Jonathan Byrd,+.477,86,+41.00
63,0,20472,Alex Cejka,+.477,65,+31.00
65,0,26851,Marc Leishman,+.480,75,+36.00
66,0,28158,Steve Marino,+.481,79,+38.00
67,0,20498,Briny Baird,+.482,83,+40.00
67,0,12782,Tim Herron,+.482,83,+40.00
69,0,07749,Brett Quigley,+.483,89,+43.00
70,0,06522,Ernie Els,+.484,62,+30.00
70,0,28307,Matt Every,+.484,62,+30.00
72,0,20229,Stewart Cink,+.485,66,+32.00
72,0,08537,J.P. Hayes,+.485,97,+47.00
72,0,23353,J.J. Henry,+.485,99,+48.00
72,0,23548,Bill Lunde,+.485,66,+32.00
76,0,22046,Geoff Ogilvy,+.487,39,+19.00
77,0,23800,Bryce Molder,+.489,92,+45.00
78,0,10860,Justin Leonard,+.491,106,+52.00
79,0,20436,Garrett Willis,+.492,63,+31.00
80,0,11123,Chris Couch,+.493,73,+36.00
80,0,24024,Zach Johnson,+.493,67,+33.00
82,0,20850,Daniel Chopra,+.494,79,+39.00
83,0,23638,Brendon de Jonge,+.500,86,+43.00
83,0,27436,Graham DeLaet,+.500,80,+40.00
83,0,01619,Skip Kendall,+.500,70,+35.00
83,0,25190,Jeff Quinney,+.500,84,+42.00
83,0,27649,Brandt Snedeker,+.500,82,+41.00
88,0,20645,John Senden,+.507,71,+36.00
89,0,10425,Jay Williamson,+.508,59,+30.00
90,0,24357,K.J. Choi,+.509,55,+28.00
91,0,27141,J.B. Holmes,+.510,98,+50.00
92,0,06621,Joe Durant,+.511,45,+23.00
93,0,26301,James Nitties,+.512,84,+43.00
94,0,26287,Roland Thatcher,+.513,76,+39.00
95,0,23409,James Driscoll,+.514,105,+54.00
95,0,29221,Webb Simpson,+.514,109,+56.00
97,0,24140,Sean O'Hair,+.517,60,+31.00
97,0,21959,Ted Purdy,+.517,89,+46.00
99,0,12714,Chris Tidland,+.518,85,+44.00
100,0,24490,George McNeill,+.519,79,+41.00
101,0,01329,Brad Faxon,+.522,69,+36.00
101,0,25240,D.A. Points,+.522,67,+35.00
103,0,23541,Ben Crane,+.523,65,+34.00
103,0,28237,Rory McIlroy,+.523,44,+23.00
105,0,01313,Steve Elkington,+.525,61,+32.00
105,0,27613,David Lutterus,+.525,61,+32.00
105,0,06515,Shaun Micheel,+.525,59,+31.00
108,0,26881,Jarrod Lyle,+.528,53,+28.00
108,0,06595,Kevin Sutherland,+.528,72,+38.00
110,0,20070,Matt Bettencourt,+.529,87,+46.00
110,0,26695,Michael Letzig,+.529,70,+37.00
112,0,23307,Roger Tambellini,+.533,75,+40.00
113,0,06643,Paul Goydos,+.535,71,+38.00
113,0,22913,John Rollins,+.535,71,+38.00
115,0,22621,Ben Curtis,+.538,78,+42.00
116,0,20098,Stuart Appleby,+.540,100,+54.00
116,0,01941,Tom Pernice Jr.,+.540,50,+27.00
118,0,24846,Ricky Barnes,+.541,74,+40.00
118,0,27797,Derek Lamely,+.541,98,+53.00
120,0,23613,Rich Barcelo,+.542,72,+39.00
121,0,12510,Chad Campbell,+.545,66,+36.00
122,0,20848,Ángel Cabrera,+.547,64,+35.00
122,0,30946,Alex Prugh,+.547,86,+47.00
124,0,20663,Brenden Pappas,+.550,60,+33.00
125,0,32640,Troy Merritt,+.551,89,+49.00
126,0,12652,Cameron Beckman,+.554,65,+36.00
126,0,01707,Steve Lowery,+.554,74,+41.00
128,0,07363,Craig Bowden,+.556,63,+35.00
128,0,24924,Bill Haas,+.556,81,+45.00
128,0,01724,Jeff Maggert,+.556,63,+35.00
128,0,23320,Ryan Palmer,+.556,81,+45.00
128,0,27214,Kevin Streelman,+.556,72,+40.00
133,0,12755,Vance Veazey,+.559,59,+33.00
134,0,21949,Joe Ogilvie,+.561,114,+64.00
135,0,23788,D.J. Trahan,+.562,73,+41.00
136,0,23325,Vaughn Taylor,+.564,78,+44.00
137,0,25900,Lucas Glover,+.565,62,+35.00
137,0,12716,Charley Hoffman,+.565,85,+48.00
