RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,24138,Ian Poulter,-.217,23,-5.00
2,0,26951,Johnson Wagner,-.200,40,-8.00
3,0,27649,Brandt Snedeker,-.162,37,-6.00
4,0,27974,Sung Kang,-.161,31,-5.00
5,0,27556,Ted Potter Jr.,-.152,33,-5.00
6,0,33141,Keegan Bradley,-.143,42,-6.00
6,0,29268,Bronson Burgoon,-.143,28,-4.00
8,0,24925,Jonathan Byrd,-.139,36,-5.00
9,0,26300,Matt Jones,-.136,22,-3.00
10,0,30692,Scott Stallings,-.122,41,-5.00
11,0,25396,Kevin Na,-.118,34,-4.00
12,0,35891,Cameron Smith,-.115,26,-3.00
13,0,33399,Adam Hadwin,-.114,35,-4.00
14,0,28089,Jason Day,-.111,18,-2.00
15,0,01810,Phil Mickelson,-.108,37,-4.00
16,0,35545,Blayne Barber,-.107,28,-3.00
17,0,49771,J.T. Poston,-.105,19,-2.00
17,0,25834,Daniel Summerhays,-.105,19,-2.00
19,0,40009,Dominic Bozzelli,-.103,29,-3.00
19,0,25804,Bubba Watson,-.103,39,-4.00
21,0,20229,Stewart Cink,-.100,30,-3.00
21,0,27963,Chris Stroud,-.100,20,-2.00
23,0,35461,Beau Hossler,-.095,42,-4.00
24,0,23541,Ben Crane,-.091,22,-2.00
25,0,28307,Matt Every,-.083,36,-3.00
25,0,12716,Charley Hoffman,-.083,36,-3.00
25,0,33413,Ben Martin,-.083,24,-2.00
25,0,39546,Keith Mitchell,-.083,36,-3.00
25,0,34256,Andrew Putnam,-.083,36,-3.00
25,0,34264,Hudson Swafford,-.083,24,-2.00
31,0,26329,Louis Oosthuizen,-.080,25,-2.00
31,0,25240,D.A. Points,-.080,25,-2.00
33,0,21528,Henrik Stenson,-.077,26,-2.00
34,0,49964,Aaron Wise,-.075,40,-3.00
35,0,25572,Graeme McDowell,-.074,27,-2.00
35,0,22405,Justin Rose,-.074,27,-2.00
37,0,27895,Jonas Blixt,-.071,28,-2.00
37,0,35450,Patrick Cantlay,-.071,28,-2.00
39,0,28252,Seamus Power,-.070,43,-3.00
40,0,40058,Zac Blair,-.069,29,-2.00
40,0,33419,Cameron Tringale,-.069,29,-2.00
42,0,32333,Kevin Tway,-.064,47,-3.00
43,0,29478,Kevin Kisner,-.063,32,-2.00
43,0,33448,Justin Thomas,-.063,32,-2.00
45,0,32757,Patton Kizzire,-.061,33,-2.00
46,0,46435,Austin Cook,-.057,53,-3.00
46,0,29223,Sam Saunders,-.057,35,-2.00
48,0,24024,Zach Johnson,-.051,39,-2.00
48,0,23325,Vaughn Taylor,-.051,39,-2.00
50,0,26851,Marc Leishman,-.049,41,-2.00
51,0,24358,Robert Garrigus,-.048,42,-2.00
51,0,29974,Branden Grace,-.048,21,-1.00
53,0,29479,Scott Brown,-.047,43,-2.00
54,0,40026,Daniel Berger,-.043,23,-1.00
54,0,32254,Xinjun Zhang,-.043,23,-1.00
56,0,20572,Rod Pampling,-.042,24,-1.00
57,0,19803,Ryan Armour,-.038,53,-2.00
57,0,48084,Wesley Bryan,-.038,26,-1.00
57,0,47959,Bryson DeChambeau,-.038,26,-1.00
60,0,35376,Roberto Díaz,-.037,27,-1.00
60,0,32150,Michael Thompson,-.037,27,-1.00
62,0,24924,Bill Haas,-.036,28,-1.00
62,0,25198,Francesco Molinari,-.036,28,-1.00
64,0,30110,Kyle Stanley,-.033,30,-1.00
65,0,29420,Billy Horschel,-.032,31,-1.00
65,0,28237,Rory McIlroy,-.032,31,-1.00
65,0,39324,J.J. Spaun,-.032,31,-1.00
68,0,34358,Jonathan Randolph,-.029,34,-1.00
68,0,34360,Patrick Reed,-.029,34,-1.00
68,0,34431,Robert Streb,-.029,34,-1.00
71,0,35879,Kelly Kraft,-.028,36,-1.00
71,0,32640,Troy Merritt,-.028,36,-1.00
73,0,29908,C.T. Pan,-.027,37,-1.00
74,0,34213,Grayson Murray,-.026,39,-1.00
74,0,23621,Rory Sabbatini,-.026,38,-1.00
76,0,31416,Derek Fathauer,-.024,42,-1.00
76,0,30944,Jason Kokrak,-.024,42,-1.00
78,0,30926,Chris Kirk,-.022,46,-1.00
78,0,31202,William McGirt,-.022,46,-1.00
80,0,35532,Tom Hoge,-.021,48,-1.00
81,0,34563,Chesson Hadley,-.020,51,-1.00
82,0,33948,Byeong Hun An,E,34,E
82,0,27958,Ryan Blaum,E,37,E
82,0,26499,Rafa Cabrera Bello,E,25,E
82,0,20472,Alex Cejka,E,31,E
82,0,20593,Greg Chalmers,E,21,E
82,0,32366,Kevin Chappell,E,37,E
82,0,37338,Zecheng Dou,E,13,E
82,0,34099,Harris English,E,36,E
82,0,31646,Emiliano Grillo,E,37,E
82,0,27644,Brian Harman,E,40,E
82,0,34098,Russell Henley,E,27,E
82,0,35506,Mackenzie Hughes,E,31,E
82,0,32816,Satoshi Kodaira,E,22,E
82,0,28775,Nate Lashley,E,14,E
82,0,29926,Danny Lee,E,33,E
82,0,34409,David Lingmerth,E,35,E
82,0,27129,Luke List,E,45,E
82,0,24781,Hunter Mahan,E,23,E
82,0,48081,Xander Schauffele,E,31,E
82,0,39328,Conrad Shindler,E,28,E
82,0,39327,Ben Silverman,E,51,E
82,0,34046,Jordan Spieth,E,28,E
82,0,33418,Shawn Stefani,E,37,E
82,0,29485,Brett Stegmaier,E,35,E
82,0,28132,Tyrone Van Aswegen,E,42,E
107,0,22371,Aaron Baddeley,+.019,53,+1.00
108,0,34174,John Huh,+.021,48,+1.00
109,0,39997,Corey Conners,+.022,46,+1.00
110,0,29725,Tony Finau,+.023,44,+1.00
111,0,37275,Sam Ryder,+.025,40,+1.00
111,0,37189,Harold Varner III,+.025,40,+1.00
113,0,37454,Whee Kim,+.029,34,+1.00
113,0,27936,Martin Laird,+.029,34,+1.00
113,0,25818,Scott Piercy,+.029,34,+1.00
113,0,26476,Chez Reavie,+.029,34,+1.00
117,0,24140,Sean O'Hair,+.030,33,+1.00
118,0,29222,Billy Hurley III,+.031,32,+1.00
119,0,27214,Kevin Streelman,+.034,29,+1.00
119,0,08793,Tiger Woods,+.034,29,+1.00
121,0,34021,Bud Cauley,+.038,26,+1.00
121,0,27349,Alex Noren,+.038,26,+1.00
121,0,27942,Rob Oppenheim,+.038,26,+1.00
124,0,24846,Ricky Barnes,+.040,25,+1.00
124,0,32102,Rickie Fowler,+.040,25,+1.00
126,0,31560,Brian Stuard,+.042,48,+2.00
127,0,21961,Charles Howell III,+.043,47,+2.00
128,0,36689,Brooks Koepka,+.045,22,+1.00
128,0,25892,Steve Wheatcroft,+.045,22,+1.00
130,0,32448,James Hahn,+.047,43,+2.00
131,0,30925,Dustin Johnson,+.050,20,+1.00
