RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,08793,Tiger Woods,7.00,6673412,95383110
2,0,06567,Vijay Singh,5.53,7573906,137083110
3,0,01706,Davis Love III,5.08,6081895,119783110
4,0,10423,Mike Weir,4.45,4918908,110483110
5,0,06522,Ernie Els,3.72,3371237,90683110
6,0,10809,Jim Furyk,3.70,5182863,140083110
7,0,01945,Kenny Perry,3.30,4400120,133383110
8,0,20157,Retief Goosen,3.16,3166372,100183110
9,0,12510,Chad Campbell,2.90,3912063,134883110
10,0,02206,David Toms,2.78,3710904,133583110
11,0,01968,Nick Price,2.47,2271109,92083110
12,0,19825,Darren Clarke,2.33,2013930,86383110
13,0,24502,Adam Scott,2.28,1744236,76583110
14,0,02223,Bob Tway,2.13,2601600,122300000
15,0,10860,Justin Leonard,2.05,2450525,119383110
16,0,01457,Jay Haas,2.00,2563542,127983110
16,0,20766,Padraig Harrington,2.00,1239235,61883110
18,0,01226,Fred Couples,1.95,1820493,93483110
18,0,01329,Brad Faxon,1.95,2718444,139083110
18,0,21731,Freddie Jacobson,1.95,853591,43883110
21,0,20098,Stuart Appleby,1.93,2662536,137983110
22,0,20094,Jonathan Kaye,1.84,2474836,134583110
23,0,10944,Thomas Bjørn,1.81,650733,35883110
24,0,10885,Robert Allenby,1.76,2176450,123483110
24,0,02239,Scott Verplank,1.76,2306712,131183110
26,0,06251,Chris DiMarco,1.71,2350630,137083110
27,0,02214,Kirk Triplett,1.69,2001560,118600000
28,0,21961,Charles Howell III,1.66,2568952,155083110
28,0,20382,Stephen Leaney,1.66,842360,50883110
30,0,12782,Tim Herron,1.62,2176389,134400000
31,0,01797,Rocco Mediate,1.54,1832656,118800000
32,0,20127,Chris Riley,1.51,2178132,144483110
33,0,01553,John Huston,1.47,1565118,106800000
34,0,20498,Briny Baird,1.46,2202518,151100000
35,0,01320,Bob Estes,1.45,1824413,125483110
36,0,08075,Jerry Kelly,1.43,2158340,150883110
37,0,22621,Ben Curtis,1.42,1434910,101283110
37,0,07457,Steve Flesch,1.42,2269628,159783110
39,0,01810,Phil Mickelson,1.41,1623135,114783110
40,0,01685,J.L. Lewis,1.38,2039258,148283110
40,0,06515,Shaun Micheel,1.38,1826998,132400000
42,0,20229,Stewart Cink,1.34,1781882,132783110
42,0,01527,Scott Hoch,1.34,1198249,89600000
44,0,01381,Fred Funk,1.31,2144652,163483110
45,0,02133,Craig Stadler,1.26,584830,46600000
46,0,24357,K.J. Choi,1.25,1999661,160083110
47,0,12680,Shigeki Maruyama,1.24,1669290,134083110
47,0,23621,Rory Sabbatini,1.24,1604699,129383110
49,0,22046,Geoff Ogilvy,1.21,1477246,122300000
50,0,22913,John Rollins,1.20,1612313,134583110
51,0,22405,Justin Rose,1.18,744528,62883110
52,0,01948,Tim Petrovic,1.17,1739347,148200000
53,0,01569,Peter Jacobsen,1.14,1162725,101900000
54,0,21753,Brian Davis,1.13,270111,23883110
55,0,23541,Ben Crane,1.12,1419069,126783110
56,0,07867,Woody Austin,1.11,1518705,137400000
56,0,22371,Aaron Baddeley,1.11,989168,89000000
58,0,24427,Chris Downes,1.10,32910,3000000
59,0,02010,Loren Roberts,1.09,1297737,119200000
60,0,01388,Robert Gamez,1.08,1519802,141000000
61,0,02104,Jeff Sluman,1.06,1609745,151983110
62,0,02246,Duffy Waldorf,1.04,1206003,115883110
63,0,23135,Tim Clark,1.02,1253690,123400000
63,0,19906,Gary Evans,1.02,121412,11883110
65,0,24925,Jonathan Byrd,1.01,1430534,141000000
65,0,20634,Peter Lonard,1.01,1323590,131583110
67,0,11032,Frank Lickliter II,.99,1340433,135500000
68,0,01677,Tom Lehman,.98,1173235,119183110
69,0,01161,Mark Calcavecchia,.97,1121069,115283110
69,0,10585,Scott McCarron,.97,1250848,129583110
71,0,01035,Tommy Armour III,.94,932983,99100000
72,0,01361,Dan Forsman,.92,1140207,124400000
72,0,01577,Lee Janzen,.92,1131999,122883110
74,0,22400,Hennie Otto,.91,162592,17883110
74,0,20663,Brenden Pappas,.91,1307806,143500000
76,0,01761,Len Mattiace,.90,1221475,135983110
77,0,25364,Paul Casey,.89,363450,40883110
77,0,01364,Peter Fowler,.89,52324,5883110
79,0,06621,Joe Durant,.87,1119000,129283110
80,0,20585,Niclas Fasth,.86,639981,74383110
80,0,10821,Toshi Izawa,.86,296000,34500000
80,0,06595,Kevin Sutherland,.86,1092916,126900000
83,0,20572,Rod Pampling,.84,1064972,127200000
83,0,01941,Tom Pernice Jr.,.84,1210541,144200000
83,0,02170,Hal Sutton,.84,939719,111483110
86,0,20472,Alex Cejka,.83,1182881,141700000
87,0,21633,Steve Allan,.82,616325,75200000
87,0,23552,Hank Kuehne,.82,872139,106000000
87,0,25345,Carl Pettersson,.82,977075,119500000
90,0,06004,Stephen Ames,.80,1005956,125100000
91,0,10201,Matt Gogel,.79,897410,113300000
92,0,12645,Brent Geiberger,.78,588531,75700000
92,0,20548,Hidemichi Tanaka,.78,1024677,131900000
94,0,01927,Dennis Paulson,.77,452647,58700000
94,0,08375,Paul Stankowski,.77,719435,93700000
96,0,23614,Rich Beem,.76,1013949,132883110
97,0,01619,Skip Kendall,.74,1022238,137783110
98,0,01203,Russ Cochran,.71,103400,14500000
98,0,01326,Nick Faldo,.71,283383,39883110
100,0,25732,S.K. Ho,.70,41329,5883110
100,0,01707,Steve Lowery,.70,932292,134000000
100,0,19983,Andy Oldcorn,.70,41329,5883110
103,0,06573,Brandt Jobe,.69,691602,100500000
104,0,01724,Jeff Maggert,.68,747165,110500000
105,0,06643,Paul Goydos,.67,734282,110400000
106,0,21805,Harrison Frazar,.66,776876,117600000
106,0,19904,Paul Lawrie,.66,255973,38883110
108,0,07749,Brett Quigley,.65,786293,121200000
109,0,21209,Sergio Garcia,.64,666385,103983110
110,0,23338,David Gossett,.63,769837,121700000
110,0,20378,Mathias Grönberg,.63,128013,20383110
112,0,12663,Phil Tataurangi,.61,354083,57600000
113,0,01766,Billy Mayfair,.59,842183,143000000
113,0,06373,José María Olazábal,.59,479155,81883110
113,0,20474,Phillip Price,.59,280550,47383110
116,0,20763,Pierre Fulke,.58,103045,17883110
116,0,22293,Heath Slocum,.58,815811,139900000
118,0,08931,Glen Day,.57,788557,138700000
118,0,22379,Mark Foster,.57,68204,11883110
118,0,20628,Arron Oberholser,.57,619863,107900000
121,0,23983,Luke Donald,.56,705119,124883110
121,0,10733,Kent Jones,.56,539735,95700000
123,0,21407,Arjun Atwal,.54,32500,6000000
123,0,01378,David Frost,.54,583176,108800000
125,0,01666,Bernhard Langer,.53,555980,104183110
125,0,02101,Joey Sindelar,.53,691326,130600000
125,0,12602,Dean Wilson,.53,654345,124200000
128,0,12652,Cameron Beckman,.52,608981,116100000
128,0,01938,David Peoples,.52,674220,129400000
128,0,20773,Taichi Teshima,.52,31083,6000000
131,0,20719,Adam Mednick,.51,29849,5883110
131,0,21592,Gary Murphy,.51,29849,5883110
131,0,10213,Dicky Pride,.51,483922,94500000
131,0,20480,Marco Ruiz,.51,29849,5883110
131,0,12454,Mario Tiziani,.51,17780,3500000
136,0,19824,Craig Barlow,.50,638719,128700000
136,0,20848,Ángel Cabrera,.50,372251,74383110
136,0,12823,Carlos Franco,.50,672020,135200000
136,0,08537,J.P. Hayes,.50,585330,116700000
136,0,12705,Cliff Kresge,.50,734667,145883110
141,0,01024,Billy Andrade,.49,659691,135200000
141,0,20473,Ignacio Garrido,.49,133250,27383110
141,0,01723,Andrew Magee,.49,578557,117900000
144,0,01261,Jay Delsing,.48,159653,33500000
145,0,23353,J.J. Henry,.47,660341,139200000
146,0,08123,Jeff Brehaut,.46,650016,140200000
146,0,22378,Trevor Immelman,.46,307149,66483110
146,0,24511,Thongchai Jaidee,.46,27375,6000000
146,0,26420,Richard Johnson,.46,559020,121600000
146,0,02002,John Riegger,.46,318101,69700000
146,0,02020,Eduardo Romero,.46,308098,67383110
152,0,20121,Todd Fischer,.45,621397,139200000
152,0,22548,Patrick Sheehan,.45,618018,138200000
152,0,02256,Tom Watson,.45,108017,23883110
152,0,10425,Jay Williamson,.45,627131,140700000
156,0,20029,Notah Begay III,.44,565571,129600000
156,0,01191,Barry Cheesman,.44,32910,7500000
158,0,06034,Marco Dawson,.43,601728,139700000
158,0,06350,Bob May,.43,134307,31600000
158,0,24138,Ian Poulter,.43,103692,23883110
158,0,06581,David Sutherland,.43,451441,106000000
162,0,01157,Tom Byrum,.42,590718,141583110
163,0,20645,John Senden,.41,601668,145700000
164,0,06214,Guy Boros,.40,95612,24200000
164,0,19881,Robert Damron,.40,580086,143700000
164,0,06064,Jeff Gallagher,.40,163899,41000000
164,0,08725,Tom Gillis,.40,432099,107600000
164,0,01418,Bill Glasson,.40,193578,48700000
164,0,12662,Thomas Levet,.40,470020,117883110
170,0,20608,David Howell,.39,46071,11883110
170,0,24361,Pat Perez,.39,578139,148700000
172,0,08545,Glen Hnatiuk,.38,488428,127700000
172,0,20832,Raphael Jacquelin,.38,44838,11883110
172,0,06332,Neal Lancaster,.38,590627,154700000
172,0,12461,Paul McGinley,.38,68329,17883110
172,0,12660,Jesper Parnevik,.38,570585,150083110
177,0,21878,Mark Wilson,.37,482502,130200000
178,0,01142,Bart Bryant,.36,78966,22000000
178,0,06575,Dudley Hart,.36,381735,106083110
180,0,19972,José Coceres,.35,337681,95783110
180,0,01473,Todd Hamilton,.35,62600,17883110
180,0,08337,Mike Heinen,.35,432415,124500000
180,0,08633,Per-Ulrik Johansson,.35,484575,139700000
180,0,02106,Chris Smith,.35,479521,137883110
185,0,12394,Tom Carter,.34,105142,30700000
185,0,20218,Shingo Katayama,.34,91499,26883110
185,0,26950,John Morgan,.34,422915,123600000
185,0,20436,Garrett Willis,.34,467211,139200000
189,0,01116,Michael Bradley,.33,49500,15200000
189,0,06498,Matt Peterson,.33,29961,9000000
191,0,07721,Pat Bates,.32,496977,155000000
191,0,20945,Markus Brier,.32,18859,5883110
191,0,01876,Greg Norman,.32,119799,37483110
191,0,01887,Mark O'Meara,.32,388348,122083110
191,0,07707,Mike Small,.32,14430,4500000
191,0,06078,Esteban Toledo,.32,487494,154700000
191,0,22540,Anthony Wall,.32,18859,5883110
198,0,21739,Aaron Barber,.31,425276,137600000
198,0,01139,Olin Browne,.31,479590,153200000
198,0,21806,Paul Gow,.31,264926,84700000
198,0,07941,Mike Grob,.31,348976,113100000
198,0,08339,Spike McRoy,.31,480772,156000000
198,0,01928,Corey Pavin,.31,358908,117583110
198,0,20396,Lee Westwood,.31,136590,43383110
205,0,01920,Craig Parry,.30,257280,86983110
205,0,01926,Steve Pate,.30,192518,63500000
207,0,01127,Danny Briggs,.29,11712,4000000
207,0,24184,Alastair Forsyth,.29,51430,17883110
207,0,19846,Brian Gay,.29,447645,153200000
207,0,19970,Robert Karlsson,.29,52000,18000000
207,0,02294,Willie Wood,.29,118280,41200000
212,0,20593,Greg Chalmers,.28,403253,143200000
212,0,21691,Robert-Jan Derksen,.28,33750,11883110
212,0,21099,David Lynn,.28,16213,5883110
212,0,01796,Mark McNulty,.28,16213,5883110
212,0,10912,Craig Perks,.28,368163,131883110
217,0,20573,Scott Laycock,.27,300341,110400000
217,0,06090,Jim McGovern,.27,115148,42700000
217,0,01886,Peter O'Malley,.27,45300,16883110
217,0,22295,Darron Stiles,.27,346692,127700000
221,0,23036,Chris Anderson,.26,342027,133100000
221,0,24781,Hunter Mahan,.26,106300,40700000
221,0,20095,Carl Paulson,.26,365176,138700000
221,0,23034,Brent Schwarzrock,.26,216559,83800000
221,0,11011,Mike Sposa,.26,276446,104700000
226,0,12388,Michael Clark II,.25,210176,85000000
226,0,01306,David Edwards,.25,129370,51200000
226,0,12760,Danny Ellis,.25,101443,40500000
226,0,22117,Jyoti Randhawa,.25,30000,11883110
230,0,20574,Mathew Goggin,.24,299235,124583110
230,0,06617,Brian Henninger,.24,166002,68700000
230,0,22986,Søren Kjeldsen,.24,28625,11883110
230,0,08547,John Maginnes,.24,308928,126700000
230,0,08635,Colin Montgomerie,.24,159606,67383110
230,0,11155,Katsuyoshi Tomori,.24,13988,5883110
230,0,27095,Nick Watney,.24,73255,30700000
237,0,01143,Brad Bryant,.23,29535,13000000
237,0,01313,Steve Elkington,.23,154122,67383110
237,0,21836,Michael Flynn,.23,12600,5600000
237,0,24847,Michael Harris,.23,9450,4200000
237,0,22034,Yasuharu Imano,.23,31275,13500000
237,0,10565,Ian Leggatt,.23,271014,118100000
243,0,06809,Bob Burns,.22,293973,132900000
243,0,01249,John Daly,.22,220647,100783110
243,0,23739,Ryan Dillon,.22,13334,6000000
243,0,20952,Philip Golding,.22,26250,11883110
243,0,01444,Ken Green,.22,70633,32100000
243,0,01475,Donnie Hammond,.22,255414,118200000
243,0,20433,Mark Hensby,.22,8880,4000000
243,0,06315,Pete Jordan,.22,6720,3000000
243,0,25396,Kevin Na,.22,23375,10500000
243,0,25041,Todd Rose,.22,11100,5000000
243,0,02257,Brian Watts,.22,134905,61200000
243,0,02267,D.A. Weibring,.22,17289,8000000
255,0,01096,Phil Blackmar,.21,9225,4500000
255,0,25052,Derek Gillespie,.21,8988,4200000
255,0,06012,Greg Kraft,.21,71756,34300000
255,0,25842,Jon Mills,.21,8988,4200000
255,0,02245,Grant Waite,.21,150998,73200000
255,0,25005,Mark Walker,.21,11536,5600000
261,0,20771,Steven Alker,.20,261358,132200000
261,0,01185,Brandel Chamblee,.20,126092,64400000
261,0,02049,Gene Sauers,.20,278642,140500000
261,0,10649,Tom Scherrer,.20,122430,62700000
261,0,02202,Steen Tinning,.20,23375,11883110
261,0,25349,Tim Wilkinson,.20,9900,5000000
267,0,01042,Paul Azinger,.19,222641,119383110
267,0,07223,Brian Bateman,.19,217150,112600000
267,0,06036,Scott Dunlap,.19,7600,4000000
267,0,21350,Ryuji Imada,.19,7600,4000000
267,0,20940,Kenichi Kuboya,.19,257281,132100000
267,0,01771,Blaine McCallister,.19,65820,35100000
267,0,12753,David Morland IV,.19,8022,4200000
267,0,10107,Deane Pappas,.19,189955,98200000
