RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,08793,Tiger Woods,248.2,893638.000,100
2,0,20229,Stewart Cink,250.0,1143128.000,127
3,0,22371,Aaron Baddeley,250.4,1342965.000,149
3,0,01706,Davis Love III,250.4,982652.000,109
5,0,24781,Hunter Mahan,250.7,1254454.000,139
5,0,02101,Joey Sindelar,250.7,839497.000,93
7,0,24138,Ian Poulter,251.3,524709.000,58
8,0,23108,Matt Kuchar,251.4,823541.000,91
9,0,20645,John Senden,251.8,1541064.000,170
10,0,21878,Mark Wilson,251.9,906760.000,100
11,0,06522,Ernie Els,252.1,980096.000,108
11,0,23320,Ryan Palmer,252.1,1406873.000,155
13,0,06621,Joe Durant,252.4,1235891.000,136
14,0,20098,Stuart Appleby,252.6,973104.000,107
14,0,26289,Boo Weekley,252.6,1409246.000,155
16,0,22806,Doug LaBelle II,252.7,1073574.000,118
17,0,01142,Bart Bryant,252.9,1074141.000,118
17,0,27120,Troy Matteson,252.9,1520555.000,167
19,0,12716,Charley Hoffman,253.0,1639648.000,180
19,0,25804,Bubba Watson,253.0,1593909.000,175
21,0,23800,Bryce Molder,253.2,710989.000,78
22,0,24358,Robert Garrigus,253.3,2060561.000,226
23,0,27770,Camilo Villegas,253.5,1396297.000,153
24,0,20157,Retief Goosen,253.8,603024.000,66
25,0,01132,Mark Brooks,253.9,402246.000,44
26,0,06527,Steve Stricker,254.0,740779.000,81
27,0,24490,George McNeill,254.1,1509570.000,165
27,0,23322,Brett Wetterich,254.1,1509280.000,165
29,0,20850,Daniel Chopra,254.3,1730347.000,189
30,0,22046,Geoff Ogilvy,254.4,1153791.000,126
30,0,20127,Chris Riley,254.4,604453.000,66
32,0,28158,Steve Marino,254.5,1859886.000,203
33,0,01157,Tom Byrum,254.6,467408.000,51
33,0,22293,Heath Slocum,254.6,1145889.000,125
35,0,20104,Ken Duke,254.7,1632328.000,178
36,0,21646,David Branshaw,254.8,1201556.000,131
37,0,24925,Jonathan Byrd,254.9,1256941.000,137
37,0,02104,Jeff Sluman,254.9,541482.000,59
39,0,10885,Robert Allenby,255.1,1515405.000,165
39,0,08537,J.P. Hayes,255.1,1304187.000,142
39,0,21961,Charles Howell III,255.1,1267130.000,138
42,0,01677,Tom Lehman,255.2,725787.000,79
