RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
33,9,39971,Sungjae Im,34' 1",47992.667,1409,1 Under
35,1,19803,Ryan Armour,34' 3",27580.250,805,Under
35,1,28679,Fabián Gómez,34' 3",23598.333,689,Under
35,1,27644,Brian Harman,34' 3",43147.583,1261,1 Under
35,1,26596,Ryan Moore,34' 3",20551.917,600,Under
35,1,48119,Ben Taylor,34' 3",17073.917,499,Under
35,15,33448,Justin Thomas,34' 3",35529.667,1038,1 Under
41,1,35532,Tom Hoge,34' 4",40373.000,1176,1 Under
41,1,30944,Jason Kokrak,34' 4",31025.333,904,Under
41,-5,32839,Hideki Matsuyama,34' 4",37152.083,1083,1 Under
41,1,22056,Cameron Percy,34' 4",20171.250,588,Under
41,1,47347,Adam Schenk,34' 4",33487.750,976,1 Under
41,1,31560,Brian Stuard,34' 4",39289.250,1145,1 Under
47,1,29268,Bronson Burgoon,34' 5",27591.417,801,1 Under
48,3,25818,Scott Piercy,34' 8",30981.083,893,Under
48,3,39324,J.J. Spaun,34' 8",29399.333,848,Under
48,3,49960,Sepp Straka,34' 8",38232.417,1104,1 Under
51,3,33120,Mark Anderson,34' 9",22922.000,660,Under
51,3,34255,Joseph Bramlett,34' 9",24158.333,696,Under
51,3,33399,Adam Hadwin,34' 9",33569.083,965,1 Under
51,3,12716,Charley Hoffman,34' 9",29608.000,852,1 Under
51,3,23788,D.J. Trahan,34' 9",20209.167,582,Under
56,4,20229,Stewart Cink,34' 10",27826.667,799,Under
56,-7,23320,Ryan Palmer,34' 10",36477.667,1048,1 Under
56,15,46046,Scottie Scheffler,34' 10",43452.833,1248,1 Under
56,4,37189,Harold Varner III,34' 10",35259.000,1012,1 Under
60,2,46435,Austin Cook,34' 11",29847.417,855,Under
61,3,40058,Zac Blair,35' 0",31148.667,890,Over
61,3,32662,Michael Gligic,35' 0",21274.083,608,Under
61,3,39953,Chase Seiffert,35' 0",22594.917,645,Under
64,3,45609,Tyler Duncan,35' 1",43804.083,1250,Under
64,3,36871,Matthew NeSmith,35' 1",33850.417,965,Under
64,3,30692,Scott Stallings,35' 1",33208.167,946,1 Under
67,4,19846,Brian Gay,35' 2",31283.333,889,Under
67,4,27942,Rob Oppenheim,35' 2",28079.083,798,Under
67,4,27214,Kevin Streelman,35' 2",35343.083,1006,1 Under
67,4,27064,Jhonattan Vegas,35' 2",23116.000,657,Under
71,5,27936,Martin Laird,35' 3",18338.000,520,Under
72,7,28420,Ryan Brehm,35' 4",20152.583,571,Under
72,-5,29725,Tony Finau,35' 4",37071.000,1050,1 Under
74,6,33404,Chris Baker,35' 5",20929.667,591,Under
74,2,40026,Daniel Berger,35' 5",35409.083,1000,1 Under
74,6,25364,Paul Casey,35' 5",27785.750,785,Under
74,6,32448,James Hahn,35' 5",17040.833,481,Under
74,6,40042,Tyler McCumber,35' 5",23954.417,677,Over
79,5,24024,Zach Johnson,35' 6",34192.417,964,1 Under
79,5,37275,Sam Ryder,35' 6",35247.833,993,1 Under
79,5,34431,Robert Streb,35' 6",20213.833,570,Over
82,5,39997,Corey Conners,35' 7",39334.500,1105,1 Under
82,5,37455,Si Woo Kim,35' 7",37751.667,1060,1 Under
82,5,29478,Kevin Kisner,35' 7",35663.083,1003,1 Under
82,5,33410,Andrew Landry,35' 7",35483.083,997,Under
82,5,31323,Gary Woodland,35' 7",33476.000,940,1 Under
87,5,32366,Kevin Chappell,35' 8",20260.667,568,Under
87,5,28307,Matt Every,35' 8",25726.917,721,Over
87,5,21209,Sergio Garcia,35' 8",20353.083,571,Under
87,5,01810,Phil Mickelson,35' 8",23908.333,670,Under
87,12,48822,Sebastián Muñoz,35' 8",49639.417,1391,1 Under
87,-11,25396,Kevin Na,35' 8",37450.500,1049,1 Under
87,5,22405,Justin Rose,35' 8",20842.083,584,Under
87,5,27963,Chris Stroud,35' 8",22794.583,639,Under
87,5,30927,Brendon Todd,35' 8",47558.250,1333,1 Under
96,3,33948,Byeong Hun An,35' 9",38194.583,1068,Under
96,3,27095,Nick Watney,35' 9",22939.250,641,Under
98,5,33141,Keegan Bradley,35' 10",36492.000,1019,Under
98,5,34021,Bud Cauley,35' 10",37049.000,1034,1 Under
98,5,33597,Harry Higgs,35' 10",43873.583,1223,Under
98,5,36801,Mark Hubbard,35' 10",46635.583,1302,1 Under
98,5,34466,Peter Malnati,35' 10",29798.667,832,Under
103,5,36689,Brooks Koepka,35' 11",24224.083,674,Under
104,-5,45526,Abraham Ancer,36' 0",35910.667,998,1 Under
104,6,35450,Patrick Cantlay,36' 0",28317.917,786,1 Under
104,6,32640,Troy Merritt,36' 0",35219.167,979,Under
107,3,29420,Billy Horschel,36' 1",37771.667,1046,1 Under
107,6,35449,Adam Long,36' 1",45790.500,1270,1 Under
109,5,45157,Cam Davis,36' 2",29666.500,820,1 Under
109,5,27129,Luke List,36' 2",38041.917,1053,1 Under
109,5,33486,Roger Sloan,36' 2",24458.583,676,Under
109,5,23623,Bo Van Pelt,36' 2",19681.750,544,Over
113,6,40098,Matt Fitzpatrick,36' 3",28396.333,784,Under
113,6,49298,Kramer Hickok,36' 3",23334.667,644,Under
113,6,23108,Matt Kuchar,36' 3",31542.333,870,1 Under
113,6,35732,Wes Roach,36' 3",14088.250,389,Over
113,32,35891,Cameron Smith,36' 3",35561.917,980,Under
118,5,26499,Rafa Cabrera Bello,36' 4",25042.583,690,Under
118,5,32102,Rickie Fowler,36' 4",26331.750,724,1 Under
118,5,34213,Grayson Murray,36' 4",19950.083,549,Under
118,5,35658,Kris Ventura,36' 4",18126.667,499,Under
118,5,25804,Bubba Watson,36' 4",36946.250,1018,1 Under
118,5,47128,Richy Werenski,36' 4",31884.167,878,1 Under
124,5,47504,Sam Burns,36' 5",35472.167,973,1 Under
124,5,26758,David Hearn,36' 5",23466.583,644,Under
124,5,33419,Cameron Tringale,36' 5",34564.667,950,1 Under
127,5,32757,Patton Kizzire,36' 6",30220.750,828,Under
127,5,31420,Anirban Lahiri,36' 6",14886.583,408,Under
129,-15,26851,Marc Leishman,36' 7",33965.000,929,Over
129,5,32150,Michael Thompson,36' 7",36578.417,999,Under
129,5,25632,Jimmy Walker,36' 7",26630.000,728,Over
132,4,29926,Danny Lee,36' 8",35971.333,980,Under
132,4,46442,Maverick McNealy,36' 8",37783.250,1030,1 Under
132,4,34046,Jordan Spieth,36' 8",30700.583,837,Under
135,4,40009,Dominic Bozzelli,36' 9",15754.667,429,Over
135,4,29535,Brice Garnett,36' 9",29683.167,808,Under
135,4,31557,Jim Herman,36' 9",33969.000,925,Over
135,4,32791,K.H. Lee,36' 9",35223.917,959,Under
135,4,24138,Ian Poulter,36' 9",24817.417,675,Under
135,22,46970,Jon Rahm,36' 9",37308.833,1016,1 Under
135,4,25493,Nick Taylor,36' 9",32742.500,891,Under
142,3,46402,Talor Gooch,36' 10",48941.917,1329,1 Under
142,12,28237,Rory McIlroy,36' 10",33445.167,907,1 Under
142,3,46441,Robby Shelton,36' 10",37295.667,1013,Under
145,3,29479,Scott Brown,36' 11",32878.083,891,Under
145,3,28775,Nate Lashley,36' 11",29490.083,799,Under
145,3,35230,Nelson Ledesma,36' 11",15682.500,425,Over
145,3,33667,Carlos Ortiz,36' 11",42844.500,1160,1 Under
145,3,23621,Rory Sabbatini,36' 11",32764.583,887,Under
150,4,24924,Bill Haas,37' 0",22501.583,608,Under
150,4,56278,Matthew Wolff,37' 0",41199.917,1113,1 Under
152,20,34099,Harris English,37' 1",45070.000,1216,1 Under
152,5,46550,Brandon Hagy,37' 1",23456.750,632,Under
152,5,39977,Max Homa,37' 1",37791.750,1020,Under
152,10,34360,Patrick Reed,37' 1",42949.750,1159,1 Under
152,5,32254,Xinjun Zhang,37' 1",39151.500,1055,Under
157,5,34314,Sebastian Cappelen,37' 2",23020.667,619,Over
157,0,47959,Bryson DeChambeau,37' 2",41139.667,1106,1 Under
159,6,27554,Scott Harrington,37' 3",35640.583,957,Under
159,6,33490,Bo Hoag,37' 3",32682.083,878,Under
159,6,29908,C.T. Pan,37' 3",28484.917,765,Over
159,6,51894,Vince Whaley,37' 3",18594.750,499,Even
163,-1,35506,Mackenzie Hughes,37' 4",41176.750,1104,1 Under
163,6,26300,Matt Jones,37' 4",42294.583,1132,Under
163,6,49766,Hank Lebioda,37' 4",27401.167,734,Under
163,6,33449,Zack Sucher,37' 4",15940.000,427,Under
167,5,29484,Peter Uihlein,37' 5",22124.583,591,Under
167,5,49964,Aaron Wise,37' 5",22543.750,603,Under
169,16,52372,Cameron Champ,37' 6",40928.417,1091,1 Under
170,6,25572,Graeme McDowell,37' 7",24732.500,658,Over
171,11,48081,Xander Schauffele,37' 8",40997.083,1088,1 Under
172,7,29970,Dylan Frittelli,37' 9",45625.417,1208,Under
172,7,32618,Rhein Gibson,37' 9",22984.167,609,Under
172,6,35310,Lanto Griffin,37' 9",53899.667,1429,1 Under
175,6,28089,Jason Day,37' 10",26909.083,712,Under
176,6,27974,Sung Kang,37' 11",41843.167,1104,Over
176,6,49771,J.T. Poston,37' 11",42547.333,1121,1 Under
178,7,47993,Denny McCarthy,38' 1",43980.417,1154,1 Under
178,7,27649,Brandt Snedeker,38' 1",33791.583,888,1 Under
178,7,48887,Matt Wallace,38' 1",26913.333,706,Under
181,8,27349,Alex Noren,38' 5",31101.917,809,Under
181,8,24502,Adam Scott,38' 5",20615.917,537,Under
183,8,35461,Beau Hossler,38' 7",33643.917,872,Under
184,8,32333,Kevin Tway,38' 8",24152.500,625,Over
185,8,22371,Aaron Baddeley,39' 1",25937.833,664,Under
186,8,39546,Keith Mitchell,39' 2",34537.833,881,Under
187,8,21961,Charles Howell III,39' 3",34966.000,891,Under
187,8,32139,Danny Willett,39' 3",22132.500,564,Under
189,8,34256,Andrew Putnam,39' 4",22332.083,568,Over
190,8,36699,Patrick Rodgers,39' 10",53278.667,1338,1 Under
191,8,30911,Tommy Fleetwood,40' 0",19825.917,496,Under
192,8,51766,Wyndham Clark,41' 1",33615.083,818,Under
193,8,35617,Martin Trainer,45' 3",30959.750,684,1 Over
