RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,39058,Lucas Herbert,27.70,1496,54,23
2,0,23108,Matt Kuchar,27.86,1978,71,21
3,0,35891,Cameron Smith,28.08,1741,62,23
4,0,57366,Cameron Young,28.16,2309,82,22
5,0,34466,Peter Malnati,28.23,2908,103,23
6,0,33448,Justin Thomas,28.24,2146,76,22
7,0,48084,Wesley Bryan,28.27,1385,49,23
7,0,25818,Scott Piercy,28.27,2177,77,22
9,0,30927,Brendon Todd,28.28,2347,83,22
10,0,32640,Troy Merritt,28.29,2574,91,22
11,0,51894,Vince Whaley,28.31,2406,85,22
12,0,27895,Jonas Blixt,28.34,1417,50,23
13,0,23621,Rory Sabbatini,28.38,1561,55,23
14,0,29926,Danny Lee,28.40,1477,52,23
15,0,34363,Tyrrell Hatton,28.41,1818,64,22
16,0,46442,Maverick McNealy,28.42,2501,88,22
17,0,47993,Denny McCarthy,28.43,2843,100,21
17,0,32150,Michael Thompson,28.43,2388,84,21
19,0,35461,Beau Hossler,28.44,1991,70,23
19,0,24361,Pat Perez,28.44,1763,62,22
19,0,34360,Patrick Reed,28.44,1991,70,20
19,0,29221,Webb Simpson,28.44,1678,59,22
23,0,56278,Matthew Wolff,28.45,1337,47,22
24,0,22405,Justin Rose,28.46,1537,54,21
25,0,30692,Scott Stallings,28.47,2733,96,21
26,0,24138,Ian Poulter,28.50,1254,44,23
27,0,45157,Cam Davis,28.52,2339,82,23
28,0,35879,Kelly Kraft,28.54,1969,69,23
29,0,46435,Austin Cook,28.55,1970,69,21
29,0,47995,Davis Riley,28.55,2684,94,20
31,0,36799,Stephan Jaeger,28.56,2428,85,24
31,0,33667,Carlos Ortiz,28.56,1742,61,21
33,0,39977,Max Homa,28.57,2343,82,22
33,0,28237,Rory McIlroy,28.57,1714,60,22
35,0,37189,Harold Varner III,28.58,1972,69,24
36,0,24925,Jonathan Byrd,28.61,1631,57,23
36,0,28775,Nate Lashley,28.61,2174,76,24
38,0,45526,Abraham Ancer,28.62,1660,58,24
38,0,35506,Mackenzie Hughes,28.62,2347,82,23
40,0,45522,Christiaan Bezuidenhout,28.63,2290,80,23
40,0,28089,Jason Day,28.63,1632,57,24
42,0,35532,Tom Hoge,28.64,2749,96,20
42,0,45486,Joaquin Niemann,28.64,2291,80,22
44,0,46402,Talor Gooch,28.65,2034,71,23
44,0,36852,Jim Knous,28.65,1461,51,22
46,0,30978,Kiradech Aphibarnrat,28.66,1519,53,23
46,0,35450,Patrick Cantlay,28.66,1949,68,21
46,0,33597,Harry Higgs,28.66,2293,80,23
49,0,35310,Lanto Griffin,28.67,2236,78,23
49,0,27349,Alex Noren,28.67,1835,64,23
51,0,26851,Marc Leishman,28.68,2065,72,23
51,0,33486,Roger Sloan,28.68,2094,73,23
53,0,32102,Rickie Fowler,28.69,2037,71,23
53,0,46717,Viktor Hovland,28.69,2008,70,23
55,0,51766,Wyndham Clark,28.70,2784,97,22
55,0,23983,Luke Donald,28.70,1923,67,24
57,0,36801,Mark Hubbard,28.71,1952,68,23
57,0,32839,Hideki Matsuyama,28.71,2067,72,24
59,0,30911,Tommy Fleetwood,28.73,1609,56,23
59,0,27214,Kevin Streelman,28.73,2528,88,22
61,0,34563,Chesson Hadley,28.74,2299,80,22
61,0,30944,Jason Kokrak,28.74,1753,61,24
61,0,25198,Francesco Molinari,28.74,1523,53,23
64,0,50525,Collin Morikawa,28.75,1725,60,23
65,0,47504,Sam Burns,28.76,2301,80,24
65,0,45609,Tyler Duncan,28.76,2358,82,22
65,0,34174,John Huh,28.76,2128,74,24
68,0,35449,Adam Long,28.77,2532,88,22
68,0,22056,Cameron Percy,28.77,1266,44,23
70,0,37455,Si Woo Kim,28.78,2820,98,24
70,0,33204,Shane Lowry,28.78,1669,58,23
72,0,51634,Sahith Theegala,28.79,3253,113,23
73,0,29970,Dylan Frittelli,28.80,2678,93,22
73,0,37275,Sam Ryder,28.80,2534,88,22
75,0,51950,Max McGreevy,28.81,2074,72,22
75,0,34256,Andrew Putnam,28.81,2708,94,24
77,0,46601,Trey Mullinax,28.82,2363,82,23
78,0,40098,Matt Fitzpatrick,28.83,2018,70,24
78,0,28252,Seamus Power,28.83,2249,78,24
78,0,34431,Robert Streb,28.83,2393,83,22
81,0,24924,Bill Haas,28.84,2596,90,22
82,0,46046,Scottie Scheffler,28.85,2423,84,22
82,0,35617,Martin Trainer,28.85,2250,78,23
84,0,32757,Patton Kizzire,28.86,2597,90,22
85,0,32791,K.H. Lee,28.87,2829,98,23
86,0,33141,Keegan Bradley,28.88,2310,80,23
86,0,40162,Justin Lower,28.88,2079,72,22
86,0,51997,Andrew Novak,28.88,2195,76,23
86,0,49771,J.T. Poston,28.88,2541,88,22
86,0,49964,Aaron Wise,28.88,2484,86,23
91,0,39971,Sungjae Im,28.89,2542,88,24
91,0,48081,Xander Schauffele,28.89,2080,72,21
91,0,23325,Vaughn Taylor,28.89,1531,53,25
91,0,32139,Danny Willett,28.89,1791,62,23
95,0,29420,Billy Horschel,28.90,2023,70,22
95,0,30926,Chris Kirk,28.90,2428,84,22
95,0,47128,Richy Werenski,28.90,1821,63,24
98,0,34046,Jordan Spieth,28.91,2139,74,24
98,0,31560,Brian Stuard,28.91,2573,89,23
100,0,26300,Matt Jones,28.92,1764,61,24
100,0,31420,Anirban Lahiri,28.92,2082,72,22
102,0,33399,Adam Hadwin,28.93,2604,90,23
103,0,40115,Adam Svensson,28.94,2894,100,24
103,0,25493,Nick Taylor,28.94,2547,88,23
105,0,29478,Kevin Kisner,28.95,1911,66,24
106,0,39324,J.J. Spaun,28.97,2752,95,23
106,0,10381,Curtis Thompson,28.97,1854,64,25
108,0,39436,Joshua Creel,28.98,1362,47,24
108,0,36689,Brooks Koepka,28.98,1333,46,24
108,0,47347,Adam Schenk,28.98,2608,90,23
108,0,27139,David Skinns,28.98,1913,66,22
112,0,29725,Tony Finau,28.99,2493,86,24
112,0,49766,Hank Lebioda,28.99,2319,80,23
114,0,48117,Kurt Kitayama,29.00,2030,70,22
115,0,24502,Adam Scott,29.01,2089,72,22
116,0,27644,Brian Harman,29.04,2643,91,24
116,0,34098,Russell Henley,29.04,2265,78,25
116,0,49947,Taylor Moore,29.04,2439,84,23
116,0,47983,Chad Ramey,29.04,2120,73,21
120,0,29289,S.Y. Noh,29.05,1830,63,24
121,0,32662,Michael Gligic,29.06,2063,71,22
121,0,32816,Satoshi Kodaira,29.06,1482,51,26
121,0,39546,Keith Mitchell,29.06,2499,86,22
124,0,29908,C.T. Pan,29.10,2386,82,23
125,0,32333,Kevin Tway,29.13,2243,77,22
126,0,32448,James Hahn,29.14,2069,71,24
126,0,12716,Charley Hoffman,29.14,2011,69,23
126,0,24024,Zach Johnson,29.14,1865,64,25
126,0,48699,Callum Tarren,29.14,2011,69,23
130,0,27974,Sung Kang,29.16,2333,80,23
130,0,36884,Ben Kohles,29.16,1837,63,25
132,0,21961,Charles Howell III,29.17,1575,54,23
132,0,47483,Will Zalatoris,29.17,2217,76,23
134,0,46550,Brandon Hagy,29.18,2276,78,22
135,0,26476,Chez Reavie,29.20,2482,85,22
136,0,51890,Greyson Sigg,29.21,2629,90,23
137,0,32366,Kevin Chappell,29.22,1607,55,23
137,0,47529,Mito Pereira,29.22,2601,89,24
137,0,47856,Seth Reeves,29.22,1958,67,23
140,0,33419,Cameron Tringale,29.24,2690,92,22
