RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,27214,Kevin Streelman,27.00,486,18
2,0,29974,Branden Grace,27.25,218,8
3,0,39058,Lucas Herbert,27.33,246,9
3,0,30927,Brendon Todd,27.33,492,18
5,0,34563,Chesson Hadley,27.36,383,14
6,0,30692,Scott Stallings,27.37,520,19
7,0,25198,Francesco Molinari,27.40,274,10
7,0,47856,Seth Reeves,27.40,274,10
9,0,25818,Scott Piercy,27.43,384,14
10,0,47995,Davis Riley,27.58,524,19
11,0,29725,Tony Finau,27.63,525,19
11,0,36689,Brooks Koepka,27.63,221,8
11,0,23108,Matt Kuchar,27.63,442,16
11,0,29926,Danny Lee,27.63,221,8
15,0,30911,Tommy Fleetwood,27.69,360,13
16,0,45522,Christiaan Bezuidenhout,27.78,500,18
17,0,34360,Patrick Reed,27.80,417,15
18,0,34466,Peter Malnati,27.81,584,21
19,0,28775,Nate Lashley,27.86,390,14
19,0,35891,Cameron Smith,27.86,390,14
19,0,34431,Robert Streb,27.86,390,14
22,0,35506,Mackenzie Hughes,27.87,418,15
23,0,19803,Ryan Armour,27.88,223,8
24,0,29221,Webb Simpson,27.91,307,11
25,0,50525,Collin Morikawa,27.92,363,13
26,0,35532,Tom Hoge,27.94,503,18
27,0,25686,Jason Dufner,28.00,140,5
27,0,34256,Andrew Putnam,28.00,504,18
29,0,39971,Sungjae Im,28.05,561,20
30,0,45157,Cam Davis,28.06,477,17
30,0,40098,Matt Fitzpatrick,28.06,449,16
32,0,35617,Martin Trainer,28.09,309,11
33,0,35450,Patrick Cantlay,28.13,450,16
34,0,27936,Martin Laird,28.15,366,13
35,0,29970,Dylan Frittelli,28.16,535,19
36,0,28089,Jason Day,28.18,310,11
36,0,47988,Nick Hardy,28.18,310,11
36,0,57366,Cameron Young,28.18,479,17
39,0,49947,Taylor Moore,28.19,451,16
39,0,51634,Sahith Theegala,28.19,733,26
41,0,47128,Richy Werenski,28.22,254,9
42,0,48117,Kurt Kitayama,28.23,367,13
42,0,31560,Brian Stuard,28.23,367,13
44,0,22056,Cameron Percy,28.25,226,8
44,0,47983,Chad Ramey,28.25,339,12
44,0,51894,Vince Whaley,28.25,452,16
47,0,39977,Max Homa,28.26,537,19
48,0,33667,Carlos Ortiz,28.27,311,11
49,0,46414,Aaron Rai,28.28,509,18
50,0,32640,Troy Merritt,28.29,594,21
50,0,46601,Trey Mullinax,28.29,396,14
52,0,27895,Jonas Blixt,28.33,170,6
52,0,46435,Austin Cook,28.33,340,12
52,0,29478,Kevin Kisner,28.33,340,12
55,0,51890,Greyson Sigg,28.35,482,17
56,0,48084,Wesley Bryan,28.38,227,8
56,0,45609,Tyler Duncan,28.38,454,16
58,0,47529,Mito Pereira,28.42,540,19
58,0,39324,J.J. Spaun,28.42,540,19
60,0,32791,K.H. Lee,28.43,597,21
61,0,22405,Justin Rose,28.45,313,11
61,0,32139,Danny Willett,28.45,313,11
63,0,45526,Abraham Ancer,28.50,342,12
63,0,45486,Joaquin Niemann,28.50,513,18
63,0,37189,Harold Varner III,28.50,399,14
