RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,33122,Russell Knox,11.25,1001,89
2,0,34255,Joseph Bramlett,10.95,887,81
3,0,31557,Jim Herman,10.90,556,51
4,0,54421,Garrick Higgo,10.86,630,58
5,0,39997,Corey Conners,10.84,943,87
6,0,54783,Dylan Wu,10.81,724,67
7,0,46970,Jon Rahm,10.80,756,70
8,0,55708,Hayden Buckley,10.79,982,91
8,0,46414,Aaron Rai,10.79,960,89
10,0,20229,Stewart Cink,10.77,829,77
11,0,36871,Matthew NeSmith,10.75,989,92
12,0,27095,Nick Watney,10.74,816,76
13,0,45540,Jared Wolfe,10.73,633,59
14,0,48887,Matt Wallace,10.68,598,56
15,0,19803,Ryan Armour,10.64,532,50
15,0,24980,Scott Gutschewski,10.64,596,56
15,0,30163,Henrik Norlander,10.64,766,72
15,0,36699,Patrick Rodgers,10.64,904,85
19,0,33490,Bo Hoag,10.63,521,49
19,0,29518,Brendan Steele,10.63,776,73
21,0,23320,Ryan Palmer,10.60,710,67
22,0,32448,James Hahn,10.59,752,71
22,0,54628,Lee Hodges,10.59,985,93
22,0,51890,Greyson Sigg,10.59,953,90
25,0,25900,Lucas Glover,10.58,984,93
26,0,50095,Austin Smotherman,10.57,814,77
27,0,34076,Joel Dahmen,10.56,898,85
27,0,27064,Jhonattan Vegas,10.56,813,77
29,0,52375,Doug Ghim,10.54,885,84
29,0,53165,Doc Redman,10.54,833,79
31,0,27770,Camilo Villegas,10.52,726,69
32,0,37212,Paul Barjon,10.51,746,71
32,0,27649,Brandt Snedeker,10.51,620,59
32,0,52374,Brandon Wu,10.51,778,74
35,0,31646,Emiliano Grillo,10.50,882,84
36,0,27129,Luke List,10.49,839,80
37,0,36884,Ben Kohles,10.46,659,63
37,0,40006,Erik van Rooyen,10.46,502,48
39,0,24024,Zach Johnson,10.45,669,64
39,0,27936,Martin Laird,10.45,690,66
39,0,46340,Alex Smalley,10.45,972,93
42,0,47988,Nick Hardy,10.44,616,59
43,0,31323,Gary Woodland,10.42,719,69
44,0,52372,Cameron Champ,10.41,583,56
44,0,35110,Brett Drewitt,10.41,604,58
46,0,12716,Charley Hoffman,10.39,717,69
46,0,33419,Cameron Tringale,10.39,956,92
48,0,29974,Branden Grace,10.38,540,52
48,0,26476,Chez Reavie,10.38,882,85
48,0,48081,Xander Schauffele,10.38,747,72
48,0,49960,Sepp Straka,10.38,1017,98
