RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,01887,Mark O'Meara,1.731,1767,1021,3.23
2,0,01378,David Frost,1.740,1627,935,3.23
3,0,01098,Jay Don Blake,1.741,1609,924,3.21
4,0,02242,Lanny Wadkins,1.742,1840,1056,3.13
5,0,01235,Ben Crenshaw,1.743,1677,962,2.98
6,0,01553,John Huston,1.744,2224,1275,3.15
7,0,02104,Jeff Sluman,1.746,2403,1376,3.03
8,0,01226,Fred Couples,1.748,1888,1080,3.36
8,0,06575,Dudley Hart,1.748,1891,1082,3.41
8,0,02010,Loren Roberts,1.748,2236,1279,3.05
11,0,01042,Paul Azinger,1.750,1936,1106,3.08
11,0,01331,Rick Fehr,1.750,1838,1050,2.95
13,0,01219,John Cook,1.753,1807,1031,3.01
13,0,01682,Wayne Levi,1.753,1792,1022,2.95
15,0,02099,Scott Simpson,1.754,1561,890,3.00
16,0,01261,Jay Delsing,1.755,1916,1092,3.10
17,0,01355,Raymond Floyd,1.758,1301,740,3.07
17,0,01928,Corey Pavin,1.758,1925,1095,2.94
19,0,02146,Payne Stewart,1.759,1789,1017,3.14
20,0,01072,Chip Beck,1.760,1925,1094,3.06
20,0,02246,Duffy Waldorf,1.760,1873,1064,3.19
22,0,01968,Nick Price,1.761,2186,1241,3.04
22,0,02225,Howard Twitty,1.761,1838,1044,2.97
24,0,01706,Davis Love III,1.762,1993,1131,3.27
25,0,01129,Bill Britton,1.763,1770,1004,2.98
25,0,01633,Tom Kite,1.763,2017,1144,3.18
27,0,01132,Mark Brooks,1.764,2348,1331,2.87
28,0,01677,Tom Lehman,1.765,2330,1320,3.06
28,0,01736,Roger Maltbie,1.765,1382,783,2.80
28,0,02131,Mike Springer,1.765,1753,993,2.98
31,0,01960,Don Pooley,1.766,1192,675,2.83
31,0,02090,Tom Sieckmann,1.766,1964,1112,3.10
33,0,01313,Steve Elkington,1.767,1949,1103,2.89
34,0,01390,Buddy Gardner,1.768,1793,1014,2.87
34,0,01577,Lee Janzen,1.768,2251,1273,2.91
36,0,01203,Russ Cochran,1.769,2107,1191,2.75
36,0,01457,Jay Haas,1.769,2289,1294,2.84
36,0,02159,Curtis Strange,1.769,1323,748,2.98
36,0,02206,David Toms,1.769,1799,1017,2.94
40,0,01093,Ronnie Black,1.770,1859,1050,3.09
40,0,01837,Gil Morgan,1.770,1881,1063,3.04
42,0,01200,Keith Clearwater,1.771,2372,1339,2.98
43,0,01414,Bob Gilder,1.772,1915,1081,3.02
43,0,01549,Mike Hulbert,1.772,2392,1350,2.90
43,0,02279,Mark Wiebe,1.772,1777,1003,2.73
46,0,01161,Mark Calcavecchia,1.773,2028,1144,3.08
46,0,08537,J.P. Hayes,1.773,1440,812,2.89
46,0,01823,Larry Mize,1.773,1743,983,2.84
46,0,02049,Gene Sauers,1.773,1734,978,3.01
46,0,02303,Robert Wrenn,1.773,1722,971,2.97
