RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
1,0,08793,Tiger Woods,52.38,3431,6550,5,11
2,0,02256,Tom Watson,27.50,330,1200,0,1
3,0,06527,Steve Stricker,23.81,2155,9050,2,8
4,0,01810,Phil Mickelson,23.45,1630,6950,2,6
5,0,22046,Geoff Ogilvy,19.91,1603,8050,2,4
6,0,01945,Kenny Perry,19.83,1993,10050,2,7
7,0,25364,Paul Casey,19.52,1161,5950,1,3
8,0,24024,Zach Johnson,19.14,2019,10550,2,7
9,0,20157,Retief Goosen,18.13,1459,8050,1,4
10,0,24663,Y.E. Yang,17.91,1621,9050,2,4
11,0,25900,Lucas Glover,16.05,1742,10850,1,5
12,0,24140,Sean O'Hair,15.44,1474,9550,1,6
13,0,19846,Brian Gay,15.25,1540,10100,2,4
14,0,20848,Ángel Cabrera,14.89,968,6500,1,2
15,0,27095,Nick Watney,14.61,1388,9500,1,3
16,0,02206,David Toms,13.80,1394,10100,0,7
17,0,20229,Stewart Cink,13.54,1225,9050,1,4
18,0,10809,Jim Furyk,13.13,1188,9050,0,7
19,0,24138,Ian Poulter,12.86,907,7050,0,4
20,0,24781,Hunter Mahan,12.76,1282,10050,0,6
21,0,23621,Rory Sabbatini,12.18,1163,9550,1,4
22,0,22913,John Rollins,11.83,1112,9400,1,4
23,0,23983,Luke Donald,11.61,993,8550,0,5
24,0,30925,Dustin Johnson,11.49,1155,10050,1,4
25,0,08075,Jerry Kelly,11.37,1068,9400,1,5
26,0,23135,Tim Clark,10.83,980,9050,0,4
27,0,29718,Anthony Kim,10.57,957,9050,0,3
28,0,24361,Pat Perez,10.40,920,8850,1,2
29,0,26596,Ryan Moore,10.39,1023,9850,1,4
30,0,25396,Kevin Na,10.36,1021,9850,0,8
31,0,10423,Mike Weir,10.14,968,9550,0,5
32,0,10885,Robert Allenby,9.89,846,8550,0,3
33,0,27770,Camilo Villegas,9.79,886,9050,0,3
34,0,06522,Ernie Els,9.71,733,7550,0,5
35,0,12716,Charley Hoffman,9.63,963,10000,0,3
36,0,01226,Fred Couples,9.17,569,6200,0,4
37,0,23800,Bryce Molder,9.11,669,7350,0,2
38,0,01527,Scott Hoch,8.80,22,250,0
38,0,01761,Len Mattiace,8.80,44,500,0
40,0,21961,Charles Howell III,8.72,937,10750,0,3
41,0,21878,Mark Wilson,8.61,848,9850,1,2
42,0,28089,Jason Day,8.56,599,7000,0,2
43,0,01706,Davis Love III,8.23,851,10350,0,2
44,0,28158,Steve Marino,8.20,938,11450,0,4
45,0,06643,Paul Goydos,8.11,725,8950,0,3
46,0,20645,John Senden,8.01,937,11700,0,5
47,0,27060,John Mallinger,7.98,775,9700,0,4
48,0,10860,Justin Leonard,7.95,838,10550,0,5
49,0,25686,Jason Dufner,7.79,787,10100,0,5
50,0,20766,Padraig Harrington,7.55,608,8050,0,2
51,0,26679,Kevin Stadler,7.43,557,7500,0,1
52,0,23541,Ben Crane,7.42,727,9800,0,4
53,0,27933,John Merrick,7.40,762,10300,0,4
54,0,23718,Nathan Green,7.38,822,11150,1,1
55,0,07749,Brett Quigley,7.34,760,10350,0,3
56,0,07867,Woody Austin,7.29,667,9150,0,3
57,0,24925,Jonathan Byrd,7.26,581,8000,0,2
58,0,21209,Sergio Garcia,7.11,501,7050,0,2
58,0,23623,Bo Van Pelt,7.11,743,10450,1,4
60,0,21753,Brian Davis,7.09,823,11600,0,3
61,0,24507,Jason Bohn,7.01,631,9000,0,2
62,0,06004,Stephen Ames,6.96,592,8500,0,4
63,0,26287,Roland Thatcher,6.94,364,5250,0,2
64,0,06373,José María Olazábal,6.93,146,2100,0,1
65,0,12510,Chad Campbell,6.86,703,10250,0,2
66,0,02239,Scott Verplank,6.82,641,9400,0,4
67,0,25804,Bubba Watson,6.80,677,9950,0,2
68,0,06567,Vijay Singh,6.77,647,9550,0,3
69,0,20160,Charlie Wi,6.54,683,10450,0,3
70,0,01093,Ronnie Black,6.50,65,1000,0
70,0,01823,Larry Mize,6.50,39,600,0
72,0,27141,J.B. Holmes,6.45,635,9850,0,2
73,0,01320,Bob Estes,6.37,611,9600,0,2
74,0,20574,Mathew Goggin,6.36,662,10400,0,3
75,0,06595,Kevin Sutherland,6.30,693,11000,0,2
76,0,12680,Shigeki Maruyama,6.29,141,2250,0,1
77,0,20498,Briny Baird,6.21,695,11200,0,3
78,0,24503,Jeff Klauk,6.14,645,10500,0,2
79,0,23108,Matt Kuchar,6.13,555,9050,0,2
80,0,22621,Ben Curtis,6.09,491,8050,0,1
81,0,27649,Brandt Snedeker,6.08,617,10150,0,4
82,0,28475,Jeff Overton,6.01,598,9950,0,3
83,0,26695,Michael Letzig,5.97,597,10000,0,2
84,0,26289,Boo Weekley,5.87,590,10050,0,1
85,0,23353,J.J. Henry,5.86,657,11200,0,3
86,0,26300,Matt Jones,5.79,353,6100,0,2
87,0,20593,Greg Chalmers,5.72,543,9500,0,2
88,0,06573,Brandt Jobe,5.68,227,4000,0
89,0,23409,James Driscoll,5.63,428,7600,0,1
90,0,26851,Marc Leishman,5.47,547,10000,0,2
