RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
91,0,06197,Michael Allen,5.44,440,8100,0,1
91,0,22405,Justin Rose,5.44,492,9050,0,1
93,0,08339,Spike McRoy,5.40,14,250,0
94,0,22348,Nick O'Hern,5.36,512,9550,0,1
95,0,01577,Lee Janzen,5.31,491,9250,0,2
96,0,10585,Scott McCarron,5.22,566,10850,0,3
97,0,25818,Scott Piercy,5.18,531,10250,0,2
98,0,21959,Ted Purdy,5.16,580,11250,0,1
99,0,24490,George McNeill,5.14,480,9350,0,1
100,0,24924,Bill Haas,5.09,535,10500,0,3
101,0,12652,Cameron Beckman,5.07,469,9250,0,2
102,0,01116,Michael Bradley,5.02,306,6100,1,1
102,0,20127,Chris Riley,5.02,377,7500,0,1
104,0,21731,Freddie Jacobson,5.00,418,8350,0,2
105,0,25240,D.A. Points,4.94,531,10750,0,3
106,0,24357,K.J. Choi,4.89,492,10050,0,1
106,0,27214,Kevin Streelman,4.89,518,10600,0,2
108,0,20436,Garrett Willis,4.79,108,2250,0
109,0,21350,Ryuji Imada,4.77,499,10450,0
110,0,22371,Aaron Baddeley,4.76,431,9050,0,2
111,0,29221,Webb Simpson,4.72,519,11000,0,2
112,0,20572,Rod Pampling,4.69,452,9650,0,2
113,0,01948,Tim Petrovic,4.68,543,11600,0,4
114,0,26301,James Nitties,4.57,507,11100,0,2
115,0,24358,Robert Garrigus,4.55,433,9500,0,1
116,0,23788,D.J. Trahan,4.54,542,11950,0,2
117,0,01161,Mark Calcavecchia,4.51,411,9100,0,3
118,0,01035,Tommy Armour III,4.48,302,6750,0,1
119,0,25190,Jeff Quinney,4.47,425,9500,0,2
120,0,26420,Richard Johnson,4.46,417,9350,0,2
121,0,20472,Alex Cejka,4.45,412,9250,0,2
122,0,24502,Adam Scott,4.43,379,8550,0,1
123,0,23349,Charles Warren,4.12,330,8000,0
124,0,12782,Tim Herron,4.11,421,10250,0
124,0,01797,Rocco Mediate,4.11,327,7950,0,1
126,0,20850,Daniel Chopra,4.10,441,10750,0,2
127,0,01677,Tom Lehman,4.04,285,7050,0,1
128,0,20691,Greg Owen,3.98,448,11250,0,1
128,0,25562,Andres Romero,3.98,329,8250,0,1
130,0,22378,Trevor Immelman,3.97,248,6250,0
131,0,02010,Loren Roberts,3.92,49,1250,0
132,0,01717,Sandy Lyle,3.88,47,1200,0
133,0,23548,Bill Lunde,3.85,414,10750,0,1
134,0,20070,Matt Bettencourt,3.83,463,12100,0,2
135,0,07457,Steve Flesch,3.81,389,10200,0,2
136,0,22961,David Mathis,3.77,377,10000,0
137,0,21805,Harrison Frazar,3.72,400,10750,0
138,0,08845,Scott Sterling,3.68,258,7000,0
139,0,01928,Corey Pavin,3.57,334,9350,0
140,0,22548,Patrick Sheehan,3.55,213,6000,0
141,0,23325,Vaughn Taylor,3.51,386,11000,0,1
142,0,06251,Chris DiMarco,3.48,391,11250,0
143,0,21949,Joe Ogilvie,3.47,373,10750,0,1
144,0,23614,Rich Beem,3.43,347,10100,0,1
144,0,22293,Heath Slocum,3.43,355,10350,0,2
146,0,24846,Ricky Barnes,3.39,300,8850,0,1
147,0,23497,Tag Ridings,3.38,220,6500,0,1
148,0,02104,Jeff Sluman,3.37,25,750,0
149,0,27963,Chris Stroud,3.34,379,11350,0,1
150,0,01724,Jeff Maggert,3.30,363,11000,0,2
150,0,26498,Matt Weibring,3.30,264,8000,0,1
152,0,01473,Todd Hamilton,3.16,365,11550,0,1
153,0,25632,Jimmy Walker,3.15,284,9000,0,1
154,0,27120,Troy Matteson,3.14,354,11250,0
155,0,24912,Will MacKenzie,3.12,292,9350,0,2
156,0,27466,Spencer Levin,3.11,295,9500,0,1
157,0,12705,Cliff Kresge,3.04,319,10500,0,1
158,0,28620,Aron Price,3.02,317,10500,0,1
159,0,09011,David Duval,2.98,274,9200,0,1
159,0,27936,Martin Laird,2.98,289,9700,0,1
159,0,23320,Ryan Palmer,2.98,324,10850,0,1
162,0,02106,Chris Smith,2.95,37,1250,0
162,0,25349,Tim Wilkinson,2.95,177,6000,0,1
164,0,01142,Bart Bryant,2.93,227,7750,0,1
165,0,20104,Ken Duke,2.88,352,12200,0
166,0,20094,Jonathan Kaye,2.76,221,8000,0,1
167,0,06515,Shaun Micheel,2.74,201,7350,0
168,0,20098,Stuart Appleby,2.73,302,11050,0,1
168,0,08931,Glen Day,2.73,273,10000,0
170,0,28087,Kris Blanks,2.69,202,7500,0,1
171,0,23638,Brendon de Jonge,2.68,315,11750,0,2
172,0,12602,Dean Wilson,2.59,291,11250,0
173,0,28780,Nicholas Thompson,2.57,315,12250,0
174,0,08537,J.P. Hayes,2.55,168,6600,0,1
174,0,01941,Tom Pernice Jr.,2.55,255,10000,0,1
176,0,11032,Frank Lickliter II,2.52,151,6000,0
177,0,06621,Joe Durant,2.50,206,8250,0,1
177,0,01707,Steve Lowery,2.50,262,10500,0
177,0,26951,Johnson Wagner,2.50,268,10750,0,1
180,0,06332,Neal Lancaster,2.47,56,2250,0
181,0,01938,David Peoples,2.46,55,2250,0
182,0,23778,Brad Adamonis,2.41,253,10500,0,1
183,0,01132,Mark Brooks,2.39,182,7600,0,1
184,0,08385,Omar Uresti,2.38,83,3500,0,1
185,0,01619,Skip Kendall,2.30,29,1250,0
186,0,01313,Steve Elkington,2.26,194,8600,0
187,0,26881,Jarrod Lyle,2.25,180,8000,0,1
188,0,22295,Darron Stiles,2.23,169,7600,0,1
189,0,01553,John Huston,2.22,133,6000,0
190,0,06575,Dudley Hart,2.20,130,5900,0
190,0,26497,Casey Wittenberg,2.20,211,9600,0,1
192,0,26476,Chez Reavie,2.17,240,11100,0,1
193,0,10425,Jay Williamson,2.15,172,8000,0
194,0,20433,Mark Hensby,2.09,42,2000,0
195,0,22892,Jason Gore,2.07,197,9500,0,2
195,0,25345,Carl Pettersson,2.07,258,12500,0
197,0,10117,Bob Heintz,2.05,144,7000,0,1
198,0,08375,Paul Stankowski,2.01,75,3750,0
199,0,06214,Guy Boros,1.98,55,2750,0
200,0,20628,Arron Oberholser,1.97,30,1500,0
201,0,28135,Aaron Watkins,1.95,117,6000,0,1
202,0,01766,Billy Mayfair,1.94,225,11600,0,1
203,0,30750,Tommy Gainey,1.88,122,6500,0
204,0,30927,Brendon Todd,1.87,154,8250,0
205,0,24449,Parker McLachlin,1.82,173,9500,0
205,0,10213,Dicky Pride,1.82,73,4000,0,1
207,0,20378,Mathias Grönberg,1.80,90,5000,0
207,0,10733,Kent Jones,1.80,162,9000,0,1
209,0,01249,John Daly,1.59,51,3200,0
210,0,20634,Peter Lonard,1.55,182,11750,0
211,0,19881,Robert Damron,1.52,23,1500,0
212,0,01157,Tom Byrum,1.50,23,1500,0
213,0,25919,Brian Vranesh,1.48,111,7500,0,1
214,0,02214,Kirk Triplett,1.46,124,8500,0
215,0,11123,Chris Couch,1.43,57,4000,0
216,0,10649,Tom Scherrer,1.40,11,750,0
217,0,21407,Arjun Atwal,1.33,57,4250,0
217,0,07003,David Berganio Jr.,1.33,93,7000,0
217,0,30711,Colt Knost,1.33,127,9500,0
220,0,27382,Wil Collins,1.30,91,7000,0
220,0,06012,Greg Kraft,1.30,112,8600,0
222,0,01261,Jay Delsing,1.27,35,2750,0
223,0,06034,Marco Dawson,1.24,28,2250,0
224,0,12823,Carlos Franco,1.22,49,4000,0
225,0,02223,Bob Tway,1.05,56,5350,0
226,0,24980,Scott Gutschewski,1.03,78,7600,0
227,0,26668,Marc Turnesa,1.01,125,12400,0
228,0,27683,Leif Olson,.98,73,7500,0
229,0,02245,Grant Waite,.90,7,750,0
230,0,28118,Peter Tomasulo,.88,89,10100,0
231,0,31416,Derek Fathauer,.83,83,10000,0
232,0,31323,Gary Woodland,.82,68,8350,0
233,0,19972,José Coceres,.71,20,2750,0
234,0,12660,Jesper Parnevik,.67,42,6250,0
235,0,23048,Eric Axley,.59,70,11850,0
236,0,01381,Fred Funk,.50,12,2350,0
236,0,06539,Rick Price,.50,43,8500,0
238,0,26371,James Oh,.49,42,8500,0
239,0,20029,Notah Begay III,.40,28,7000,0
240,0,01329,Brad Faxon,.39,39,9750,0
241,0,20382,Stephen Leaney,.38,20,5250,0
242,0,28308,Troy Kelly,.20,15,7250,0
243,0,23338,David Gossett,.18,4,2000,0
244,0,07223,Brian Bateman,.17,17,10000,0
245,0,21633,Steve Allan,.13,10,7600,0
246,0,32199,Matthew Borchert,.11,8,7500,0
247,0,01024,Billy Andrade,.10,7,7750,0
248,0,01887,Mark O'Meara,.08,1,1200,0
249,0,29745,Tyler Aldridge,.07,5,7000,0
250,0,01876,Greg Norman,.06,1,1700,0
251,0,01926,Steve Pate,.05,1,1500,0
252,0,01042,Paul Azinger,.03,1,3850,0
252,0,01139,Olin Browne,.03,1,3750,0
252,0,01374,Robin Freeman,.03,1,1750,0
252,0,01685,J.L. Lewis,.03,0,1500,0
