RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,21528,Henrik Stenson,1018
2,0,20396,Lee Westwood,500
3,0,28237,Rory McIlroy,434
4,0,25572,Graeme McDowell,355
5,0,27896,Ross Fisher,306
6,0,27408,Martin Kaymer,249
7,0,23624,Soren Hansen,241
8,0,29926,Danny Lee,193
9,0,25198,Francesco Molinari,185
10,0,22000,Chris Wood,181
11,0,20686,Jeev Milkha Singh,163
12,0,20218,Shingo Katayama,150
13,0,27506,Oliver Wilson,144
14,0,22986,Søren Kjeldsen,139
15,0,19958,Miguel Angel Jiménez,117
16,0,22792,Peter Hanson,98
17,0,32366,Kevin Chappell,89
18,0,30110,Kyle Stanley,88
19,0,24511,Thongchai Jaidee,88
20,0,24461,Thomas Aiken,83
21,0,26331,Charl Schwartzel,83
22,0,12662,Thomas Levet,75
23,0,19970,Robert Karlsson,71
24,0,26882,Michael Sim,70
25,0,29419,Tadd Fujikawa,70
26,0,25191,Gonzalo Fernandez-Castaño,69
27,0,27124,Chris Baryla,69
27,0,24459,Richard Sterne,69
29,0,22951,Azuma Yano,65
30,0,20121,Todd Fischer,61
31,0,27072,Alvaro Quiros,60
32,0,27088,Johan Edfors,57
33,0,23725,Brendan Jones,44
34,0,20669,James Kingston,41
34,0,20940,Kenichi Kuboya,41
36,0,19825,Darren Clarke,39
37,0,24236,Nick Dougherty,31
38,0,21498,Hideto Tanihara,30
39,0,21207,José Manuel Lara,29
40,0,32876,Martin Piller,28
41,0,27797,Derek Lamely,27
42,0,12755,Vance Veazey,27
43,0,29974,Branden Grace,27
43,0,12461,Paul McGinley,27
43,0,22540,Anthony Wall,27
46,0,24494,Erik Compton,24
47,0,27436,Graham DeLaet,23
47,0,29461,Jamie Lovemark,23
49,0,19904,Paul Lawrie,22
50,0,32698,Bobby Gates,20
51,0,31044,Matt Harmon,17
52,0,23834,Jean-Francois Lucquin,16
52,0,22122,Andrew McLardy,16
54,0,20608,David Howell,16
54,0,23969,Graeme Storm,16
54,0,25892,Steve Wheatcroft,16
57,0,29938,Alan Wagner,15
58,0,32058,José de Jesús Rodríguez,15
59,0,30852,Ryo Ishikawa,14
60,0,23613,Rich Barcelo,14
60,0,21284,Hiroyuki Fujita,14
62,0,08123,Jeff Brehaut,13
62,0,32210,Trevor Murphy,13
64,0,19824,Craig Barlow,12
64,0,30151,Fernando Mechereffe,12
66,0,23783,Felipe Aguilar,11
66,0,31577,Tano Goya,11
66,0,32532,Manuel Villegas,11
69,0,20569,Richard Green,10
69,0,07941,Mike Grob,10
71,0,08191,Paul Broadhurst,10
71,0,24179,David Drysdale,10
73,0,29720,Andres Gonzales,9
74,0,26329,Louis Oosthuizen,7
75,0,27129,Luke List,6
76,0,24121,Andy Matthews,6
77,0,20367,Fredrik Andersson Hed,5
78,0,32888,Lucas Lee,3
79,0,20624,David Smail,2
80,0,28456,Andrew Ruthkoski,2
81,0,06078,Esteban Toledo,2
81,0,25437,James Vargas,2
83,0,27447,John Ellis,1
83,0,30926,Chris Kirk,1
85,0,22368,Daniel Gaunt,1
86,0,29664,Gregory Bisconti,1
86,0,27463,Matthew Loving,1
88,0,33545,Grant Sturgeon,1
89,0,27090,Junpei Takayama,1
90,0,24184,Alastair Forsyth,1
91,0,33046,Cortland Lowe,1
92,0,28380,Ryan Helminen
