RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,02241,Bobby Wadkins,9.26,25,270
2,0,02104,Jeff Sluman,9.83,34,346
3,0,02223,Bob Tway,9.96,26,261
4,0,01331,Rick Fehr,10.44,26,249
5,0,01219,John Cook,10.71,33,308
6,0,12660,Jesper Parnevik,11.11,27,243
7,0,02133,Craig Stadler,11.29,21,186
8,0,01487,Jeff Hart,11.43,20,175
9,0,01527,Scott Hoch,11.46,40,349
10,0,01553,John Huston,11.61,36,310
11,0,01143,Brad Bryant,11.81,34,288
12,0,01313,Steve Elkington,11.94,24,201
13,0,02146,Payne Stewart,12.15,39,321
14,0,01677,Tom Lehman,12.22,33,270
15,0,09011,David Duval,12.24,36,294
16,0,02321,Fuzzy Zoeller,12.29,22,179
17,0,01161,Mark Calcavecchia,12.30,45,366
18,0,02101,Joey Sindelar,12.32,34,276
19,0,01569,Peter Jacobsen,12.77,24,188
20,0,01378,David Frost,12.86,31,241
21,0,01334,Keith Fergus,12.88,34,264
22,0,01435,Wayne Grady,12.90,24,186
22,0,01810,Phil Mickelson,12.90,36,279
24,0,01201,Lennie Clements,13.04,36,276
25,0,01599,Steve Jones,13.07,37,283
26,0,01374,Robin Freeman,13.10,38,290
27,0,01042,Paul Azinger,13.11,35,267
28,0,07267,Allen Doyle,13.13,34,259
29,0,01887,Mark O'Meara,13.17,42,319
30,0,02256,Tom Watson,13.20,26,197
31,0,02267,D.A. Weibring,13.25,20,151
32,0,06044,Scott Gump,13.33,40,300
33,0,01706,Davis Love III,13.40,41,306
34,0,01837,Gil Morgan,13.54,31,229
35,0,01891,David Ogrin,13.57,49,361
36,0,01457,Jay Haas,13.69,43,314
37,0,02246,Duffy Waldorf,13.78,31,225
38,0,01510,Nolan Henke,13.82,38,275
39,0,01040,Emlyn Aubrey,13.86,28,202
40,0,01701,Bob Lohr,13.92,38,273
41,0,01444,Ken Green,13.93,34,244
42,0,01943,Chris Perry,13.97,32,229
43,0,06522,Ernie Els,13.98,33,236
44,0,01093,Ronnie Black,14.08,40,284
45,0,02049,Gene Sauers,14.11,34,241
46,0,01797,Rocco Mediate,14.16,32,226
46,0,02099,Scott Simpson,14.16,31,219
48,0,01116,Michael Bradley,14.24,45,316
49,0,07867,Woody Austin,14.25,58,407
50,0,01876,Greg Norman,14.36,28,195
51,0,01307,Joel Edwards,14.38,44,306
52,0,01748,Doug Martin,14.39,41,285
53,0,01098,Jay Don Blake,14.43,44,305
54,0,01381,Fred Funk,14.45,51,353
55,0,01766,Billy Mayfair,14.48,43,297
56,0,06613,Tommy Tolles,14.49,50,345
57,0,08375,Paul Stankowski,14.54,33,227
58,0,02131,Mike Springer,14.55,39,268
59,0,06527,Steve Stricker,14.58,43,295
60,0,01203,Russ Cochran,14.70,41,279
60,0,10860,Justin Leonard,14.70,51,347
62,0,10215,Charlie Rymer,14.73,43,292
63,0,10809,Jim Furyk,14.75,50,339
63,0,06012,Greg Kraft,14.75,41,278
65,0,02115,Taylor Smith,14.80,33,223
66,0,01142,Bart Bryant,14.85,34,229
67,0,01996,Mike Reid,14.90,31,208
68,0,01096,Phil Blackmar,14.92,47,315
69,0,01577,Lee Janzen,14.99,52,347
70,0,02245,Grant Waite,15.02,35,233
71,0,01475,Donnie Hammond,15.03,29,193
72,0,07235,John Morse,15.06,47,312
73,0,01323,Brad Fabel,15.17,44,290
74,0,01306,David Edwards,15.18,39,257
75,0,01823,Larry Mize,15.20,38,250
76,0,01175,Jim Carter,15.21,54,355
77,0,01928,Corey Pavin,15.24,41,269
78,0,02010,Loren Roberts,15.27,40,262
79,0,01968,Nick Price,15.29,26,170
80,0,02167,Mike Sullivan,15.33,42,274
80,0,02206,David Toms,15.33,46,300
82,0,01945,Kenny Perry,15.36,45,293
83,0,02214,Kirk Triplett,15.38,38,247
84,0,10425,Jay Williamson,15.52,36,232
85,0,02218,Ted Tryba,15.53,50,322
86,0,12626,Joey Gullion,15.55,44,283
87,0,01361,Dan Forsman,15.58,31,199
88,0,06124,Patrick Burke,15.74,37,235
89,0,01408,Kelly Gibson,15.75,63,400
90,0,08547,John Maginnes,15.95,41,257
91,0,06214,Guy Boros,16.01,49,306
92,0,06036,Scott Dunlap,16.03,42,262
93,0,06066,Gary Rusnak,16.11,34,211
94,0,01864,Larry Nelson,16.15,47,291
95,0,06034,Marco Dawson,16.19,51,315
96,0,01132,Mark Brooks,16.21,59,364
97,0,06617,Brian Henninger,16.22,42,259
97,0,02303,Robert Wrenn,16.22,36,222
99,0,01707,Steve Lowery,16.25,52,320
100,0,01014,Fulton Allem,16.28,28,172
101,0,01329,Brad Faxon,16.40,51,311
102,0,20098,Stuart Appleby,16.50,51,309
103,0,01139,Olin Browne,16.56,51,308
103,0,01771,Blaine McCallister,16.56,51,308
105,0,01185,Brandel Chamblee,16.59,36,217
106,0,02279,Mark Wiebe,16.60,39,235
107,0,01975,Tom Purtzer,16.67,48,288
108,0,19883,Joe Daley,16.74,40,239
109,0,01920,Craig Parry,16.79,47,280
110,0,06090,Jim McGovern,16.85,45,267
111,0,01682,Wayne Levi,16.88,40,237
112,0,01960,Don Pooley,16.92,33,195
113,0,01549,Mike Hulbert,16.93,53,313
114,0,01346,Ed Fiori,17.01,25,147
114,0,01724,Jeff Maggert,17.01,58,341
114,0,06567,Vijay Singh,17.01,58,341
117,0,01226,Fred Couples,17.05,45,264
118,0,01761,Len Mattiace,17.19,49,285
118,0,08385,Omar Uresti,17.19,49,285
120,0,06064,Jeff Gallagher,17.24,45,261
