RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
1,0,36689,Brooks Koepka,29.77,2887,9700,3,8
2,0,28237,Rory McIlroy,26.61,2315,8700,2,12
3,0,50525,Collin Morikawa,22.94,780,3400,1,3
4,0,23108,Matt Kuchar,22.79,2313,10150,2,8
5,0,30925,Dustin Johnson,19.38,1686,8700,1,7
6,0,48081,Xander Schauffele,19.16,1858,9700,2,5
7,0,22405,Justin Rose,18.60,1423,7650,1,6
8,0,08793,Tiger Woods,17.90,1003,5600,1,4
9,0,35450,Patrick Cantlay,17.83,1730,9700,1,8
10,0,33204,Shane Lowry,17.23,1137,6600,1,4
11,0,56278,Matthew Wolff,16.95,602,3550,1,1
12,0,29221,Webb Simpson,16.78,1619,9650,0,6
13,0,31323,Gary Woodland,16.10,1795,11150,1,8
14,0,46970,Jon Rahm,15.73,1447,9200,1,10
15,0,32102,Rickie Fowler,15.37,1391,9050,1,6
16,0,25364,Paul Casey,15.22,1629,10700,1,6
17,0,25198,Francesco Molinari,14.74,1054,7150,1,3
18,0,26851,Marc Leishman,14.67,1415,9650,1,7
19,0,30911,Tommy Fleetwood,14.55,1193,8200,0,6
20,0,24502,Adam Scott,13.88,1124,8100,0,6
21,0,33448,Justin Thomas,13.78,1247,9050,0,5
22,0,47959,Bryson DeChambeau,12.46,1203,9650,1,5
23,0,23320,Ryan Palmer,11.33,1088,9600,1,6
24,0,29725,Tony Finau,10.93,1279,11700,0,4
25,0,21961,Charles Howell III,10.24,1279,12500,1,5
26,0,26476,Chez Reavie,9.99,1309,13100,1,5
27,0,29478,Kevin Kisner,9.42,1098,11650,1,3
28,0,01810,Phil Mickelson,9.35,903,9650,1,2
29,0,28775,Nate Lashley,9.14,836,9150,1,2
30,0,25818,Scott Piercy,9.07,1025,11300,0,6
31,0,26329,Louis Oosthuizen,8.72,754,8650,0,4
32,0,10809,Jim Furyk,8.65,865,10000,0,3
32,0,32839,Hideki Matsuyama,8.65,969,11200,0,5
34,0,28089,Jason Day,8.52,865,10150,0,6
35,0,25396,Kevin Na,8.49,815,9600,1,3
36,0,28307,Matt Every,8.37,561,6700,0,2
37,0,21209,Sergio Garcia,8.32,637,7650,0,5
38,0,25572,Graeme McDowell,8.19,729,8900,1,3
39,0,25900,Lucas Glover,8.09,947,11700,0,6
40,0,24138,Ian Poulter,7.93,690,8700,0,5
41,0,30944,Jason Kokrak,7.91,854,10800,0,5
42,0,34256,Andrew Putnam,7.90,873,11050,0,3
43,0,39997,Corey Conners,7.79,962,12350,1,3
44,0,27974,Sung Kang,7.67,986,12850,1,4
45,0,49771,J.T. Poston,7.63,1015,13300,1,3
46,0,23621,Rory Sabbatini,7.52,895,11900,0,6
47,0,29908,C.T. Pan,7.50,900,12000,1,2
48,0,27649,Brandt Snedeker,7.38,934,12650,0,4
49,0,33399,Adam Hadwin,7.21,818,11350,0,5
50,0,26499,Rafa Cabrera Bello,7.17,696,9700,0,2
51,0,32366,Kevin Chappell,7.15,107,1500,0,1
52,0,39546,Keith Mitchell,7.01,884,12600,1,3
53,0,32333,Kevin Tway,6.99,863,12350,1,2
54,0,39971,Sungjae Im,6.90,1097,15900,0,7
55,0,29970,Dylan Frittelli,6.81,735,10800,1,1
56,0,26596,Ryan Moore,6.77,690,10200,0,2
57,0,27141,J.B. Holmes,6.74,815,12100,1,2
58,0,33948,Byeong Hun An,6.73,710,10550,0,3
59,0,33449,Zack Sucher,6.64,305,4600,0,1
60,0,34360,Patrick Reed,6.61,774,11700,0,3
61,0,39977,Max Homa,6.60,742,11250,1,2
62,0,29420,Billy Horschel,6.58,835,12700,0,4
63,0,21528,Henrik Stenson,6.41,523,8150,0,3
64,0,34363,Tyrrell Hatton,6.38,555,8700,0,3
65,0,31646,Emiliano Grillo,6.14,673,10950,0,2
65,0,37455,Si Woo Kim,6.14,832,13550,0,5
67,0,32640,Troy Merritt,6.12,569,9300,0,4
68,0,25804,Bubba Watson,5.93,572,9650,0,3
69,0,46402,Talor Gooch,5.86,463,7900,0,2
70,0,33141,Keegan Bradley,5.74,700,12200,0,3
70,0,36699,Patrick Rodgers,5.74,459,8000,0,1
72,0,35449,Adam Long,5.68,719,12650,1,2
73,0,30978,Kiradech Aphibarnrat,5.49,558,10150,0,3
74,0,34046,Jordan Spieth,5.42,605,11150,0,3
75,0,52372,Cameron Champ,5.33,639,12000,1,3
76,0,22371,Aaron Baddeley,5.28,428,8100,0,3
77,0,34076,Joel Dahmen,5.23,716,13700,0,2
78,0,23325,Vaughn Taylor,5.17,641,12400,0,4
79,0,27064,Jhonattan Vegas,5.13,538,10500,0,3
80,0,33419,Cameron Tringale,4.99,459,9200,0,2
81,0,45526,Abraham Ancer,4.98,622,12500,0,3
82,0,32150,Michael Thompson,4.92,527,10700,0,4
83,0,27214,Kevin Streelman,4.87,609,12500,0,4
84,0,29926,Danny Lee,4.81,625,13000,0,3
85,0,12716,Charley Hoffman,4.75,567,11950,0,2
86,0,35891,Cameron Smith,4.67,547,11700,0,3
87,0,27129,Luke List,4.54,497,10950,0,4
88,0,32139,Danny Willett,4.50,432,9600,0,2
89,0,34098,Russell Henley,4.48,534,11900,0,1
90,0,29974,Branden Grace,4.44,495,11150,0,2
91,0,45486,Joaquin Niemann,4.35,566,13000,0,4
92,0,37275,Sam Ryder,4.20,458,10900,0,2
93,0,34563,Chesson Hadley,4.16,532,12800,0,3
94,0,33122,Russell Knox,4.13,452,10950,0,2
95,0,51766,Wyndham Clark,4.03,491,12200,0,3
96,0,31560,Brian Stuard,4.02,547,13600,0,3
97,0,27408,Martin Kaymer,4.00,288,7200,0,1
97,0,33486,Roger Sloan,4.00,489,12200,0,3
99,0,34021,Bud Cauley,3.99,482,12100,0,2
100,0,27963,Chris Stroud,3.97,473,11900,0,4
101,0,35506,Mackenzie Hughes,3.95,466,11800,0,2
102,0,47504,Sam Burns,3.89,493,12700,0,3
102,0,49960,Sepp Straka,3.89,432,11100,0,1
104,0,23788,D.J. Trahan,3.84,231,6000,0,3
105,0,39324,J.J. Spaun,3.83,479,12500,0,2
106,0,37189,Harold Varner III,3.82,458,12000,0,2
107,0,27349,Alex Noren,3.78,367,9700,0
108,0,24925,Jonathan Byrd,3.77,283,7500,0,1
108,0,24361,Pat Perez,3.77,376,9950,0,3
108,0,49964,Aaron Wise,3.77,400,10600,0,1
111,0,47347,Adam Schenk,3.69,524,14200,0,3
112,0,26951,Johnson Wagner,3.67,312,8500,0,1
113,0,40026,Daniel Berger,3.65,361,9900,0,1
113,0,30692,Scott Stallings,3.65,452,12400,0,2
113,0,27095,Nick Watney,3.65,460,12600,0,3
116,0,30110,Kyle Stanley,3.64,460,12650,0,1
117,0,35732,Wes Roach,3.63,345,9500,0,2
118,0,27644,Brian Harman,3.55,509,14350,0,4
119,0,29535,Brice Garnett,3.53,466,13200,0,2
120,0,34466,Peter Malnati,3.49,423,12100,0,1
121,0,47993,Denny McCarthy,3.46,443,12800,0,2
122,0,26300,Matt Jones,3.44,423,12300,0,2
123,0,29268,Bronson Burgoon,3.43,343,10000,0,2
124,0,29479,Scott Brown,3.35,433,12900,0,4
125,0,27936,Martin Laird,3.34,401,12000,0,4
126,0,48822,Sebastián Muñoz,3.33,383,11500,0,3
127,0,31557,Jim Herman,3.30,321,9700,1,1
128,0,27895,Jonas Blixt,3.29,392,11900,0,1
129,0,32791,K.H. Lee,3.28,453,13800,0,2
130,0,19803,Ryan Armour,3.27,434,13300,0,1
131,0,33410,Andrew Landry,3.24,388,12000,0,1
131,0,33667,Carlos Ortiz,3.24,428,13200,0,3
133,0,32757,Patton Kizzire,3.22,406,12600,0,1
134,0,33418,Shawn Stefani,3.20,374,11700,0,2
135,0,46435,Austin Cook,3.19,364,11400,0,2
136,0,06567,Vijay Singh,3.13,100,3200,0,1
137,0,19846,Brian Gay,3.07,415,13500,0,2
137,0,25493,Nick Taylor,3.07,408,13300,0,1
139,0,32200,Roberto Castro,2.97,312,10500,0,2
140,0,30927,Brendon Todd,2.96,142,4800,0
141,0,35617,Martin Trainer,2.92,354,12100,1,1
142,0,24924,Bill Haas,2.86,312,10900,0,2
142,0,34431,Robert Streb,2.86,372,13000,0,2
144,0,47128,Richy Werenski,2.85,374,13100,0,1
145,0,40009,Dominic Bozzelli,2.79,316,11300,0,2
146,0,49766,Hank Lebioda,2.77,291,10500,0,1
147,0,24024,Zach Johnson,2.76,276,10000,0,1
148,0,35879,Kelly Kraft,2.73,399,14600,0,3
149,0,27330,Josh Teater,2.69,296,11000,0,2
150,0,22892,Jason Gore,2.67,48,1800,0
151,0,36852,Jim Knous,2.66,223,8400,0,1
152,0,02206,David Toms,2.64,37,1400,0
153,0,25686,Jason Dufner,2.60,327,12600,0,2
154,0,35376,Roberto Díaz,2.58,271,10500,0,2
155,0,24490,George McNeill,2.57,90,3500,0,1
156,0,29484,Peter Uihlein,2.56,353,13800,0,2
157,0,27556,Ted Potter Jr.,2.55,291,11400,0,1
158,0,34264,Hudson Swafford,2.52,242,9600,0,1
159,0,01706,Davis Love III,2.47,106,4300,0,1
160,0,27958,Ryan Blaum,2.43,323,13300,0,1
160,0,26758,David Hearn,2.43,195,8000,0,1
162,0,28252,Seamus Power,2.41,308,12800,0,2
163,0,35461,Beau Hossler,2.29,304,13300,0
164,0,36799,Stephan Jaeger,2.28,278,12200,0
165,0,28679,Fabián Gómez,2.27,209,9200,0
166,0,25632,Jimmy Walker,2.25,258,11500,0
167,0,45157,Cam Davis,2.19,252,11500,0
168,0,29222,Billy Hurley III,2.18,122,5600,0,1
169,0,46601,Trey Mullinax,2.17,260,12000,0
